date,month,weekday,expert,model,window,lambda,top1_tail,top1_pred,top1_actual_raw_diff,top1_prob_positive,top1_final_score,top2_tail,top2_pred,top2_actual_raw_diff,top2_prob_positive,top2_final_score,pred_span_top12,confidence_band,operational_pick_tail,operational_pick_source,operational_pick_pred,operational_pick_actual_raw_diff,operational_pick_in_actual_top2,top1_is_avoid,top2_is_avoid,hit_at_2,hit_at_3
2026-01-01,2026-01,Thursday,2F_N,xgb_ranker_ndcg,full_2025,1.25,8,0.09373617504189061,12600.0,0.5,0.09373617504189061,7,0.011131157535654758,4700.0,0.5,0.011131157535654758,0.08260501750623585,low,8,top1_default,0.09373617504189061,12600.0,1,0,0,1.0,1.0
2026-01-01,2026-01,Thursday,3F_A,xgb_ranker_ndcg,recent_60d,1.0,6,0.9917847566310982,39400.0,0.5,0.9917847566310982,5,0.990955661577303,42900.0,0.5,0.990955661577303,0.000829095053795248,undefined,5,top2_on_undefined,0.990955661577303,42900.0,0,0,0,0.0,0.0
2026-01-01,2026-01,Thursday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,6,0.3330727393929508,10200.0,0.5,0.3330727393929508,7,0.005583532703343889,5700.0,0.5,0.005583532703343889,0.3274892066896069,high,6,top1_default,0.3330727393929508,10200.0,1,0,0,1.0,1.0
2026-01-02,2026-01,Friday,2F_N,xgb_ranker_ndcg,full_2025,1.25,6,0.9971359479324352,33900.0,0.5,0.9971359479324352,9,0.9961982409182902,35300.0,0.5,0.9961982409182902,0.0009377070141449728,undefined,9,top2_on_undefined,0.9961982409182902,35300.0,1,0,0,1.0,1.0
2026-01-02,2026-01,Friday,3F_A,xgb_ranker_ndcg,full_2025,0.75,4,0.9740244438695721,16400.0,0.5,0.9740244438695721,0,0.06842061463541792,4900.0,0.5,0.06842061463541792,0.9056038292341542,high,4,top1_default,0.9740244438695721,16400.0,1,0,0,1.0,1.0
2026-01-02,2026-01,Friday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,5,0.6586438266355863,15200.0,0.5,0.6586438266355863,3,0.009272414682478324,300.0,0.5,0.009272414682478324,0.649371411953108,high,5,top1_default,0.6586438266355863,15200.0,1,0,0,1.0,1.0
2026-01-03,2026-01,Saturday,2F_N,xgb_ranker_ndcg,full_2025,1.25,0,0.9895582105768949,38800.0,0.5,0.9895582105768949,6,0.8167261221828145,23700.0,0.5,0.8167261221828145,0.17283208839408037,medium,0,top1_default,0.9895582105768949,38800.0,1,0,0,1.0,1.0
2026-01-03,2026-01,Saturday,3F_A,xgb_ranker_ndcg,full_2025,0.75,5,0.006692603665666379,500.0,0.5,0.006692603665666379,2,0.005677146793852437,-3400.0,0.5,0.005677146793852437,0.0010154568718139419,low,5,top1_default,0.006692603665666379,500.0,1,0,0,1.0,1.0
2026-01-03,2026-01,Saturday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,2,0.8241074339708441,13000.0,0.5,0.8241074339708441,9,0.20661163391770265,7000.0,0.5,0.20661163391770265,0.6174958000531414,high,2,top1_default,0.8241074339708441,13000.0,1,0,0,1.0,1.0
2026-01-04,2026-01,Sunday,2F_N,xgb_ranker_ndcg,full_2025,1.25,8,0.9771114503037747,33700.0,0.5,0.9771114503037747,7,0.08791533523380372,13400.0,0.5,0.08791533523380372,0.889196115069971,high,8,top1_default,0.9771114503037747,33700.0,1,0,0,1.0,1.0
