month,expert,precision,recall,f1,hit_at_2,hit_at_3,n_days
2026-01,2F_N,0.8064516129032258,0.8064516129032258,0.8064516129032258,1.0,1.0,31
2026-01,3F_A,0.8225806451612904,0.8225806451612904,0.8225806451612904,0.9354838709677419,0.9354838709677419,31
2026-01,3F_N,0.9032258064516129,0.9032258064516129,0.9032258064516129,1.0,1.0,31
2026-02,2F_N,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,28
2026-02,3F_A,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,28
2026-02,3F_N,0.8928571428571429,0.8928571428571429,0.8928571428571429,1.0,1.0,28
2026-03,2F_N,0.7903225806451613,0.7903225806451613,0.7903225806451613,1.0,1.0,31
2026-03,3F_A,0.8387096774193549,0.8387096774193549,0.8387096774193549,1.0,1.0,31
2026-03,3F_N,0.9193548387096774,0.9193548387096774,0.9193548387096774,1.0,1.0,31
2026-04,2F_N,0.8666666666666667,0.8666666666666667,0.8666666666666667,1.0,1.0,30
2026-04,3F_A,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,30
2026-04,3F_N,0.8666666666666667,0.8666666666666667,0.8666666666666667,1.0,1.0,30
2026-05,2F_N,0.875,0.875,0.875,1.0,1.0,24
2026-05,3F_A,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9583333333333334,1.0,24
2026-05,3F_N,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,24
