seed,date,weekday,expert,gate_score,excess
42,2026-03-31 00:00:00,Tuesday,3F_N,1.095940139889717,1481.118568232662
42,2026-04-01 00:00:00,Wednesday,3F_N,1.0774943828582764,1704.2351307567692
42,2026-04-02 00:00:00,Thursday,3F_A,0.7717370390892029,202.81395348837208
42,2026-04-03 00:00:00,Friday,3F_A,0.7035269737243652,245.90697674418607
42,2026-04-04 00:00:00,Saturday,3F_A,0.6643437743186951,370.9086783891094
42,2026-04-05 00:00:00,Sunday,3F_N,0.19952566996216772,1088.3741069495563
42,2026-04-06 00:00:00,Monday,2F_N,0.5976765811443329,528.3974358974358
42,2026-04-07 00:00:00,Tuesday,3F_A,0.8356039524078369,240.33073206986253
42,2026-04-08 00:00:00,Wednesday,3F_N,1.0713201612234116,1571.6252311485514
42,2026-04-09 00:00:00,Thursday,2F_N,1.1051123291254044,446.5544871794872
42,2026-04-10 00:00:00,Friday,3F_N,1.1404296994209289,1088.7610437641258
42,2026-04-11 00:00:00,Saturday,3F_A,0.13926875591278076,462.19630022387184
42,2026-04-12 00:00:00,Sunday,3F_N,0.8137029826641082,1424.1441082802548
42,2026-04-13 00:00:00,Monday,3F_N,0.2545880742371082,670.2374059061957
42,2026-04-14 00:00:00,Tuesday,3F_A,0.1082649677991867,156.0966183574879
42,2026-04-15 00:00:00,Wednesday,3F_A,0.8494318127632141,357.7294685990338
42,2026-04-16 00:00:00,Thursday,2F_N,1.143550843000412,422.2355769230769
42,2026-04-17 00:00:00,Friday,3F_A,0.4183371365070343,191.47013614404915
42,2026-04-18 00:00:00,Saturday,2F_N,0.6686892807483673,943.7473728457335
42,2026-04-19 00:00:00,Sunday,2F_N,1.0916085541248322,925.4578754578754
42,2026-04-20 00:00:00,Monday,3F_N,1.0203605383634566,1299.6815286624203
42,2026-04-21 00:00:00,Tuesday,2F_N,1.1261610954999923,756.0496794871794
42,2026-04-22 00:00:00,Wednesday,2F_N,1.1057953834533691,434.56959706959714
42,2026-04-23 00:00:00,Thursday,3F_A,0.336667001247406,194.9386845039019
42,2026-04-24 00:00:00,Friday,3F_N,0.9747952282428741,1738.2165605095543
42,2026-04-25 00:00:00,Saturday,3F_A,0.8497045040130615,280.0
42,2026-04-26 00:00:00,Sunday,3F_A,0.78107088804245,211.37681159420288
42,2026-04-27 00:00:00,Monday,3F_N,1.1047624051570892,904.6516116579811
42,2026-04-28 00:00:00,Tuesday,3F_A,0.5491955876350403,334.011908774295
42,2026-04-29 00:00:00,Wednesday,2F_N,0.5109518840909004,0.0
42,2026-04-30 00:00:00,Thursday,3F_N,0.9187565326690673,1984.9835939007914
42,2026-05-01 00:00:00,Friday,3F_N,1.1325005799531935,1556.2564207930964
42,2026-05-02 00:00:00,Saturday,3F_N,0.7342276066541671,1347.2823779193204
42,2026-05-03 00:00:00,Sunday,2F_N,0.1749249868094921,325.8814102564103
42,2026-05-04 00:00:00,Monday,3F_A,0.03385378420352936,0.0
42,2026-05-05 00:00:00,Tuesday,3F_N,0.6608283638954162,1403.1847133757963
42,2026-05-06 00:00:00,Wednesday,2F_N,0.003051528288051486,0.0
42,2026-05-07 00:00:00,Thursday,3F_N,0.44008775651454923,928.0055732484077
42,2026-05-08 00:00:00,Friday,3F_N,1.1184568732976912,1012.5796178343949
42,2026-05-09 00:00:00,Saturday,3F_N,1.0914561092853545,533.1621121840969
42,2026-05-10 00:00:00,Sunday,3F_N,0.23662852644920349,2310.552016985138
42,2026-05-11 00:00:00,Monday,3F_N,0.23828026354312895,531.0111464968153
42,2026-05-12 00:00:00,Tuesday,2F_N,0.041143193095922466,480.31746031746036
42,2026-05-13 00:00:00,Wednesday,2F_N,0.7500247716903686,0.0
42,2026-05-14 00:00:00,Thursday,2F_N,1.0991289377212523,450.81349206349205
42,2026-05-15 00:00:00,Friday,2F_N,1.0434072643518446,835.089605734767
42,2026-05-16 00:00:00,Saturday,2F_N,0.9958706587553023,407.93650793650795
42,2026-05-17 00:00:00,Sunday,3F_A,0.7042266726493835,100.7487922705314
42,2026-05-18 00:00:00,Monday,2F_N,1.0807465851306914,642.2990271377369
42,2026-05-19 00:00:00,Tuesday,2F_N,0.1812885820865631,619.047619047619
42,2026-05-20 00:00:00,Wednesday,2F_N,1.1375377029180527,827.3015873015872
77,2026-02-26 00:00:00,Thursday,2F_N,0.2124242067337036,761.0394265232975
77,2026-02-27 00:00:00,Friday,3F_N,0.2233858063817024,1254.155844155844
77,2026-02-28 00:00:00,Saturday,3F_N,0.07783755362033844,1645.7792207792209
77,2026-03-01 00:00:00,Sunday,3F_N,0.6977190554141998,995.4545454545455
77,2026-03-02 00:00:00,Monday,3F_N,0.06483004689216613,1647.7404921700222
77,2026-03-03 00:00:00,Tuesday,2F_N,0.42183601707220075,474.9257552483359
77,2026-03-04 00:00:00,Wednesday,3F_A,0.7892388105392456,753.0253699788583
77,2026-03-05 00:00:00,Thursday,2F_N,0.10758924782276152,452.5345622119815
77,2026-03-06 00:00:00,Friday,3F_N,0.10754731521010398,891.4317673378075
77,2026-03-07 00:00:00,Saturday,3F_A,0.051166243851184845,79.11627906976744
77,2026-03-08 00:00:00,Sunday,3F_N,0.39736282825469965,3011.252796420582
77,2026-03-09 00:00:00,Monday,2F_N,0.8477837264537811,571.1981566820276
77,2026-03-10 00:00:00,Tuesday,2F_N,0.26146593093872067,768.2539682539682
77,2026-03-11 00:00:00,Wednesday,3F_N,1.025886458158493,0.0
77,2026-03-12 00:00:00,Thursday,3F_A,0.5050198435783386,7.218377765173004
77,2026-03-13 00:00:00,Friday,2F_N,0.8391038298606872,498.73015873015873
77,2026-03-14 00:00:00,Saturday,2F_N,0.6412710756063461,528.2488479262672
77,2026-03-15 00:00:00,Sunday,3F_A,0.2864339351654053,94.91888825865001
77,2026-03-16 00:00:00,Monday,3F_N,0.2291671946644783,858.1809766257811
77,2026-03-17 00:00:00,Tuesday,3F_N,1.0480973422527313,1177.4209012464046
77,2026-03-18 00:00:00,Wednesday,3F_N,0.014540251251310109,0.0
77,2026-03-19 00:00:00,Thursday,3F_A,0.3009186387062073,230.34108527131787
77,2026-03-20 00:00:00,Friday,2F_N,1.1193412452936171,830.4761904761905
77,2026-03-21 00:00:00,Saturday,2F_N,1.056150734424591,699.068100358423
77,2026-03-22 00:00:00,Sunday,3F_N,0.20167185887694358,468.5822147651006
77,2026-03-23 00:00:00,Monday,3F_N,0.90710711479187,1344.007670182167
77,2026-03-24 00:00:00,Tuesday,3F_N,0.8784153372049331,1078.8706317981948
77,2026-03-25 00:00:00,Wednesday,3F_A,0.01791480928659439,-39.635995955510616
77,2026-03-26 00:00:00,Thursday,2F_N,1.088095811009407,535.9623015873016
77,2026-03-27 00:00:00,Friday,3F_A,0.15714842081069946,279.6744186046512
77,2026-03-28 00:00:00,Saturday,2F_N,1.1307605564594267,946.3492063492064
77,2026-03-29 00:00:00,Sunday,3F_N,0.40278565585613246,1487.3322147651006
77,2026-03-30 00:00:00,Monday,2F_N,0.7756090462207793,750.7936507936508
77,2026-03-31 00:00:00,Tuesday,3F_N,1.0857450485229492,1481.118568232662
77,2026-04-01 00:00:00,Wednesday,3F_N,1.0787174373865127,1704.2351307567692
77,2026-04-02 00:00:00,Thursday,3F_A,0.8658280372619629,171.14728682170545
77,2026-04-03 00:00:00,Friday,3F_A,0.7955334186553955,245.90697674418607
77,2026-04-04 00:00:00,Saturday,3F_A,0.7041029930114746,370.9086783891094
77,2026-04-05 00:00:00,Sunday,3F_N,0.48679797947406767,1088.3741069495563
77,2026-04-06 00:00:00,Monday,3F_N,0.6997677385807037,873.0493630573249
77,2026-04-07 00:00:00,Tuesday,3F_N,0.9192780256271361,1262.3606687898089
77,2026-04-08 00:00:00,Wednesday,3F_N,1.0799320608377456,749.0445859872611
77,2026-04-09 00:00:00,Thursday,2F_N,1.0993602097034454,446.5544871794872
77,2026-04-10 00:00:00,Friday,3F_N,1.1229468673467635,542.8941082802548
77,2026-04-11 00:00:00,Saturday,3F_N,0.0964672777801752,927.5323607972057
77,2026-04-12 00:00:00,Sunday,3F_N,0.7762052536010742,1424.1441082802548
77,2026-04-13 00:00:00,Monday,3F_N,0.4928527608513832,106.30778713786725
77,2026-04-14 00:00:00,Tuesday,3F_A,0.3373345732688904,156.0966183574879
77,2026-04-15 00:00:00,Wednesday,3F_A,0.8477452993392944,301.3658322353974
77,2026-04-16 00:00:00,Thursday,2F_N,1.1446376979351043,422.2355769230769
77,2026-04-17 00:00:00,Friday,3F_A,0.3995414972305298,191.47013614404915
77,2026-04-18 00:00:00,Saturday,2F_N,0.5067413836717605,943.7473728457335
77,2026-04-19 00:00:00,Sunday,2F_N,1.0185603320598602,925.4578754578754
77,2026-04-20 00:00:00,Monday,3F_N,1.0667098701000213,1299.6815286624203
77,2026-04-21 00:00:00,Tuesday,2F_N,1.1049007296562194,756.0496794871794
77,2026-04-22 00:00:00,Wednesday,2F_N,1.0867519110441206,434.56959706959714
77,2026-04-23 00:00:00,Thursday,2F_N,0.016215428709983826,1060.6684981684982
77,2026-04-24 00:00:00,Friday,3F_N,0.910451990365982,1738.2165605095543
77,2026-04-25 00:00:00,Saturday,3F_N,0.5167533218860626,1276.1345541401274
77,2026-04-26 00:00:00,Sunday,2F_N,0.034749155119061466,640.7258064516129
77,2026-04-27 00:00:00,Monday,3F_N,1.0855119258165358,904.6516116579811
77,2026-04-28 00:00:00,Tuesday,3F_A,0.9269891381263733,274.3749263579592
77,2026-04-29 00:00:00,Wednesday,2F_N,0.6728347659111023,0.0
77,2026-04-30 00:00:00,Thursday,3F_N,0.7897639334201813,1984.9835939007914
77,2026-05-01 00:00:00,Friday,3F_N,1.113527777791023,1556.2564207930964
77,2026-05-02 00:00:00,Saturday,3F_N,0.8998508363962173,1366.5296897472774
77,2026-05-03 00:00:00,Sunday,2F_N,0.09941646680235862,325.8814102564103
77,2026-05-04 00:00:00,Monday,3F_A,0.00016794679686427116,68.71980676328502
77,2026-05-05 00:00:00,Tuesday,3F_N,0.8511023491621017,1403.1847133757963
77,2026-05-06 00:00:00,Wednesday,2F_N,0.002396389585919678,0.0
77,2026-05-07 00:00:00,Thursday,3F_N,1.043647652864456,1025.8886377645367
77,2026-05-08 00:00:00,Friday,3F_N,1.095351129770279,900.0796178343949
77,2026-05-09 00:00:00,Saturday,3F_N,1.0938727438449858,1045.561305732484
77,2026-05-10 00:00:00,Sunday,3F_N,0.04060187339782714,2310.552016985138
77,2026-05-11 00:00:00,Monday,3F_N,0.9837757647037505,77.26114649681529
77,2026-05-12 00:00:00,Tuesday,3F_N,0.6000494837760925,972.547770700637
77,2026-05-13 00:00:00,Wednesday,3F_A,0.7127206325531006,284.75904324260637
77,2026-05-14 00:00:00,Thursday,2F_N,1.0927542209625243,450.81349206349205
77,2026-05-15 00:00:00,Friday,2F_N,1.018011352419853,835.089605734767
77,2026-05-16 00:00:00,Saturday,3F_A,0.9538026452064514,173.64734299516908
77,2026-05-17 00:00:00,Sunday,3F_A,0.8079880475997925,297.4154589371981
77,2026-05-18 00:00:00,Monday,2F_N,1.1034281015396117,642.2990271377369
77,2026-05-19 00:00:00,Tuesday,3F_N,1.0898247987031935,1032.703025477707
77,2026-05-20 00:00:00,Wednesday,2F_N,1.1390546798706054,960.6349206349207
123,2026-02-26 00:00:00,Thursday,2F_N,0.04603134989738464,761.0394265232975
123,2026-02-27 00:00:00,Friday,3F_N,0.1447903126478195,1254.155844155844
123,2026-02-28 00:00:00,Saturday,3F_N,0.08721702396869659,1645.7792207792209
123,2026-03-01 00:00:00,Sunday,3F_N,0.43120777606964106,768.0351906158357
123,2026-03-02 00:00:00,Monday,3F_N,0.08383842408657073,1647.7404921700222
123,2026-03-03 00:00:00,Tuesday,2F_N,0.040611778199672696,474.9257552483359
123,2026-03-04 00:00:00,Wednesday,3F_A,0.8248564600944519,753.0253699788583
123,2026-03-05 00:00:00,Thursday,2F_N,0.12438436448574065,452.5345622119815
123,2026-03-06 00:00:00,Friday,2F_N,0.14924068748950958,586.031746031746
123,2026-03-07 00:00:00,Saturday,3F_A,0.05384021997451782,187.00841167738744
123,2026-03-08 00:00:00,Sunday,3F_N,0.7037184178829192,3011.252796420582
123,2026-03-09 00:00:00,Monday,2F_N,0.9103485554456711,571.1981566820276
123,2026-03-10 00:00:00,Tuesday,2F_N,0.11209219694137572,768.2539682539682
123,2026-03-11 00:00:00,Wednesday,3F_N,1.065704035758972,1744.3647303864846
123,2026-03-12 00:00:00,Thursday,3F_A,0.5635907053947449,7.218377765173004
123,2026-03-13 00:00:00,Friday,2F_N,0.9370571106672286,498.73015873015873
123,2026-03-14 00:00:00,Saturday,2F_N,0.553909283876419,528.2488479262672
123,2026-03-15 00:00:00,Sunday,3F_A,0.2625485360622406,129.6627906976744
123,2026-03-16 00:00:00,Monday,3F_A,0.14846432209014893,267.4929098128191
123,2026-03-17 00:00:00,Tuesday,3F_N,0.9303956001996994,1209.5637583892617
123,2026-03-18 00:00:00,Wednesday,3F_N,0.05354987848550081,0.0
123,2026-03-19 00:00:00,Thursday,3F_A,0.24634528160095215,230.34108527131787
123,2026-03-20 00:00:00,Friday,2F_N,1.1246650248765944,830.4761904761905
123,2026-03-21 00:00:00,Saturday,3F_N,1.0653352618217466,1461.4333652924256
123,2026-03-22 00:00:00,Sunday,3F_N,0.1799978047609329,634.8322147651006
123,2026-03-23 00:00:00,Monday,3F_N,1.0025533497333525,1344.007670182167
123,2026-03-24 00:00:00,Tuesday,3F_N,0.6567579358816147,782.3189076602638
123,2026-03-25 00:00:00,Wednesday,2F_N,0.002357046166434884,0.0
123,2026-03-26 00:00:00,Thursday,2F_N,1.0613517493009565,535.9623015873016
123,2026-03-27 00:00:00,Friday,3F_A,0.19537729024887085,279.6744186046512
123,2026-03-28 00:00:00,Saturday,2F_N,1.0670087963342665,946.3492063492064
123,2026-03-29 00:00:00,Sunday,3F_N,0.5152399778366088,1487.3322147651006
123,2026-03-30 00:00:00,Monday,2F_N,0.710706478357315,750.7936507936508
123,2026-03-31 00:00:00,Tuesday,3F_N,1.0823684364557264,1481.118568232662
123,2026-04-01 00:00:00,Wednesday,3F_N,1.1019571870565414,1704.2351307567692
123,2026-04-02 00:00:00,Thursday,3F_A,0.8149411082267761,14.643221781055018
123,2026-04-03 00:00:00,Friday,3F_A,0.6445539593696594,245.90697674418607
123,2026-04-04 00:00:00,Saturday,3F_A,0.6151168942451477,370.9086783891094
123,2026-04-05 00:00:00,Sunday,3F_A,0.20271578431129456,323.108527131783
123,2026-04-06 00:00:00,Monday,2F_N,0.6595551341772079,528.3974358974358
123,2026-04-07 00:00:00,Tuesday,3F_N,0.8742006212472915,1262.3606687898089
123,2026-04-08 00:00:00,Wednesday,3F_N,1.098371511697769,1571.6252311485514
123,2026-04-09 00:00:00,Thursday,2F_N,1.1038449257612228,446.5544871794872
123,2026-04-10 00:00:00,Friday,3F_N,1.138542166352272,1088.7610437641258
123,2026-04-11 00:00:00,Saturday,3F_A,0.08350282907485962,462.19630022387184
123,2026-04-12 00:00:00,Sunday,3F_N,0.6677983283996581,1424.1441082802548
123,2026-04-13 00:00:00,Monday,3F_N,0.25110852420330043,67.39649681528661
123,2026-04-14 00:00:00,Tuesday,3F_A,0.34140491485595703,156.0966183574879
123,2026-04-15 00:00:00,Wednesday,3F_A,0.9007612466812134,357.7294685990338
123,2026-04-16 00:00:00,Thursday,2F_N,1.1285830080509185,422.2355769230769
123,2026-04-17 00:00:00,Friday,3F_A,0.3950532376766205,191.47013614404915
123,2026-04-18 00:00:00,Saturday,2F_N,0.8413797408342361,943.7473728457335
123,2026-04-19 00:00:00,Sunday,2F_N,1.1152401775121688,925.4578754578754
123,2026-04-20 00:00:00,Monday,3F_N,1.0102588057518005,1299.6815286624203
123,2026-04-21 00:00:00,Tuesday,2F_N,1.107905140519142,756.0496794871794
123,2026-04-22 00:00:00,Wednesday,2F_N,1.064210295677185,529.8076923076924
123,2026-04-23 00:00:00,Thursday,2F_N,0.02945071160793304,1060.6684981684982
123,2026-04-24 00:00:00,Friday,3F_N,0.9320169031620025,1738.2165605095543
123,2026-04-25 00:00:00,Saturday,2F_N,0.5864100575447082,738.9474772539288
123,2026-04-26 00:00:00,Sunday,2F_N,0.07984545230865478,640.7258064516129
123,2026-04-27 00:00:00,Monday,3F_N,1.1136961251497268,904.6516116579811
123,2026-04-28 00:00:00,Tuesday,3F_A,0.9429775476455688,274.3749263579592
123,2026-04-29 00:00:00,Wednesday,2F_N,0.5494611710309982,0.0
123,2026-04-30 00:00:00,Thursday,3F_N,0.9903578996658324,1984.9835939007914
123,2026-05-01 00:00:00,Friday,3F_N,1.1292740136384962,1556.2564207930964
123,2026-05-02 00:00:00,Saturday,3F_N,0.6063021212816238,1347.2823779193204
123,2026-05-03 00:00:00,Sunday,2F_N,0.19061122834682462,325.8814102564103
123,2026-05-04 00:00:00,Monday,2F_N,0.0025335397105664013,453.9288668320927
123,2026-05-05 00:00:00,Tuesday,3F_N,0.5368535920977592,1403.1847133757963
123,2026-05-06 00:00:00,Wednesday,2F_N,0.0036867540329694744,0.0
123,2026-05-07 00:00:00,Thursday,3F_N,0.9816785514354706,174.88057324840764
123,2026-05-08 00:00:00,Friday,3F_N,1.0487358421087265,900.0796178343949
123,2026-05-09 00:00:00,Saturday,3F_N,1.027703732252121,1045.561305732484
123,2026-05-10 00:00:00,Sunday,3F_N,0.08799878358840942,2310.552016985138
123,2026-05-11 00:00:00,Monday,3F_N,0.8330446273088454,642.0998561742347
123,2026-05-12 00:00:00,Tuesday,3F_N,0.6747150331735611,972.547770700637
123,2026-05-13 00:00:00,Wednesday,3F_A,0.7668434381484985,284.75904324260637
123,2026-05-14 00:00:00,Thursday,2F_N,1.0824578881263731,450.81349206349205
123,2026-05-15 00:00:00,Friday,2F_N,1.0530475497245788,835.089605734767
123,2026-05-16 00:00:00,Saturday,3F_A,0.9612430930137634,173.64734299516908
123,2026-05-17 00:00:00,Sunday,3F_A,0.1225878968834877,305.2836759914616
123,2026-05-18 00:00:00,Monday,3F_N,1.11454499065876,950.9143209369221
123,2026-05-19 00:00:00,Tuesday,3F_N,1.0837751239538191,1032.703025477707
123,2026-05-20 00:00:00,Wednesday,2F_N,1.136903315782547,751.780753968254
202,2026-02-26 00:00:00,Thursday,2F_N,0.21826824545860288,761.0394265232975
202,2026-02-27 00:00:00,Friday,3F_N,0.24863414019346236,1254.155844155844
202,2026-02-28 00:00:00,Saturday,3F_N,0.09776293039321898,1645.7792207792209
202,2026-03-01 00:00:00,Sunday,3F_N,0.7331969588994979,545.4545454545455
202,2026-03-02 00:00:00,Monday,3F_N,0.09113617241382597,1647.7404921700222
202,2026-03-03 00:00:00,Tuesday,2F_N,0.4261877208948135,474.9257552483359
202,2026-03-04 00:00:00,Wednesday,3F_A,0.7986268401145935,753.0253699788583
202,2026-03-05 00:00:00,Thursday,2F_N,0.06917856335639953,452.5345622119815
202,2026-03-06 00:00:00,Friday,2F_N,0.08001530766487121,586.031746031746
202,2026-03-07 00:00:00,Saturday,3F_A,0.05030801147222519,79.11627906976744
202,2026-03-08 00:00:00,Sunday,3F_N,0.42619245052337645,3011.252796420582
202,2026-03-09 00:00:00,Monday,2F_N,0.8274123936891555,571.1981566820276
202,2026-03-10 00:00:00,Tuesday,3F_N,0.14608211815357208,1071.692233940556
202,2026-03-11 00:00:00,Wednesday,3F_N,1.0816234856843947,1744.3647303864846
202,2026-03-12 00:00:00,Thursday,3F_A,0.6277734041213989,154.32558139534882
202,2026-03-13 00:00:00,Friday,2F_N,0.8449724078178406,498.73015873015873
202,2026-03-14 00:00:00,Saturday,2F_N,0.5452972471714019,528.2488479262672
202,2026-03-15 00:00:00,Sunday,3F_A,0.3223397731781006,238.49612403100772
202,2026-03-16 00:00:00,Monday,3F_N,0.2756057381629944,858.1809766257811
202,2026-03-17 00:00:00,Tuesday,3F_N,1.0176007658243178,1177.4209012464046
202,2026-03-18 00:00:00,Wednesday,3F_N,0.028337291069328783,0.0
202,2026-03-19 00:00:00,Thursday,3F_N,0.2744941726326942,1127.7181208053692
202,2026-03-20 00:00:00,Friday,2F_N,1.1083033204078674,830.4761904761905
202,2026-03-21 00:00:00,Saturday,3F_N,1.0329752802848815,1461.4333652924256
202,2026-03-22 00:00:00,Sunday,3F_N,0.3040049985051155,468.5822147651006
202,2026-03-23 00:00:00,Monday,3F_N,0.9607184827327727,1344.007670182167
202,2026-03-24 00:00:00,Tuesday,3F_N,0.8023276776075362,857.606263982103
202,2026-03-25 00:00:00,Wednesday,3F_A,0.0024760812520980835,165.79878665318503
202,2026-03-26 00:00:00,Thursday,2F_N,1.081419152021408,535.9623015873016
202,2026-03-27 00:00:00,Friday,3F_A,0.17679888010025024,279.6744186046512
202,2026-03-28 00:00:00,Saturday,2F_N,1.101191809773445,946.3492063492064
202,2026-03-29 00:00:00,Sunday,3F_N,0.7217878609895706,1487.3322147651006
202,2026-03-30 00:00:00,Monday,2F_N,0.8881862699985503,750.7936507936508
202,2026-03-31 00:00:00,Tuesday,3F_N,1.099019607901573,1481.118568232662
202,2026-04-01 00:00:00,Wednesday,3F_N,1.1044444233179092,1704.2351307567692
202,2026-04-02 00:00:00,Thursday,3F_A,0.8104975819587708,202.81395348837208
202,2026-04-03 00:00:00,Friday,3F_A,0.732361912727356,245.90697674418607
202,2026-04-04 00:00:00,Saturday,3F_A,0.7347445487976074,370.9086783891094
202,2026-04-05 00:00:00,Sunday,3F_N,0.45717460215091704,1088.3741069495563
202,2026-04-06 00:00:00,Monday,3F_N,0.722044152021408,873.0493630573249
202,2026-04-07 00:00:00,Tuesday,3F_N,0.8632714092731475,1262.3606687898089
202,2026-04-08 00:00:00,Wednesday,3F_N,1.1044444233179092,339.3671666324225
202,2026-04-09 00:00:00,Thursday,2F_N,0.4483527824282646,376.29239040529365
202,2026-04-10 00:00:00,Friday,3F_N,1.1153149604797363,1277.6857749469216
202,2026-04-11 00:00:00,Saturday,2F_N,0.4018689304590225,573.7026862026862
202,2026-04-12 00:00:00,Sunday,3F_N,0.48012138903141016,1424.1441082802548
202,2026-04-13 00:00:00,Monday,3F_N,0.47172280251979826,106.30778713786725
202,2026-04-14 00:00:00,Tuesday,3F_A,0.2786176800727844,156.0966183574879
202,2026-04-15 00:00:00,Wednesday,3F_A,0.8948121666908264,357.7294685990338
202,2026-04-16 00:00:00,Thursday,2F_N,1.1312732070684433,549.5037220843673
202,2026-04-17 00:00:00,Friday,3F_A,0.22592273354530334,191.47013614404915
202,2026-04-18 00:00:00,Saturday,2F_N,1.0047585904598235,943.7473728457335
202,2026-04-19 00:00:00,Sunday,2F_N,1.1416717410087585,777.3779983457403
202,2026-04-20 00:00:00,Monday,3F_N,1.0549331635236738,1299.6815286624203
202,2026-04-21 00:00:00,Tuesday,2F_N,1.1288076311349868,367.79363110008273
202,2026-04-22 00:00:00,Wednesday,2F_N,1.0412114828824997,434.56959706959714
202,2026-04-23 00:00:00,Thursday,3F_A,0.2800394892692566,194.9386845039019
202,2026-04-24 00:00:00,Friday,3F_N,0.8313946723937987,1738.2165605095543
202,2026-04-25 00:00:00,Saturday,3F_A,0.8273975849151611,280.0
202,2026-04-26 00:00:00,Sunday,3F_A,0.847218930721283,211.37681159420288
202,2026-04-27 00:00:00,Monday,3F_N,1.0953928053379058,904.6516116579811
202,2026-04-28 00:00:00,Tuesday,3F_A,0.64017653465271,334.011908774295
202,2026-04-29 00:00:00,Wednesday,2F_N,0.7943306982517242,0.0
202,2026-04-30 00:00:00,Thursday,3F_N,0.8257211059331894,1984.9835939007914
202,2026-05-01 00:00:00,Friday,3F_N,1.1162800788879395,1556.2564207930964
202,2026-05-02 00:00:00,Saturday,3F_N,0.8464904814958571,1366.5296897472774
202,2026-05-03 00:00:00,Sunday,2F_N,0.06684527564793824,325.8814102564103
202,2026-05-04 00:00:00,Monday,3F_A,0.021296897903084755,0.0
202,2026-05-05 00:00:00,Tuesday,3F_N,0.7814883857965469,1403.1847133757963
202,2026-05-06 00:00:00,Wednesday,3F_A,0.0011508427560329437,5.733063700707788
202,2026-05-07 00:00:00,Thursday,3F_N,0.9821156650781631,1025.8886377645367
202,2026-05-08 00:00:00,Friday,3F_N,1.0723745942115783,900.0796178343949
202,2026-05-09 00:00:00,Saturday,3F_N,1.0469018429517745,1386.186305732484
202,2026-05-10 00:00:00,Sunday,3F_N,0.10087913870811462,2310.552016985138
202,2026-05-11 00:00:00,Monday,3F_N,0.8685074508190155,77.26114649681529
202,2026-05-12 00:00:00,Tuesday,3F_N,0.6858252048492431,972.547770700637
202,2026-05-13 00:00:00,Wednesday,2F_N,0.7871375501155853,0.0
202,2026-05-14 00:00:00,Thursday,2F_N,1.0995829135179518,450.81349206349205
202,2026-05-15 00:00:00,Friday,2F_N,1.0088838547468184,835.089605734767
202,2026-05-16 00:00:00,Saturday,3F_A,0.9601737260818481,173.64734299516908
202,2026-05-17 00:00:00,Sunday,3F_A,0.11322173476219177,305.2836759914616
