month,expert,precision,recall,f1,hit_at_2,hit_at_3,n_days
2026-01,2F_N,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.967741935483871,0.967741935483871,31
2026-01,3F_A,0.4032258064516129,0.4032258064516129,0.4032258064516129,0.6451612903225806,0.7741935483870968,31
2026-01,3F_N,0.5967741935483871,0.5967741935483871,0.5967741935483871,0.8064516129032258,0.8709677419354839,31
2026-02,2F_N,0.8392857142857143,0.8392857142857143,0.8392857142857143,0.9642857142857143,0.9642857142857143,28
2026-02,3F_A,0.4107142857142857,0.4107142857142857,0.4107142857142857,0.6428571428571429,0.75,28
2026-02,3F_N,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.9642857142857143,1.0,28
2026-03,2F_N,0.7096774193548387,0.7096774193548387,0.7096774193548387,0.9032258064516129,0.9354838709677419,31
2026-03,3F_A,0.5,0.5,0.5,0.7741935483870968,0.9032258064516129,31
2026-03,3F_N,0.7580645161290323,0.7580645161290323,0.7580645161290323,0.9354838709677419,0.9354838709677419,31
2026-04,2F_N,0.85,0.85,0.85,0.9666666666666667,0.9666666666666667,30
2026-04,3F_A,0.6,0.6,0.6,0.8666666666666667,0.8666666666666667,30
2026-04,3F_N,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.9333333333333333,0.9333333333333333,30
2026-05,2F_N,0.875,0.875,0.875,1.0,1.0,24
2026-05,3F_A,0.375,0.375,0.375,0.625,0.7083333333333334,24
2026-05,3F_N,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.9583333333333334,1.0,24
