date,month,weekday,expert,model,window,lambda,top1_tail,top1_pred,top1_actual_raw_diff,top1_prob_positive,top1_final_score,top2_tail,top2_pred,top2_actual_raw_diff,top2_prob_positive,top2_final_score,pred_span_top12,hit_at_2,hit_at_3
2026-01-01,2026-01,Thursday,2F_N,xgb_ranker_ndcg,full_2025,1.0,8,0.03883245599739939,12600.0,0.5,0.03883245599739939,7,0.008475500243798081,4700.0,0.5,0.008475500243798081,0.030356955753601304,1.0,1.0
2026-01-01,2026-01,Thursday,3F_A,xgb_ranker_ndcg,full_2025,1.0,9,0.9976967953041994,42300.0,0.5,0.9976967953041994,4,0.996948118452421,39400.0,0.5,0.996948118452421,0.0007486768517783737,0.0,0.0
2026-01-01,2026-01,Thursday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,6,0.36156319134523907,10200.0,0.5,0.36156319134523907,7,0.0048828587032929485,5700.0,0.5,0.0048828587032929485,0.3566803326419461,1.0,1.0
2026-01-02,2026-01,Friday,2F_N,xgb_ranker_ndcg,full_2025,1.0,9,0.9974489043688377,35300.0,0.5,0.9974489043688377,6,0.996575426705406,33900.0,0.5,0.996575426705406,0.0008734776634317098,1.0,1.0
2026-01-02,2026-01,Friday,3F_A,xgb_ranker_ndcg,full_2025,1.0,4,0.9607669686237742,16400.0,0.5,0.9607669686237742,0,0.03387428109832029,4900.0,0.5,0.03387428109832029,0.926892687525454,1.0,1.0
2026-01-02,2026-01,Friday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,5,0.5648755365401352,15200.0,0.5,0.5648755365401352,6,0.0053938431044493465,2000.0,0.5,0.0053938431044493465,0.5594816934356859,1.0,1.0
2026-01-03,2026-01,Saturday,2F_N,xgb_ranker_ndcg,full_2025,1.0,0,0.9852011318911162,38800.0,0.5,0.9852011318911162,6,0.8196003523624773,23700.0,0.5,0.8196003523624773,0.16560077952863894,1.0,1.0
2026-01-03,2026-01,Saturday,3F_A,xgb_ranker_ndcg,full_2025,1.0,5,0.003125271927514108,500.0,0.5,0.003125271927514108,1,0.0015317570077527096,-3500.0,0.5,0.0015317570077527096,0.0015935149197613982,1.0,1.0
2026-01-03,2026-01,Saturday,3F_N,xgb_ranker_ndcg,recent_60d,1.0,2,0.933850067910297,13000.0,0.5,0.933850067910297,9,0.24311118365158033,7000.0,0.5,0.24311118365158033,0.6907388842587167,1.0,1.0
2026-01-04,2026-01,Sunday,2F_N,xgb_ranker_ndcg,full_2025,1.0,8,0.9868331440205589,33700.0,0.5,0.9868331440205589,7,0.10681267860862458,13400.0,0.5,0.10681267860862458,0.8800204654119343,1.0,1.0
2026-01-04,2026-01,Sunday,3F_A,xgb_ranker_ndcg,full_2025,1.0,0,0.0015865458975210353,-3200.0,0.5,0.0015865458975210353,8,0.001337959656066595,-6200.0,0.5,0.001337959656066595,0.0002485862414544403,0.0,0.0
2026-01-04,2026-01,Sunday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,9,0.8122901914039268,16300.0,0.5,0.8122901914039268,2,0.021779083579948295,-25600.0,0.5,0.021779083579948295,0.7905111078239785,1.0,1.0
2026-01-05,2026-01,Monday,2F_N,xgb_ranker_ndcg,full_2025,1.0,1,0.994451243539253,48500.0,0.5,0.994451243539253,9,0.9921304483226004,39700.0,0.5,0.9921304483226004,0.002320795216652516,1.0,1.0
2026-01-05,2026-01,Monday,3F_A,xgb_ranker_ndcg,full_2025,1.0,6,0.9876665775850781,13000.0,0.5,0.9876665775850781,4,0.28264212452139853,8700.0,0.5,0.28264212452139853,0.7050244530636796,1.0,1.0
2026-01-05,2026-01,Monday,3F_N,xgb_ranker_ndcg,full_2025,0.75,1,0.9945796285566579,26800.0,0.5,0.9945796285566579,6,0.99323339042077,25400.0,0.5,0.99323339042077,0.0013462381358879671,1.0,1.0
2026-01-06,2026-01,Tuesday,2F_N,xgb_ranker_ndcg,full_2025,1.0,6,0.9993790358006478,38300.0,0.5,0.9993790358006478,2,0.9964347427678001,44400.0,0.5,0.9964347427678001,0.0029442930328477113,1.0,1.0
2026-01-06,2026-01,Tuesday,3F_A,xgb_ranker_ndcg,full_2025,1.0,5,0.8175545088061442,6300.0,0.5,0.8175545088061442,9,0.7146882824383408,9200.0,0.5,0.7146882824383408,0.1028662263678034,1.0,1.0
2026-01-06,2026-01,Tuesday,3F_N,xgb_ranker_ndcg,full_2025,0.75,3,0.9935729144044405,20300.0,0.5,0.9935729144044405,1,0.9759268950847404,17300.0,0.5,0.9759268950847404,0.017646019319700113,1.0,1.0
2026-01-07,2026-01,Wednesday,2F_N,xgb_ranker_ndcg,full_2025,1.0,4,0.9427138552087816,32300.0,0.5,0.9427138552087816,0,0.7684352028986728,39400.0,0.5,0.7684352028986728,0.17427865231010875,1.0,1.0
2026-01-07,2026-01,Wednesday,3F_A,xgb_ranker_ndcg,full_2025,0.75,7,0.954564736736356,11200.0,0.5,0.954564736736356,0,0.2372987934319448,8500.0,0.5,0.2372987934319448,0.7172659433044112,1.0,1.0
2026-01-07,2026-01,Wednesday,3F_N,xgb_ranker_ndcg,full_2025,0.75,7,0.9954501730432018,22100.0,0.5,0.9954501730432018,3,0.9890670250947454,21600.0,0.5,0.9890670250947454,0.006383147948456402,1.0,1.0
2026-01-08,2026-01,Thursday,2F_N,xgb_ranker_ndcg,full_2025,1.0,1,0.9985919866663705,54400.0,0.5,0.9985919866663705,5,0.9946084510365858,30700.0,0.5,0.9946084510365858,0.003983535629784707,1.0,1.0
