month,expert,precision,recall,f1,hit_at_2,hit_at_3,n_days
2026-01,2F_N,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.967741935483871,0.967741935483871,31
2026-01,3F_A,0.43548387096774194,0.43548387096774194,0.43548387096774194,0.6129032258064516,0.7741935483870968,31
2026-01,3F_N,0.5806451612903226,0.5806451612903226,0.5806451612903226,0.8064516129032258,0.9032258064516129,31
2026-02,2F_N,0.7678571428571429,0.7678571428571429,0.7678571428571429,0.9642857142857143,0.9642857142857143,28
2026-02,3F_A,0.5892857142857143,0.5892857142857143,0.5892857142857143,0.8214285714285714,0.8571428571428571,28
2026-02,3F_N,0.625,0.625,0.625,0.8214285714285714,0.8928571428571429,28
2026-03,2F_N,0.6451612903225806,0.6451612903225806,0.6451612903225806,0.8709677419354839,0.9032258064516129,31
2026-03,3F_A,0.6290322580645161,0.6290322580645161,0.6290322580645161,0.8709677419354839,0.9032258064516129,31
2026-03,3F_N,0.7580645161290323,0.7580645161290323,0.7580645161290323,0.967741935483871,1.0,31
2026-04,2F_N,0.7833333333333333,0.7833333333333333,0.7833333333333333,0.9666666666666667,0.9666666666666667,30
2026-04,3F_A,0.65,0.65,0.65,0.9,0.9,30
2026-04,3F_N,0.7,0.7,0.7,0.9,0.9,30
2026-05,2F_N,0.7857142857142857,0.7857142857142857,0.7857142857142857,1.0,1.0,21
2026-05,3F_A,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8095238095238095,0.8571428571428571,21
2026-05,3F_N,0.6904761904761905,0.6904761904761905,0.6904761904761905,0.9523809523809523,0.9523809523809523,21
