condition,difficulty,n_pairs,n_days,hit_at_2_mean,hit_at_3_mean,loss_mean,loss_p50,loss_p75,loss_p95,rank2_rescue_rate,rank3_rescue_rate,critical_miss_rate
anomaly_direction,high_anomaly,33,11,1.0,1.0,496.969696969697,0.0,0.0,2699.9999999999964,1.0,,0.0
anomaly_direction,low_anomaly,24,8,0.9583333333333334,1.0,241.66666666666666,0.0,0.0,849.9999999999978,0.6666666666666666,0.0,0.041666666666666664
anomaly_direction,normal,375,125,0.992,0.9946666666666667,847.2,0.0,0.0,5400.0,0.7,0.0,0.016
difficulty_failure,hit_day,420,140,1.0,1.0,721.4285714285714,0.0,0.0,3724.9999999999773,0.8636363636363636,0.0,0.007142857142857143
difficulty_failure,miss_day,12,4,0.6666666666666666,0.8333333333333334,3075.0,850.0,4950.0,10599.999999999998,0.0,0.0,0.3333333333333333
pred_span_quartile,Q1,108,85,0.9629629629629629,0.9814814814814815,2350.0,0.0,2725.0,9965.0,0.6470588235294118,0.0,0.05555555555555555
pred_span_quartile,Q2,108,84,1.0,1.0,714.8148148148148,0.0,0.0,3029.999999999998,0.8571428571428571,0.0,0.009259259259259259
pred_span_quartile,Q3,108,82,1.0,1.0,70.37037037037037,0.0,0.0,564.9999999999991,1.0,,0.0
pred_span_quartile,Q4,108,81,1.0,1.0,12.037037037037036,0.0,0.0,0.0,,,0.0
weekday,Friday,63,21,1.0,1.0,773.015873015873,0.0,0.0,4129.999999999999,1.0,,0.0
weekday,Monday,60,20,1.0,1.0,671.6666666666666,0.0,0.0,3349.9999999999914,1.0,,0.0
weekday,Saturday,63,21,1.0,1.0,155.55555555555554,0.0,0.0,1269.9999999999995,1.0,,0.0
weekday,Sunday,63,21,0.9841269841269841,1.0,1323.8095238095239,0.0,0.0,4469.999999999995,0.42857142857142855,0.0,0.06349206349206349
weekday,Thursday,63,21,0.9682539682539683,0.9841269841269841,765.0793650793651,0.0,0.0,5219.999999999997,0.5,0.0,0.031746031746031744
weekday,Tuesday,60,20,1.0,1.0,668.3333333333334,0.0,0.0,5909.999999999999,1.0,,0.0
weekday,Wednesday,60,20,0.9833333333333333,0.9833333333333333,1156.6666666666667,0.0,0.0,7534.999999999998,0.75,0.0,0.016666666666666666
