hall,machine_name,axis,outcome,axis_level,axis_level_order,n,avg_diff,plus_rate,hit104_rate,baseline_hit104_rate,baseline_plus_rate
ヒロキ,ジャグラーガールズ,day_of_week,hit104,火,1,191,-87.22513089005236,34.031413612565444,23.036649214659686,22.28,36.89
ヒロキ,ジャグラーガールズ,day_of_week,hit104,水,2,185,-10.924324324324324,37.83783783783784,23.783783783783786,22.28,36.89
ヒロキ,ジャグラーガールズ,day_of_week,hit104,木,3,198,-53.42424242424242,36.868686868686865,24.242424242424242,22.28,36.89
ヒロキ,ジャグラーガールズ,day_of_week,hit104,金,4,187,-39.31550802139037,38.50267379679144,25.668449197860966,22.28,36.89
ヒロキ,ジャグラーガールズ,day_of_week,hit104,土,5,232,47.71120689655172,44.827586206896555,20.689655172413794,22.28,36.89
ヒロキ,ジャグラーガールズ,day_of_week,hit104,日,6,231,-50.25974025974026,34.63203463203463,19.047619047619047,22.28,36.89
ヒロキ,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,月,0,34,-124.94117647058823,35.294117647058826,26.47058823529412,27.31,37.75
ヒロキ,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,火,1,35,-323.57142857142856,37.142857142857146,31.428571428571427,27.31,37.75
ヒロキ,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,水,2,36,-259.5,27.77777777777778,19.444444444444446,27.31,37.75
ヒロキ,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,木,3,36,39.888888888888886,50.0,27.77777777777778,27.31,37.75
ヒロキ,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,金,4,34,-193.0,29.411764705882355,23.52941176470588,27.31,37.75
ヒロキ,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,土,5,38,73.34210526315789,42.10526315789473,28.947368421052634,27.31,37.75
ヒロキ,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,日,6,36,158.58333333333334,41.66666666666667,33.33333333333333,27.31,37.75
ザシティ,甲鉄城のカバネリ,day_of_week,hit104,月,0,139,-46.23741007194245,36.69064748201439,30.935251798561154,34.54,39.78
ザシティ,甲鉄城のカバネリ,day_of_week,hit104,火,1,141,-24.70921985815603,41.843971631205676,40.42553191489361,34.54,39.78
ザシティ,甲鉄城のカバネリ,day_of_week,hit104,水,2,132,-78.20454545454545,40.15151515151515,37.878787878787875,34.54,39.78
ザシティ,甲鉄城のカバネリ,day_of_week,hit104,木,3,135,-57.355555555555554,38.51851851851852,31.851851851851855,34.54,39.78
ザシティ,甲鉄城のカバネリ,day_of_week,hit104,金,4,131,-214.82442748091603,37.404580152671755,32.06106870229007,34.54,39.78
ザシティ,甲鉄城のカバネリ,day_of_week,hit104,土,5,160,-2.06875,45.0,35.0,34.54,39.78
ザシティ,甲鉄城のカバネリ,day_of_week,hit104,日,6,155,-132.5225806451613,38.064516129032256,33.5483870967742,34.54,39.78
ザシティ,甲鉄城のカバネリ 海門(うなと)決戦,day_of_week,hit104,月,0,53,-553.0943396226415,26.41509433962264,24.528301886792452,32.71,36.17
ザシティ,甲鉄城のカバネリ 海門(うなと)決戦,day_of_week,hit104,火,1,55,91.65454545454546,38.18181818181819,38.18181818181819,32.71,36.17
ザシティ,甲鉄城のカバネリ 海門(うなと)決戦,day_of_week,hit104,水,2,55,-564.4727272727273,27.27272727272727,27.27272727272727,32.71,36.17
ザシティ,甲鉄城のカバネリ 海門(うなと)決戦,day_of_week,hit104,木,3,54,493.85185185185185,44.44444444444444,38.88888888888889,32.71,36.17
ザシティ,甲鉄城のカバネリ 海門(うなと)決戦,day_of_week,hit104,金,4,50,-28.44,34.0,28.000000000000004,32.71,36.17
ザシティ,甲鉄城のカバネリ 海門(うなと)決戦,day_of_week,hit104,土,5,55,-98.21818181818182,43.63636363636363,38.18181818181819,32.71,36.17
ザシティ,甲鉄城のカバネリ 海門(うなと)決戦,day_of_week,hit104,日,6,54,-190.27777777777777,38.88888888888889,33.33333333333333,32.71,36.17
ザシティ,ジャグラーガールズ,day_of_week,hit104,月,0,84,-165.92857142857142,29.761904761904763,14.285714285714285,16.3,31.93
ザシティ,ジャグラーガールズ,day_of_week,hit104,火,1,83,-223.3855421686747,26.506024096385545,10.843373493975903,16.3,31.93
ザシティ,ジャグラーガールズ,day_of_week,hit104,水,2,85,-157.64705882352942,29.411764705882355,16.470588235294116,16.3,31.93
ザシティ,ジャグラーガールズ,day_of_week,hit104,木,3,87,-133.57471264367817,39.08045977011494,22.988505747126435,16.3,31.93
ザシティ,ジャグラーガールズ,day_of_week,hit104,金,4,82,-163.2439024390244,31.70731707317073,13.414634146341465,16.3,31.93
ザシティ,ジャグラーガールズ,day_of_week,hit104,土,5,87,31.919540229885058,34.48275862068966,20.689655172413794,16.3,31.93
ザシティ,ジャグラーガールズ,day_of_week,hit104,日,6,87,-151.94252873563218,32.18390804597701,14.942528735632186,16.3,31.93
ザシティ,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,月,0,46,-229.41304347826087,39.130434782608695,32.608695652173914,28.13,38.53
ザシティ,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,火,1,45,-42.48888888888889,46.666666666666664,35.55555555555556,28.13,38.53
ザシティ,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,水,2,47,-193.53191489361703,34.04255319148936,21.27659574468085,28.13,38.53
ザシティ,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,木,3,46,45.891304347826086,36.95652173913043,23.91304347826087,28.13,38.53
ザシティ,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,金,4,47,-99.70212765957447,44.680851063829785,34.04255319148936,28.13,38.53
ザシティ,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,土,5,48,-403.3125,33.33333333333333,22.916666666666664,28.13,38.53
ザシティ,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,日,6,48,-94.79166666666667,35.41666666666667,27.083333333333332,28.13,38.53
金時,甲鉄城のカバネリ,day_of_week,hit104,月,0,123,249.1951219512195,44.71544715447154,39.83739837398374,35.68,39.26
金時,甲鉄城のカバネリ,day_of_week,hit104,火,1,117,53.888888888888886,37.60683760683761,35.04273504273504,35.68,39.26
金時,甲鉄城のカバネリ,day_of_week,hit104,水,2,105,7.390476190476191,40.95238095238095,37.142857142857146,35.68,39.26
金時,甲鉄城のカバネリ,day_of_week,hit104,木,3,117,-220.88888888888889,34.18803418803419,30.76923076923077,35.68,39.26
金時,甲鉄城のカバネリ,day_of_week,hit104,金,4,120,-34.65833333333333,39.166666666666664,35.0,35.68,39.26
金時,甲鉄城のカバネリ,day_of_week,hit104,土,5,140,-59.95,38.57142857142858,35.0,35.68,39.26
金時,甲鉄城のカバネリ,day_of_week,hit104,日,6,144,-33.486111111111114,39.58333333333333,36.80555555555556,35.68,39.26
金時,甲鉄城のカバネリ 海門(うなと)決戦,day_of_week,hit104,月,0,69,-375.59420289855075,30.434782608695656,27.536231884057973,32.61,38.23
金時,甲鉄城のカバネリ 海門(うなと)決戦,day_of_week,hit104,火,1,62,-433.88709677419354,35.483870967741936,25.806451612903224,32.61,38.23
金時,甲鉄城のカバネリ 海門(うなと)決戦,day_of_week,hit104,水,2,66,-33.92424242424242,39.39393939393939,34.84848484848485,32.61,38.23
金時,甲鉄城のカバネリ 海門(うなと)決戦,day_of_week,hit104,木,3,65,84.84615384615384,38.46153846153847,38.46153846153847,32.61,38.23
金時,甲鉄城のカバネリ 海門(うなと)決戦,day_of_week,hit104,金,4,59,-6.338983050847458,35.59322033898305,35.59322033898305,32.61,38.23
金時,甲鉄城のカバネリ 海門(うなと)決戦,day_of_week,hit104,土,5,71,54.74647887323944,47.88732394366197,30.985915492957744,32.61,38.23
金時,甲鉄城のカバネリ 海門(うなと)決戦,day_of_week,hit104,日,6,71,-294.77464788732397,39.436619718309856,35.2112676056338,32.61,38.23
金時,ジャグラーガールズ,day_of_week,hit104,月,0,210,102.97142857142858,42.857142857142854,27.142857142857142,26.66,39.39
金時,ジャグラーガールズ,day_of_week,hit104,火,1,206,97.89805825242719,43.203883495145625,26.699029126213592,26.66,39.39
金時,ジャグラーガールズ,day_of_week,hit104,水,2,210,129.54761904761904,40.476190476190474,28.57142857142857,26.66,39.39
金時,ジャグラーガールズ,day_of_week,hit104,木,3,208,159.09134615384616,38.46153846153847,30.76923076923077,26.66,39.39
金時,ジャグラーガールズ,day_of_week,hit104,金,4,212,107.16509433962264,39.62264150943396,29.245283018867923,26.66,39.39
金時,ジャグラーガールズ,day_of_week,hit104,土,5,229,-24.013100436681224,35.80786026200873,22.707423580786028,26.66,39.39
金時,ジャグラーガールズ,day_of_week,hit104,日,6,233,-34.223175965665234,36.05150214592275,22.317596566523605,26.66,39.39
金時,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,月,0,62,-134.5483870967742,35.483870967741936,32.25806451612903,34.53,44.12
金時,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,火,1,60,16.066666666666666,43.333333333333336,28.333333333333332,34.53,44.12
金時,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,水,2,58,67.58620689655173,44.827586206896555,36.206896551724135,34.53,44.12
金時,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,木,3,59,23.23728813559322,44.06779661016949,35.59322033898305,34.53,44.12
金時,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,金,4,58,257.7413793103448,48.275862068965516,36.206896551724135,34.53,44.12
金時,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,土,5,61,338.95081967213116,47.540983606557376,39.34426229508197,34.53,44.12
金時,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,day_of_week,hit104,日,6,59,61.186440677966104,45.76271186440678,33.89830508474576,34.53,44.12
