date,machine_number,machine_name,games_normalized,diff_coins_normalized,bb_count,rb_count,hall,payout,ym
20250101,739,スマスロ北斗の拳,1485,9502,83,2,ARROW池上店,3.1328843995510662,202501
20250101,848,チバリヨ2,2017,7301,38,10,ARROW池上店,2.2065774252189723,202501
20250102,914,沖ドキ!BLACK,497,3090,16,5,ARROW池上店,3.0724346076458753,202501
20250104,853,ダンベル何キロ持てる？,4985,16674,0,10,ARROW池上店,2.1149448345035107,202501
20250104,850,チバリヨ2,1722,10444,47,12,ARROW池上店,3.021680216802168,202501
20250106,714,スマスロ北斗の拳,1827,7757,75,4,ARROW池上店,2.4152526911147603,202501
20250106,849,チバリヨ2,1500,15544,65,14,ARROW池上店,4.4542222222222225,202501
20250107,910,スーパービンゴネオ,1673,8911,33,0,ARROW池上店,2.775453277545328,202501
20250107,637,革命機ヴァルヴレイヴ,871,4933,30,0,ARROW池上店,2.8878683505549176,202501
20250108,732,スマスロ北斗の拳,1520,6922,66,1,ARROW池上店,2.5179824561403508,202501
20250109,738,スマスロ北斗の拳,1145,3765,42,3,ARROW池上店,2.096069868995633,202501
20250109,793,ToLOVEるダークネス,774,3348,13,0,ARROW池上店,2.441860465116279,202501
20250109,906,スーパービンゴネオ,1603,15436,35,0,ARROW池上店,4.209814930338948,202501
20250109,910,スーパービンゴネオ,1182,5236,17,0,ARROW池上店,2.476593344613649,202501
20250110,739,スマスロ北斗の拳,1316,5670,55,3,ARROW池上店,2.4361702127659575,202501
20250110,793,ToLOVEるダークネス,2092,9048,30,0,ARROW池上店,2.4416826003824093,202501
20250110,850,チバリヨ2,1722,12006,53,16,ARROW池上店,3.3240418118466897,202501
20250111,906,スーパービンゴネオ,4108,14881,60,0,ARROW池上店,2.2074813372281725,202501
20250112,908,スーパービンゴネオ,1735,17829,56,0,ARROW池上店,4.42536023054755,202501
20250113,706,スマスロ北斗の拳,3342,17869,163,2,ARROW池上店,2.782266108118891,202501
20250114,910,スーパービンゴネオ,2440,12415,39,0,ARROW池上店,2.69603825136612,202501
20250115,605,スマスロ真・北斗無双,2487,8905,50,0,ARROW池上店,2.1935397399812357,202501
20250116,626,からくりサーカス,2951,14146,0,14,ARROW池上店,2.5978764260702585,202501
20250116,631,からくりサーカス,1207,5648,0,5,ARROW池上店,2.55979011322839,202501
20250116,791,ToLOVEるダークネス,641,3149,15,0,ARROW池上店,2.637545501820073,202501
20250117,853,ダンベル何キロ持てる？,966,3010,0,3,ARROW池上店,2.0386473429951693,202501
20250117,906,スーパービンゴネオ,2621,14482,44,0,ARROW池上店,2.8417906651405316,202501
20250117,849,チバリヨ2,1448,4998,31,5,ARROW池上店,2.1505524861878453,202501
20250120,664,犬夜叉2,2887,9287,0,1,ARROW池上店,2.0722780279413464,202501
20250121,705,スマスロ北斗の拳,987,8211,67,2,ARROW池上店,3.773049645390071,202501
20250121,907,スーパービンゴネオ,1711,10361,34,0,ARROW池上店,3.0185076953048897,202501
20250121,846,チバリヨ2,3271,12000,61,28,ARROW池上店,2.222867624579639,202501
20250122,637,革命機ヴァルヴレイヴ,4518,16753,138,3,ARROW池上店,2.2360188874133096,202501
20250123,646,かぐや様は告らせたい,582,4521,17,0,ARROW池上店,3.589347079037801,202501
20250124,812,ゴッドイーター リザレクション,1395,4196,0,2,ARROW池上店,2.0026284348864993,202501
20250124,849,チバリヨ2,1186,10584,45,11,ARROW池上店,3.9747048903878586,202501
20250124,638,革命機ヴァルヴレイヴ,1381,5019,44,2,ARROW池上店,2.2114409847936276,202501
20250125,730,スマスロ北斗の拳,2160,6524,70,3,ARROW池上店,2.00679012345679,202501
20250126,791,ToLOVEるダークネス,2614,8881,34,0,ARROW池上店,2.132491711298138,202501
20250127,739,スマスロ北斗の拳,883,5019,47,2,ARROW池上店,2.8946772366930915,202501
20250127,793,ToLOVEるダークネス,1669,8403,27,0,ARROW池上店,2.6782504493708807,202501
20250128,908,スーパービンゴネオ,1871,6604,35,0,ARROW池上店,2.176554427222519,202501
20250129,727,スマスロ北斗の拳,1856,6385,63,4,ARROW池上店,2.1467313218390807,202501
20250130,602,沖ドキ!BLACK,2235,7201,42,21,ARROW池上店,2.0739746457867265,202501
20250130,672,チバリヨ2,2526,9719,52,14,ARROW池上店,2.2825283716020057,202501
20250202,711,スマスロ北斗の拳,3651,13179,137,7,ARROW池上店,2.203231991235278,202502
20250204,611,スーパービンゴネオ,3626,13106,77,0,ARROW池上店,2.2048170619599192,202502
20250205,708,スマスロ北斗の拳,1339,8474,71,3,ARROW池上店,3.109534478466517,202502
20250205,609,沖ドキ!BLACK,632,3447,18,7,ARROW池上店,2.8180379746835444,202502
20250206,555,ToLOVEるダークネス,3113,10779,49,0,ARROW池上店,2.1541920976549953,202502
20250206,614,スーパービンゴネオ,1357,5887,26,0,ARROW池上店,2.4460820437239006,202502
20250207,730,スマスロ北斗の拳,1278,8857,81,2,ARROW池上店,3.310119979134064,202502
20250210,664,にゃんこ大戦争 超神速,2493,9502,0,3,ARROW池上店,2.270490707313812,202502
20250212,707,スマスロ北斗の拳,1458,5496,56,4,ARROW池上店,2.2565157750342935,202502
20250212,555,ToLOVEるダークネス,1007,3719,13,0,ARROW池上店,2.2310493214167493,202502
20250213,702,スマスロ北斗の拳,404,2076,22,1,ARROW池上店,2.712871287128713,202502
20250213,713,スマスロ北斗の拳,1461,4477,54,2,ARROW池上店,2.021446497832535,202502
20250213,729,スマスロ北斗の拳,816,4716,46,3,ARROW池上店,2.926470588235294,202502
20250213,675,チバリヨ2,803,7679,29,11,ARROW池上店,4.187629721876297,202502
20250215,615,スーパービンゴネオ,2468,11727,36,0,ARROW池上店,2.5838735818476497,202502
20250215,638,革命機ヴァルヴレイヴ,1024,4868,49,0,ARROW池上店,2.5846354166666665,202502
20250216,726,スマスロ北斗の拳,1891,9096,97,6,ARROW池上店,2.6033844526705447,202502
20250216,555,ToLOVEるダークネス,2212,6962,27,0,ARROW池上店,2.0491259795057264,202502
20250216,558,ToLOVEるダークネス,1423,4347,18,0,ARROW池上店,2.0182712579058326,202502
20250216,611,スーパービンゴネオ,3722,12066,75,0,ARROW池上店,2.080601826974745,202502
20250216,613,スーパービンゴネオ,4303,13357,58,0,ARROW池上店,2.034704469749787,202502
20250217,709,スマスロ北斗の拳,941,4326,45,4,ARROW池上店,2.532412327311371,202502
20250218,614,スーパービンゴネオ,629,18735,41,0,ARROW池上店,10.92845786963434,202502
20250219,704,スマスロ北斗の拳,765,5496,48,2,ARROW池上店,3.3947712418300653,202502
20250219,668,にゃんこ大戦争 超神速,479,2831,0,1,ARROW池上店,2.9700765483646485,202502
20250219,638,革命機ヴァルヴレイヴ,743,10361,61,0,ARROW池上店,5.648272768057425,202502
20250220,711,スマスロ北斗の拳,834,2772,31,3,ARROW池上店,2.1079136690647484,202502
20250220,732,スマスロ北斗の拳,1254,5410,52,5,ARROW池上店,2.4380648591174907,202502
20250220,601,沖ドキ!BLACK,1517,4651,26,15,ARROW池上店,2.0219731927049,202502
20250220,609,沖ドキ!BLACK,565,4651,23,6,ARROW池上店,3.743952802359882,202502
20250220,615,スーパービンゴネオ,1731,8379,38,0,ARROW池上店,2.613518197573657,202502
20250221,734,スマスロ北斗の拳,426,1676,19,1,ARROW池上店,2.3114241001564944,202502
20250221,555,ToLOVEるダークネス,438,3189,9,0,ARROW池上店,3.4269406392694064,202502
20250221,917,Re:ゼロから始める異世界生活 season2,425,2215,0,2,ARROW池上店,2.7372549019607844,202502
20250221,918,今日から俺は!! パチスロ編,787,2712,8,2,ARROW池上店,2.1486658195679795,202502
20250222,614,スーパービンゴネオ,3668,11968,52,0,ARROW池上店,2.087604507451836,202502
20250223,608,沖ドキ!BLACK,1715,6624,36,17,ARROW池上店,2.287463556851312,202502
20250223,614,スーパービンゴネオ,2365,7614,25,0,ARROW池上店,2.0731501057082453,202502
20250224,673,チバリヨ2,1574,9909,46,13,ARROW池上店,3.0984752223634056,202502
20250224,911,一方通行 とある魔術の禁書目録,2240,8570,61,0,ARROW池上店,2.275297619047619,202502
20250224,914,ゴジラ対エヴァンゲリオン,4800,16554,12,0,ARROW池上店,2.149583333333333,202502
20250225,615,スーパービンゴネオ,1447,14074,50,0,ARROW池上店,4.242110112877217,202502
20250226,670,にゃんこ大戦争 超神速,810,2851,0,1,ARROW池上店,2.1732510288065843,202502
20250226,612,スーパービンゴネオ,2444,12319,49,0,ARROW池上店,2.6801691216584835,202502
20250227,637,革命機ヴァルヴレイヴ,5795,18341,120,0,ARROW池上店,2.054989933851021,202502
20250227,919,ゾンビランドサガ,4214,14146,93,0,ARROW池上店,2.118968517639614,202502
20250228,708,スマスロ北斗の拳,1644,9664,88,1,ARROW池上店,2.959448499594485,202502
20250228,615,スーパービンゴネオ,3319,11873,45,0,ARROW池上店,2.192427437983328,202502
20250304,731,スマスロ北斗の拳,1926,6922,73,5,ARROW池上店,2.197992384908273,202503
20250304,606,沖ドキ!BLACK,912,3825,22,6,ARROW池上店,2.398026315789474,202503
20250304,614,スーパービンゴネオ,1196,5128,20,0,ARROW池上店,2.4292084726867333,202503
20250305,713,スマスロ北斗の拳,891,4239,43,3,ARROW池上店,2.585858585858586,202503
20250305,856,ToLOVEるダークネス,3055,10751,43,0,ARROW池上店,2.173049645390071,202503
20250306,637,革命機ヴァルヴレイヴ,600,2255,22,1,ARROW池上店,2.2527777777777778,202503
20250307,703,スマスロ北斗の拳,1448,4998,50,5,ARROW池上店,2.1505524861878453,202503
20250307,736,スマスロ北斗の拳,1521,7901,73,5,ARROW池上店,2.7315362699978083,202503
20250310,728,スマスロ北斗の拳,1311,5215,52,3,ARROW池上店,2.325959827103992,202503
20250311,611,スーパービンゴネオ,2455,14432,76,0,ARROW池上店,2.9595383570943654,202503
20250312,647,にゃんこ大戦争 超神速,553,2494,0,1,ARROW池上店,2.5033152501506932,202503
20250313,701,スマスロ北斗の拳,891,2990,36,3,ARROW池上店,2.118593340815563,202503
20250313,672,チバリヨ2,1664,8570,42,12,ARROW池上店,2.7167467948717947,202503
20250313,857,犬夜叉2,1664,4998,0,3,ARROW池上店,2.001201923076923,202503
20250316,814,ゴッドイーター リザレクション,4766,17829,0,9,ARROW池上店,2.246957616449853,202503
20250317,630,からくりサーカス,3633,12000,0,14,ARROW池上店,2.1010184420589044,202503
20250317,613,スーパービンゴネオ,1869,6803,25,0,ARROW池上店,2.2133047975744606,202503
20250317,673,チバリヨ2,1184,12861,51,16,ARROW池上店,4.620777027027027,202503
20250319,703,スマスロ北斗の拳,1740,5926,62,4,ARROW池上店,2.135249042145594,202503
20250319,658,シャーマンキング,4608,15257,12,0,ARROW池上店,2.103660300925926,202503
20250320,613,スーパービンゴネオ,1868,17391,47,0,ARROW池上店,4.103319057815845,202503
20250322,674,チバリヨ2,1593,18078,70,22,ARROW池上店,4.782799748901444,202503
20250323,612,スーパービンゴネオ,2103,6777,51,0,ARROW池上店,2.074179743223966,202503
20250323,852,仮面ライダー電王,2752,10277,172,21,ARROW池上店,2.2447916666666665,202503
20250325,611,スーパービンゴネオ,573,2176,3,0,ARROW池上店,2.265852239674229,202503
20250325,646,にゃんこ大戦争 超神速,309,1133,0,1,ARROW池上店,2.2222222222222223,202503
20250326,817,ゴッドイーター リザレクション,1416,5041,0,4,ARROW池上店,2.1866760828625234,202503
20250326,613,スーパービンゴネオ,525,6484,17,0,ARROW池上店,5.116825396825397,202503
20250326,614,スーパービンゴネオ,1129,4824,26,0,ARROW池上店,2.424269264836138,202503
20250326,638,革命機ヴァルヴレイヴ,893,5670,39,2,ARROW池上店,3.116461366181411,202503
20250327,602,沖ドキ!BLACK,600,2235,13,5,ARROW池上店,2.2416666666666667,202503
20250327,612,スーパービンゴネオ,2375,18823,54,0,ARROW池上店,3.6418245614035087,202503
20250327,673,チバリヨ2,1485,10444,43,15,ARROW池上店,3.3443322109988776,202503
20250328,604,沖ドキ!BLACK,1120,5301,27,14,ARROW池上店,2.5776785714285713,202503
20250328,611,スーパービンゴネオ,1361,11169,41,0,ARROW池上店,3.7354886113152093,202503
20250328,613,スーパービンゴネオ,1495,8450,29,0,ARROW池上店,2.8840579710144927,202503
20250328,636,革命機ヴァルヴレイヴ,2210,6843,73,1,ARROW池上店,2.032126696832579,202503
20250329,702,スマスロ北斗の拳,712,3646,33,2,ARROW池上店,2.7069288389513106,202503
20250329,611,スーパービンゴネオ,2244,13594,53,0,ARROW池上店,3.0193107546048723,202503
20250329,636,革命機ヴァルヴレイヴ,1838,5518,52,1,ARROW池上店,2.0007254261878855,202503
20250331,611,スーパービンゴネオ,264,1093,13,0,ARROW池上店,2.380050505050505,202503
20250331,857,ToLOVEるダークネス,1355,5843,20,0,ARROW池上店,2.437392373923739,202503
20250401,614,スーパービンゴネオ,1072,8689,20,0,ARROW池上店,3.7018034825870645,202504
20250403,712,スマスロ北斗の拳,318,1066,11,2,ARROW池上店,2.1174004192872116,202504
20250403,613,スーパービンゴネオ,1183,7062,26,0,ARROW池上店,2.9898562975486054,202504
20250404,613,スーパービンゴネオ,1630,5540,38,0,ARROW池上店,2.132924335378323,202504
20250406,675,チバリヨ2,3765,11745,59,30,ARROW池上店,2.039840637450199,202504
20250407,856,ToLOVEるダークネス,2708,8632,35,0,ARROW池上店,2.0625307730182176,202504
20250408,612,スーパービンゴネオ,1144,13434,29,0,ARROW池上店,4.914335664335664,202504
20250409,735,スマスロ北斗の拳,420,1676,19,1,ARROW池上店,2.3301587301587303,202504
20250409,857,ToLOVEるダークネス,1188,5778,21,0,ARROW池上店,2.621212121212121,202504
20250410,730,スマスロ北斗の拳,306,1146,13,2,ARROW池上店,2.2483660130718954,202504
20250410,735,スマスロ北斗の拳,1376,6086,61,2,ARROW池上店,2.4743217054263567,202504
20250410,920,スマスロ真・北斗無双,864,2951,17,0,ARROW池上店,2.138503086419753,202504
20250412,614,スーパービンゴネオ,1850,6026,18,0,ARROW池上店,2.0857657657657658,202504
20250413,671,チバリヨ2,2655,9915,49,18,ARROW池上店,2.2448210922787193,202504
20250415,731,スマスロ北斗の拳,994,3388,31,2,ARROW池上店,2.136150234741784,202504
20250415,852,仮面ライダー電王,688,7201,116,10,ARROW池上店,4.488856589147287,202504
20250416,736,スマスロ北斗の拳,1256,4044,41,4,ARROW池上店,2.073248407643312,202504
20250417,850,仮面ライダー電王,1268,6484,101,17,ARROW池上店,2.704521556256572,202504
20250418,602,沖ドキ!BLACK,1998,6823,34,28,ARROW池上店,2.138304971638305,202504
20250418,612,スーパービンゴネオ,1100,5735,7,0,ARROW池上店,2.737878787878788,202504
20250418,615,スーパービンゴネオ,2692,17311,41,0,ARROW池上店,3.143511639425458,202504
20250419,614,スーパービンゴネオ,2728,15114,49,0,ARROW池上店,2.846774193548387,202504
20250419,615,スーパービンゴネオ,2040,8355,58,0,ARROW池上店,2.3651960784313726,202504
20250420,705,スマスロ北斗の拳,1751,6106,67,7,ARROW池上店,2.1623833999619264,202504
20250421,737,スマスロ北斗の拳,1550,5966,63,4,ARROW池上店,2.283010752688172,202504
20250421,612,スーパービンゴネオ,1527,7759,27,0,ARROW池上店,2.693734992359747,202504
20250422,711,スマスロ北斗の拳,1083,9717,84,2,ARROW池上店,3.9907663896583565,202504
20250424,704,スマスロ北斗の拳,1111,3762,37,4,ARROW池上店,2.128712871287129,202504
20250424,610,沖ドキ!BLACK,1068,4889,25,13,ARROW池上店,2.525905118601748,202504
20250424,672,チバリヨ2,1816,11030,50,18,ARROW池上店,3.024596182085169,202504
20250424,673,チバリヨ2,430,1914,10,4,ARROW池上店,2.483720930232558,202504
20250424,637,革命機ヴァルヴレイヴ,844,4066,28,1,ARROW池上店,2.6058451816745656,202504
20250425,735,スマスロ北斗の拳,1259,6484,59,2,ARROW池上店,2.7167063807254435,202504
20250425,603,沖ドキ!BLACK,940,2970,16,11,ARROW池上店,2.0531914893617023,202504
20250425,651,ダンベル何キロ持てる？,1784,6723,0,3,ARROW池上店,2.256165919282511,202504
20250426,614,スーパービンゴネオ,1851,9859,48,0,ARROW池上店,2.775436700882406,202504
20250427,674,チバリヨ2,1982,8235,42,10,ARROW池上店,2.384964682139253,202504
20250428,703,スマスロ北斗の拳,1783,6703,72,4,ARROW池上店,2.2531314264348477,202504
20250428,855,ToLOVEるダークネス,3052,12351,46,0,ARROW池上店,2.3489515072083877,202504
20250429,612,スーパービンゴネオ,2731,14881,31,0,ARROW池上店,2.8163066031978516,202504
20250429,613,スーパービンゴネオ,3227,12319,38,0,ARROW池上店,2.272492511104225,202504
20250429,614,スーパービンゴネオ,988,10723,36,0,ARROW池上店,4.61774628879892,202504
20250429,615,スーパービンゴネオ,3132,9502,56,0,ARROW池上店,2.011281396338868,202504
20250430,738,スマスロ北斗の拳,854,3719,35,2,ARROW池上店,2.45160031225605,202504
20250503,613,スーパービンゴネオ,1168,17789,49,0,ARROW池上店,6.076769406392694,202505
20250503,673,チバリヨ2,2179,6863,40,9,ARROW池上店,2.0498699709346795,202505
20250504,611,スーパービンゴネオ,3349,13530,90,0,ARROW池上店,2.346670647954613,202505
20250505,613,スーパービンゴネオ,2497,14504,34,0,ARROW池上店,2.936190094780403,202505
20250506,701,スマスロ北斗の拳,4241,15150,153,9,ARROW池上店,2.1907568969582645,202505
20250506,733,スマスロ北斗の拳,2281,15544,136,2,ARROW池上店,3.2715183399093966,202505
20250506,671,チバリヨ2,1145,6146,29,14,ARROW池上店,2.7892285298398836,202505
20250508,729,スマスロ北斗の拳,735,5193,52,3,ARROW池上店,3.3551020408163263,202505
20250508,602,沖ドキ!BLACK,1039,4087,21,13,ARROW池上店,2.3111966634584538,202505
20250508,612,スーパービンゴネオ,1915,14361,55,0,ARROW池上店,3.499738903394256,202505
20250508,920,スマスロ真・北斗無双,1727,6962,40,0,ARROW池上店,2.3437560316541206,202505
20250509,673,チバリヨ2,1418,12096,50,18,ARROW池上店,3.843441466854725,202505
20250510,734,スマスロ北斗の拳,2354,9693,90,6,ARROW池上店,2.372557349192863,202505
20250510,671,チバリヨ2,2569,8187,48,15,ARROW池上店,2.0622810432074736,202505
20250512,601,沖ドキ!BLACK,1913,5827,35,16,ARROW池上店,2.0153336818261023,202505
20250512,614,スーパービンゴネオ,997,11142,49,0,ARROW池上店,4.725175526579739,202505
20250512,637,革命機ヴァルヴレイヴ,1926,8994,74,1,ARROW池上店,2.556593977154725,202505
20250512,639,革命機ヴァルヴレイヴ,3774,17988,124,5,ARROW池上店,2.5887652358240594,202505
20250513,645,吉宗,4875,16793,33,8,ARROW池上店,2.1482393162393163,202505
20250513,611,スーパービンゴネオ,454,14397,33,0,ARROW池上店,11.570484581497798,202505
20250514,729,スマスロ北斗の拳,1306,4109,43,1,ARROW池上店,2.0487493619193464,202505
20250514,857,ToLOVEるダークネス,1409,4781,19,0,ARROW池上店,2.1310622190678967,202505
20250515,653,ダンベル何キロ持てる？,2493,11253,0,4,ARROW池上店,2.5046129161652626,202505
20250516,730,スマスロ北斗の拳,1202,4781,50,2,ARROW池上店,2.3258458125346646,202505
20250516,675,チバリヨ2,883,3368,16,10,ARROW池上店,2.271423178557946,202505
20250516,857,ToLOVEるダークネス,822,7341,21,0,ARROW池上店,3.9768856447688563,202505
20250517,612,スーパービンゴネオ,3093,16992,51,0,ARROW池上店,2.831231813773036,202505
20250517,614,スーパービンゴネオ,2033,17191,40,0,ARROW池上店,3.81865879652402,202505
20250518,706,スマスロ北斗の拳,1894,6763,70,4,ARROW池上店,2.190249912002816,202505
20250518,711,スマスロ北斗の拳,1721,5583,59,2,ARROW池上店,2.081348053457292,202505
20250518,613,スーパービンゴネオ,1920,7470,9,0,ARROW池上店,2.296875,202505
20250519,648,吉宗,4355,15293,30,6,ARROW池上店,2.1705319556065823,202505
20250520,643,吉宗,4614,14243,29,6,ARROW池上店,2.028969802051727,202505
20250520,605,沖ドキ!BLACK,474,1596,10,2,ARROW池上店,2.1223628691983123,202505
20250521,730,スマスロ北斗の拳,1046,4998,51,2,ARROW池上店,2.592734225621415,202505
20250521,613,スーパービンゴネオ,909,2811,11,0,ARROW池上店,2.0308030803080306,202505
20250521,671,チバリヨ2,380,4824,18,6,ARROW池上店,5.231578947368421,202505
20250521,673,チバリヨ2,3320,13403,64,31,ARROW池上店,2.345682730923695,202505
20250522,611,スーパービンゴネオ,3742,12415,69,0,ARROW池上店,2.105914840548726,202505
20250523,732,スマスロ北斗の拳,534,1821,23,1,ARROW池上店,2.136704119850187,202505
20250523,734,スマスロ北斗の拳,2048,6385,70,4,ARROW池上店,2.0392252604166665,202505
20250526,851,ようこそ実力至上主義の教室へ,1808,5966,46,51,ARROW池上店,2.0999262536873156,202505
20250527,657,かぐや様は告らせたい,1194,7560,27,1,ARROW池上店,3.1105527638190953,202505
20250527,625,からくりサーカス,905,3169,0,2,ARROW池上店,2.167219152854512,202505
20250527,641,吉宗,2608,18823,32,1,ARROW池上店,3.4058026584867074,202505
20250527,609,沖ドキ!BLACK,319,1729,9,4,ARROW池上店,2.806687565308255,202505
20250527,671,チバリヨ2,1021,3209,18,4,ARROW池上店,2.047665687234737,202505
20250528,615,スーパービンゴネオ,2048,11076,32,0,ARROW池上店,2.802734375,202505
20250529,729,スマスロ北斗の拳,1372,5388,57,2,ARROW池上店,2.309037900874636,202505
20250529,739,スマスロ北斗の拳,1004,3249,35,3,ARROW池上店,2.0786852589641436,202505
20250529,644,吉宗,5631,16913,35,6,ARROW池上店,2.001183922334695,202505
20250530,611,スーパービンゴネオ,1845,11699,26,0,ARROW池上店,3.113640469738031,202505
20250530,672,チバリヨ2,1381,11337,49,16,ARROW池上店,3.7364228819695873,202505
20250531,626,からくりサーカス,4099,16355,0,14,ARROW池上店,2.329999186793527,202505
20250602,606,沖ドキ!BLACK,1169,4022,21,15,ARROW池上店,2.1468491588252068,202506
20250602,638,革命機ヴァルヴレイヴ,3587,11337,104,3,ARROW池上店,2.05352662391971,202506
20250603,856,ToLOVEるダークネス,1844,5626,25,0,ARROW池上店,2.016992046276211,202506
20250604,608,沖ドキ!BLACK,800,2474,15,8,ARROW池上店,2.0308333333333333,202506
20250604,619,スーパービンゴネオ,1309,4434,12,0,ARROW池上店,2.1291061879297173,202506
20250604,612,チバリヨ2,1814,7560,36,17,ARROW池上店,2.3891951488423375,202506
20250604,636,革命機ヴァルヴレイヴ,4310,16952,136,7,ARROW池上店,2.3110595514307812,202506
20250605,643,吉宗,4125,15478,30,5,ARROW池上店,2.2507474747474747,202506
20250605,611,チバリヨ2,1950,7759,39,18,ARROW池上店,2.3263247863247862,202506
20250605,851,ようこそ実力至上主義の教室へ,498,2951,19,23,ARROW池上店,2.9752342704149934,202506
20250606,653,かぐや様は告らせたい,5143,15723,65,4,ARROW池上店,2.019055026249271,202506
20250606,618,スーパービンゴネオ,1198,18779,33,0,ARROW池上店,6.2250973845297715,202506
20250607,617,スーパービンゴネオ,1888,10215,34,0,ARROW池上店,2.8034957627118646,202506
20250607,618,スーパービンゴネオ,1311,9078,25,0,ARROW池上店,3.3081617086193744,202506
20250608,617,スーパービンゴネオ,2808,9311,38,0,ARROW池上店,2.105294396961064,202506
20250608,615,チバリヨ2,1755,11253,50,18,ARROW池上店,3.1373219373219374,202506
20250609,738,スマスロ北斗の拳,1489,6225,61,2,ARROW池上店,2.3935527199462725,202506
20250609,607,沖ドキ!BLACK,1131,4954,26,13,ARROW池上店,2.460064839375184,202506
20250610,613,チバリヨ2,1595,7661,39,11,ARROW池上店,2.601044932079415,202506
20250610,615,チバリヨ2,833,4521,20,13,ARROW池上店,2.8091236494597838,202506
20250611,851,ようこそ実力至上主義の教室へ,1843,5583,44,53,ARROW池上店,2.00976668475312,202506
20250612,657,かぐや様は告らせたい,2749,9980,43,1,ARROW池上店,2.2101370195222505,202506
20250613,602,沖ドキ!BLACK,1789,5605,34,16,ARROW池上店,2.044345071734675,202506
20250613,855,ToLOVEるダークネス,864,3308,12,0,ARROW池上店,2.2762345679012346,202506
20250614,616,スーパービンゴネオ,2340,7303,28,0,ARROW池上店,2.0403133903133903,202506
20250616,736,スマスロ北斗の拳,1070,4434,46,2,ARROW池上店,2.3813084112149534,202506
20250617,733,スマスロ北斗の拳,905,3762,38,2,ARROW池上店,2.385635359116022,202506
20250617,608,沖ドキ!BLACK,629,4174,22,6,ARROW池上店,3.211976682564918,202506
20250617,619,スーパービンゴネオ,2161,15399,40,0,ARROW池上店,3.3752892179546508,202506
20250617,620,スーパービンゴネオ,2595,11331,36,0,ARROW池上店,2.4554913294797687,202506
20250617,852,ようこそ実力至上主義の教室へ,2289,10110,67,84,ARROW池上店,2.472258628221931,202506
20250618,856,ToLOVEるダークネス,2815,9000,39,0,ARROW池上店,2.0657193605683837,202506
20250620,701,スマスロ北斗の拳,1611,6165,61,5,ARROW池上店,2.2756052141527,202506
20250620,710,スマスロ北斗の拳,1000,4716,47,3,ARROW池上店,2.572,202506
20250620,739,スマスロ北斗の拳,1256,4673,51,1,ARROW池上店,2.240180467091295,202506
20250620,604,沖ドキ!BLACK,297,1040,6,2,ARROW池上店,2.1672278338945006,202506
20250620,609,沖ドキ!BLACK,379,1331,9,0,ARROW池上店,2.1706244503078276,202506
20250620,617,スーパービンゴネオ,1731,8522,37,0,ARROW池上店,2.64105526670518,202506
20250620,613,チバリヨ2,1214,5128,27,10,ARROW池上店,2.4080175727622186,202506
20250620,856,ToLOVEるダークネス,1276,6146,22,0,ARROW池上店,2.6055381400208986,202506
20250621,711,スマスロ北斗の拳,1525,10004,98,4,ARROW池上店,3.1866666666666665,202506
20250621,616,スーパービンゴネオ,1537,13966,47,0,ARROW池上店,4.028844068531772,202506
20250622,620,スーパービンゴネオ,2850,11142,49,0,ARROW池上店,2.303157894736842,202506
20250622,636,革命機ヴァルヴレイヴ,4938,15652,104,3,ARROW池上店,2.0565681112461185,202506
20250623,703,スマスロ北斗の拳,1321,7420,66,4,ARROW池上店,2.8723189502901842,202506
20250623,708,スマスロ北斗の拳,744,3705,41,2,ARROW池上店,2.65994623655914,202506
20250623,617,スーパービンゴネオ,1090,4629,25,0,ARROW池上店,2.4155963302752292,202506
20250623,614,チバリヨ2,873,7301,32,8,ARROW池上店,3.7877052310042,202506
20250624,602,沖ドキ!BLACK,1340,4521,24,15,ARROW池上店,2.1246268656716416,202506
20250624,849,ULTRAMAN,556,4196,43,1,ARROW池上店,3.515587529976019,202506
20250625,708,スマスロ北斗の拳,1429,5388,55,2,ARROW池上店,2.256822953114066,202506
20250625,620,スーパービンゴネオ,707,13594,41,0,ARROW池上店,7.409240924092409,202506
20250625,850,ULTRAMAN,1223,3944,48,3,ARROW池上店,2.0749523030798582,202506
20250626,731,スマスロ北斗の拳,1526,5767,58,4,ARROW池上店,2.259720401922237,202506
20250626,636,革命機ヴァルヴレイヴ,1058,3705,30,2,ARROW池上店,2.167296786389414,202506
20250627,620,スーパービンゴネオ,461,5561,17,0,ARROW池上店,5.0209689081706435,202506
20250628,615,チバリヨ2,1681,10807,49,15,ARROW池上店,3.142970454094785,202506
20250629,617,スーパービンゴネオ,3087,12415,75,0,ARROW池上店,2.3405679732210345,202506
20250629,856,ToLOVEるダークネス,2894,9502,42,0,ARROW池上店,2.094448283805575,202506
20250630,620,スーパービンゴネオ,1096,13498,23,0,ARROW池上店,5.105231143552311,202506
20250701,710,スマスロ北斗の拳,1994,6285,65,3,ARROW池上店,2.0506519558676026,202507
20250701,729,スマスロ北斗の拳,2252,11532,105,6,ARROW池上店,2.7069271758436946,202507
20250701,619,スーパービンゴネオ,1137,14325,38,0,ARROW池上店,5.199648197009674,202507
20250702,603,沖ドキ!BLACK,1298,4217,25,12,ARROW池上店,2.0829481253210065,202507
20250702,619,スーパービンゴネオ,899,2792,3,0,ARROW池上店,2.03522432332221,202507
20250702,612,チバリヨ2,2153,10305,47,15,ARROW池上店,2.5954482117974917,202507
