date,machine_number,machine_name,games_normalized,diff_coins_normalized,bb_count,rb_count,hall,bonus_rate,ym,b_rate_disp
20250605,851,ようこそ実力至上主義の教室へ,498,2951,19,23,ARROW池上店,0.08433734939759036,202506,11.9
20250611,851,ようこそ実力至上主義の教室へ,1843,5583,44,53,ARROW池上店,0.05263157894736842,202506,19.0
20250617,852,ようこそ実力至上主義の教室へ,2289,10110,67,84,ARROW池上店,0.06596767147225863,202506,15.2
20250621,711,スマスロ北斗の拳,1525,10004,98,4,ARROW池上店,0.06688524590163934,202506,15.0
20250623,703,スマスロ北斗の拳,1321,7420,66,4,ARROW池上店,0.05299015897047691,202506,18.9
20250623,708,スマスロ北斗の拳,744,3705,41,2,ARROW池上店,0.05779569892473118,202506,17.3
20250624,849,ULTRAMAN,556,4196,43,1,ARROW池上店,0.07913669064748201,202506,12.6
20250625,620,スーパービンゴネオ,707,13594,41,0,ARROW池上店,0.05799151343705799,202506,17.2
20250704,707,スマスロ北斗の拳,521,3109,30,1,ARROW池上店,0.05950095969289827,202507,16.8
20250704,730,スマスロ北斗の拳,691,3765,35,2,ARROW池上店,0.053545586107091175,202507,18.7
20250704,851,ようこそ実力至上主義の教室へ,1238,3527,28,38,ARROW池上店,0.05331179321486268,202507,18.8
20250709,732,スマスロ北斗の拳,803,4564,44,1,ARROW池上店,0.05603985056039851,202507,17.8
20250711,615,チバリヨ2,739,9789,35,18,ARROW池上店,0.07171853856562922,202507,13.9
20250715,852,ようこそ実力至上主義の教室へ,1016,4369,30,34,ARROW池上店,0.06299212598425197,202507,15.9
20250723,852,ようこそ実力至上主義の教室へ,403,11560,58,61,ARROW池上店,0.29528535980148884,202507,3.4
20250725,740,スマスロ北斗の拳,1975,10946,98,2,ARROW池上店,0.05063291139240506,202507,19.8
20250725,852,ようこそ実力至上主義の教室へ,471,1146,11,13,ARROW池上店,0.050955414012738856,202507,19.6
20250729,734,スマスロ北斗の拳,2454,12956,122,3,ARROW池上店,0.05093724531377343,202507,19.6
20250731,701,スマスロ北斗の拳,1463,9861,87,4,ARROW池上店,0.06220095693779904,202507,16.1
20250813,703,スマスロ北斗の拳,1958,9909,98,3,ARROW池上店,0.05158324821246169,202508,19.4
20250815,737,スマスロ北斗の拳,1648,8403,83,5,ARROW池上店,0.05339805825242718,202508,18.7
20250818,737,スマスロ北斗の拳,1719,14110,126,2,ARROW池上店,0.07446189645142524,202508,13.4
20250825,737,スマスロ北斗の拳,767,4261,43,1,ARROW池上店,0.05736636245110821,202508,17.4
20250902,617,スーパービンゴネオ,790,18867,55,0,ARROW池上店,0.06962025316455696,202509,14.4
20250902,613,チバリヨ2,598,6146,25,7,ARROW池上店,0.05351170568561873,202509,18.7
20250916,707,スマスロ北斗の拳,1036,10584,84,2,ARROW池上店,0.08301158301158301,202509,12.0
20250916,709,スマスロ北斗の拳,584,3288,31,1,ARROW池上店,0.0547945205479452,202509,18.2
20250920,611,スーパービンゴネオ,580,18297,42,0,ARROW池上店,0.07241379310344828,202509,13.8
20251001,730,スマスロ北斗の拳,996,6225,56,1,ARROW池上店,0.0572289156626506,202510,17.5
20251002,734,スマスロ北斗の拳,1493,12223,105,4,ARROW池上店,0.07300736771600803,202510,13.7
20251003,738,スマスロ北斗の拳,492,2653,24,1,ARROW池上店,0.0508130081300813,202510,19.7
20251007,709,スマスロ北斗の拳,350,1980,20,1,ARROW池上店,0.06,202510,16.7
20251007,736,スマスロ北斗の拳,826,4564,46,1,ARROW池上店,0.05690072639225181,202510,17.6
20251024,706,スマスロ北斗の拳,1485,8618,83,4,ARROW池上店,0.05858585858585859,202510,17.1
20251027,636,革命機ヴァルヴレイヴ,490,5084,33,0,ARROW池上店,0.0673469387755102,202510,14.8
20251028,738,スマスロ北斗の拳,195,1013,12,1,ARROW池上店,0.06666666666666667,202510,15.0
20251031,734,スマスロ北斗の拳,208,1013,10,1,ARROW池上店,0.052884615384615384,202510,18.9
20251103,740,スマスロ北斗の拳,1710,11393,101,1,ARROW池上店,0.05964912280701754,202511,16.8
20251113,735,スマスロ北斗の拳,264,1331,15,1,ARROW池上店,0.06060606060606061,202511,16.5
20251114,708,スマスロ北斗の拳,648,4521,44,3,ARROW池上店,0.07253086419753087,202511,13.8
20251124,712,スマスロ北斗の拳,846,7082,62,2,ARROW池上店,0.07565011820330969,202511,13.2
20251201,702,スマスロ北斗の拳,848,6903,56,2,ARROW池上店,0.06839622641509434,202512,14.6
20251208,703,スマスロ北斗の拳,558,4239,38,2,ARROW池上店,0.07168458781362007,202512,14.0
20251209,705,スマスロ北斗の拳,845,9693,76,2,ARROW池上店,0.09230769230769231,202512,10.8
20251212,711,スマスロ北斗の拳,893,6265,51,3,ARROW池上店,0.060470324748040316,202512,16.5
20251213,735,スマスロ北斗の拳,755,6444,52,1,ARROW池上店,0.07019867549668875,202512,14.2
20251214,711,スマスロ北斗の拳,776,4759,46,1,ARROW池上店,0.06056701030927835,202512,16.5
20251222,736,スマスロ北斗の拳,490,2931,24,1,ARROW池上店,0.05102040816326531,202512,19.6
20251231,736,スマスロ北斗の拳,1358,6843,69,2,ARROW池上店,0.05228276877761414,202512,19.1
20260106,616,沖ドキ!DUO アンコール,1363,10751,63,6,ARROW池上店,0.05062362435803375,202601,19.8
20260113,613,沖ドキ!DUO アンコール,1266,10946,62,8,ARROW池上店,0.05529225908372828,202601,18.1
20260123,737,スマスロ北斗の拳,825,4239,40,2,ARROW池上店,0.05090909090909091,202601,19.6
20260128,710,スマスロ北斗の拳,1019,8546,71,2,ARROW池上店,0.07163886162904809,202601,14.0
20260128,612,沖ドキ!DUO アンコール,838,6982,40,4,ARROW池上店,0.05250596658711217,202601,19.0
20260128,919,プリズムナナ,495,6146,26,14,ARROW池上店,0.08080808080808081,202601,12.4
20260202,707,スマスロ北斗の拳,619,3884,37,1,ARROW池上店,0.061389337641357025,202602,16.3
20260202,733,スマスロ北斗の拳,463,2096,24,1,ARROW池上店,0.05399568034557235,202602,18.5
20260205,707,スマスロ北斗の拳,162,1027,9,1,ARROW池上店,0.06172839506172839,202602,16.2
20260206,703,スマスロ北斗の拳,476,3904,34,1,ARROW池上店,0.07352941176470588,202602,13.6
20260213,704,スマスロ北斗の拳,475,2533,23,1,ARROW池上店,0.05052631578947368,202602,19.8
20260216,549,鉄拳6,411,3944,10,22,ARROW池上店,0.07785888077858881,202602,12.8
20260216,574,鉄拳6,980,5995,13,38,ARROW池上店,0.05204081632653061,202602,19.2
20260219,606,沖ドキ!BLACK,603,4889,22,12,ARROW池上店,0.05638474295190713,202602,17.7
20260223,734,スマスロ北斗の拳,295,1570,17,1,ARROW池上店,0.061016949152542375,202602,16.4
20260226,732,スマスロ北斗の拳,918,4629,48,2,ARROW池上店,0.054466230936819175,202602,18.4
20260304,705,スマスロ北斗の拳,1407,8116,76,2,ARROW池上店,0.05543710021321962,202603,18.0
20260304,545,鉄拳6,880,7122,15,36,ARROW池上店,0.05795454545454545,202603,17.3
20260304,547,鉄拳6,515,2613,12,14,ARROW池上店,0.05048543689320388,202603,19.8
20260305,705,スマスロ北斗の拳,323,3090,27,1,ARROW池上店,0.08668730650154799,202603,11.5
20260310,611,沖ドキ!DUO アンコール,1124,9646,55,7,ARROW池上店,0.05516014234875445,202603,18.1
20260311,736,スマスロ北斗の拳,676,3606,34,1,ARROW池上店,0.051775147928994084,202603,19.3
20260314,708,スマスロ北斗の拳,1185,8331,79,3,ARROW池上店,0.06919831223628692,202603,14.5
20260315,737,スマスロ北斗の拳,132,709,6,1,ARROW池上店,0.05303030303030303,202603,18.9
20260317,705,スマスロ北斗の拳,982,6046,59,1,ARROW池上店,0.06109979633401222,202603,16.4
20260319,705,スマスロ北斗の拳,938,4044,44,5,ARROW池上店,0.05223880597014925,202603,19.1
20260324,731,スマスロ北斗の拳,277,1821,17,1,ARROW池上店,0.06498194945848375,202603,15.4
20260327,734,スマスロ北斗の拳,378,1755,20,1,ARROW池上店,0.05555555555555555,202603,18.0
20260329,709,スマスロ北斗の拳,706,3740,35,1,ARROW池上店,0.05099150141643059,202603,19.6
20260330,738,スマスロ北斗の拳,1369,7859,73,3,ARROW池上店,0.05551497443389335,202603,18.0
20260401,612,沖ドキ!DUO アンコール,438,6644,34,6,ARROW池上店,0.091324200913242,202604,11.0
20260407,624,鉄拳6,577,6783,14,32,ARROW池上店,0.07972270363951472,202604,12.5
20260408,707,スマスロ北斗の拳,477,4347,37,1,ARROW池上店,0.07966457023060797,202604,12.6
20260408,912,スーパービンゴネオ,680,17191,41,0,ARROW池上店,0.060294117647058824,202604,16.6
20260410,736,スマスロ北斗の拳,526,3765,33,1,ARROW池上店,0.06463878326996197,202604,15.5
20260412,638,革命機ヴァルヴレイヴ2,959,8928,67,2,ARROW池上店,0.07194994786235662,202604,13.9
20260413,627,鉄拳6,289,748,8,7,ARROW池上店,0.05190311418685121,202604,19.3
20260413,639,革命機ヴァルヴレイヴ2,694,4239,43,0,ARROW池上店,0.06195965417867435,202604,16.1
20260415,704,スマスロ北斗の拳,410,2653,25,1,ARROW池上店,0.06341463414634146,202604,15.8
20260417,706,スマスロ北斗の拳,657,3957,40,1,ARROW池上店,0.0624048706240487,202604,16.0
20260428,739,スマスロ北斗の拳,787,6165,54,3,ARROW池上店,0.0724269377382465,202604,13.8
20260508,701,スマスロ北斗の拳,619,6723,53,2,ARROW池上店,0.0888529886914378,202605,11.3
20260508,636,革命機ヴァルヴレイヴ2,650,5822,49,1,ARROW池上店,0.07692307692307693,202605,13.0
20260509,740,スマスロ北斗の拳,1201,5986,60,2,ARROW池上店,0.051623646960865945,202605,19.4
20260522,737,スマスロ北斗の拳,1315,8546,71,4,ARROW池上店,0.057034220532319393,202605,17.5
20260611,731,スマスロ北斗の拳,438,2096,23,1,ARROW池上店,0.0547945205479452,202606,18.2
20260615,610,沖ドキ!BLACK,878,9478,46,14,ARROW池上店,0.0683371298405467,202606,14.6
20260713,710,スマスロ北斗の拳,674,3149,37,3,ARROW池上店,0.05934718100890208,202607,16.8
20260713,712,スマスロ北斗の拳,1567,9072,84,3,ARROW池上店,0.05552010210593491,202607,18.0
20260715,730,スマスロ北斗の拳,1904,9741,93,4,ARROW池上店,0.050945378151260504,202607,19.6
20250102,571,スマスロ北斗の拳,256,1912,16,2,みとや大森町店,0.0703125,202501,14.2
20250102,527,革命機ヴァルヴレイヴ,600,4676,38,0,みとや大森町店,0.06333333333333334,202501,15.8
20250105,549,スマスロ北斗の拳,1433,14250,118,2,みとや大森町店,0.0837404047452896,202501,11.9
20250105,524,革命機ヴァルヴレイヴ,382,2479,26,1,みとや大森町店,0.07068062827225131,202501,14.1
20250106,705,沖ドキ!BLACK,84,774,3,3,みとや大森町店,0.07142857142857142,202501,14.0
20250107,528,革命機ヴァルヴレイヴ,358,4632,20,0,みとや大森町店,0.055865921787709494,202501,17.9
20250108,709,沖ドキ!BLACK,270,2038,9,7,みとや大森町店,0.05925925925925926,202501,16.9
20250115,569,スマスロ北斗の拳,232,1100,11,1,みとや大森町店,0.05172413793103448,202501,19.3
20250120,568,スマスロ北斗の拳,136,991,8,1,みとや大森町店,0.0661764705882353,202501,15.1
20250121,571,スマスロ北斗の拳,376,1912,21,2,みとや大森町店,0.061170212765957445,202501,16.3
20250122,527,革命機ヴァルヴレイヴ,510,2621,28,1,みとや大森町店,0.056862745098039215,202501,17.6
20250123,547,スマスロ北斗の拳,361,3259,30,2,みとや大森町店,0.0886426592797784,202501,11.3
20250123,550,スマスロ北斗の拳,891,4397,43,2,みとや大森町店,0.050505050505050504,202501,19.8
20250126,562,スマスロ北斗の拳,270,1429,14,1,みとや大森町店,0.05555555555555555,202501,18.0
20250127,565,スマスロ北斗の拳,1727,12350,113,2,みとや大森町店,0.06658946149392009,202501,15.0
20250129,545,スマスロ北斗の拳,957,4397,47,2,みとや大森町店,0.051201671891327065,202501,19.5
20250131,541,スマスロ北斗の拳,1227,6197,59,3,みとや大森町店,0.05052974735126324,202501,19.8
20250131,524,革命機ヴァルヴレイヴ,534,6650,41,0,みとや大森町店,0.07677902621722846,202501,13.0
20250203,566,スマスロ北斗の拳,973,5982,53,3,みとや大森町店,0.05755395683453238,202502,17.4
20250206,544,スマスロ北斗の拳,67,474,5,1,みとや大森町店,0.08955223880597014,202502,11.2
20250206,570,スマスロ北斗の拳,48,250,2,1,みとや大森町店,0.0625,202502,16.0
20250206,706,沖ドキ!BLACK,141,1218,5,5,みとや大森町店,0.07092198581560284,202502,14.1
20250209,543,スマスロ北斗の拳,193,1229,13,1,みとや大森町店,0.07253886010362694,202502,13.8
20250215,567,スマスロ北斗の拳,2221,13629,126,3,みとや大森町店,0.058081945069788386,202502,17.2
20250218,565,スマスロ北斗の拳,540,2885,30,2,みとや大森町店,0.05925925925925926,202502,16.9
20250225,540,スマスロ北斗の拳,1392,7459,70,5,みとや大森町店,0.05387931034482758,202502,18.6
20250225,562,スマスロ北斗の拳,1415,9676,85,1,みとや大森町店,0.0607773851590106,202502,16.5
20250226,563,スマスロ北斗の拳,578,6115,51,1,みとや大森町店,0.08996539792387544,202502,11.1
20250304,547,スマスロ北斗の拳,1259,6238,63,1,みとや大森町店,0.050833995234312944,202503,19.7
20250306,547,スマスロ北斗の拳,159,768,9,1,みとや大森町店,0.06289308176100629,202503,15.9
20250307,565,スマスロ北斗の拳,918,5418,52,3,みとや大森町店,0.05991285403050109,202503,16.7
20250311,569,スマスロ北斗の拳,604,4044,37,3,みとや大森町店,0.06622516556291391,202503,15.1
20250311,710,沖ドキ!BLACK,342,2621,12,6,みとや大森町店,0.05263157894736842,202503,19.0
20250312,543,スマスロ北斗の拳,886,7741,68,2,みとや大森町店,0.07900677200902935,202503,12.7
20250312,549,スマスロ北斗の拳,494,3918,36,1,みとや大森町店,0.07489878542510121,202503,13.4
20250312,551,スマスロ北斗の拳,1073,11965,97,1,みとや大森町店,0.09133271202236719,202503,10.9
20250312,563,スマスロ北斗の拳,830,8603,69,1,みとや大森町店,0.08433734939759036,202503,11.9
20250312,571,スマスロ北斗の拳,1228,11753,102,1,みとや大森町店,0.08387622149837133,202503,11.9
20250314,563,スマスロ北斗の拳,742,3518,38,2,みとや大森町店,0.05390835579514825,202503,18.6
20250317,746,仮面ライダー電王,3083,7176,149,24,みとや大森町店,0.05611417450535193,202503,17.8
20250319,571,スマスロ北斗の拳,487,3926,33,1,みとや大森町店,0.06981519507186858,202503,14.3
20250320,546,スマスロ北斗の拳,1716,8921,88,2,みとや大森町店,0.05244755244755245,202503,19.1
20250320,549,スマスロ北斗の拳,331,1441,15,2,みとや大森町店,0.0513595166163142,202503,19.5
20250326,568,スマスロ北斗の拳,397,2109,18,2,みとや大森町店,0.05037783375314862,202503,19.8
20250327,568,スマスロ北斗の拳,349,1382,17,1,みとや大森町店,0.05157593123209169,202503,19.4
20250327,523,革命機ヴァルヴレイヴ,995,10062,71,2,みとや大森町店,0.07336683417085427,202503,13.6
20250327,746,仮面ライダー電王,1869,9794,170,15,みとや大森町店,0.09898341359015517,202503,10.1
20250401,568,スマスロ北斗の拳,1223,8656,79,2,みとや大森町店,0.06623058053965658,202504,15.1
20250402,566,スマスロ北斗の拳,699,6403,55,3,みとや大森町店,0.08297567954220315,202504,12.1
20250402,746,仮面ライダー電王,2494,5559,104,24,みとや大森町店,0.05132317562149158,202504,19.5
20250405,551,スマスロ北斗の拳,2112,12350,112,4,みとや大森町店,0.054924242424242424,202504,18.2
20250405,567,スマスロ北斗の拳,1172,10321,85,1,みとや大森町店,0.07337883959044368,202504,13.6
20250408,746,仮面ライダー電王,1395,7882,120,14,みとや大森町店,0.0960573476702509,202504,10.4
20250409,571,スマスロ北斗の拳,2595,15482,138,6,みとや大森町店,0.055491329479768786,202504,18.0
20250418,571,スマスロ北斗の拳,1082,6074,56,4,みとや大森町店,0.05545286506469501,202504,18.0
20250419,544,スマスロ北斗の拳,1190,11400,87,2,みとや大森町店,0.07478991596638655,202504,13.4
20250420,567,スマスロ北斗の拳,500,3376,32,1,みとや大森町店,0.066,202504,15.2
20250503,707,沖ドキ!BLACK,201,1606,8,3,みとや大森町店,0.05472636815920398,202505,18.3
20250511,754,ようこそ実力至上主義の教室へ,1847,5665,45,56,みとや大森町店,0.05468327016783974,202505,18.3
20250516,543,スマスロ北斗の拳,91,497,4,1,みとや大森町店,0.054945054945054944,202505,18.2
20250525,755,ようこそ実力至上主義の教室へ,2817,10256,84,96,みとや大森町店,0.06389776357827476,202505,15.6
20250526,705,沖ドキ!BLACK,60,615,3,1,みとや大森町店,0.06666666666666667,202505,15.0
20250603,565,スマスロ北斗の拳,158,1041,10,1,みとや大森町店,0.06962025316455696,202506,14.4
20250605,544,スマスロ北斗の拳,1136,6238,59,2,みとや大森町店,0.05369718309859155,202506,18.6
20250610,541,スマスロ北斗の拳,922,3847,44,5,みとや大森町店,0.05314533622559653,202506,18.8
20250610,544,スマスロ北斗の拳,228,1335,14,2,みとや大森町店,0.07017543859649122,202506,14.2
20250616,755,ようこそ実力至上主義の教室へ,1244,4309,33,36,みとや大森町店,0.05546623794212219,202506,18.0
20250617,571,スマスロ北斗の拳,2478,14250,130,5,みとや大森町店,0.05447941888619855,202506,18.4
20250628,567,スマスロ北斗の拳,1470,8324,81,1,みとや大森町店,0.055782312925170066,202506,17.9
20250630,545,スマスロ北斗の拳,1398,15850,125,2,みとや大森町店,0.09084406294706723,202506,11.0
20250701,548,スマスロ北斗の拳,574,2882,31,1,みとや大森町店,0.05574912891986063,202507,17.9
20250702,544,スマスロ北斗の拳,117,712,6,1,みとや大森町店,0.05982905982905983,202507,16.7
20250703,548,スマスロ北斗の拳,193,1050,12,1,みとや大森町店,0.06735751295336788,202507,14.8
20250704,508,緑ドン VIVA!情熱南米編 REVIVAL,413,13279,27,0,みとや大森町店,0.06537530266343826,202507,15.3
20250705,572,スマスロ北斗の拳,1825,12044,105,4,みとや大森町店,0.059726027397260274,202507,16.7
20250708,751,ULTRAMAN,403,1756,20,1,みとや大森町店,0.052109181141439205,202507,19.2
20250709,545,スマスロ北斗の拳,735,3779,39,2,みとや大森町店,0.055782312925170066,202507,17.9
20250716,697,沖ドキ!BLACK,686,5415,24,16,みとや大森町店,0.05830903790087463,202507,17.2
20250719,694,沖ドキ!GOLD‐30,337,3221,14,8,みとや大森町店,0.06528189910979229,202507,15.3
20250722,700,沖ドキ!BLACK,110,771,3,3,みとや大森町店,0.05454545454545454,202507,18.3
20250725,589,緑ドン VIVA!情熱南米編 REVIVAL,231,8088,16,0,みとや大森町店,0.06926406926406926,202507,14.4
20250726,567,スマスロ北斗の拳,837,5703,54,1,みとや大森町店,0.06571087216248507,202507,15.2
20250805,570,スマスロ北斗の拳,344,2506,24,1,みとや大森町店,0.07267441860465117,202508,13.8
20250813,572,スマスロ北斗の拳,79,241,3,1,みとや大森町店,0.05063291139240506,202508,19.8
20250819,694,沖ドキ!GOLD‐30,46,465,2,1,みとや大森町店,0.06521739130434782,202508,15.3
20250821,565,スマスロ北斗の拳,877,5950,50,3,みとや大森町店,0.06043329532497149,202508,16.5
20250901,542,スマスロ北斗の拳,674,4182,40,2,みとや大森町店,0.06231454005934718,202509,16.0
20250907,622,ガールズ&パンツァー 最終章,1975,10271,89,18,みとや大森町店,0.054177215189873416,202509,18.5
20250908,573,スマスロ北斗の拳,825,4218,42,2,みとや大森町店,0.05333333333333334,202509,18.8
20250912,699,沖ドキ!BLACK,690,7279,34,12,みとや大森町店,0.06666666666666667,202509,15.0
20250916,540,スマスロ北斗の拳,983,8618,72,1,みとや大森町店,0.07426246185147507,202509,13.5
20250924,621,ガールズ&パンツァー 最終章,2248,11126,98,17,みとや大森町店,0.05115658362989324,202509,19.5
20250925,694,沖ドキ!GOLD‐30,76,865,4,1,みとや大森町店,0.06578947368421052,202509,15.2
20250929,697,沖ドキ!BLACK,56,829,4,1,みとや大森町店,0.08928571428571429,202509,11.2
20251003,543,スマスロ北斗の拳,884,4571,44,1,みとや大森町店,0.05090497737556561,202510,19.6
20251003,566,スマスロ北斗の拳,222,1332,14,1,みとや大森町店,0.06756756756756757,202510,14.8
20251015,543,スマスロ北斗の拳,803,5497,52,2,みとや大森町店,0.06724782067247821,202510,14.9
20251015,625,ガールズ&パンツァー 最終章,88,782,5,1,みとや大森町店,0.06818181818181818,202510,14.7
20251016,625,ガールズ&パンツァー 最終章,43,112,2,1,みとや大森町店,0.06976744186046512,202510,14.3
20251017,552,スマスロ北斗の拳,761,4041,38,1,みとや大森町店,0.051248357424441525,202510,19.5
20251021,543,スマスロ北斗の拳,629,7756,59,2,みとや大森町店,0.09697933227344992,202510,10.3
20251021,546,スマスロ北斗の拳,1112,5909,55,4,みとや大森町店,0.053057553956834536,202510,18.8
20251023,693,沖ドキ!GOLD‐30,175,1403,5,6,みとや大森町店,0.06285714285714286,202510,15.9
20251027,550,スマスロ北斗の拳,209,1685,16,1,みとや大森町店,0.08133971291866028,202510,12.3
20251102,544,スマスロ北斗の拳,1294,7809,71,2,みとや大森町店,0.05641421947449768,202511,17.7
20251105,699,沖ドキ!BLACK,121,924,3,5,みとや大森町店,0.06611570247933884,202511,15.1
20251109,755,ガールズ&パンツァー 最終章,644,6565,40,1,みとや大森町店,0.06366459627329192,202511,15.7
20251113,540,スマスロ北斗の拳,134,888,8,1,みとや大森町店,0.06716417910447761,202511,14.9
20251115,544,スマスロ北斗の拳,1244,6847,62,4,みとや大森町店,0.05305466237942122,202511,18.8
20251117,754,ガールズ&パンツァー 最終章,506,3309,25,4,みとや大森町店,0.05731225296442688,202511,17.4
20251118,698,沖ドキ!BLACK,160,1703,9,1,みとや大森町店,0.0625,202511,16.0
20251122,698,沖ドキ!BLACK,3,5374,9,6,みとや大森町店,5.0,202511,0.2
20251125,571,革命機ヴァルヴレイヴ2,743,3574,38,1,みとや大森町店,0.052489905787348586,202511,19.1
20251128,551,スマスロ北斗の拳,171,524,7,2,みとや大森町店,0.05263157894736842,202511,19.0
20251201,547,スマスロ北斗の拳,625,4606,43,2,みとや大森町店,0.072,202512,13.9
20251203,552,スマスロ北斗の拳,377,1809,20,1,みとや大森町店,0.05570291777188329,202512,18.0
20251205,541,スマスロ北斗の拳,1223,10200,87,2,みとや大森町店,0.07277187244480784,202512,13.7
20251208,545,スマスロ北斗の拳,802,7703,64,1,みとや大森町店,0.08104738154613467,202512,12.3
20251209,546,スマスロ北斗の拳,256,1385,14,1,みとや大森町店,0.05859375,202512,17.1
20251209,552,スマスロ北斗の拳,884,5085,47,1,みとや大森町店,0.05429864253393665,202512,18.4
20251210,567,革命機ヴァルヴレイヴ2,761,6282,50,0,みとや大森町店,0.0657030223390276,202512,15.2
20251211,545,スマスロ北斗の拳,710,5621,51,3,みとや大森町店,0.07605633802816901,202512,13.1
20251213,614,絶対衝激IV,1266,6847,65,0,みとや大森町店,0.05134281200631911,202512,19.5
20251215,560,革命機ヴァルヴレイヴ2,851,5950,57,1,みとや大森町店,0.0681551116333725,202512,14.7
20251215,614,絶対衝激IV,475,5374,50,0,みとや大森町店,0.10526315789473684,202512,9.5
20251225,694,沖ドキ!DUO アンコール,156,982,5,3,みとや大森町店,0.05128205128205128,202512,19.5
20251226,549,スマスロ北斗の拳,1352,8971,83,4,みとや大森町店,0.0643491124260355,202512,15.5
20251226,698,沖ドキ!DUO アンコール,1135,10765,57,16,みとや大森町店,0.06431718061674009,202512,15.5
20251226,754,ガールズ&パンツァー 最終章,403,2718,22,4,みとや大森町店,0.06451612903225806,202512,15.5
20260106,544,スマスロ北斗の拳,580,5991,51,1,みとや大森町店,0.0896551724137931,202601,11.2
20260106,546,スマスロ北斗の拳,909,4797,48,2,みとや大森町店,0.05500550055005501,202601,18.2
20260108,696,沖ドキ!DUO アンコール,862,6094,35,9,みとや大森町店,0.05104408352668213,202601,19.6
20260113,544,スマスロ北斗の拳,490,4465,35,1,みとや大森町店,0.07346938775510205,202601,13.6
20260116,544,スマスロ北斗の拳,930,8088,66,2,みとや大森町店,0.07311827956989247,202601,13.7
20260116,750,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,127,4535,11,0,みとや大森町店,0.08661417322834646,202601,11.5
20260119,547,スマスロ北斗の拳,459,2624,26,1,みとや大森町店,0.058823529411764705,202601,17.0
20260122,694,沖ドキ!DUO アンコール,389,5332,29,2,みとや大森町店,0.07969151670951156,202601,12.5
20260123,546,スマスロ北斗の拳,1113,7544,65,1,みとや大森町店,0.05929919137466307,202601,16.9
20260125,546,スマスロ北斗の拳,1345,6094,62,6,みとや大森町店,0.05055762081784387,202601,19.8
