window_end,mean,n_obs,metric,window_days
2025-09-15,-126.56653746770026,60,edge,60
2025-09-22,-79.0374677002584,60,edge,60
2025-09-29,-16.524547803617587,60,edge,60
2025-10-06,7.309431524547809,60,edge,60
2025-10-13,-59.69649191959005,59,edge,60
2025-10-20,-130.31467612665878,59,edge,60
2025-10-27,-39.124293785310726,59,edge,60
2025-11-03,-81.93075811325713,59,edge,60
2025-11-10,-74.05071606884772,59,edge,60
2025-11-17,14.932334778609903,59,edge,60
2025-11-24,-40.99001445276574,59,edge,60
2025-12-01,-43.48968598081725,59,edge,60
2025-12-08,-27.594928393115232,59,edge,60
2025-12-15,-30.9205426356589,60,edge,60
2025-12-22,2.1059431524547905,60,edge,60
2025-12-29,40.64276485788114,60,edge,60
2026-01-05,39.095607235142126,60,edge,60
2026-01-12,10.138888888888905,60,edge,60
2026-01-19,73.27842377260984,60,edge,60
2026-01-26,14.173126614987094,60,edge,60
2026-02-02,12.803617571059457,60,edge,60
2026-02-09,0.788113695090459,60,edge,60
2026-02-16,18.42377260981915,60,edge,60
2026-02-23,12.209302325581422,60,edge,60
2026-03-02,-31.899224806201527,60,edge,60
2026-03-09,-43.17183462532298,60,edge,60
2026-03-16,-100.27777777777777,60,edge,60
2026-03-23,-93.20736434108524,60,edge,60
2026-03-30,-78.97609819121448,60,edge,60
2026-04-06,-87.1705426356589,60,edge,60
2026-04-13,-99.74806201550388,60,edge,60
2026-04-20,-158.4625322997416,60,edge,60
2026-04-27,-145.34560723514215,60,edge,60
2026-05-04,-110.77196382428941,60,edge,60
2026-05-11,-73.98578811369511,60,edge,60
2026-05-18,-30.59108527131784,60,edge,60
2026-05-25,-2.2125322997415955,60,edge,60
2026-06-01,-69.54736565497308,59,edge,60
2026-06-08,-17.162659308895034,59,edge,60
2026-06-15,47.099705960972976,58,edge,60
2026-06-22,24.071103982892275,58,edge,60
2026-06-29,35.41833734295643,58,edge,60
2026-07-06,46.498262496658654,58,edge,60
2026-07-13,14.97910562170049,57,edge,60
2026-07-20,26.816327287563517,57,edge,60
2025-10-15,-76.04085010016549,89,edge,90
2025-10-22,-29.631565194669456,89,edge,90
2025-10-29,-23.36468948697851,89,edge,90
2025-11-05,-37.080829196063064,89,edge,90
2025-11-12,-43.27366954098074,89,edge,90
2025-11-19,-112.58383416078738,89,edge,90
2025-11-26,-42.33733995296576,89,edge,90
2025-12-03,-37.869088058531474,89,edge,90
2025-12-10,-33.2288128211828,89,edge,90
2025-12-17,20.385854890688957,89,edge,90
2025-12-24,10.545684173852443,89,edge,90
2025-12-31,16.951920564410774,89,edge,90
2026-01-07,1.8073338559359018,89,edge,90
2026-01-14,14.954780361757114,90,edge,90
2026-01-21,26.06158484065461,90,edge,90
2026-01-28,-3.294573643410853,90,edge,90
2026-02-04,5.542635658914747,90,edge,90
2026-02-11,-15.41774332472005,90,edge,90
2026-02-18,30.488802756244638,90,edge,90
2026-02-25,46.158484065460826,90,edge,90
2026-03-04,31.68819982773474,90,edge,90
2026-03-11,-19.42291128337639,90,edge,90
2026-03-18,-45.36175710594314,90,edge,90
2026-03-25,-63.996554694229104,90,edge,90
2026-04-01,-77.28897502153315,90,edge,90
2026-04-08,-70.89147286821704,90,edge,90
2026-04-15,-100.46511627906976,90,edge,90
2026-04-22,-74.2420327304048,90,edge,90
2026-04-29,-54.015934539190354,90,edge,90
2026-05-06,-56.44272179155899,90,edge,90
2026-05-13,-56.06804478897502,90,edge,90
2026-05-20,-97.53445305770889,90,edge,90
2026-05-27,-99.08268733850129,90,edge,90
2026-06-03,-90.69114188659523,89,edge,90
2026-06-10,-44.68034143367303,89,edge,90
2026-06-17,3.107381959126144,88,edge,90
2026-06-24,18.545190274841435,88,edge,90
2026-07-01,18.087121212121204,88,edge,90
2026-07-08,14.783218015247604,88,edge,90
2026-07-15,23.954541404421104,87,edge,90
2025-09-15,-128.81328073635768,60,edge_vs_excluded,60
2025-09-22,-80.44049967126891,60,edge_vs_excluded,60
2025-09-29,-16.817882971729137,60,edge_vs_excluded,60
2025-10-06,7.439184746877051,60,edge_vs_excluded,60
2025-10-13,-60.75619295958279,59,edge_vs_excluded,60
2025-10-20,-132.6279544010965,59,edge_vs_excluded,60
