dd,category,value,win_rate,hit104_rate,avg_diff,n_records,n_machines,n_dates
1,machine_tail,0,43.0,0.0,241.2037037037037,864,72,12
1,machine_tail,1,43.0,0.0,186.93693693693695,888,74,12
1,machine_tail,2,43.0,0.0,197.80092592592592,864,72,12
1,machine_tail,3,43.0,0.0,167.84037558685446,852,71,12
1,machine_tail,4,43.0,0.0,173.00469483568074,852,71,12
1,machine_tail,5,43.0,0.0,125.35211267605634,852,71,12
1,machine_tail,6,43.0,0.0,263.26291079812205,852,71,12
1,machine_tail,7,43.0,0.0,309.9765258215962,852,71,12
1,machine_tail,8,43.0,0.0,282.981220657277,852,71,12
1,machine_tail,9,43.0,0.0,212.91079812206573,852,71,12
1,machine_type,その他,42.990958094244476,0.0,104.53834115805947,5751,521,12
1,machine_type,ジャグラー,43.0,0.0,509.06007751937983,2064,172,12
1,machine_type,ハナハナ,43.18518518518518,0.0,149.53703703703704,216,24,12
1,machine_type,化物語,42.656716417910445,0.0,-226.86567164179104,67,38,7
1,machine_type,北斗,43.072614107883815,0.0,382.5726141078838,482,94,12
1,rank_from_max,1,43.0,0.0,-2.6729559748427674,636,53,12
1,rank_from_max,10,43.0,0.0,245.37037037037038,540,45,12
1,rank_from_max,11,43.0,0.0,366.86507936507934,504,42,12
1,rank_from_max,12,43.0,0.0,272.0238095238095,504,42,12
1,rank_from_max,13,43.0,0.0,146.21212121212122,396,33,12
1,rank_from_max,14,43.0,0.0,195.68965517241378,348,29,12
1,rank_from_max,15,43.0,0.0,153.2608695652174,276,23,12
1,rank_from_max,16,43.0,0.0,203.125,192,16,12
1,rank_from_max,17,43.0,0.0,297.22222222222223,108,9,12
1,rank_from_max,18,43.0,0.0,200.0,36,3,12
1,rank_from_max,19,43.0,0.0,-170.83333333333334,24,2,12
1,rank_from_max,2,43.0,0.0,179.08805031446542,636,53,12
1,rank_from_max,20,43.0,0.0,925.0,24,2,12
1,rank_from_max,21,43.0,0.0,1187.5,24,2,12
1,rank_from_max,22,43.0,0.0,-445.8333333333333,24,2,12
1,rank_from_max,3,43.0,0.0,289.7435897435897,624,52,12
1,rank_from_max,4,43.0,0.0,20.993589743589745,624,52,12
1,rank_from_max,5,43.0,0.0,572.275641025641,624,52,12
1,rank_from_max,6,43.0,0.0,479.3269230769231,624,52,12
1,rank_from_max,7,43.0,0.0,239.90384615384616,624,52,12
1,rank_from_max,8,43.0,0.0,-93.33333333333333,600,50,12
1,rank_from_max,9,43.0,0.0,102.72108843537416,588,49,12
1,rank_from_min,1,43.0,0.0,-11.635220125786164,636,53,12
1,rank_from_min,10,43.0,0.0,132.22222222222223,540,45,12
1,rank_from_min,11,43.0,0.0,483.92857142857144,504,42,12
1,rank_from_min,12,43.0,0.0,200.5952380952381,504,42,12
1,rank_from_min,13,43.0,0.0,359.5959595959596,396,33,12
1,rank_from_min,14,43.0,0.0,168.67816091954023,348,29,12
1,rank_from_min,15,43.0,0.0,51.44927536231884,276,23,12
1,rank_from_min,16,43.0,0.0,-70.3125,192,16,12
