dd,category,value,win_rate,hit104_rate,avg_diff,n_records,n_machines,n_dates
1,machine_tail,0,35.572068039391226,0.0,-32.53357206803939,1117,59,19
1,machine_tail,1,35.569573283859,0.0,93.25324675324676,1078,57,19
1,machine_tail,2,35.569573283859,0.0,-32.43877551020408,1078,57,19
1,machine_tail,3,35.57182576459685,0.0,5.9082483781278965,1079,57,19
1,machine_tail,4,35.567316620241414,0.0,70.0677808727948,1077,57,19
1,machine_tail,5,35.567717996289424,0.0,172.50185528756958,1078,57,19
1,machine_tail,6,35.56997219647822,0.0,127.45505097312326,1079,57,19
1,machine_tail,7,35.57210179076343,0.0,121.87087653157398,1061,56,19
1,machine_tail,8,35.57046979865772,0.0,61.767018216682644,1043,55,19
1,machine_tail,9,35.56772334293948,0.0,35.20076849183477,1041,55,19
1,machine_type,その他,35.5609272344118,0.0,39.35998512458163,8067,451,19
1,machine_type,ジャグラー,35.578947368421055,0.0,28.172657252888317,1558,82,19
1,machine_type,ハナハナ,35.62637362637363,0.0,-30.87912087912088,364,27,19
1,machine_type,化物語,35.55555555555556,0.0,280.8024691358025,81,12,7
1,machine_type,北斗,35.62783661119516,0.0,441.7458396369138,661,55,19
1,rank_from_max,1.0,35.564575645756456,0.0,135.53628536285362,813,43,19
1,rank_from_max,10.0,35.56910569105691,0.0,80.5040650406504,492,26,19
1,rank_from_max,11.0,35.567328918322296,0.0,68.48344370860927,453,24,19
1,rank_from_max,12.0,35.56565656565657,0.0,70.69949494949495,396,21,19
1,rank_from_max,13.0,35.57142857142857,0.0,132.40062111801242,322,17,19
1,rank_from_max,14.0,35.578947368421055,0.0,276.1733746130031,323,17,19
1,rank_from_max,15.0,35.578947368421055,0.0,284.79276315789474,304,16,19
1,rank_from_max,16.0,35.57095709570957,0.0,-58.917491749174914,303,16,19
1,rank_from_max,17.0,35.57142857142857,0.0,169.08074534161491,322,17,19
1,rank_from_max,18.0,35.570422535211264,0.0,-126.42605633802818,284,15,19
1,rank_from_max,19.0,35.56060606060606,0.0,106.74621212121212,264,14,19
1,rank_from_max,2.0,35.564575645756456,0.0,88.84378843788438,813,43,19
1,rank_from_max,20.0,35.56060606060606,0.0,-79.93939393939394,264,14,19
1,rank_from_max,21.0,35.557522123893804,0.0,-179.81415929203538,226,12,19
1,rank_from_max,22.0,35.56730769230769,0.0,-128.58173076923077,208,11,19
1,rank_from_max,23.0,35.578947368421055,0.0,258.1842105263158,152,8,19
1,rank_from_max,24.0,35.578947368421055,0.0,146.67105263157896,152,8,19
1,rank_from_max,25.0,35.578947368421055,0.0,66.76315789473684,114,6,19
1,rank_from_max,26.0,35.578947368421055,0.0,-125.45263157894736,95,5,19
1,rank_from_max,27.0,35.578947368421055,0.0,-14.631578947368421,38,2,19
1,rank_from_max,28.0,35.578947368421055,0.0,-200.05263157894737,19,1,19
