dd,category,value,win_rate,hit104_rate,avg_diff,n_records,n_machines,n_dates
1,machine_name,A‐SLOT+ 異世界かるてっと,0.2222222222222222,0.2222222222222222,-544.4444444444445,9,6,3
1,machine_name,BIRDIE WING ‐Golf Girls' Story‐,0.0,0.0,-1480.0,5,5,1
1,machine_name,SHAKE BONUS TRIGGER,0.3333333333333333,0.13333333333333333,-183.33333333333334,30,14,9
1,machine_name,ToLOVEるダークネス TRANCE ver.8.7,0.425531914893617,0.3617021276595745,367.02127659574467,94,33,12
1,machine_name,いざ！番長,0.3559322033898305,0.3050847457627119,-94.0677966101695,118,55,12
1,machine_name,うみねこのなく頃に2,0.59375,0.3125,315.625,32,11,5
1,machine_name,かぐや様は告らせたい,0.2785388127853881,0.2602739726027397,-706.3926940639269,219,69,12
1,machine_name,からくりサーカス,0.4,0.35555555555555557,-211.11111111111111,180,29,12
1,machine_name,この素晴らしい世界に祝福を！,0.43333333333333335,0.3,53.333333333333336,30,8,12
1,machine_name,とある科学の超電磁砲2,0.37037037037037035,0.25925925925925924,3.7037037037037037,27,7,6
1,machine_name,とある魔術の禁書目録,0.5,0.25,600.0,4,1,4
1,machine_name,わたしの幸せな結婚,0.5555555555555556,0.5555555555555556,2622.222222222222,18,18,2
1,machine_name,アイムジャグラーEX-TP,0.5035460992907801,0.3262411347517731,420.5673758865248,141,38,6
1,machine_name,アクダマドライブ,0.25,0.25,-975.0,4,2,2
1,machine_name,アズールレーン THE ANIMATION,0.32,0.29333333333333333,-636.0,75,59,11
1,machine_name,アレックス ブライト,0.5217391304347826,0.2826086956521739,-215.2173913043478,46,8,12
1,machine_name,ウルトラミラクルジャグラー,0.5333333333333333,0.31666666666666665,253.33333333333334,60,5,12
1,machine_name,ガールズ&パンツァー 最終章,0.5142857142857142,0.45714285714285713,402.85714285714283,35,4,12
1,machine_name,キングハナハナ-30,0.4479166666666667,0.265625,192.1875,192,16,12
1,machine_name,クランキークレスト,0.3333333333333333,0.3333333333333333,550.0,12,4,5
1,machine_name,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,0.2962962962962963,0.14814814814814814,-325.9259259259259,27,9,8
1,machine_name,グランベルム,0.55,0.35,155.0,20,6,10
1,machine_name,ゴッドイーター リザレクション,0.4678362573099415,0.40350877192982454,801.7543859649123,171,27,12
1,machine_name,ゴブリンスレイヤーII,0.21428571428571427,0.14285714285714285,-364.2857142857143,14,7,2
1,machine_name,ゴーゴージャグラー3,0.4891304347826087,0.32971014492753625,377.17391304347825,276,23,12
1,machine_name,シャーマンキング,0.325,0.275,-562.5,40,27,12
1,machine_name,ジャグラーガールズ,0.5370370370370371,0.28703703703703703,415.74074074074076,108,9,12
1,machine_name,スマスロ サンダーV,0.3125,0.0625,-468.75,16,8,4
1,machine_name,スマスロ ドルアーガの塔,0.0,0.0,-1050.0,2,2,1
1,machine_name,スマスロ ハナビ,0.48,0.2,-48.0,25,15,5
1,machine_name,スマスロ北斗の拳,0.45871559633027525,0.39755351681957185,502.4464831804281,327,60,12
1,machine_name,スマスロ炎炎ノ消防隊,0.35714285714285715,0.2857142857142857,39.285714285714285,28,6,9
1,machine_name,スマスロ炎炎ノ消防隊2,0.4307692307692308,0.38461538461538464,664.6153846153846,65,29,5
1,machine_name,スマスロ秘宝伝,0.16666666666666666,0.16666666666666666,-629.1666666666666,24,6,4
1,machine_name,スマート沖スロ ニューキングハナハナV,0.2916666666666667,0.25,-191.66666666666666,24,8,3
1,machine_name,スーパーブラックジャック,0.3253968253968254,0.30158730158730157,-54.76190476190476,126,24,12
1,machine_name,スーパーリオエース2,0.6875,0.5625,1518.75,16,8,2
1,machine_name,ソードアート・オンライン,0.31645569620253167,0.22784810126582278,-148.1012658227848,79,22,12
1,machine_name,ソードアート・オンラインII,0.25,0.25,-1833.3333333333333,12,12,1
1,machine_name,ゾンビランドサガ,0.42857142857142855,0.37142857142857144,500.0,35,4,12
1,machine_name,タクトオーパス デスティニー,0.125,0.125,-525.0,8,4,2
1,machine_name,ダーリン・イン・ザ・フランキス,0.4444444444444444,0.3888888888888889,41.666666666666664,36,13,6
1,machine_name,ディスクアップ ULTRAREMIX,0.44537815126050423,0.3025210084033613,60.50420168067227,119,28,12
1,machine_name,ディスクアップ2,0.5769230769230769,0.46153846153846156,661.5384615384615,26,8,12
1,machine_name,デビル メイ クライ5 スタイリッシュトライブ,0.25,0.225,-732.5,40,22,5
1,machine_name,ドッチ,0.16666666666666666,0.0,-1433.3333333333333,6,2,3
1,machine_name,ネオアイムジャグラーEX,0.5079365079365079,0.3523809523809524,428.57142857142856,315,38,10
1,machine_name,ネオプラネット,0.2857142857142857,0.14285714285714285,-457.14285714285717,7,6,3
1,machine_name,ハイパーラッシュ,0.5454545454545454,0.36363636363636365,1472.7272727272727,11,3,4
1,machine_name,ハイビリターン‐30,0.42857142857142855,0.42857142857142855,271.42857142857144,7,7,1
1,machine_name,ハッピージャグラーVIII,0.44166666666666665,0.275,172.5,120,10,12
1,machine_name,バイオハザード RE:2,0.6666666666666666,0.3333333333333333,-266.6666666666667,6,4,3
1,machine_name,バイオハザード RE:3,0.1875,0.1875,-534.375,32,16,2
1,machine_name,バイオハザード5,0.3888888888888889,0.3333333333333333,1583.3333333333333,36,27,5
1,machine_name,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,0.4482758620689655,0.3793103448275862,624.1379310344828,29,19,12
1,machine_name,バンドリ！,0.25,0.16666666666666666,-608.3333333333334,24,5,12
1,machine_name,バーサスリヴァイズ,0.4444444444444444,0.2777777777777778,30.555555555555557,36,8,12
1,machine_name,バーニングエクスプレス,0.75,0.5,3300.0,4,2,2
1,machine_name,ビッグドリーム THE GOLDEN PUSHER,0.35714285714285715,0.35714285714285715,-907.1428571428571,14,14,2
1,machine_name,ファンキージャグラー2,0.5416666666666666,0.375,675.3472222222222,288,24,12
1,machine_name,プリズムナナ,0.19047619047619047,0.14285714285714285,-971.4285714285714,21,12,7
1,machine_name,マイジャグラーV,0.5453216374269005,0.3362573099415205,645.7602339181286,684,57,12
1,machine_name,マギアレコード 魔法少女まどか☆マギカ外伝,0.3898305084745763,0.324455205811138,218.1598062953995,413,121,12
1,machine_name,マジカルハロウィン ボーナストリガー,0.3,0.2,110.0,10,3,4
1,machine_name,マジカルハロウィン8,0.75,0.5,800.0,12,1,12
1,machine_name,マタドールIII,0.25,0.25,-200.0,4,4,1
1,machine_name,ミスタージャグラー,0.5138888888888888,0.375,490.27777777777777,72,6,12
1,machine_name,ミリオンゴッド‐神々の軌跡‐,0.2972972972972973,0.2702702702702703,-194.59459459459458,74,25,3
1,machine_name,モンキーターンV,0.39112050739957716,0.3382663847780127,153.91120507399577,473,108,12
1,machine_name,モンスターハンターライズ,0.3602150537634409,0.3225806451612903,352.68817204301075,186,65,12
1,machine_name,ヨルムンガンド,0.4,0.3,-510.0,10,5,2
1,machine_name,ラブ嬢3～Wご指名はいかがですか?～,0.25,0.25,-450.0,4,2,2
1,machine_name,ヱヴァンゲリヲン ～約束の扉～,0.3508771929824561,0.24561403508771928,14.035087719298245,57,17,10
1,machine_name,七つの魔剣が支配する,0.2982456140350877,0.2982456140350877,-8.771929824561404,57,31,12
1,machine_name,不二子BT,0.4117647058823529,0.29411764705882354,-217.64705882352942,17,6,7
1,machine_name,主役は銭形5,0.4375,0.40625,78.125,32,14,6
1,machine_name,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,0.5208333333333334,0.3333333333333333,414.5833333333333,48,8,12
1,machine_name,化物語,0.3283582089552239,0.31343283582089554,-226.86567164179104,67,38,7
1,machine_name,北斗の拳 転生の章2,0.43870967741935485,0.34838709677419355,129.67741935483872,155,51,6
1,machine_name,吉宗,0.3584905660377358,0.2641509433962264,-379.24528301886795,53,30,8
1,machine_name,咲‐Saki‐ 頂上決戦,0.4375,0.375,-381.25,16,8,4
1,machine_name,回胴黙示録カイジ 狂宴,0.75,0.75,2350.0,4,2,2
1,machine_name,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,0.34375,0.34375,-76.5625,64,18,12
1,machine_name,戦国†恋姫,0.5,0.375,162.5,8,3,8
1,machine_name,戦国乙女4 戦乱に閃く炯眼の軍師,0.37575757575757573,0.2787878787878788,237.57575757575756,165,54,12
1,machine_name,戦国乙女5 業火を穿つ宿焔の双刃,0.4583333333333333,0.3333333333333333,62.5,24,24,1
1,machine_name,押忍!番長ZERO,0.42857142857142855,0.42857142857142855,71.42857142857143,7,3,3
1,machine_name,押忍！番長4,0.36363636363636365,0.2727272727272727,-800.0,11,7,3
1,machine_name,攻殻機動隊,0.26666666666666666,0.26666666666666666,-246.66666666666666,15,6,5
1,machine_name,新ハナビ,0.3958333333333333,0.28125,220.83333333333334,96,14,12
1,machine_name,新鬼武者3,0.39316239316239315,0.37606837606837606,319.65811965811963,117,53,9
1,machine_name,東京リベンジャーズ,0.4036144578313253,0.3072289156626506,274.09638554216866,166,59,10
1,machine_name,東京喰種,0.5020325203252033,0.4634146341463415,419.5121951219512,492,41,12
1,machine_name,機動戦士ガンダムユニコーン 覚醒DRIVE,0.25,0.25,-205.0,20,14,2
1,machine_name,沖ドキ!DUO アンコール,0.37719298245614036,0.3333333333333333,-137.71929824561403,114,34,7
1,machine_name,沖ドキ!ゴージャス 30Φ,0.4533333333333333,0.44,-128.0,75,26,5
1,machine_name,無職転生 ～異世界行ったら本気だす～,0.4166666666666667,0.3888888888888889,811.1111111111111,36,26,7
1,machine_name,甲鉄城のカバネリ,0.6617647058823529,0.5441176470588235,1155.8823529411766,68,18,12
1,machine_name,甲鉄城のカバネリ 海門(うなと)決戦,0.41843971631205673,0.3617021276595745,115.60283687943263,141,73,4
1,machine_name,痛いのは嫌なので防御力に極振りしたいと思います。,0.4634146341463415,0.3902439024390244,342.6829268292683,82,30,12
1,machine_name,真・一騎当千,0.5,0.5,770.0,10,2,5
1,machine_name,真打 吉宗,0.28888888888888886,0.26666666666666666,-802.2222222222222,45,15,3
1,machine_name,範馬刃牙,0.3125,0.3125,-531.25,16,8,2
1,machine_name,絶対衝激IV,0.25,0.25,500.0,4,4,1
1,machine_name,翔べ！ハーレムエース,0.16666666666666666,0.0,-800.0,6,3,2
1,machine_name,荒野のコトブキ飛行隊,0.0,0.0,-1350.0,8,5,2
1,machine_name,虚構推理,0.3333333333333333,0.3333333333333333,-120.0,15,5,3
1,machine_name,転生したら剣でした,0.3333333333333333,0.26666666666666666,-66.66666666666667,15,10,2
1,machine_name,鉄拳6,0.4528301886792453,0.41509433962264153,305.66037735849056,53,35,4
1,machine_name,銀河英雄伝説 Die Neue These,0.3333333333333333,0.16666666666666666,-1650.0,6,2,3
1,machine_name,防空少女ラブキューレ2～極限の共鳴～,0.6,0.6,520.0,5,1,5
1,machine_name,革命機ヴァルヴレイヴ,0.3875,0.35,765.0,80,29,11
1,machine_name,革命機ヴァルヴレイヴ2,0.3613861386138614,0.30198019801980197,-453.46534653465346,202,52,8
1,machine_name,麻雀格闘倶楽部 覚醒,0.0,0.0,-1000.0,3,1,3
1,machine_name,麻雀物語,0.5,0.5,1891.6666666666667,12,8,3
1,machine_tail,0,0.42824074074074076,0.3449074074074074,241.2037037037037,864,72,12
1,machine_tail,1,0.42454954954954954,0.3153153153153153,186.93693693693695,888,74,12
1,machine_tail,2,0.4351851851851852,0.34375,197.80092592592592,864,72,12
1,machine_tail,3,0.41901408450704225,0.3333333333333333,167.84037558685446,852,71,12
1,machine_tail,4,0.4471830985915493,0.3438967136150235,173.00469483568074,852,71,12
1,machine_tail,5,0.41431924882629106,0.323943661971831,125.35211267605634,852,71,12
1,machine_tail,6,0.4507042253521127,0.3427230046948357,263.26291079812205,852,71,12
1,machine_tail,7,0.43427230046948356,0.3380281690140845,309.9765258215962,852,71,12
1,machine_tail,8,0.44014084507042256,0.3485915492957746,282.981220657277,852,71,12
1,machine_tail,9,0.4107981220657277,0.3192488262910798,212.91079812206573,852,71,12
1,rank_from_max,1,0.4371069182389937,0.33176100628930816,-2.6729559748427674,636,53,12
1,rank_from_max,10,0.4444444444444444,0.35,245.37037037037038,540,45,12
1,rank_from_max,11,0.44047619047619047,0.3392857142857143,366.86507936507934,504,42,12
1,rank_from_max,12,0.40674603174603174,0.32936507936507936,272.0238095238095,504,42,12
1,rank_from_max,13,0.41919191919191917,0.3106060606060606,146.21212121212122,396,33,12
1,rank_from_max,14,0.4367816091954023,0.3505747126436782,195.68965517241378,348,29,12
1,rank_from_max,15,0.463768115942029,0.37681159420289856,153.2608695652174,276,23,12
1,rank_from_max,16,0.4375,0.3541666666666667,203.125,192,16,12
1,rank_from_max,17,0.4722222222222222,0.3888888888888889,297.22222222222223,108,9,12
1,rank_from_max,18,0.4444444444444444,0.3055555555555556,200.0,36,3,12
1,rank_from_max,19,0.4166666666666667,0.2916666666666667,-170.83333333333334,24,2,12
1,rank_from_max,2,0.3977987421383648,0.30660377358490565,179.08805031446542,636,53,12
1,rank_from_max,20,0.6666666666666666,0.4583333333333333,925.0,24,2,12
1,rank_from_max,21,0.625,0.5833333333333334,1187.5,24,2,12
1,rank_from_max,22,0.16666666666666666,0.125,-445.8333333333333,24,2,12
1,rank_from_max,3,0.4391025641025641,0.34615384615384615,289.7435897435897,624,52,12
1,rank_from_max,4,0.4198717948717949,0.3060897435897436,20.993589743589745,624,52,12
1,rank_from_max,5,0.46474358974358976,0.3557692307692308,572.275641025641,624,52,12
1,rank_from_max,6,0.44711538461538464,0.358974358974359,479.3269230769231,624,52,12
1,rank_from_max,7,0.44551282051282054,0.34935897435897434,239.90384615384616,624,52,12
1,rank_from_max,8,0.37833333333333335,0.2916666666666667,-93.33333333333333,600,50,12
1,rank_from_max,9,0.413265306122449,0.3299319727891156,102.72108843537416,588,49,12
1,rank_from_min,1,0.41037735849056606,0.3113207547169811,-11.635220125786164,636,53,12
1,rank_from_min,10,0.4148148148148148,0.3074074074074074,132.22222222222223,540,45,12
1,rank_from_min,11,0.4642857142857143,0.375,483.92857142857144,504,42,12
1,rank_from_min,12,0.4226190476190476,0.3273809523809524,200.5952380952381,504,42,12
1,rank_from_min,13,0.45202020202020204,0.34595959595959597,359.5959595959596,396,33,12
1,rank_from_min,14,0.4482758620689655,0.34195402298850575,168.67816091954023,348,29,12
1,rank_from_min,15,0.4311594202898551,0.34057971014492755,51.44927536231884,276,23,12
1,rank_from_min,16,0.3697916666666667,0.296875,-70.3125,192,16,12
1,rank_from_min,17,0.3148148148148148,0.25925925925925924,-280.55555555555554,108,9,12
1,rank_from_min,18,0.4722222222222222,0.3611111111111111,127.77777777777777,36,3,12
1,rank_from_min,19,0.375,0.2916666666666667,-166.66666666666666,24,2,12
1,rank_from_min,2,0.49528301886792453,0.3836477987421384,383.3333333333333,636,53,12
1,rank_from_min,20,0.25,0.25,-395.8333333333333,24,2,12
1,rank_from_min,21,0.5,0.3333333333333333,316.6666666666667,24,2,12
1,rank_from_min,22,0.375,0.375,183.33333333333334,24,2,12
