index,segment,avg_diff,avg_diff_other,win_rate,payout_rate,avg_diff_vs_other,hit@10,lift@10,hit@20,lift@20,hit@50,lift@50,test_date,variant,window,event_type
0,2F_L_N,-464.0,-137.8012048192771,28.000000000000004,93.70719816332212,-326.19879518072287,0.0,0.0,0.0,0.0,4.0,1.1424,2026-03-22,v8_dynamic,90,event
1,2F_R_N,-420.0,-141.1144578313253,32.0,96.0708197705537,-278.8855421686747,1.0,1.4280000000000002,1.0,0.7140000000000001,3.0,0.8568,2026-03-22,v8_dynamic,90,event
2,3F_L_A,506.0,-210.84337349397592,48.0,100.405895059751,716.843373493976,0.0,0.0,0.0,0.0,3.0,0.8568,2026-03-22,v8_dynamic,90,event
3,3F_L_N,22.0,-174.3975903614458,48.0,96.47595593433151,196.3975903614458,1.0,1.4280000000000002,2.0,1.4280000000000002,2.0,0.5712,2026-03-22,v8_dynamic,90,event
4,3F_R_A,38.0,-175.6024096385542,44.0,98.50791425302657,213.6024096385542,0.0,0.0,0.0,0.0,1.0,0.2856,2026-03-22,v8_dynamic,90,event
5,3F_R_N,-334.0,-147.59036144578315,40.0,99.95509731073427,-186.40963855421685,1.0,1.4280000000000002,2.0,1.4280000000000002,5.0,1.428,2026-03-22,v8_dynamic,90,event
0,2F_L_N,-158.0,150.6024096385542,32.0,93.39645919514578,-308.6024096385542,0.0,0.0,0.0,0.0,4.0,1.1424,2026-03-23,v6a_hit_an,90,non_event
1,2F_R_N,102.0,131.02409638554218,30.0,98.70127222846958,-29.02409638554218,0.0,0.0,2.0,1.4280000000000002,4.0,1.1424,2026-03-23,v6a_hit_an,90,non_event
2,3F_L_A,26.0,136.74698795180723,38.0,95.6814691244392,-110.74698795180723,0.0,0.0,0.0,0.0,1.0,0.2856,2026-03-23,v6a_hit_an,90,non_event
3,3F_L_N,68.0,133.5843373493976,32.0,97.8069902285229,-65.5843373493976,2.0,2.8560000000000003,2.0,1.4280000000000002,4.0,1.1424,2026-03-23,v6a_hit_an,90,non_event
4,3F_R_A,184.0,124.84939759036145,36.0,94.64589275629518,59.15060240963855,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-23,v6a_hit_an,90,non_event
5,3F_R_N,-220.0,155.2710843373494,28.000000000000004,98.51230936130641,-375.2710843373494,0.0,0.0,3.0,2.1420000000000003,4.0,1.1424,2026-03-23,v6a_hit_an,90,non_event
0,2F_L_N,-348.0,164.90963855421685,26.0,89.49172815583275,-512.9096385542168,0.0,0.0,0.0,0.0,3.0,0.8568,2026-03-23,v7_lift_weights,90,non_event
1,2F_R_N,-22.0,140.36144578313252,30.0,95.87230399777381,-162.36144578313252,1.0,1.4280000000000002,2.0,1.4280000000000002,3.0,0.8568,2026-03-23,v7_lift_weights,90,non_event
2,3F_L_A,-8.0,139.30722891566265,36.0,95.53331631167924,-147.30722891566265,0.0,0.0,0.0,0.0,1.0,0.2856,2026-03-23,v7_lift_weights,90,non_event
3,3F_L_N,92.0,131.77710843373495,34.0,96.02657849045119,-39.77710843373495,2.0,2.8560000000000003,2.0,1.4280000000000002,4.0,1.1424,2026-03-23,v7_lift_weights,90,non_event
4,3F_R_A,194.0,124.09638554216868,36.0,94.66113814364742,69.90361445783132,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-23,v7_lift_weights,90,non_event
5,3F_R_N,-14.0,139.75903614457832,28.000000000000004,100.48173185847111,-153.75903614457832,1.0,1.4280000000000002,5.0,3.5700000000000003,6.0,1.7136,2026-03-23,v7_lift_weights,90,non_event
0,2F_L_N,-544.0,179.66867469879517,24.0,87.37703336557779,-723.6686746987951,0.0,0.0,0.0,0.0,2.0,0.5712,2026-03-23,v8_dynamic,90,non_event
1,2F_R_N,122.0,129.51807228915663,30.0,96.7056526209012,-7.518072289156635,1.0,1.4280000000000002,3.0,2.1420000000000003,4.0,1.1424,2026-03-23,v8_dynamic,90,non_event
2,3F_L_A,28.0,136.59638554216866,36.0,95.68439253867017,-108.59638554216866,0.0,0.0,0.0,0.0,1.0,0.2856,2026-03-23,v8_dynamic,90,non_event
3,3F_L_N,8.0,138.1024096385542,32.0,96.19091719691914,-130.1024096385542,2.0,2.8560000000000003,2.0,1.4280000000000002,4.0,1.1424,2026-03-23,v8_dynamic,90,non_event
4,3F_R_A,132.0,128.76506024096386,34.0,93.85019512144281,3.2349397590361377,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-23,v8_dynamic,90,non_event
5,3F_R_N,-310.0,162.04819277108433,26.0,96.85337571165341,-472.04819277108436,0.0,0.0,3.0,2.1420000000000003,4.0,1.1424,2026-03-23,v8_dynamic,90,non_event
0,2F_L_N,-108.0,100.15060240963855,30.0,98.58385113434579,-208.15060240963857,0.0,0.0,1.0,0.7140000000000001,4.0,1.1424,2026-03-24,v6a_hit_an,90,non_event
1,2F_R_N,-278.0,112.95180722891567,36.0,96.99101819590429,-390.95180722891564,0.0,0.0,1.0,0.7140000000000001,3.0,0.8568,2026-03-24,v6a_hit_an,90,non_event
2,3F_L_A,146.0,81.02409638554217,44.0,98.75288937971331,64.97590361445783,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-24,v6a_hit_an,90,non_event
3,3F_L_N,-432.0,124.54819277108433,32.0,93.42903804584358,-556.5481927710844,0.0,0.0,0.0,0.0,2.0,0.5712,2026-03-24,v6a_hit_an,90,non_event
4,3F_R_A,224.0,75.15060240963855,40.0,97.85120892800128,148.84939759036143,0.0,0.0,0.0,0.0,1.0,0.2856,2026-03-24,v6a_hit_an,90,non_event
5,3F_R_N,-402.0,122.28915662650603,20.0,92.31233964748621,-524.289156626506,1.0,1.4280000000000002,3.0,2.1420000000000003,4.0,1.1424,2026-03-24,v6a_hit_an,90,non_event
0,2F_L_N,-44.0,95.33132530120481,26.0,99.69838344080203,-139.3313253012048,1.0,1.4280000000000002,2.0,1.4280000000000002,4.0,1.1424,2026-03-24,v7_lift_weights,90,non_event
1,2F_R_N,-290.0,113.855421686747,36.0,97.70523535213901,-403.855421686747,0.0,0.0,1.0,0.7140000000000001,4.0,1.1424,2026-03-24,v7_lift_weights,90,non_event
2,3F_L_A,132.0,82.07831325301204,42.0,98.54633594675072,49.92168674698796,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-24,v7_lift_weights,90,non_event
3,3F_L_N,-442.0,125.3012048192771,28.000000000000004,91.84607778388725,-567.3012048192771,0.0,0.0,0.0,0.0,2.0,0.5712,2026-03-24,v7_lift_weights,90,non_event
4,3F_R_A,116.0,83.28313253012048,36.0,96.99719938656922,32.71686746987952,0.0,0.0,0.0,0.0,1.0,0.2856,2026-03-24,v7_lift_weights,90,non_event
5,3F_R_N,-354.0,118.67469879518072,22.0,93.38328475202185,-472.6746987951807,1.0,1.4280000000000002,3.0,2.1420000000000003,4.0,1.1424,2026-03-24,v7_lift_weights,90,non_event
0,2F_L_N,-214.0,108.13253012048193,26.0,98.13607259090071,-322.13253012048193,0.0,0.0,1.0,0.7140000000000001,3.0,0.8568,2026-03-24,v8_dynamic,90,non_event
1,2F_R_N,-240.0,110.09036144578313,38.0,98.37468389489544,-350.0903614457831,0.0,0.0,1.0,0.7140000000000001,4.0,1.1424,2026-03-24,v8_dynamic,90,non_event
2,3F_L_A,132.0,82.07831325301204,42.0,98.54633594675072,49.92168674698796,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-24,v8_dynamic,90,non_event
