date,month,weekday,expert,model,window,lambda,top1_tail,top1_pred,top1_actual_raw_diff,top1_prob_positive,top1_final_score,top2_tail,top2_pred,top2_actual_raw_diff,top2_prob_positive,top2_final_score,pred_span_top12,hit_at_2,hit_at_3,pred_span_quartile,rolling_median,zscore,is_anomaly,anomaly_direction,is_hit_rate_miss_day,difficulty_failure,actual_top1_tail,actual_top2_tail,actual_top3_tail,actual_top1_diff,actual_top2_diff,actual_top3_diff,loss_scenario,loss_value,chosen_tail,top1_match,top2_match,top3_match,rescue_source
2026-01-01,2026-01,Thursday,2F_N,xgb_ranker_ndcg,full_2025,0.75,8,0.0714554487244039,12600.0,0.5,0.0714554487244039,0,0.017086198658546,8400.0,0.5,0.017086198658546,0.0543692500658578,1.0,1.0,Q2,144.0,1.4631213452771414,0,normal,1,miss_day,8,0,7,12600.0,8400.0,4700.0,hit1,0.0,8,1,1,0,rank1
2026-01-01,2026-01,Thursday,3F_A,xgb_ranker_ndcg,full_2025,0.75,9,0.9983995782438138,42300.0,0.5,0.9983995782438138,4,0.9980432680328536,39400.0,0.5,0.9980432680328536,0.00035631021096,0.0,1.0,Q1,144.0,1.4631213452771414,0,normal,1,miss_day,8,7,3,52000.0,48200.0,47500.0,critical_miss,9700.0,9,0,0,0,none
2026-01-01,2026-01,Thursday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,6,0.2683369644326446,10200.0,0.5,0.2683369644326446,7,0.0055041374826787,5700.0,0.5,0.0055041374826787,0.2628328269499658,1.0,1.0,Q3,144.0,1.4631213452771414,0,normal,1,miss_day,6,7,2,10200.0,5700.0,2100.0,hit1,0.0,6,1,1,0,rank1
2026-01-02,2026-01,Friday,2F_N,xgb_ranker_ndcg,full_2025,0.75,9,0.9981190185654089,35300.0,0.5,0.9981190185654089,6,0.9965267819855514,33900.0,0.5,0.9965267819855514,0.0015922365798572,1.0,1.0,Q1,160.5,0.12866665735372773,0,normal,0,hit_day,9,3,6,35300.0,33900.0,33900.0,hit1,0.0,9,1,0,0,rank1
2026-01-02,2026-01,Friday,3F_A,xgb_ranker_ndcg,full_2025,0.75,4,0.972070816890676,16400.0,0.5,0.972070816890676,0,0.036621448209051,4900.0,0.5,0.036621448209051,0.9354493686816252,1.0,1.0,Q4,160.5,0.12866665735372773,0,normal,0,hit_day,4,0,7,16400.0,4900.0,4700.0,hit1,0.0,4,1,1,0,rank1
2026-01-02,2026-01,Friday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,5,0.60714411803836,15200.0,0.5,0.60714411803836,3,0.0054429444455956,300.0,0.5,0.0054429444455956,0.6017011735927643,1.0,1.0,Q4,160.5,0.12866665735372773,0,normal,0,hit_day,5,6,3,15200.0,2000.0,300.0,hit1,0.0,5,1,0,0,rank1
2026-01-03,2026-01,Saturday,2F_N,xgb_ranker_ndcg,full_2025,0.75,0,0.9789936633138318,38800.0,0.5,0.9789936633138318,6,0.7800213952349009,23700.0,0.5,0.7800213952349009,0.1989722680789308,1.0,1.0,Q3,144.0,-0.6196853987633989,0,normal,0,hit_day,0,7,4,38800.0,28200.0,27200.0,hit1,0.0,0,1,0,0,rank1
2026-01-03,2026-01,Saturday,3F_A,xgb_ranker_ndcg,full_2025,0.75,5,0.0067934281954752,500.0,0.5,0.0067934281954752,2,0.0062263180460005,-3400.0,0.5,0.0062263180460005,0.0005671101494747,1.0,1.0,Q1,144.0,-0.6196853987633989,0,normal,0,hit_day,4,5,6,900.0,500.0,-400.0,hit1,400.0,5,1,0,0,rank1
2026-01-03,2026-01,Saturday,3F_N,xgb_ranker_ndcg,recent_60d,1.25,2,0.911454150130935,13000.0,0.5,0.911454150130935,9,0.1921515474732628,7000.0,0.5,0.1921515474732628,0.7193026026576722,1.0,1.0,Q4,144.0,-0.6196853987633989,0,normal,0,hit_day,2,9,8,13000.0,7000.0,3300.0,hit1,0.0,2,1,1,0,rank1
2026-01-04,2026-01,Sunday,2F_N,xgb_ranker_ndcg,full_2025,0.75,8,0.9880209683045202,33700.0,0.5,0.9880209683045202,7,0.1804181201744787,13400.0,0.5,0.1804181201744787,0.8076028481300415,1.0,1.0,Q4,137.5,-2.282742734186793,1,low_anomaly,0,hit_day,8,7,3,33700.0,13400.0,5700.0,hit1,0.0,8,1,1,0,rank1
