date,section,avg_diff,total_diff,n_machines,total_games
20250224,540-556,225.76470588235293,3838,17,84885
20250224,557-573,943.8823529411765,16046,17,83197
20250224,574-590,-1247.5294117647059,-21208,17,81031
20250224,591-607,993.4117647058823,16888,17,77564
20250224,608-623,-237.5,-3800,16,91635
20250224,624-640,697.0588235294117,11850,17,77441
20250224,641-657,-514.5294117647059,-8747,17,124311
20250224,658-674,327.70588235294116,5571,17,128064
20250224,675-691,62.1764705882353,1057,17,120681
20250224,692-700,183.55555555555554,1652,9,37708
20250224,701-711,-364.0,-4004,11,42058
20250224,712-722,240.9090909090909,2650,11,71896
20250224,723-733,505.3636363636364,5559,11,71013
20250224,734-744,-204.54545454545453,-2250,11,77665
20250224,745-755,-87.45454545454545,-962,11,56005
20250224,805-815,95.72727272727273,1053,11,62426
20250225,501-522,-485.3636363636364,-10678,22,56643
20250225,523-539,-1928.8823529411766,-32791,17,47796
20250225,540-556,376.6470588235294,6403,17,28863
20250225,557-573,207.88235294117646,3534,17,24604
20250225,574-590,447.52941176470586,7608,17,39984
20250225,591-607,903.7058823529412,15363,17,35682
20250225,608-623,-509.25,-8148,16,35237
20250225,624-640,-800.4705882352941,-13608,17,41578
20250225,641-657,483.6470588235294,8222,17,96247
20250225,658-674,164.58823529411765,2798,17,86388
20250225,675-691,-204.47058823529412,-3476,17,46325
20250225,692-700,279.6666666666667,2517,9,7695
20250225,701-711,-1155.7272727272727,-12713,11,20125
20250225,712-722,262.8181818181818,2891,11,36522
20250225,723-733,527.7272727272727,5805,11,41941
20250225,734-744,-132.0,-1452,11,36914
20250225,745-755,58.27272727272727,641,11,32909
20250225,805-815,81.81818181818181,900,11,32657
20250226,501-522,-111.04545454545455,-2443,22,56651
20250226,523-539,-531.5882352941177,-9037,17,42719
20250226,540-556,91.94117647058823,1563,17,30842
20250226,557-573,406.1764705882353,6905,17,29235
20250226,574-590,345.6470588235294,5876,17,30670
20250226,591-607,-353.94117647058823,-6017,17,21458
20250226,608-623,98.125,1570,16,34065
20250226,624-640,251.11764705882354,4269,17,32027
20250226,641-657,399.11764705882354,6785,17,87071
20250226,658-674,-149.05882352941177,-2534,17,93558
20250226,675-691,236.76470588235293,4025,17,69758
20250226,692-700,-348.6666666666667,-3138,9,17181
20250226,701-711,262.27272727272725,2885,11,21802
20250226,712-722,147.36363636363637,1621,11,39718
20250226,723-733,112.0,1232,11,49882
20250226,734-744,86.18181818181819,948,11,46743
20250226,745-755,-681.8181818181819,-7500,11,38330
20250226,805-815,-351.0,-3861,11,32593
20250227,501-522,374.6818181818182,8243,22,74486
20250227,523-539,-271.3529411764706,-4613,17,47535
20250227,540-556,-419.94117647058823,-7139,17,44642
20250227,557-573,156.05882352941177,2653,17,39017
20250227,574-590,128.52941176470588,2185,17,50236
20250227,591-607,1578.235294117647,26830,17,59203
20250227,608-623,-838.625,-13418,16,30104
20250227,624-640,323.70588235294116,5503,17,31950
20250227,641-657,296.0,5032,17,107784
20250227,658-674,326.47058823529414,5550,17,111943
20250227,675-691,9.823529411764707,167,17,77023
20250227,692-700,-107.88888888888889,-971,9,16602
20250227,701-711,-673.0909090909091,-7404,11,26474
20250227,712-722,-248.0909090909091,-2729,11,45622
20250227,723-733,271.90909090909093,2991,11,54975
20250227,734-744,-340.90909090909093,-3750,11,47323
20250227,745-755,-607.0,-6677,11,31826
20250227,805-815,320.0,3520,11,55990
20250228,501-522,327.8636363636364,7213,22,55724
20250228,523-539,-995.6470588235294,-16926,17,56416
20250228,540-556,-39.64705882352941,-674,17,45807
20250228,557-573,-64.88235294117646,-1103,17,46978
20250228,574-590,1009.1764705882352,17156,17,55649
20250228,591-607,784.6470588235294,13339,17,51542
20250228,608-623,150.6875,2411,16,39272
20250228,624-640,-186.11764705882354,-3164,17,36725
20250228,641-657,74.58823529411765,1268,17,88303
20250228,658-674,-267.70588235294116,-4551,17,81741
20250228,675-691,-216.52941176470588,-3681,17,73375
20250228,692-700,-369.55555555555554,-3326,9,10669
20250228,701-711,-214.9090909090909,-2364,11,21959
20250228,712-722,201.1818181818182,2213,11,50436
20250228,723-733,-517.8181818181819,-5696,11,56842
20250228,734-744,506.72727272727275,5574,11,75248
20250228,745-755,419.27272727272725,4612,11,27619
20250228,805-815,-514.4545454545455,-5659,11,45008
20250301,501-522,-450.6363636363636,-9914,22,76884
20250301,523-539,-1125.8823529411766,-19140,17,65134
20250301,540-556,512.1764705882352,8707,17,79184
20250301,557-573,915.7647058823529,15568,17,78869
20250301,574-590,-1028.3529411764705,-17482,17,66799
20250301,591-607,-375.7647058823529,-6388,17,61146
20250301,608-623,-78.75,-1260,16,52458
20250301,624-640,-1781.4705882352941,-30285,17,57371
20250301,641-657,470.05882352941177,7991,17,124941
20250301,658-674,83.3529411764706,1417,17,115730
20250301,675-691,-250.47058823529412,-4258,17,78285
20250301,692-700,940.4444444444445,8464,9,28524
20250301,701-711,-547.0,-6017,11,39391
20250301,712-722,-403.3636363636364,-4437,11,67373
20250301,723-733,-716.4545454545455,-7881,11,51205
20250301,734-744,-170.36363636363637,-1874,11,62656
20250301,745-755,-279.6363636363636,-3076,11,46673
20250301,805-815,-137.63636363636363,-1514,11,47902
20250302,501-522,390.59090909090907,8593,22,59415
20250302,523-539,220.0,3740,17,56738
20250302,540-556,892.0,15164,17,62721
20250302,557-573,-172.11764705882354,-2926,17,44650
20250302,574-590,-933.0,-15861,17,55248
20250302,591-607,-320.70588235294116,-5452,17,39378
20250302,608-623,58.625,938,16,57715
20250302,624-640,-770.8235294117648,-13104,17,59409
20250302,641-657,26.470588235294116,450,17,116183
20250302,658-674,-161.52941176470588,-2746,17,115471
20250302,675-691,-331.4117647058824,-5634,17,87213
20250302,692-700,39.77777777777778,358,9,19455
20250302,701-711,-124.9090909090909,-1374,11,36487
20250302,712-722,65.0,715,11,62137
20250302,723-733,-200.0,-2200,11,50837
20250302,734-744,-655.6363636363636,-7212,11,50181
20250302,745-755,524.0909090909091,5765,11,36077
20250302,805-815,-105.36363636363636,-1159,11,40244
20250303,501-522,-410.45454545454544,-9030,22,71094
20250303,523-539,-403.70588235294116,-6863,17,54036
20250303,540-556,-79.52941176470588,-1352,17,76620
20250303,557-573,1313.2941176470588,22326,17,67090
20250303,574-590,-976.4705882352941,-16600,17,54971
20250303,591-607,171.64705882352942,2918,17,56153
20250303,608-623,217.5,3480,16,42577
20250303,624-640,-61.294117647058826,-1042,17,43259
20250303,641-657,72.11764705882354,1226,17,90317
20250303,658-674,358.6470588235294,6097,17,93574
20250303,675-691,-131.35294117647058,-2233,17,76300
20250303,692-700,245.44444444444446,2209,9,14461
20250303,701-711,-130.27272727272728,-1433,11,16233
20250303,712-722,10.909090909090908,120,11,45590
20250303,723-733,342.1818181818182,3764,11,56964
20250303,734-744,930.2727272727273,10233,11,72750
20250303,745-755,-292.0,-3212,11,48603
20250303,805-815,320.1818181818182,3522,11,49569
20250304,501-522,179.54545454545453,3950,22,95887
20250304,523-539,517.1764705882352,8792,17,74110
20250304,540-556,356.5882352941176,6062,17,64213
20250304,557-573,202.94117647058823,3450,17,56739
20250304,574-590,2222.6470588235293,37785,17,84065
20250304,591-607,-123.3529411764706,-2097,17,68550
20250304,608-623,1292.25,20676,16,63241
20250304,624-640,35.1764705882353,598,17,78336
20250304,641-657,-165.8235294117647,-2819,17,118248
20250304,658-674,45.64705882352941,776,17,117238
20250304,675-691,-339.29411764705884,-5768,17,94896
20250304,692-700,-542.2222222222222,-4880,9,22302
20250304,701-711,433.0,4763,11,29687
20250304,712-722,-451.8181818181818,-4970,11,69615
20250304,723-733,70.36363636363636,774,11,58556
20250304,734-744,548.5454545454545,6034,11,60600
20250304,745-755,408.3636363636364,4492,11,62707
20250304,805-815,-507.72727272727275,-5585,11,53783
20250305,501-522,209.8181818181818,4616,22,57141
20250305,523-539,-8.352941176470589,-142,17,41397
20250305,540-556,1025.4705882352941,17433,17,22761
20250305,557-573,-509.1764705882353,-8656,17,26648
20250305,574-590,-518.3529411764706,-8812,17,43514
20250305,591-607,735.2352941176471,12499,17,26187
20250305,608-623,-945.8125,-15133,16,32560
20250305,624-640,-73.88235294117646,-1256,17,28177
20250305,641-657,-444.3529411764706,-7554,17,86031
20250305,658-674,180.88235294117646,3075,17,102134
20250305,675-691,208.0,3536,17,55105
20250305,692-700,-285.8888888888889,-2573,9,8191
20250305,701-711,-234.45454545454547,-2579,11,26457
20250305,712-722,158.8181818181818,1747,11,42424
20250305,723-733,-140.27272727272728,-1543,11,37433
20250305,734-744,248.63636363636363,2735,11,38359
20250305,745-755,-469.27272727272725,-5162,11,30367
20250305,805-815,-52.54545454545455,-578,11,39820
20250306,501-522,-300.90909090909093,-6620,22,45681
20250306,523-539,-126.82352941176471,-2156,17,31272
20250306,540-556,-315.7647058823529,-5368,17,10690
20250306,557-573,23.823529411764707,405,17,18919
20250306,574-590,-374.11764705882354,-6360,17,43873
20250306,591-607,38.11764705882353,648,17,21805
20250306,608-623,-186.9375,-2991,16,25182
20250306,624-640,-264.52941176470586,-4497,17,24931
20250306,641-657,91.52941176470588,1556,17,81961
20250306,658-674,20.470588235294116,348,17,78722
20250306,675-691,-11.176470588235293,-190,17,70499
20250306,692-700,-476.0,-4284,9,12372
20250306,701-711,-535.2727272727273,-5888,11,28233
20250306,712-722,33.81818181818182,372,11,34211
20250306,723-733,35.27272727272727,388,11,42153
20250306,734-744,-183.0909090909091,-2014,11,35492
20250306,745-755,-443.90909090909093,-4883,11,35844
20250306,805-815,214.36363636363637,2358,11,26813
20250307,501-522,1290.2272727272727,28385,22,72633
20250307,523-539,245.41176470588235,4172,17,54763
20250307,540-556,573.9411764705883,9757,17,43298
20250307,557-573,786.3529411764706,13368,17,47060
20250307,574-590,-841.0588235294117,-14298,17,59928
20250307,591-607,-984.9411764705883,-16744,17,53587
20250307,608-623,-494.5,-7912,16,39701
20250307,624-640,-826.4117647058823,-14049,17,43806
20250307,641-657,-31.470588235294116,-535,17,101770
20250307,658-674,-238.8235294117647,-4060,17,99736
20250307,675-691,-93.52941176470588,-1590,17,73756
20250307,692-700,119.55555555555556,1076,9,11221
20250307,701-711,-29.09090909090909,-320,11,22188
20250307,712-722,-91.72727272727273,-1009,11,53725
20250307,723-733,226.54545454545453,2492,11,40054
20250307,734-744,-417.27272727272725,-4590,11,54010
20250307,745-755,321.09090909090907,3532,11,43988
20250307,805-815,-171.27272727272728,-1884,11,37517
20250308,501-522,-65.86363636363636,-1449,22,70368
20250308,523-539,75.11764705882354,1277,17,54346
20250308,540-556,674.9411764705883,11474,17,59779
20250308,557-573,-55.705882352941174,-947,17,57082
20250308,574-590,-406.7647058823529,-6915,17,56639
20250308,591-607,-87.58823529411765,-1489,17,52182
20250308,608-623,-359.0,-5744,16,51594
20250308,624-640,-804.8235294117648,-13682,17,49270
20250308,641-657,141.58823529411765,2407,17,97859
20250308,658-674,190.7058823529412,3242,17,97866
20250308,675-691,-435.1764705882353,-7398,17,72199
20250308,692-700,1148.6666666666667,10338,9,34729
20250308,701-711,-550.5454545454545,-6056,11,31894
20250308,712-722,678.7272727272727,7466,11,59663
20250308,723-733,-8.727272727272727,-96,11,44911
20250308,734-744,-180.72727272727272,-1988,11,57541
20250308,745-755,35.27272727272727,388,11,50757
20250308,805-815,43.36363636363637,477,11,51879
20250309,501-522,741.3181818181819,16309,22,76306
20250309,523-539,1321.5294117647059,22466,17,48109
20250309,540-556,639.5294117647059,10872,17,60506
20250309,557-573,201.94117647058823,3433,17,43793
20250309,574-590,1569.0,26673,17,55902
20250309,591-607,-335.47058823529414,-5703,17,45274
20250309,608-623,-233.6875,-3739,16,49062
20250309,624-640,-554.1176470588235,-9420,17,42257
20250309,641-657,-94.0,-1598,17,106471
20250309,658-674,123.6470588235294,2102,17,104425
20250309,675-691,-258.5882352941176,-4396,17,70578
20250309,692-700,-606.4444444444445,-5458,9,24151
20250309,701-711,440.1818181818182,4842,11,31823
20250309,712-722,-294.54545454545456,-3240,11,46858
20250309,723-733,-514.6363636363636,-5661,11,47296
20250309,734-744,-624.8181818181819,-6873,11,47250
20250309,745-755,927.8181818181819,10206,11,41593
20250309,805-815,160.45454545454547,1765,11,41234
20250310,501-522,-644.0,-14168,22,38515
20250310,523-539,-326.52941176470586,-5551,17,31457
20250310,540-556,-346.2352941176471,-5886,17,11542
20250310,557-573,164.1764705882353,2791,17,14023
20250310,574-590,68.11764705882354,1158,17,29116
20250310,591-607,267.1764705882353,4542,17,21365
20250310,608-623,-573.3125,-9173,16,18307
20250310,624-640,-292.47058823529414,-4972,17,23459
20250310,641-657,-83.76470588235294,-1424,17,51162
20250310,658-674,16.235294117647058,276,17,53666
20250310,675-691,-195.2941176470588,-3320,17,36820
20250310,692-700,-239.88888888888889,-2159,9,4070
20250310,701-711,-673.2727272727273,-7406,11,10803
20250310,712-722,57.63636363636363,634,11,20318
20250310,723-733,250.63636363636363,2757,11,25681
20250310,734-744,-1.2727272727272727,-14,11,23701
20250310,745-755,-282.54545454545456,-3108,11,28387
20250310,805-815,-427.3636363636364,-4701,11,20891
20250311,501-522,-937.5,-20625,22,60970
20250311,523-539,-319.29411764705884,-5428,17,38502
20250311,540-556,-641.0588235294117,-10898,17,22982
20250311,557-573,444.6470588235294,7559,17,29495
20250311,574-590,-628.3529411764706,-10682,17,36992
20250311,591-607,275.8235294117647,4689,17,42943
20250311,608-623,64.9375,1039,16,11170
20250311,624-640,1007.0,17119,17,26318
20250311,641-657,525.9411764705883,8941,17,78567
20250311,658-674,382.88235294117646,6509,17,88414
20250311,675-691,16.352941176470587,278,17,52332
20250311,692-700,-175.33333333333334,-1578,9,6458
20250311,701-711,-341.8181818181818,-3760,11,15847
20250311,712-722,343.8181818181818,3782,11,34277
20250311,723-733,171.36363636363637,1885,11,42276
20250311,734-744,461.72727272727275,5079,11,37531
20250311,745-755,-644.5454545454545,-7090,11,32038
20250311,805-815,445.90909090909093,4905,11,37798
20250312,501-522,408.72727272727275,8992,22,58003
20250312,523-539,-957.7647058823529,-16282,17,45039
20250312,540-556,1578.5294117647059,26835,17,15272
20250312,557-573,1357.2941176470588,23074,17,13779
20250312,574-590,822.6470588235294,13985,17,35496
20250312,591-607,-584.5294117647059,-9937,17,24932
20250312,608-623,426.4375,6823,16,26240
20250312,624-640,-817.5882352941177,-13899,17,25848
20250312,641-657,208.23529411764707,3540,17,80160
20250312,658-674,-55.529411764705884,-944,17,89925
20250312,675-691,83.94117647058823,1427,17,55232
20250312,692-700,-81.77777777777777,-736,9,8985
20250312,701-711,-190.72727272727272,-2098,11,23270
20250312,712-722,-352.8181818181818,-3881,11,29012
20250312,723-733,66.81818181818181,735,11,40276
20250312,734-744,-308.3636363636364,-3392,11,36737
20250312,745-755,-303.72727272727275,-3341,11,42027
20250312,805-815,-63.09090909090909,-694,11,31996
20250313,501-522,754.2272727272727,16593,22,45676
20250313,523-539,-949.5294117647059,-16142,17,35723
20250313,540-556,211.88235294117646,3602,17,12993
20250313,557-573,-154.1764705882353,-2621,17,17460
20250313,574-590,446.1764705882353,7585,17,32680
20250313,591-607,-20.764705882352942,-353,17,21924
20250313,608-623,-126.125,-2018,16,20124
20250313,624-640,-878.4705882352941,-14934,17,31658
20250313,641-657,-180.11764705882354,-3062,17,99257
20250313,658-674,519.1176470588235,8825,17,94162
20250313,675-691,10.0,170,17,62763
20250313,692-700,118.0,1062,9,8063
20250313,701-711,-283.8181818181818,-3122,11,18913
20250313,712-722,-465.27272727272725,-5118,11,33406
20250313,723-733,577.8181818181819,6356,11,37548
20250313,734-744,-109.9090909090909,-1209,11,44437
20250313,745-755,177.27272727272728,1950,11,30707
20250313,805-815,99.45454545454545,1094,11,33969
20250314,501-522,-65.04545454545455,-1431,22,82252
20250314,523-539,808.8823529411765,13751,17,58334
20250314,540-556,368.3529411764706,6262,17,63446
20250314,557-573,582.2352941176471,9898,17,61280
20250314,574-590,315.2352941176471,5359,17,72463
20250314,591-607,128.7058823529412,2188,17,70633
20250314,608-623,357.0,5712,16,54829
20250314,624-640,-165.47058823529412,-2813,17,63673
20250314,641-657,222.05882352941177,3775,17,127279
20250314,658-674,172.47058823529412,2932,17,124587
20250314,675-691,-87.70588235294117,-1491,17,101951
20250314,692-700,439.22222222222223,3953,9,26509
20250314,701-711,-480.09090909090907,-5281,11,38413
20250314,712-722,-465.0,-5115,11,72782
20250314,723-733,179.0,1969,11,68958
20250314,734-744,95.18181818181819,1047,11,75105
20250314,745-755,-1096.1818181818182,-12058,11,58270
20250314,805-815,8.363636363636363,92,11,53994
20250315,501-522,-434.90909090909093,-9568,22,78780
20250315,523-539,-1016.7058823529412,-17284,17,41940
20250315,540-556,-383.11764705882354,-6513,17,57465
20250315,557-573,-157.47058823529412,-2677,17,62906
20250315,574-590,855.2352941176471,14539,17,51682
20250315,591-607,974.3529411764706,16564,17,56272
20250315,608-623,-241.6875,-3867,16,48436
20250315,624-640,655.5294117647059,11144,17,37961
20250315,641-657,229.88235294117646,3908,17,113187
20250315,658-674,48.94117647058823,832,17,117372
20250315,675-691,356.94117647058823,6068,17,78175
20250315,692-700,-187.66666666666666,-1689,9,27618
20250315,701-711,-661.0909090909091,-7272,11,30344
20250315,712-722,-278.54545454545456,-3064,11,62982
20250315,723-733,71.0909090909091,782,11,48062
20250315,734-744,-57.72727272727273,-635,11,54672
20250315,745-755,373.6363636363636,4110,11,51033
20250315,805-815,465.1818181818182,5117,11,49360
20250316,501-522,667.7727272727273,14691,22,77351
20250316,523-539,-637.2941176470588,-10834,17,53897
20250316,540-556,87.94117647058823,1495,17,47463
20250316,557-573,-339.29411764705884,-5768,17,42695
20250316,574-590,1025.4705882352941,17433,17,59666
20250316,591-607,744.6470588235294,12659,17,59032
20250316,608-623,-1124.0,-17984,16,50968
20250316,624-640,-120.29411764705883,-2045,17,45804
20250316,641-657,-292.70588235294116,-4976,17,86737
20250316,658-674,138.8235294117647,2360,17,99353
20250316,675-691,-33.1764705882353,-564,17,55175
20250316,692-700,888.8888888888889,8000,9,16763
20250316,701-711,-1267.909090909091,-13947,11,33587
20250316,712-722,328.45454545454544,3613,11,47085
20250316,723-733,-11.181818181818182,-123,11,41609
20250316,734-744,-359.8181818181818,-3958,11,30732
20250316,745-755,-607.9090909090909,-6687,11,39272
20250316,805-815,-480.27272727272725,-5283,11,33930
20250317,501-522,-221.77272727272728,-4879,22,84025
20250317,523-539,771.6470588235294,13118,17,45634
20250317,540-556,360.29411764705884,6125,17,40906
20250317,557-573,1272.9411764705883,21640,17,40073
20250317,574-590,-1136.7058823529412,-19324,17,51833
20250317,591-607,-455.0,-7735,17,45784
20250317,608-623,997.375,15958,16,37551
20250317,624-640,-115.70588235294117,-1967,17,42988
20250317,641-657,562.5882352941177,9564,17,111605
20250317,658-674,-110.05882352941177,-1871,17,97782
20250317,675-691,281.8235294117647,4791,17,78950
20250317,692-700,-674.0,-6066,9,13938
20250317,701-711,-201.1818181818182,-2213,11,26967
20250317,712-722,-105.45454545454545,-1160,11,39219
20250317,723-733,106.0909090909091,1167,11,45947
20250317,734-744,-171.0909090909091,-1882,11,42739
20250317,745-755,713.5454545454545,7849,11,31983
20250317,805-815,-99.27272727272727,-1092,11,36677
20250318,501-522,374.40909090909093,8237,22,96871
20250318,523-539,-1324.0,-22508,17,73060
20250318,540-556,1006.1764705882352,17105,17,76325
20250318,557-573,1274.764705882353,21671,17,70418
20250318,574-590,-474.2352941176471,-8062,17,66526
20250318,591-607,967.7647058823529,16452,17,72044
20250318,608-623,846.25,13540,16,57946
20250318,624-640,-734.5882352941177,-12488,17,81423
20250318,641-657,328.5882352941176,5586,17,120577
20250318,658-674,-266.29411764705884,-4527,17,113468
20250318,675-691,274.52941176470586,4667,17,102090
20250318,692-700,-205.77777777777777,-1852,9,23262
20250318,701-711,-382.54545454545456,-4208,11,33827
20250318,712-722,196.9090909090909,2166,11,66346
20250318,723-733,-335.27272727272725,-3688,11,63393
20250318,734-744,652.0,7172,11,83292
20250318,745-755,-269.8181818181818,-2968,11,51100
20250318,805-815,121.54545454545455,1337,11,54477
20250319,501-522,-370.3636363636364,-8148,22,67038
20250319,523-539,-813.4705882352941,-13829,17,41469
20250319,540-556,-464.5882352941176,-7898,17,23940
20250319,557-573,134.1764705882353,2281,17,24128
20250319,574-590,181.88235294117646,3092,17,32897
20250319,591-607,78.70588235294117,1338,17,29798
20250319,608-623,-717.125,-11474,16,15379
20250319,624-640,-382.05882352941177,-6495,17,28058
20250319,641-657,-57.588235294117645,-979,17,74302
20250319,658-674,-238.1764705882353,-4049,17,91207
20250319,675-691,-230.35294117647058,-3916,17,47285
20250319,692-700,-461.8888888888889,-4157,9,11555
20250319,701-711,-1313.2727272727273,-14446,11,23132
20250319,712-722,347.09090909090907,3818,11,32066
20250319,723-733,243.54545454545453,2679,11,36299
20250319,734-744,-156.0909090909091,-1717,11,38657
20250319,745-755,198.63636363636363,2185,11,37053
20250319,805-815,-245.54545454545453,-2701,11,34156
20250320,501-522,-492.77272727272725,-10841,22,79842
20250320,523-539,-941.1764705882352,-16000,17,58323
20250320,540-556,408.4117647058824,6943,17,33072
20250320,557-573,-8.235294117647058,-140,17,27855
20250320,574-590,-105.05882352941177,-1786,17,49973
20250320,591-607,76.47058823529412,1300,17,58319
20250320,608-623,-152.8125,-2445,16,49823
20250320,624-640,394.88235294117646,6713,17,51083
20250320,641-657,-438.05882352941177,-7447,17,105015
20250320,658-674,250.88235294117646,4265,17,115330
20250320,675-691,-324.8235294117647,-5522,17,87414
20250320,692-700,517.2222222222222,4655,9,20664
20250320,701-711,1725.3636363636363,18979,11,35844
20250320,712-722,-364.6363636363636,-4011,11,42931
20250320,723-733,120.0,1320,11,58803
20250320,734-744,395.1818181818182,4347,11,61083
20250320,745-755,262.54545454545456,2888,11,43705
20250320,805-815,352.8181818181818,3881,11,35487
20250321,501-522,452.90909090909093,9964,22,55115
20250321,523-539,-177.58823529411765,-3019,17,40698
20250321,540-556,-386.88235294117646,-6577,17,14405
20250321,557-573,-203.11764705882354,-3453,17,16190
20250321,574-590,-663.2941176470588,-11276,17,41869
20250321,591-607,-620.7058823529412,-10552,17,27266
20250321,608-623,-626.3125,-10021,16,23798
20250321,624-640,-635.4117647058823,-10802,17,31011
20250321,641-657,325.11764705882354,5527,17,89909
20250321,658-674,366.11764705882354,6224,17,83179
20250321,675-691,-274.4117647058824,-4665,17,51486
20250321,692-700,-544.6666666666666,-4902,9,8198
20250321,701-711,-1366.3636363636363,-15030,11,24558
20250321,712-722,145.0909090909091,1596,11,38609
20250321,723-733,507.54545454545456,5583,11,48075
20250321,734-744,0.5454545454545454,6,11,46396
20250321,745-755,362.54545454545456,3988,11,38884
20250321,805-815,110.72727272727273,1218,11,38439
20250322,501-522,1055.9545454545455,23231,22,85438
20250322,523-539,-741.1176470588235,-12599,17,51263
20250322,540-556,-335.05882352941177,-5696,17,52752
20250322,557-573,-208.0,-3536,17,55315
20250322,574-590,37.1764705882353,632,17,60309
20250322,591-607,-853.0,-14501,17,53625
20250322,608-623,651.9375,10431,16,51011
20250322,624-640,-1570.235294117647,-26694,17,51312
20250322,641-657,-321.94117647058823,-5473,17,102984
20250322,658-674,-289.2352941176471,-4917,17,103051
20250322,675-691,-76.17647058823529,-1295,17,82939
20250322,692-700,409.55555555555554,3686,9,13563
20250322,701-711,-1493.5454545454545,-16429,11,28488
20250322,712-722,-105.9090909090909,-1165,11,59937
20250322,723-733,563.6363636363636,6200,11,58893
20250322,734-744,442.54545454545456,4868,11,59543
20250322,745-755,121.63636363636364,1338,11,48950
20250322,805-815,38.63636363636363,425,11,43899
20250323,501-522,-848.3636363636364,-18664,22,69360
20250323,523-539,-291.8235294117647,-4961,17,52171
20250323,540-556,65.05882352941177,1106,17,61272
20250323,557-573,-385.52941176470586,-6554,17,53225
20250323,574-590,1061.0588235294117,18038,17,58816
20250323,591-607,-286.4117647058824,-4869,17,44353
20250323,608-623,-703.875,-11262,16,44736
20250323,624-640,-155.05882352941177,-2636,17,40442
20250323,641-657,-345.29411764705884,-5870,17,99399
20250323,658-674,-466.7647058823529,-7935,17,107479
20250323,675-691,-195.94117647058823,-3331,17,83081
20250323,692-700,-317.0,-2853,9,10959
20250323,701-711,375.3636363636364,4129,11,23619
20250323,712-722,963.9090909090909,10603,11,61898
20250323,723-733,681.8181818181819,7500,11,52233
20250323,734-744,-218.63636363636363,-2405,11,45614
20250323,745-755,62.63636363636363,689,11,39333
20250323,805-815,18.90909090909091,208,11,44704
20250324,501-522,856.8181818181819,18850,22,101698
20250324,523-539,499.1764705882353,8486,17,61167
20250324,540-556,367.6470588235294,6250,17,64677
20250324,557-573,-274.52941176470586,-4667,17,72621
20250324,574-590,-104.76470588235294,-1781,17,64070
20250324,591-607,705.1176470588235,11987,17,74003
20250324,608-623,-669.0,-10704,16,45829
20250324,624-640,-906.4117647058823,-15409,17,62607
20250324,641-657,129.94117647058823,2209,17,130382
20250324,658-674,391.52941176470586,6656,17,134941
20250324,675-691,136.11764705882354,2314,17,117718
20250324,692-700,880.8888888888889,7928,9,34463
20250324,701-711,-237.1818181818182,-2609,11,27438
20250324,712-722,375.6363636363636,4132,11,62230
20250324,723-733,1808.4545454545455,19893,11,78506
20250324,734-744,116.0909090909091,1277,11,71793
20250324,745-755,-43.81818181818182,-482,11,49596
20250324,805-815,-42.0,-462,11,57736
20250325,501-522,-150.9090909090909,-3320,22,60494
20250325,523-539,201.64705882352942,3428,17,37187
20250325,540-556,-682.8235294117648,-11608,17,24275
20250325,557-573,822.3529411764706,13980,17,22590
20250325,574-590,-685.5882352941177,-11655,17,45549
20250325,591-607,19.941176470588236,339,17,40907
20250325,608-623,-152.25,-2436,16,45628
20250325,624-640,-821.2941176470588,-13962,17,39637
20250325,641-657,307.11764705882354,5221,17,104641
20250325,658-674,-25.647058823529413,-436,17,87829
20250325,675-691,310.70588235294116,5282,17,65417
20250325,692-700,387.3333333333333,3486,9,17038
20250325,701-711,-759.1818181818181,-8351,11,20066
20250325,712-722,-499.6363636363636,-5496,11,27384
20250325,723-733,1.0,11,11,35784
20250325,734-744,103.36363636363636,1137,11,32408
20250325,745-755,-361.1818181818182,-3973,11,36604
20250325,805-815,-624.0,-6864,11,26254
20250326,501-522,-832.2272727272727,-18309,22,52120
20250326,523-539,29.176470588235293,496,17,40302
20250326,540-556,-612.1176470588235,-10406,17,25496
20250326,557-573,-419.0,-7123,17,23006
20250326,574-590,-515.1176470588235,-8757,17,32313
20250326,591-607,-590.3529411764706,-10036,17,27355
20250326,608-623,369.0,5904,16,23221
20250326,624-640,-414.1764705882353,-7041,17,29487
20250326,641-657,-250.0,-4250,17,71706
20250326,658-674,-92.11764705882354,-1566,17,79805
20250326,675-691,-72.76470588235294,-1237,17,48295
20250326,692-700,103.55555555555556,932,9,17436
20250326,701-711,447.6363636363636,4924,11,20645
20250326,712-722,376.0,4136,11,31407
20250326,723-733,-431.45454545454544,-4746,11,30864
20250326,734-744,-201.0909090909091,-2212,11,39272
20250326,745-755,-689.9090909090909,-7589,11,25093
20250326,805-815,331.1818181818182,3643,11,39143
20250327,501-522,96.54545454545455,2124,22,97565
20250327,523-539,1545.5294117647059,26274,17,51172
20250327,540-556,-310.7647058823529,-5283,17,45639
20250327,557-573,-34.94117647058823,-594,17,48357
20250327,574-590,1105.8235294117646,18799,17,37439
20250327,591-607,673.4117647058823,11448,17,52652
20250327,608-623,-386.9375,-6191,16,44444
20250327,624-640,-744.3529411764706,-12654,17,39509
20250327,641-657,170.2941176470588,2895,17,105321
20250327,658-674,459.7647058823529,7816,17,108453
20250327,675-691,-20.11764705882353,-342,17,62681
20250327,692-700,447.55555555555554,4028,9,22628
20250327,701-711,-699.8181818181819,-7698,11,22882
20250327,712-722,-89.36363636363636,-983,11,40156
