hall,model_name,n_rows,train_rows,test_rows,positive_rows,negative_rows,positive_rate,baseline_accuracy,accuracy,balanced_accuracy,roc_auc,top_feature_1,top_feature_2,top_feature_3,note
みとや,logistic_regression,547,383,164,209,338,0.3820840950639854,0.6402439024390244,0.75,0.6896690879741727,0.6857142857142857,is_x_day:3.1648,weekday_nth_Mon4:-0.9499,weekday_nth_Fri3:-0.8818,trained
