test_date,dd,is_xdds,window,avg_diff_top10,avg_diff_random,lift,hit@3,hit@5,hit@10,win_rate,n_machines,event_type
20251020,20,False,post,199.4,-302.497,501.89700000000005,0,0,0,0.6,10.0,non_xdds
20251021,21,False,post,177.7,175.06100000000004,2.638999999999953,0,0,0,0.6,10.0,non_xdds
20251022,22,False,post,-453.7,80.434,-534.134,0,0,0,0.3,10.0,non_xdds
20251023,23,False,post,-157.8,-1.2199999999999982,-156.58,0,0,0,0.4,10.0,non_xdds
20251024,24,True,post,834.2,288.927,545.273,0,0,0,0.5,10.0,xdds
20251025,25,False,post,132.5,48.43099999999998,84.06900000000002,0,0,0,0.6,10.0,non_xdds
20251026,26,False,post,-235.6,0.5840000000000072,-236.184,0,0,0,0.4,10.0,non_xdds
20251027,27,True,post,-570.4,199.88100000000003,-770.281,0,0,0,0.4,10.0,xdds
20251028,28,False,post,400.2,79.94400000000002,320.256,0,0,1,0.7,10.0,non_xdds
20251029,29,False,post,499.7,36.63599999999999,463.064,0,0,1,0.5,10.0,non_xdds
20251030,30,False,post,-21.1,180.80700000000004,-201.90700000000004,0,0,0,0.4,10.0,non_xdds
20251031,31,False,post,708.3,-21.50799999999999,729.808,0,0,1,0.6,10.0,non_xdds
20251101,1,False,post,-4.7,-88.20999999999998,83.50999999999998,0,0,0,0.5,10.0,non_xdds
20251102,2,False,post,365.3,-122.72800000000001,488.028,0,0,1,0.4,10.0,non_xdds
20251103,3,False,post,1238.8,8.499999999999996,1230.3,1,1,3,0.5,10.0,non_xdds
20251104,4,True,post,1445.0,682.3330000000002,762.6669999999998,0,0,0,0.9,10.0,xdds
20251105,5,False,post,191.7,19.745000000000008,171.95499999999998,0,0,1,0.3,10.0,non_xdds
20251106,6,False,post,-251.7,168.093,-419.793,0,0,1,0.3,10.0,non_xdds
20251107,7,True,post,662.0,220.78599999999994,441.21400000000006,0,0,0,0.7,10.0,xdds
20251108,8,False,post,164.9,-85.552,250.452,0,0,0,0.6,10.0,non_xdds
20251109,9,False,post,-164.7,-23.49,-141.20999999999998,0,0,0,0.3,10.0,non_xdds
20251110,10,False,post,38.1,104.33899999999998,-66.23899999999998,0,0,0,0.4,10.0,non_xdds
20251111,11,False,post,-185.8,367.28200000000004,-553.0820000000001,0,0,0,0.5,10.0,non_xdds
20251112,12,False,post,-18.5,122.522,-141.022,0,0,0,0.6,10.0,non_xdds
20251113,13,False,post,442.2,143.152,299.048,0,0,1,0.4,10.0,non_xdds
20251114,14,True,post,-491.5,115.62600000000002,-607.126,0,0,1,0.1,10.0,xdds
20251115,15,False,post,-198.8,-132.82899999999995,-65.97100000000006,0,0,0,0.3,10.0,non_xdds
20251116,16,False,post,910.1,201.30000000000004,708.8,0,0,0,0.8,10.0,non_xdds
20251117,17,True,post,-220.7,187.486,-408.186,0,0,0,0.4,10.0,xdds
20251118,18,False,post,689.5,-205.93599999999998,895.4359999999999,0,0,0,0.6,10.0,non_xdds
20251119,19,False,post,-158.4,-102.912,-55.488,0,0,0,0.4,10.0,non_xdds
20251120,20,False,post,672.6,-103.281,775.8810000000001,0,0,1,0.6,10.0,non_xdds
20251121,21,False,post,-59.1,-108.69900000000001,49.59900000000001,0,0,0,0.4,10.0,non_xdds
20251122,22,False,post,1080.6,-154.866,1235.466,0,0,0,0.7,10.0,non_xdds
20251123,23,False,post,52.3,-229.29399999999998,281.594,0,0,0,0.6,10.0,non_xdds
20251124,24,True,post,74.2,-25.19399999999999,99.39399999999999,0,0,0,0.3,10.0,xdds
20251125,25,False,post,479.6,-165.47400000000002,645.0740000000001,0,0,1,0.7,10.0,non_xdds
20251126,26,False,post,-230.6,-302.096,71.49600000000001,0,0,0,0.3,10.0,non_xdds
20251127,27,True,post,710.1,492.5029999999999,217.59700000000015,0,0,1,0.4,10.0,xdds
20251128,28,False,post,536.0,-328.792,864.7919999999999,0,0,1,0.6,10.0,non_xdds
20251129,29,False,post,1008.8,33.47200000000001,975.328,0,0,0,0.7,10.0,non_xdds
20251130,30,False,post,249.1,163.86900000000003,85.23099999999997,0,0,0,0.6,10.0,non_xdds
20251201,1,False,post,-389.0,-238.861,-150.139,0,0,0,0.2,10.0,non_xdds
20251202,2,False,post,389.8,269.533,120.267,0,0,0,0.5,10.0,non_xdds
20251203,3,False,post,445.1,-83.699,528.799,0,1,1,0.6,10.0,non_xdds
20251204,4,True,post,3835.6,223.168,3612.432,2,2,2,0.8,10.0,xdds
20251205,5,False,post,128.0,199.805,-71.805,0,0,0,0.5,10.0,non_xdds
20251206,6,False,post,1201.4,-208.62,1410.02,0,0,0,0.8,10.0,non_xdds
20251207,7,True,post,700.6,205.178,495.422,1,1,1,0.4,10.0,xdds
20251208,8,False,post,-51.1,-5.897000000000002,-45.203,0,0,0,0.6,10.0,non_xdds
20251209,9,False,post,566.2,99.03299999999999,467.16700000000003,0,0,1,0.5,10.0,non_xdds
20251210,10,False,post,-110.6,-150.64299999999997,40.04299999999998,0,0,0,0.3,10.0,non_xdds
20251211,11,False,post,477.2,8.057999999999995,469.142,0,0,0,0.5,10.0,non_xdds
20251212,12,False,post,-285.0,-22.234999999999978,-262.76500000000004,0,0,0,0.5,10.0,non_xdds
20251213,13,False,post,-210.7,-154.771,-55.929,0,0,0,0.4,10.0,non_xdds
20251214,14,True,post,1999.1,313.07,1686.03,1,1,1,0.7,10.0,xdds
20251215,15,False,post,249.1,-30.821000000000005,279.921,0,0,0,0.5,10.0,non_xdds
20251216,16,False,post,-369.7,-271.392,-98.30799999999999,0,0,0,0.3,10.0,non_xdds
20251217,17,True,post,-765.7,419.292,-1184.992,0,0,0,0.3,10.0,xdds
20251218,18,False,post,-37.1,-320.53799999999995,283.43799999999993,0,0,1,0.4,10.0,non_xdds
20251219,19,False,post,-439.6,-210.674,-228.92600000000002,0,0,0,0.3,10.0,non_xdds
20251220,20,False,post,475.1,154.06800000000004,321.032,0,0,0,0.5,10.0,non_xdds
20251221,21,False,post,159.3,-10.396999999999993,169.697,0,0,0,0.5,10.0,non_xdds
20251222,22,False,post,1500.2,155.155,1345.045,0,0,2,0.8,10.0,non_xdds
20251223,23,False,post,-148.1,-122.77799999999999,-25.322000000000003,0,0,0,0.4,10.0,non_xdds
20251224,24,True,post,742.6,458.17500000000007,284.42499999999995,0,0,1,0.5,10.0,xdds
20251225,25,False,post,-170.0,-10.750999999999994,-159.249,0,0,0,0.4,10.0,non_xdds
20251226,26,False,post,-184.3,-5.516000000000002,-178.78400000000002,0,0,0,0.4,10.0,non_xdds
20251227,27,True,post,1005.4,297.19399999999996,708.206,0,0,1,0.5,10.0,xdds
20251228,28,False,post,-947.1,-270.043,-677.057,0,0,0,0.2,10.0,non_xdds
20251229,29,False,post,545.8,-55.591,601.391,0,0,0,0.6,10.0,non_xdds
20251230,30,False,post,444.4,-212.56599999999997,656.9659999999999,0,0,0,0.7,10.0,non_xdds
20251231,31,False,post,-35.4,-71.285,35.885,0,0,0,0.4,10.0,non_xdds
20260101,1,False,post,485.8,73.74500000000002,412.055,0,0,0,0.4,10.0,non_xdds
20260102,2,False,post,-792.9,252.33800000000002,-1045.238,0,0,0,0.3,10.0,non_xdds
20260103,3,False,post,270.4,-210.653,481.053,0,0,0,0.5,10.0,non_xdds
20260104,4,True,post,-1394.4,74.52400000000002,-1468.9240000000002,0,0,0,0.3,10.0,xdds
20260105,5,False,post,338.5,-24.01199999999999,362.512,0,0,0,0.6,10.0,non_xdds
20260106,6,False,post,928.3,7.518000000000011,920.7819999999999,0,0,0,0.8,10.0,non_xdds
20260107,7,True,post,197.0,187.238,9.762,0,0,0,0.4,10.0,xdds
20260108,8,False,post,455.7,-147.15800000000002,602.858,0,0,1,0.5,10.0,non_xdds
20260109,9,False,post,-170.6,-32.582000000000015,-138.01799999999997,0,0,0,0.5,10.0,non_xdds
20260110,10,False,post,72.8,54.076,18.723999999999997,0,0,0,0.5,10.0,non_xdds
20260111,11,False,post,880.6,-111.662,992.2620000000001,0,0,0,0.8,10.0,non_xdds
20260112,12,False,post,-62.5,200.68999999999997,-263.18999999999994,0,0,0,0.6,10.0,non_xdds
20260113,13,False,post,369.4,-49.393,418.793,0,0,0,0.5,10.0,non_xdds
20260114,14,True,post,1795.8,320.922,1474.878,0,0,1,0.7,10.0,xdds
20260115,15,False,post,-868.5,18.371999999999993,-886.872,0,0,0,0.0,10.0,non_xdds
20260116,16,False,post,-123.0,-165.918,42.918000000000006,0,0,0,0.4,10.0,non_xdds
20260117,17,True,post,1000.3,29.929999999999996,970.37,0,1,1,0.5,10.0,xdds
20260118,18,False,post,709.2,19.599999999999994,689.6,0,0,0,0.7,10.0,non_xdds
20260119,19,False,post,324.4,-325.864,650.2639999999999,0,0,0,0.5,10.0,non_xdds
20260120,20,False,post,-81.5,-102.676,21.176000000000002,0,0,0,0.5,10.0,non_xdds
20260121,21,False,post,198.9,-59.60999999999997,258.51,0,0,0,0.4,10.0,non_xdds
20260122,22,False,post,535.7,5.586000000000007,530.114,0,0,0,0.6,10.0,non_xdds
20260123,23,False,post,384.3,-16.70800000000001,401.00800000000004,0,0,1,0.4,10.0,non_xdds
20260124,24,True,post,751.9,97.85300000000005,654.0469999999999,0,0,0,0.7,10.0,xdds
20260125,25,False,post,160.5,76.14999999999999,84.35000000000001,0,0,0,0.5,10.0,non_xdds
20260126,26,False,post,-441.4,-116.82,-324.58,0,0,0,0.2,10.0,non_xdds
20260127,27,True,post,175.7,152.79500000000002,22.904999999999973,0,1,1,0.4,10.0,xdds
20260128,28,False,post,108.2,113.816,-5.616,0,0,0,0.6,10.0,non_xdds
20260129,29,False,post,171.8,-198.784,370.584,0,0,0,0.6,10.0,non_xdds
20260130,30,False,post,98.3,487.82300000000004,-389.523,0,0,0,0.4,10.0,non_xdds
20260131,31,False,post,436.4,-128.958,565.358,0,0,0,0.6,10.0,non_xdds
20260201,1,False,post,-330.9,45.89900000000002,-376.799,0,0,0,0.2,10.0,non_xdds
20260202,2,False,post,604.8,193.104,411.6959999999999,0,0,0,0.5,10.0,non_xdds
20260203,3,False,post,144.7,394.98799999999994,-250.28799999999995,0,0,0,0.6,10.0,non_xdds
20260204,4,True,post,-1195.2,185.10899999999998,-1380.309,0,0,0,0.4,10.0,xdds
20260205,5,False,post,292.5,141.243,151.257,0,0,0,0.5,10.0,non_xdds
20260206,6,False,post,618.1,-92.322,710.422,0,0,0,0.6,10.0,non_xdds
20260207,7,True,post,-359.7,369.5230000000001,-729.2230000000001,0,0,0,0.5,10.0,xdds
20260208,8,False,post,-187.0,160.49800000000002,-347.49800000000005,0,0,0,0.4,10.0,non_xdds
20260209,9,False,post,217.4,3.293000000000005,214.107,0,0,1,0.5,10.0,non_xdds
20260210,10,False,post,88.9,-91.29199999999999,180.192,0,0,0,0.6,10.0,non_xdds
20260211,11,False,post,562.2,19.176000000000016,543.024,0,0,0,0.6,10.0,non_xdds
20260212,12,False,post,-370.1,-37.82000000000001,-332.28000000000003,0,0,0,0.4,10.0,non_xdds
20260213,13,False,post,-56.8,-166.98199999999997,110.18199999999997,0,0,1,0.3,10.0,non_xdds
20260214,14,True,post,1230.3,299.933,930.367,0,0,0,0.6,10.0,xdds
20260215,15,False,post,362.7,-245.259,607.959,0,0,0,0.6,10.0,non_xdds
20260216,16,False,post,-173.9,-37.94600000000002,-135.95399999999998,0,0,0,0.3,10.0,non_xdds
20260217,17,True,post,256.3,428.88999999999993,-172.58999999999992,0,0,1,0.3,10.0,xdds
20260218,18,False,post,389.3,-375.244,764.5440000000001,0,0,2,0.5,10.0,non_xdds
20260219,19,False,post,571.4,290.617,280.78299999999996,0,0,0,0.7,10.0,non_xdds
20260220,20,False,post,551.5,-104.72,656.22,0,0,0,0.7,10.0,non_xdds
20260221,21,False,post,195.0,-2.961000000000006,197.961,0,0,1,0.4,10.0,non_xdds
20260222,22,False,post,-476.5,-298.75,-177.75,0,0,0,0.2,10.0,non_xdds
20260223,23,False,post,-200.8,-160.702,-40.09800000000001,0,0,0,0.5,10.0,non_xdds
20260224,24,True,post,1339.6,252.35800000000003,1087.242,0,0,1,0.6,10.0,xdds
20260225,25,False,post,126.4,-270.02600000000007,396.42600000000004,0,1,1,0.4,10.0,non_xdds
20260226,26,False,post,34.3,12.627999999999995,21.672000000000004,0,0,0,0.4,10.0,non_xdds
20260227,27,True,post,231.1,-40.951000000000015,272.051,0,0,1,0.5,10.0,xdds
20260228,28,False,post,50.2,194.291,-144.091,0,0,0,0.4,10.0,non_xdds
20260301,1,False,post,44.2,45.09099999999999,-0.890999999999984,0,0,0,0.5,10.0,non_xdds
20260302,2,False,post,487.4,-49.895,537.295,0,0,0,0.6,10.0,non_xdds
20260303,3,False,post,394.1,295.008,99.09200000000004,0,0,0,0.4,10.0,non_xdds
20260304,4,True,post,-944.1,208.76399999999998,-1152.864,0,0,0,0.2,10.0,xdds
20260305,5,False,post,821.0,-22.882999999999992,843.883,0,0,1,0.5,10.0,non_xdds
20260306,6,False,post,-727.1,-159.799,-567.301,0,0,0,0.0,10.0,non_xdds
20260307,7,True,post,2281.6,207.672,2073.928,1,1,1,0.7,10.0,xdds
20260308,8,False,post,-203.9,65.26900000000002,-269.16900000000004,0,0,0,0.3,10.0,non_xdds
20260309,9,False,post,147.7,7.184000000000001,140.516,0,0,0,0.5,10.0,non_xdds
20260310,10,False,post,-2.6,-138.738,136.138,0,0,0,0.4,10.0,non_xdds
20260311,11,False,post,78.0,-59.940999999999995,137.941,0,0,0,0.5,10.0,non_xdds
20260312,12,False,post,-267.5,-17.865999999999975,-249.63400000000001,0,0,0,0.3,10.0,non_xdds
20260313,13,False,post,180.4,-32.93000000000001,213.33,0,0,0,0.5,10.0,non_xdds
20260314,14,True,post,314.3,248.25399999999993,66.04600000000008,0,0,0,0.5,10.0,xdds
20260315,15,False,post,449.8,54.511999999999986,395.288,0,0,0,0.5,10.0,non_xdds
20260316,16,False,post,566.7,-64.985,631.6850000000001,0,0,1,0.3,10.0,non_xdds
20260317,17,True,post,8.0,-8.160000000000009,16.16000000000001,1,1,1,0.3,10.0,xdds
20260318,18,False,post,-65.6,31.347000000000016,-96.947,0,0,0,0.5,10.0,non_xdds
20260319,19,False,post,232.0,-126.96700000000001,358.967,0,0,0,0.4,10.0,non_xdds
20260320,20,False,post,888.0,274.507,613.4929999999999,0,0,0,0.9,10.0,non_xdds
20260321,21,False,post,-492.3,5.9860000000000015,-498.286,0,0,0,0.3,10.0,non_xdds
20260322,22,False,post,430.3,-70.938,501.238,0,0,0,0.6,10.0,non_xdds
20260323,23,False,post,-97.2,-283.56499999999994,186.36499999999995,0,1,1,0.4,10.0,non_xdds
20260324,24,True,post,2898.1,482.48800000000006,2415.612,1,1,2,0.6,10.0,xdds
20260325,25,False,post,62.1,-120.91599999999998,183.016,0,0,0,0.5,10.0,non_xdds
20260326,26,False,post,542.8,-68.25000000000001,611.05,0,0,0,0.7,10.0,non_xdds
20260327,27,True,post,1360.1,93.45,1266.6499999999999,1,1,1,0.4,10.0,xdds
20260328,28,False,post,482.6,-246.953,729.553,0,0,0,0.6,10.0,non_xdds
20260329,29,False,post,-498.7,-45.056,-453.644,0,0,0,0.3,10.0,non_xdds
20260330,30,False,post,-508.0,484.884,-992.884,0,0,0,0.3,10.0,non_xdds
20260331,31,False,post,421.7,-104.709,526.409,0,0,1,0.6,10.0,non_xdds
20260401,1,False,post,555.2,148.67,406.5300000000001,0,0,1,0.6,10.0,non_xdds
20260402,2,False,post,-578.5,-92.775,-485.725,0,0,0,0.2,10.0,non_xdds
20260403,3,False,post,-446.4,137.521,-583.9209999999999,0,0,0,0.2,10.0,non_xdds
20260404,4,True,post,160.2,196.763,-36.56300000000002,0,0,0,0.5,10.0,xdds
20260405,5,False,post,351.0,-64.385,415.385,0,0,0,0.7,10.0,non_xdds
20260406,6,False,post,435.9,151.828,284.072,0,0,0,0.5,10.0,non_xdds
20260407,7,True,post,260.4,181.58599999999998,78.814,0,0,0,0.5,10.0,xdds
20260408,8,False,post,-128.8,-59.693999999999996,-69.10600000000002,0,0,0,0.6,10.0,non_xdds
20260409,9,False,post,414.6,-10.864999999999998,425.46500000000003,0,0,0,0.6,10.0,non_xdds
20260410,10,False,post,1156.3,-66.30199999999999,1222.6019999999999,0,0,2,0.8,10.0,non_xdds
20260411,11,False,post,55.8,142.299,-86.49900000000001,0,0,0,0.5,10.0,non_xdds
20260412,12,False,post,-614.9,-184.155,-430.745,0,0,0,0.3,10.0,non_xdds
20260413,13,False,post,53.5,-180.53599999999997,234.03599999999997,0,0,1,0.3,10.0,non_xdds
20260414,14,True,post,938.2,302.459,635.741,0,0,0,0.7,10.0,xdds
20260415,15,False,post,-519.8,-111.459,-408.34099999999995,0,0,0,0.4,10.0,non_xdds
20260416,16,False,post,187.1,-114.963,302.063,0,0,0,0.6,10.0,non_xdds
20260417,17,True,post,256.4,-55.958999999999975,312.3589999999999,0,0,1,0.5,10.0,xdds
20260418,18,False,post,1169.4,-12.444999999999993,1181.845,0,0,0,0.6,10.0,non_xdds
20260419,19,False,post,0.8,208.986,-208.18599999999998,0,0,0,0.4,10.0,non_xdds
20260420,20,False,post,-17.2,-317.946,300.74600000000004,0,0,0,0.4,10.0,non_xdds
20260421,21,False,post,25.2,-296.177,321.377,0,0,0,0.4,10.0,non_xdds
20260422,22,False,post,-105.4,-573.5310000000001,468.1310000000001,0,0,1,0.4,10.0,non_xdds
20260423,23,False,post,948.5,33.659,914.841,0,0,1,0.7,10.0,non_xdds
20260424,24,True,post,941.2,154.97700000000003,786.223,0,0,1,0.5,10.0,xdds
20260425,25,False,post,444.3,-156.09400000000002,600.394,0,0,0,0.5,10.0,non_xdds
20260426,26,False,post,613.2,-78.328,691.528,0,0,0,0.5,10.0,non_xdds
20260427,27,True,post,-704.1,415.707,-1119.807,0,0,1,0.3,10.0,xdds
20260428,28,False,post,-508.5,-173.57100000000003,-334.929,0,0,0,0.4,10.0,non_xdds
20260429,29,False,post,-1086.2,-293.71,-792.49,0,0,0,0.1,10.0,non_xdds
20260430,30,False,post,-447.2,-175.11100000000002,-272.08899999999994,0,0,0,0.2,10.0,non_xdds
20260501,1,False,post,0.9,118.02899999999998,-117.12899999999998,0,0,0,0.4,10.0,non_xdds
20260502,2,False,post,-652.4,-276.836,-375.56399999999996,0,0,0,0.4,10.0,non_xdds
20260503,3,False,post,-25.0,-8.668000000000005,-16.331999999999994,0,0,0,0.4,10.0,non_xdds
20260504,4,True,post,1200.2,-197.123,1397.323,0,0,1,0.5,10.0,xdds
20260505,5,False,post,-537.9,74.64300000000001,-612.543,0,0,0,0.4,10.0,non_xdds
20260506,6,False,post,815.3,469.61800000000005,345.6819999999999,0,0,0,0.6,10.0,non_xdds
20260507,7,True,post,-1142.5,115.61399999999999,-1258.114,0,0,0,0.3,10.0,xdds
20260508,8,False,post,153.7,269.15,-115.44999999999999,0,0,0,0.4,10.0,non_xdds
20260509,9,False,post,-125.1,344.88200000000006,-469.9820000000001,0,0,0,0.5,10.0,non_xdds
20260510,10,False,post,-1099.8,-184.351,-915.449,0,0,0,0.1,10.0,non_xdds
20260511,11,False,post,478.2,-111.80900000000001,590.009,0,0,0,0.6,10.0,non_xdds
20260512,12,False,post,-9.4,-289.883,280.483,0,0,0,0.5,10.0,non_xdds
20260513,13,False,post,-582.6,-116.61900000000001,-465.981,0,0,0,0.3,10.0,non_xdds
20260514,14,True,post,-8.4,271.94499999999994,-280.3449999999999,0,1,1,0.3,10.0,xdds
20260515,15,False,post,-94.2,152.18400000000003,-246.38400000000001,0,0,0,0.3,10.0,non_xdds
20260516,16,False,post,101.4,-196.332,297.73199999999997,0,0,0,0.5,10.0,non_xdds
20260517,17,True,post,-245.0,61.648999999999994,-306.649,0,0,0,0.3,10.0,xdds
20260518,18,False,post,-62.7,-210.102,147.402,0,0,0,0.5,10.0,non_xdds
20260519,19,False,post,-193.8,-0.9030000000000051,-192.89700000000002,0,0,0,0.4,10.0,non_xdds
20260520,20,False,post,238.7,80.55199999999999,158.148,0,0,0,0.6,10.0,non_xdds
20260521,21,False,post,487.6,16.867000000000004,470.733,0,0,1,0.5,10.0,non_xdds
20260522,22,False,post,57.6,75.34700000000001,-17.747000000000007,0,0,1,0.3,10.0,non_xdds
20260523,23,False,post,99.8,-186.47099999999998,286.27099999999996,0,0,0,0.5,10.0,non_xdds
20260524,24,True,post,648.0,-211.12,859.12,0,0,2,0.4,10.0,xdds
20260525,25,False,post,-138.6,-29.513000000000005,-109.08699999999999,0,0,0,0.5,10.0,non_xdds
20260526,26,False,post,296.2,4.206,291.99399999999997,0,0,1,0.4,10.0,non_xdds
20260527,27,True,post,89.7,288.964,-199.264,0,0,0,0.4,10.0,xdds
20260528,28,False,post,169.6,10.193,159.40699999999998,0,0,0,0.6,10.0,non_xdds
20260529,29,False,post,-762.0,-85.23599999999999,-676.764,0,0,0,0.2,10.0,non_xdds
20260601,1,False,post,-155.7,-37.192000000000014,-118.50799999999998,0,0,0,0.5,10.0,non_xdds
20260602,2,False,post,486.5,134.96200000000002,351.538,0,0,0,0.6,10.0,non_xdds
20260603,3,False,post,654.1,74.05100000000002,580.049,0,1,1,0.4,10.0,non_xdds
20260604,4,True,post,1112.0,199.59300000000002,912.4069999999999,0,2,2,0.6,10.0,xdds
20260605,5,False,post,-78.8,154.305,-233.10500000000002,0,0,0,0.3,10.0,non_xdds
20260606,6,False,post,-687.8,256.966,-944.766,0,0,0,0.3,10.0,non_xdds
20260607,7,True,post,771.9,191.36399999999998,580.5360000000001,1,1,1,0.4,10.0,xdds
20260608,8,False,post,-420.0,373.56600000000003,-793.566,0,0,0,0.3,10.0,non_xdds
20260609,9,False,post,145.3,-230.17300000000003,375.47300000000007,0,0,0,0.5,10.0,non_xdds
20260610,10,False,post,212.1,54.525000000000006,157.575,0,0,0,0.4,10.0,non_xdds
20260611,11,False,post,-472.5,-185.872,-286.628,0,0,0,0.2,10.0,non_xdds
20260613,13,False,post,99.1,309.86799999999994,-210.76799999999994,0,0,0,0.5,10.0,non_xdds
20260614,14,True,post,-332.5,307.845,-640.345,1,1,1,0.2,10.0,xdds
20260615,15,False,post,-155.1,-106.71699999999998,-48.38300000000001,0,0,0,0.4,10.0,non_xdds
20260616,16,False,post,-390.7,13.081000000000003,-403.781,0,0,0,0.5,10.0,non_xdds
20260617,17,True,post,-379.6,235.77900000000002,-615.379,0,0,0,0.4,10.0,xdds
20260618,18,False,post,754.6,16.80500000000001,737.795,0,1,2,0.5,10.0,non_xdds
20260619,19,False,post,256.5,186.274,70.226,0,0,0,0.5,10.0,non_xdds
20260620,20,False,post,156.3,-15.032999999999989,171.333,0,0,0,0.6,10.0,non_xdds
20260621,21,False,post,-268.3,-328.9659999999999,60.66599999999988,0,0,0,0.3,10.0,non_xdds
20260622,22,False,post,353.9,-27.178999999999995,381.07899999999995,0,0,0,0.6,10.0,non_xdds
20260623,23,False,post,-156.0,133.07600000000002,-289.076,0,0,0,0.3,10.0,non_xdds
20260624,24,True,post,673.0,305.24500000000006,367.75499999999994,1,1,1,0.2,10.0,xdds
20260625,25,False,post,320.3,-151.468,471.76800000000003,0,0,0,0.5,10.0,non_xdds
