stage,param_name,param_value,lift@10_A,lift@10_B,lift@10_avg
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 250, ""h_nonjug_corner1_xdds"": 400, ""h_nonjug_corner1_nonevent_penalty"": -100}",286.87937634408604,210.28204000000002,248.58070817204305
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 250, ""h_nonjug_corner1_xdds"": 400, ""h_nonjug_corner1_nonevent_penalty"": -50}",285.7510376344086,210.81507999999997,248.28305881720428
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 250, ""h_nonjug_corner1_xdds"": 400, ""h_nonjug_corner1_nonevent_penalty"": 0}",285.2193548387097,209.18400857142854,247.20168170506912
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 250, ""h_nonjug_corner1_xdds"": 500, ""h_nonjug_corner1_nonevent_penalty"": -200}",286.02284946236557,209.6455857142857,247.83421758832563
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 250, ""h_nonjug_corner1_xdds"": 500, ""h_nonjug_corner1_nonevent_penalty"": -150}",286.734188172043,209.75381999999996,248.24400408602148
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 250, ""h_nonjug_corner1_xdds"": 500, ""h_nonjug_corner1_nonevent_penalty"": -100}",286.9095,209.84787999999998,248.37868999999998
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 250, ""h_nonjug_corner1_xdds"": 500, ""h_nonjug_corner1_nonevent_penalty"": -50}",285.7811612903226,210.38092,248.0810406451613
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 250, ""h_nonjug_corner1_xdds"": 500, ""h_nonjug_corner1_nonevent_penalty"": 0}",285.2494784946237,208.74984857142857,246.99966353302614
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 150, ""h_nonjug_corner1_nonevent_penalty"": -200}",290.7324516129033,209.9301342857143,250.3312929493088
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 150, ""h_nonjug_corner1_nonevent_penalty"": -150}",291.4437903225807,210.03836857142858,250.74107944700464
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 150, ""h_nonjug_corner1_nonevent_penalty"": -100}",291.6191021505377,210.1324285714286,250.87576536098314
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 150, ""h_nonjug_corner1_nonevent_penalty"": -50}",290.49076344086023,210.66546857142853,250.5781160061444
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 150, ""h_nonjug_corner1_nonevent_penalty"": 0}",289.9590806451613,209.03439714285716,249.49673889400924
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 200, ""h_nonjug_corner1_nonevent_penalty"": -200}",288.395564516129,217.06072571428572,252.72814511520738
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 200, ""h_nonjug_corner1_nonevent_penalty"": -150}",289.1069032258065,217.16896,253.13793161290323
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 200, ""h_nonjug_corner1_nonevent_penalty"": -100}",289.2822150537634,217.26302,253.27261752688173
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 200, ""h_nonjug_corner1_nonevent_penalty"": -50}",288.15387634408603,217.79606,252.97496817204302
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 200, ""h_nonjug_corner1_nonevent_penalty"": 0}",287.6221935483871,216.16498857142858,251.89359105990783
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 300, ""h_nonjug_corner1_nonevent_penalty"": -200}",288.25567204301075,216.75138857142858,252.50353030721965
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 300, ""h_nonjug_corner1_nonevent_penalty"": -150}",288.96701075268817,216.85962285714282,252.9133168049155
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 300, ""h_nonjug_corner1_nonevent_penalty"": -100}",289.14232258064516,216.95368285714284,253.048002718894
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 300, ""h_nonjug_corner1_nonevent_penalty"": -50}",288.0139838709678,217.48672285714287,252.75035336405534
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 300, ""h_nonjug_corner1_nonevent_penalty"": 0}",287.4823010752688,215.85565142857143,251.66897625192013
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 400, ""h_nonjug_corner1_nonevent_penalty"": -200}",286.22186021505377,209.0241057142857,247.62298296466975
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 400, ""h_nonjug_corner1_nonevent_penalty"": -150}",286.9331989247312,209.13233999999997,248.0327694623656
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 400, ""h_nonjug_corner1_nonevent_penalty"": -100}",287.1085107526882,209.2264,248.1674553763441
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 400, ""h_nonjug_corner1_nonevent_penalty"": -50}",285.9801720430108,209.75944,247.86980602150538
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 400, ""h_nonjug_corner1_nonevent_penalty"": 0}",285.44848924731184,208.12836857142855,246.7884289093702
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 500, ""h_nonjug_corner1_nonevent_penalty"": -200}",285.90498924731185,208.94661714285712,247.42580319508448
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 500, ""h_nonjug_corner1_nonevent_penalty"": -150}",286.61632795698927,209.05485142857145,247.83558969278036
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 500, ""h_nonjug_corner1_nonevent_penalty"": -100}",286.79163978494626,209.14891142857144,247.97027560675883
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 500, ""h_nonjug_corner1_nonevent_penalty"": -50}",285.66330107526886,209.6819514285714,247.67262625192012
stage2,"h_nonjug_xdds,h_nonjug_corner1_xdds,h_nonjug_corner1_nonevent_penalty","{""h_nonjug_xdds"": 300, ""h_nonjug_corner1_xdds"": 500, ""h_nonjug_corner1_nonevent_penalty"": 0}",285.13161827956986,208.05087999999998,246.5912491397849
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 200, ""section_baseline_scale"": 0.0}",289.98255913978494,220.7285857142857,255.35557242703533
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 200, ""section_baseline_scale"": 0.05}",291.0071290322581,217.28474285714287,254.14593594470048
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 200, ""section_baseline_scale"": 0.1}",289.4000752688172,217.94796571428571,253.67402049155146
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 200, ""section_baseline_scale"": 0.15}",286.4229086021505,215.56649714285714,250.99470287250384
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 200, ""section_baseline_scale"": 0.2}",288.28373118279575,219.29016571428568,253.78694844854073
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 300, ""section_baseline_scale"": 0.0}",289.98255913978494,220.7285857142857,255.35557242703533
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 300, ""section_baseline_scale"": 0.05}",291.0071290322581,217.28474285714287,254.14593594470048
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 300, ""section_baseline_scale"": 0.1}",289.4000752688172,217.94796571428571,253.67402049155146
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 300, ""section_baseline_scale"": 0.15}",286.4229086021505,215.56649714285714,250.99470287250384
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 300, ""section_baseline_scale"": 0.2}",288.17776344086025,219.29016571428568,253.73396457757298
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 400, ""section_baseline_scale"": 0.0}",289.98255913978494,220.7285857142857,255.35557242703533
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 400, ""section_baseline_scale"": 0.05}",291.0071290322581,217.28474285714287,254.14593594470048
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 400, ""section_baseline_scale"": 0.1}",289.4000752688172,217.94796571428571,253.67402049155146
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 400, ""section_baseline_scale"": 0.15}",286.4229086021505,215.56649714285714,250.99470287250384
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 400, ""section_baseline_scale"": 0.2}",288.17776344086025,219.29016571428568,253.73396457757298
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 500, ""section_baseline_scale"": 0.0}",289.98255913978494,220.7285857142857,255.35557242703533
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 500, ""section_baseline_scale"": 0.05}",291.0071290322581,217.28474285714287,254.14593594470048
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 500, ""section_baseline_scale"": 0.1}",289.4000752688172,217.94796571428571,253.67402049155146
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 500, ""section_baseline_scale"": 0.15}",286.4229086021505,215.56649714285714,250.99470287250384
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 500, ""section_baseline_scale"": 0.2}",288.17776344086025,219.29016571428568,253.73396457757298
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 600, ""section_baseline_scale"": 0.0}",289.98255913978494,220.7285857142857,255.35557242703533
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 600, ""section_baseline_scale"": 0.05}",291.0071290322581,217.28474285714287,254.14593594470048
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 600, ""section_baseline_scale"": 0.1}",289.4000752688172,217.94796571428571,253.67402049155146
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 600, ""section_baseline_scale"": 0.15}",286.4229086021505,215.56649714285714,250.99470287250384
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 600, ""section_baseline_scale"": 0.2}",288.17776344086025,219.29016571428568,253.73396457757298
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 700, ""section_baseline_scale"": 0.0}",289.98255913978494,220.7285857142857,255.35557242703533
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 700, ""section_baseline_scale"": 0.05}",291.0071290322581,217.28474285714287,254.14593594470048
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 700, ""section_baseline_scale"": 0.1}",289.4000752688172,217.94796571428571,253.67402049155146
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 700, ""section_baseline_scale"": 0.15}",286.4229086021505,215.56649714285714,250.99470287250384
stage3,"dd24_boost,section_baseline_scale","{""dd24_boost"": 700, ""section_baseline_scale"": 0.2}",288.17776344086025,219.29016571428568,253.73396457757298
fine_tune,h_jug_corner1,"{""h_jug_corner1"": 450}",289.98255913978494,220.7285857142857,255.35557242703533
fine_tune,h_jug_corner1,"{""h_jug_corner1"": 500}",289.98255913978494,220.7285857142857,255.35557242703533
fine_tune,h_jug_corner1,"{""h_jug_corner1"": 550}",289.98255913978494,220.7285857142857,255.35557242703533
fine_tune,h_jug_corner24,"{""h_jug_corner24"": 225}",289.98255913978494,220.7285857142857,255.35557242703533
fine_tune,h_jug_corner24,"{""h_jug_corner24"": 250}",289.98255913978494,220.7285857142857,255.35557242703533
fine_tune,h_jug_corner24,"{""h_jug_corner24"": 275}",289.98255913978494,220.7285857142857,255.35557242703533
fine_tune,h_jug_corner59,"{""h_jug_corner59"": 0.0}",289.98255913978494,220.7285857142857,255.35557242703533
fine_tune,h_jug_corner59,"{""h_jug_corner59"": 15}",287.98154301075266,220.67922285714286,254.33038293394776
fine_tune,h_nonjug_xdds,"{""h_nonjug_xdds"": 200}",289.98255913978494,220.7285857142857,255.35557242703533
fine_tune,h_nonjug_xdds,"{""h_nonjug_xdds"": 250}",289.98255913978494,220.7285857142857,255.35557242703533
fine_tune,h_nonjug_xdds,"{""h_nonjug_xdds"": 300}",291.25061290322583,219.63284285714283,255.44172788018432
fine_tune,h_nonjug_corner1_xdds,"{""h_nonjug_corner1_xdds"": 250}",291.25061290322583,219.63284285714283,255.44172788018432
fine_tune,h_nonjug_corner1_xdds,"{""h_nonjug_corner1_xdds"": 300}",291.25061290322583,219.63284285714283,255.44172788018432
fine_tune,h_nonjug_corner1_xdds,"{""h_nonjug_corner1_xdds"": 350}",280.5078387096774,211.52562857142857,246.01673364055299
fine_tune,h_nonjug_corner1_nonevent_penalty,"{""h_nonjug_corner1_nonevent_penalty"": -150}",291.25061290322583,219.63284285714283,255.44172788018432
fine_tune,h_nonjug_corner1_nonevent_penalty,"{""h_nonjug_corner1_nonevent_penalty"": -100}",291.25061290322583,219.63284285714283,255.44172788018432
fine_tune,h_nonjug_corner1_nonevent_penalty,"{""h_nonjug_corner1_nonevent_penalty"": -50}",291.25061290322583,219.63284285714283,255.44172788018432
fine_tune,dd24_boost,"{""dd24_boost"": 150}",291.25061290322583,219.63284285714283,255.44172788018432
fine_tune,dd24_boost,"{""dd24_boost"": 200}",291.25061290322583,219.63284285714283,255.44172788018432
fine_tune,dd24_boost,"{""dd24_boost"": 250}",291.25061290322583,219.63284285714283,255.44172788018432
fine_tune,section_baseline_scale,"{""section_baseline_scale"": 0.0}",291.25061290322583,219.63284285714283,255.44172788018432
fine_tune,section_baseline_scale,"{""section_baseline_scale"": 0.05}",290.75264516129033,216.4447771428571,253.59871115207372
