hall,machine_name,axis,outcome,axis_level,axis_level_order,n,avg_diff,plus_rate,hit104_rate,baseline_hit104_rate,baseline_plus_rate
みとや,甲鉄城のカバネリ,dd,hit104,1,1,55,32.50909090909091,40.0,34.54545454545455,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,2,2,60,-17.0,40.0,35.0,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,3,3,59,226.84745762711864,52.54237288135594,44.06779661016949,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,4,4,63,483.36507936507934,52.38095238095239,39.682539682539684,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,5,5,58,-426.5,25.862068965517242,22.413793103448278,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,6,6,51,-71.29411764705883,31.372549019607842,29.411764705882355,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,7,7,58,313.01724137931035,48.275862068965516,39.6551724137931,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,8,8,45,460.8666666666667,48.888888888888886,42.22222222222222,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,9,9,54,178.7037037037037,44.44444444444444,37.03703703703704,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,10,10,56,-113.60714285714286,30.357142857142854,28.57142857142857,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,11,11,57,400.7719298245614,40.35087719298245,38.59649122807017,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,12,12,59,-209.45762711864407,32.20338983050847,23.728813559322035,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,13,13,53,206.20754716981133,43.39622641509434,35.84905660377358,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,14,14,63,269.3333333333333,49.2063492063492,41.269841269841265,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,15,15,54,-94.16666666666667,40.74074074074074,37.03703703703704,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,16,16,51,357.72549019607845,45.09803921568628,45.09803921568628,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,17,17,61,-174.4262295081967,37.704918032786885,31.147540983606557,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,18,18,56,-55.982142857142854,32.142857142857146,26.785714285714285,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,19,19,53,-0.9056603773584906,35.84905660377358,32.075471698113205,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,20,20,51,-377.4117647058824,19.607843137254903,15.686274509803921,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,21,21,47,-140.89361702127658,36.17021276595745,31.914893617021278,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,22,22,53,384.64150943396226,43.39622641509434,32.075471698113205,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,23,23,47,283.0,42.5531914893617,38.297872340425535,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,24,24,56,-27.017857142857142,41.07142857142857,33.92857142857143,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,25,25,49,11.346938775510203,44.89795918367347,40.816326530612244,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,26,26,51,78.90196078431373,47.05882352941176,37.254901960784316,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,27,27,56,-178.83928571428572,42.857142857142854,37.5,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,28,28,51,344.2549019607843,43.13725490196079,35.294117647058826,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,29,29,47,-79.70212765957447,38.297872340425535,29.78723404255319,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,30,30,45,159.46666666666667,40.0,31.11111111111111,34.32,40.39
みとや,甲鉄城のカバネリ,dd,hit104,31,31,30,105.6,40.0,36.666666666666664,34.32,40.39
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,1,1,36,376.3611111111111,44.44444444444444,30.555555555555557,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,2,2,36,215.38888888888889,50.0,36.11111111111111,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,3,3,36,202.11111111111111,47.22222222222222,44.44444444444444,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,4,4,36,-754.9444444444445,38.88888888888889,36.11111111111111,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,5,5,36,1992.361111111111,66.66666666666666,63.888888888888886,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,6,6,36,1806.2222222222222,63.888888888888886,58.333333333333336,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,7,7,36,802.7222222222222,50.0,41.66666666666667,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,8,8,38,-327.5263157894737,34.21052631578947,26.31578947368421,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,9,9,38,85.71052631578948,39.473684210526315,31.57894736842105,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,10,10,37,-774.0,32.432432432432435,13.513513513513514,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,11,11,38,437.55263157894734,52.63157894736842,47.368421052631575,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,12,12,24,-334.3333333333333,33.33333333333333,33.33333333333333,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,13,13,38,-265.36842105263156,34.21052631578947,31.57894736842105,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,14,14,38,835.1052631578947,60.526315789473685,50.0,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,15,15,37,372.94594594594594,40.54054054054054,40.54054054054054,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,16,16,38,254.47368421052633,36.84210526315789,34.21052631578947,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,17,17,38,1431.7894736842106,60.526315789473685,47.368421052631575,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,18,18,38,-521.2105263157895,31.57894736842105,21.052631578947366,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,19,19,38,1131.0263157894738,52.63157894736842,47.368421052631575,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,20,20,38,221.3684210526316,34.21052631578947,28.947368421052634,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,21,21,38,60.31578947368421,36.84210526315789,26.31578947368421,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,22,22,38,687.5263157894736,52.63157894736842,42.10526315789473,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,23,23,37,653.8378378378378,45.94594594594595,45.94594594594595,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,24,24,38,876.421052631579,44.73684210526316,39.473684210526315,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,25,25,37,198.72972972972974,37.83783783783784,32.432432432432435,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,26,26,37,273.72972972972974,45.94594594594595,45.94594594594595,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,27,27,37,842.081081081081,51.35135135135135,37.83783783783784,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,28,28,37,-132.48648648648648,37.83783783783784,27.027027027027028,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,29,29,37,518.5675675675676,43.24324324324324,35.13513513513514,37.82,44.87
みとや,甲鉄城のカバネリ 海門(うなと)決戦,dd,hit104,30,30,26,168.80769230769232,42.30769230769231,38.46153846153847,37.82,44.87
みとや,ジャグラーガールズ,dd,hit104,1,1,104,-95.76923076923077,31.73076923076923,17.307692307692307,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,2,2,107,-93.14953271028037,31.775700934579437,21.49532710280374,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,3,3,107,-86.46728971962617,33.64485981308411,18.69158878504673,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,4,4,108,191.03703703703704,45.370370370370374,24.074074074074073,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,5,5,106,166.4245283018868,50.0,32.075471698113205,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,6,6,106,-272.1792452830189,30.18867924528302,13.20754716981132,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,7,7,108,52.96296296296296,35.18518518518518,28.703703703703702,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,8,8,105,74.81904761904762,47.61904761904761,25.71428571428571,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,9,9,104,243.8846153846154,50.96153846153846,31.73076923076923,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,10,10,107,39.71028037383178,43.925233644859816,23.364485981308412,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,11,11,106,44.424528301886795,34.90566037735849,23.58490566037736,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,12,12,99,68.27272727272727,37.37373737373738,23.232323232323232,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,13,13,108,-39.5462962962963,37.96296296296296,25.925925925925924,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,14,14,108,287.8240740740741,52.77777777777778,28.703703703703702,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,15,15,107,98.78504672897196,42.99065420560748,27.102803738317753,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,16,16,106,181.23584905660377,45.28301886792453,32.075471698113205,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,17,17,108,85.80555555555556,42.592592592592595,26.851851851851855,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,18,18,108,-328.89814814814815,26.851851851851855,14.814814814814813,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,19,19,107,-150.77570093457945,30.8411214953271,18.69158878504673,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,20,20,106,-91.49056603773585,30.18867924528302,14.150943396226415,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,21,21,107,-59.52336448598131,28.037383177570092,17.75700934579439,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,22,22,106,-96.24528301886792,36.79245283018868,20.754716981132077,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,23,23,103,-54.37864077669903,36.89320388349515,22.330097087378643,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,24,24,108,535.7129629629629,60.18518518518518,34.25925925925926,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,25,25,106,-27.58490566037736,36.79245283018868,20.754716981132077,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,26,26,104,-82.8076923076923,39.42307692307692,25.0,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,27,27,108,19.787037037037038,44.44444444444444,18.51851851851852,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,28,28,107,-59.28971962616822,38.31775700934579,22.429906542056074,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,29,29,94,-70.30851063829788,38.297872340425535,22.340425531914892,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,30,30,90,336.44444444444446,48.888888888888886,30.0,23.45,39.61
みとや,ジャグラーガールズ,dd,hit104,31,31,53,-176.16981132075472,37.735849056603776,20.754716981132077,23.45,39.61
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,1,1,26,217.46153846153845,42.30769230769231,34.61538461538461,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,2,2,23,80.47826086956522,34.78260869565217,30.434782608695656,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,3,3,25,-208.24,44.0,28.000000000000004,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,4,4,25,796.04,64.0,52.0,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,5,5,26,149.15384615384616,57.692307692307686,26.923076923076923,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,6,6,25,-209.8,44.0,28.000000000000004,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,7,7,26,-250.19230769230768,19.230769230769234,19.230769230769234,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,8,8,29,177.41379310344828,34.48275862068966,31.03448275862069,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,9,9,28,-281.75,35.714285714285715,25.0,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,10,10,29,-438.1034482758621,24.137931034482758,6.896551724137931,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,11,11,29,-271.9655172413793,24.137931034482758,13.793103448275861,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,12,12,24,-66.41666666666667,29.166666666666668,20.833333333333336,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,13,13,27,-570.0370370370371,14.814814814814813,11.11111111111111,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,14,14,29,13.827586206896552,44.827586206896555,24.137931034482758,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,15,15,29,-303.9310344827586,31.03448275862069,13.793103448275861,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,16,16,29,-157.9655172413793,37.93103448275862,24.137931034482758,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,17,17,29,117.17241379310344,37.93103448275862,27.586206896551722,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,18,18,29,412.2758620689655,37.93103448275862,27.586206896551722,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,19,19,29,-60.62068965517241,37.93103448275862,24.137931034482758,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,20,20,29,-196.89655172413794,37.93103448275862,20.689655172413794,25.42,38.43
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,dd,hit104,21,21,28,-274.2857142857143,39.285714285714285,17.857142857142858,25.42,38.43
