hall,granularity,group_value,n_machine_days,axis,outcome,test,statistic,p_value,effect_size,n_obs,n_levels,n_sparse_levels,note
蒲田1,kakuban,1,15020,day_of_week,diff,kruskal,33.92868067977176,6.944113574920671e-06,0.0018602997855040138,15020,7,0.0,
蒲田1,kakuban,1,15020,day_of_week,hit104,chi2,6.652344987487547,0.35419738729348305,0.006588478546987602,15020,7,,
蒲田1,kakuban,1,15020,day_of_week,plus,chi2,5.7208299291722104,0.4551780043402688,0.0,15020,7,,
蒲田1,kakuban,1,15020,dd,diff,kruskal,40.28996885705843,0.09936912327708522,0.0006865013581331932,15020,31,0.0,
蒲田1,kakuban,1,15020,dd,hit104,chi2,67.16313703129526,0.00011520136486922301,0.04974208714072861,15020,31,,
蒲田1,kakuban,1,15020,dd,plus,chi2,83.6297127881647,5.864468143850583e-07,0.059754984757297236,15020,31,,
蒲田1,kakuban,1,15020,dd_bin,diff,kruskal,7.990044933111241,0.09194354269553098,0.0002657372582824669,15020,5,0.0,
蒲田1,kakuban,1,15020,dd_bin,hit104,chi2,11.747382734674776,0.019332066435058595,0.022711694255954866,15020,5,,
蒲田1,kakuban,1,15020,dd_bin,plus,chi2,16.392877550914182,0.002534845841131996,0.028725057385521738,15020,5,,
蒲田1,kakuban,1,15020,is_x_day,diff,kruskal,0.6062334910843721,0.43620950210000575,0.0,15020,2,0.0,
蒲田1,kakuban,1,15020,is_x_day,hit104,chi2,17.132785915103987,3.485540199527088e-05,0.03277428918902696,15020,2,,
蒲田1,kakuban,1,15020,is_x_day,plus,chi2,25.359106126450595,4.7590050925657746e-07,0.04027259109438622,15020,2,,
蒲田1,kakuban,2,14690,day_of_week,diff,kruskal,16.546079343295638,0.01110453012200216,0.0007182509938905971,14690,7,0.0,
蒲田1,kakuban,2,14690,day_of_week,hit104,chi2,14.89641992777477,0.021077815624638622,0.024609429867464946,14690,7,,
蒲田1,kakuban,2,14690,day_of_week,plus,chi2,32.737609254225696,1.1777837754320989e-05,0.042664027863682015,14690,7,,
蒲田1,kakuban,2,14690,dd,diff,kruskal,33.284920268993844,0.31031149600143554,0.00022408897394050369,14690,31,0.0,
蒲田1,kakuban,2,14690,dd,hit104,chi2,57.362341912719046,0.001897778871795017,0.043158298025621995,14690,31,,
蒲田1,kakuban,2,14690,dd,plus,chi2,81.73470390084637,1.1091510866737596e-06,0.05934529553483586,14690,31,,
蒲田1,kakuban,2,14690,dd_bin,diff,kruskal,5.854806077687853,0.21025701077140724,0.0001263061680413928,14690,5,0.0,
蒲田1,kakuban,2,14690,dd_bin,hit104,chi2,19.390351172325083,0.0006586074829586169,0.03236862924557296,14690,5,,
蒲田1,kakuban,2,14690,dd_bin,plus,chi2,20.893185574354188,0.0003324900328752061,0.03391221536775917,14690,5,,
蒲田1,kakuban,2,14690,is_x_day,diff,kruskal,0.6886256164404077,0.4066322532526021,0.0,14690,2,0.0,
蒲田1,kakuban,2,14690,is_x_day,hit104,chi2,13.183576211999934,0.00028241329884689213,0.028799839295292975,14690,2,,
蒲田1,kakuban,2,14690,is_x_day,plus,chi2,29.3706638627079,5.9775708452876e-08,0.04394789858359152,14690,2,,
蒲田1,kakuban,3,14625,day_of_week,diff,kruskal,20.45907393954819,0.0022934677662701584,0.0009891280571588583,14625,7,0.0,
蒲田1,kakuban,3,14625,day_of_week,hit104,chi2,8.829146396043383,0.18341721083471701,0.013907950271137134,14625,7,,
蒲田1,kakuban,3,14625,day_of_week,plus,chi2,19.688867025465473,0.00314541465810005,0.030594556056571125,14625,7,,
蒲田1,kakuban,3,14625,dd,diff,kruskal,39.84163256391175,0.10796820024102675,0.0006743615570722044,14625,31,0.0,
蒲田1,kakuban,3,14625,dd,hit104,chi2,58.19133319679354,0.0015158902124167949,0.04390448802894808,14625,31,,
蒲田1,kakuban,3,14625,dd,plus,chi2,87.42824413255516,1.6028592238010852e-07,0.06266454978669886,14625,31,,
蒲田1,kakuban,3,14625,dd_bin,diff,kruskal,1.5624903940081794,0.8155173936012234,0.0,14625,5,0.0,
蒲田1,kakuban,3,14625,dd_bin,hit104,chi2,3.3971336804278613,0.49369073119967377,0.0,14625,5,,
蒲田1,kakuban,3,14625,dd_bin,plus,chi2,5.380610653243656,0.2504249190711052,0.009715373402794264,14625,5,,
蒲田1,kakuban,3,14625,is_x_day,diff,kruskal,2.866553742410512,0.09043833776200456,0.00012764506205364918,14625,2,0.0,
蒲田1,kakuban,3,14625,is_x_day,hit104,chi2,21.08531971311669,4.392806128111718e-06,0.037060011273678264,14625,2,,
蒲田1,kakuban,3,14625,is_x_day,plus,chi2,43.024938919264386,5.4046511801111633e-11,0.05360682723897407,14625,2,,
蒲田1,kakuban,4,14218,day_of_week,diff,kruskal,14.0414245453575,0.029176836234814627,0.0005658591615901415,14218,7,0.0,
蒲田1,kakuban,4,14218,day_of_week,hit104,chi2,7.45974300801518,0.28041252362183516,0.01013144595689057,14218,7,,
蒲田1,kakuban,4,14218,day_of_week,plus,chi2,14.064664016123697,0.028922113071642254,0.02381649209046832,14218,7,,
蒲田1,kakuban,4,14218,dd,diff,kruskal,25.385117502387764,0.7061083871015568,0.0,14218,31,0.0,
蒲田1,kakuban,4,14218,dd,hit104,chi2,45.88043412278838,0.03189970921046995,0.033419376938809406,14218,31,,
蒲田1,kakuban,4,14218,dd,plus,chi2,49.41249707240802,0.014262404265125931,0.03694988709312504,14218,31,,
蒲田1,kakuban,4,14218,dd_bin,diff,kruskal,1.6493358305192258,0.7998989202184333,0.0,14218,5,0.0,
蒲田1,kakuban,4,14218,dd_bin,hit104,chi2,4.5212831072544155,0.3400313084213574,0.00605362635967884,14218,5,,
蒲田1,kakuban,4,14218,dd_bin,plus,chi2,4.6741881884378405,0.32238986736940145,0.006884873260290765,14218,5,,
蒲田1,kakuban,4,14218,is_x_day,diff,kruskal,1.9048158918033031,0.16754025665654282,6.364771326697406e-05,14218,2,0.0,
蒲田1,kakuban,4,14218,is_x_day,hit104,chi2,1.5451080017860863,0.21385908785014873,0.006191691027708422,14218,2,,
蒲田1,kakuban,4,14218,is_x_day,plus,chi2,5.447103270186673,0.019600800996312163,0.017686063995848673,14218,2,,
蒲田1,kakuban,5,12824,day_of_week,diff,kruskal,17.596630541375575,0.007323407934918832,0.0009047850933428708,12824,7,0.0,
蒲田1,kakuban,5,12824,day_of_week,hit104,chi2,7.027613364838634,0.3183010825597102,0.008949961244309577,12824,7,,
蒲田1,kakuban,5,12824,day_of_week,plus,chi2,9.83312263700832,0.13185778811673166,0.017288409010155794,12824,7,,
蒲田1,kakuban,5,12824,dd,diff,kruskal,26.93756627235951,0.6265477124610447,0.0,12824,31,0.0,
蒲田1,kakuban,5,12824,dd,hit104,chi2,35.936658682051956,0.21015844439129697,0.02151248741352008,12824,31,,
蒲田1,kakuban,5,12824,dd,plus,chi2,45.20874608326867,0.0369091599093172,0.03443645827312488,12824,31,,
蒲田1,kakuban,5,12824,dd_bin,diff,kruskal,5.781894240006446,0.21603939224327204,0.00013900415321058164,12824,5,0.0,
蒲田1,kakuban,5,12824,dd_bin,hit104,chi2,3.5444849170625687,0.4711466314324688,0.0,12824,5,,
蒲田1,kakuban,5,12824,dd_bin,plus,chi2,2.1614949242835193,0.7060845593696413,0.0,12824,5,,
蒲田1,kakuban,5,12824,is_x_day,diff,kruskal,2.376236492126106,0.12319401949220561,0.00010733399564234176,12824,2,0.0,
蒲田1,kakuban,5,12824,is_x_day,hit104,chi2,17.718160207360675,2.56169310354675e-05,0.03610758220002012,12824,2,,
蒲田1,kakuban,5,12824,is_x_day,plus,chi2,25.36969737251939,4.7329474271191777e-07,0.04359428442169573,12824,2,,
蒲田1,kakuban,6,12203,day_of_week,diff,kruskal,16.85365506246736,0.009836401781832437,0.0008899356397562611,12203,7,0.0,
蒲田1,kakuban,6,12203,day_of_week,hit104,chi2,5.9090280342212855,0.43345769519880095,0.0,12203,7,,
蒲田1,kakuban,6,12203,day_of_week,plus,chi2,16.57881933357988,0.01096238886217664,0.02944374159631032,12203,7,,
蒲田1,kakuban,6,12203,dd,diff,kruskal,47.72700894182545,0.021104640271848003,0.0014563760221677172,12203,31,0.0,
蒲田1,kakuban,6,12203,dd,hit104,chi2,66.77976856898904,0.00012925422728269148,0.0549002688365885,12203,31,,
蒲田1,kakuban,6,12203,dd,plus,chi2,58.9324907919967,0.001237442222514773,0.04869214980494816,12203,31,,
蒲田1,kakuban,6,12203,dd_bin,diff,kruskal,5.245150441779341,0.26305554773660994,0.00010207824575990661,12203,5,0.0,
蒲田1,kakuban,6,12203,dd_bin,hit104,chi2,8.001159044392677,0.09153574639222858,0.01810754640637015,12203,5,,
蒲田1,kakuban,6,12203,dd_bin,plus,chi2,3.9833143410659164,0.4082687179178264,0.0,12203,5,,
蒲田1,kakuban,6,12203,is_x_day,diff,kruskal,0.01812229619214374,0.8929130567631243,0.0,12203,2,0.0,
蒲田1,kakuban,6,12203,is_x_day,hit104,chi2,9.073784846699004,0.00259299823617375,0.025722955886268356,12203,2,,
蒲田1,kakuban,6,12203,is_x_day,plus,chi2,12.494068364648882,0.00040824616777282896,0.030691621295937697,12203,2,,
蒲田1,kakuban,7,12300,day_of_week,diff,kruskal,10.9843061646524,0.08886268201411933,0.00040545889243084687,12300,7,0.0,
蒲田1,kakuban,7,12300,day_of_week,hit104,chi2,4.411950182471057,0.6211120062623685,0.0,12300,7,,
蒲田1,kakuban,7,12300,day_of_week,plus,chi2,18.614828220621245,0.004866082881090666,0.03202560725799536,12300,7,,
蒲田1,kakuban,7,12300,dd,diff,kruskal,26.834235461620132,0.631961646980008,0.0,12300,31,0.0,
蒲田1,kakuban,7,12300,dd,hit104,chi2,30.103468489830142,0.4603635414404206,0.0028660825963857097,12300,31,,
蒲田1,kakuban,7,12300,dd,plus,chi2,46.03294139227378,0.03085026425360709,0.03610261535284912,12300,31,,
蒲田1,kakuban,7,12300,dd_bin,diff,kruskal,3.097794059977629,0.5415952641268253,0.0,12300,5,0.0,
蒲田1,kakuban,7,12300,dd_bin,hit104,chi2,3.0978026598224258,0.5415938489672941,0.0,12300,5,,
蒲田1,kakuban,7,12300,dd_bin,plus,chi2,8.042607137893343,0.09002985028005048,0.018129189961346992,12300,5,,
蒲田1,kakuban,7,12300,is_x_day,diff,kruskal,0.5841137382853675,0.44470436926868384,0.0,12300,2,0.0,
蒲田1,kakuban,7,12300,is_x_day,hit104,chi2,5.960563805589914,0.01462936220838557,0.02008292939919604,12300,2,,
蒲田1,kakuban,7,12300,is_x_day,plus,chi2,8.517626036164815,0.003517230089609372,0.02472311056454259,12300,2,,
蒲田1,kakuban,8,12311,day_of_week,diff,kruskal,33.9468079052414,6.888383335428054e-06,0.0022713595501659134,12311,7,0.0,
蒲田1,kakuban,8,12311,day_of_week,hit104,chi2,5.646218970372058,0.46396321991706324,0.0,12311,7,,
蒲田1,kakuban,8,12311,day_of_week,plus,chi2,3.076416406472596,0.799196483846653,0.0,12311,7,,
