hall,granularity,group_value,axis,outcome,axis_level,axis_level_order,n,avg_diff,plus_rate,hit104_rate
蒲田1,kakuban,20,dd,hit104,1,1,57,124.56140350877193,49.122807017543856,35.08771929824561
蒲田1,kakuban,20,dd,hit104,2,2,56,64.28571428571429,42.857142857142854,26.785714285714285
蒲田1,kakuban,20,dd,hit104,3,3,54,-66.66666666666667,44.44444444444444,31.48148148148148
蒲田1,kakuban,20,dd,hit104,4,4,53,-477.35849056603774,28.30188679245283,18.867924528301888
蒲田1,kakuban,20,dd,hit104,5,5,54,-170.37037037037038,35.18518518518518,24.074074074074073
蒲田1,kakuban,20,dd,hit104,6,6,52,-501.9230769230769,32.69230769230769,13.461538461538462
蒲田1,kakuban,20,dd,hit104,7,7,54,87.03703703703704,48.148148148148145,22.22222222222222
蒲田1,kakuban,20,dd,hit104,8,8,53,-100.0,41.509433962264154,26.41509433962264
蒲田1,kakuban,20,dd,hit104,9,9,54,175.92592592592592,42.592592592592595,37.03703703703704
蒲田1,kakuban,20,dd,hit104,10,10,54,564.8148148148148,48.148148148148145,31.48148148148148
蒲田1,kakuban,20,dd,hit104,11,11,54,892.5925925925926,50.0,40.74074074074074
蒲田1,kakuban,20,dd,hit104,12,12,50,22.0,36.0,22.0
蒲田1,kakuban,20,dd,hit104,13,13,53,-205.66037735849056,41.509433962264154,30.18867924528302
蒲田1,kakuban,20,dd,hit104,14,14,54,153.7037037037037,44.44444444444444,29.629629629629626
蒲田1,kakuban,20,dd,hit104,15,15,53,-354.7169811320755,32.075471698113205,22.641509433962266
蒲田1,kakuban,20,dd,hit104,16,16,54,-251.85185185185185,25.925925925925924,20.37037037037037
蒲田1,kakuban,20,dd,hit104,17,17,54,400.0,42.592592592592595,29.629629629629626
蒲田1,kakuban,20,dd,hit104,18,18,51,31.372549019607842,39.21568627450981,27.450980392156865
蒲田1,kakuban,20,dd,hit104,19,19,51,-196.07843137254903,41.17647058823529,31.372549019607842
蒲田1,kakuban,20,dd,hit104,20,20,50,-52.0,34.0,22.0
蒲田1,kakuban,20,dd,hit104,21,21,51,0.0,41.17647058823529,29.411764705882355
蒲田1,kakuban,20,dd,hit104,22,22,51,-54.90196078431372,33.33333333333333,21.568627450980394
蒲田1,kakuban,20,dd,hit104,23,23,50,-174.0,24.0,18.0
蒲田1,kakuban,20,dd,hit104,24,24,49,-355.1020408163265,34.69387755102041,24.489795918367346
蒲田1,kakuban,20,dd,hit104,25,25,50,606.0,64.0,52.0
蒲田1,kakuban,20,dd,hit104,26,26,49,-36.734693877551024,38.775510204081634,30.612244897959183
蒲田1,kakuban,20,dd,hit104,27,27,51,-403.921568627451,41.17647058823529,31.372549019607842
蒲田1,kakuban,20,dd,hit104,28,28,51,296.078431372549,35.294117647058826,25.49019607843137
蒲田1,kakuban,20,dd,hit104,29,29,44,-290.90909090909093,34.090909090909086,22.727272727272727
蒲田1,kakuban,20,dd,hit104,30,30,45,177.77777777777777,46.666666666666664,35.55555555555556
蒲田1,kakuban,20,dd,hit104,31,31,27,881.4814814814815,48.148148148148145,37.03703703703704
蒲田1,kakuban,18,dd,plus,1,1,57,768.421052631579,49.122807017543856,40.35087719298245
蒲田1,kakuban,18,dd,plus,2,2,57,-273.6842105263158,24.561403508771928,19.298245614035086
蒲田1,kakuban,18,dd,plus,3,3,54,-250.0,27.77777777777778,18.51851851851852
蒲田1,kakuban,18,dd,plus,4,4,52,384.61538461538464,48.07692307692308,32.69230769230769
蒲田1,kakuban,18,dd,plus,5,5,54,259.25925925925924,40.74074074074074,29.629629629629626
蒲田1,kakuban,18,dd,plus,6,6,53,290.5660377358491,45.28301886792453,33.9622641509434
蒲田1,kakuban,18,dd,plus,7,7,54,355.55555555555554,51.85185185185185,29.629629629629626
蒲田1,kakuban,18,dd,plus,8,8,52,-134.6153846153846,32.69230769230769,21.153846153846153
蒲田1,kakuban,18,dd,plus,9,9,54,-377.77777777777777,33.33333333333333,16.666666666666664
蒲田1,kakuban,18,dd,plus,10,10,52,426.9230769230769,40.38461538461539,32.69230769230769
蒲田1,kakuban,18,dd,plus,11,11,54,411.1111111111111,40.74074074074074,31.48148148148148
蒲田1,kakuban,18,dd,plus,12,12,51,-92.15686274509804,35.294117647058826,27.450980392156865
蒲田1,kakuban,18,dd,plus,13,13,54,192.59259259259258,46.2962962962963,31.48148148148148
蒲田1,kakuban,18,dd,plus,14,14,52,-528.8461538461538,25.0,15.384615384615385
蒲田1,kakuban,18,dd,plus,15,15,52,92.3076923076923,46.15384615384615,26.923076923076923
蒲田1,kakuban,18,dd,plus,16,16,51,-239.2156862745098,37.254901960784316,21.568627450980394
蒲田1,kakuban,18,dd,plus,17,17,54,-229.62962962962962,48.148148148148145,35.18518518518518
蒲田1,kakuban,18,dd,plus,18,18,50,-184.0,38.0,30.0
蒲田1,kakuban,18,dd,plus,19,19,51,-7.8431372549019605,39.21568627450981,29.411764705882355
蒲田1,kakuban,18,dd,plus,20,20,48,150.0,31.25,22.916666666666664
蒲田1,kakuban,18,dd,plus,21,21,51,-347.05882352941177,35.294117647058826,21.568627450980394
蒲田1,kakuban,18,dd,plus,22,22,50,266.0,46.0,26.0
蒲田1,kakuban,18,dd,plus,23,23,49,-136.73469387755102,34.69387755102041,22.448979591836736
蒲田1,kakuban,18,dd,plus,24,24,48,-100.0,33.33333333333333,27.083333333333332
蒲田1,kakuban,18,dd,plus,25,25,50,70.0,36.0,28.000000000000004
蒲田1,kakuban,18,dd,plus,26,26,46,117.3913043478261,43.47826086956522,30.434782608695656
蒲田1,kakuban,18,dd,plus,27,27,51,-421.5686274509804,43.13725490196079,29.411764705882355
蒲田1,kakuban,18,dd,plus,28,28,48,-120.83333333333333,31.25,22.916666666666664
蒲田1,kakuban,18,dd,plus,29,29,41,-136.58536585365854,31.70731707317073,21.951219512195124
蒲田1,kakuban,18,dd,plus,30,30,45,795.5555555555555,60.0,48.888888888888886
蒲田1,kakuban,18,dd,plus,31,31,27,800.0,48.148148148148145,37.03703703703704
蒲田1,kakuban,14,dd,plus,1,1,143,-169.93006993006992,33.56643356643357,25.874125874125873
蒲田1,kakuban,14,dd,plus,2,2,140,167.85714285714286,40.714285714285715,32.857142857142854
蒲田1,kakuban,14,dd,plus,3,3,132,-46.21212121212121,32.57575757575758,25.757575757575758
蒲田1,kakuban,14,dd,plus,4,4,129,-107.75193798449612,37.98449612403101,29.457364341085274
蒲田1,kakuban,14,dd,plus,5,5,128,-37.5,37.5,26.5625
蒲田1,kakuban,14,dd,plus,6,6,127,-10.236220472440944,42.51968503937008,27.559055118110237
蒲田1,kakuban,14,dd,plus,7,7,136,713.9705882352941,50.0,36.029411764705884
蒲田1,kakuban,14,dd,plus,8,8,131,225.95419847328245,40.458015267175576,31.297709923664126
蒲田1,kakuban,14,dd,plus,9,9,132,446.969696969697,45.45454545454545,35.60606060606061
蒲田1,kakuban,14,dd,plus,10,10,133,45.11278195488722,39.097744360902254,29.32330827067669
蒲田1,kakuban,14,dd,plus,11,11,136,105.88235294117646,39.705882352941174,29.411764705882355
蒲田1,kakuban,14,dd,plus,12,12,124,39.516129032258064,45.16129032258064,33.87096774193548
蒲田1,kakuban,14,dd,plus,13,13,127,433.8582677165354,46.45669291338583,35.43307086614173
蒲田1,kakuban,14,dd,plus,14,14,129,148.8372093023256,39.53488372093023,29.457364341085274
蒲田1,kakuban,14,dd,plus,15,15,125,488.0,47.199999999999996,39.2
蒲田1,kakuban,14,dd,plus,16,16,128,-76.5625,27.34375,20.3125
蒲田1,kakuban,14,dd,plus,17,17,136,127.94117647058823,38.970588235294116,25.735294117647058
蒲田1,kakuban,14,dd,plus,18,18,121,264.46280991735534,47.93388429752066,38.01652892561984
蒲田1,kakuban,14,dd,plus,19,19,123,39.83739837398374,36.58536585365854,27.64227642276423
蒲田1,kakuban,14,dd,plus,20,20,125,-48.8,33.6,24.0
蒲田1,kakuban,14,dd,plus,21,21,127,411.81102362204723,41.732283464566926,32.28346456692913
蒲田1,kakuban,14,dd,plus,22,22,129,32.55813953488372,34.883720930232556,27.131782945736433
蒲田1,kakuban,14,dd,plus,23,23,125,-61.6,39.2,28.000000000000004
蒲田1,kakuban,14,dd,plus,24,24,124,-304.03225806451616,25.0,20.967741935483872
蒲田1,kakuban,14,dd,plus,25,25,118,45.76271186440678,39.83050847457627,31.35593220338983
蒲田1,kakuban,14,dd,plus,26,26,122,-271.3114754098361,29.508196721311474,22.950819672131146
蒲田1,kakuban,14,dd,plus,27,27,129,-158.91472868217053,37.98449612403101,28.68217054263566
蒲田1,kakuban,14,dd,plus,28,28,126,46.03174603174603,34.92063492063492,28.57142857142857
蒲田1,kakuban,14,dd,plus,29,29,110,-94.54545454545455,30.909090909090907,22.727272727272727
蒲田1,kakuban,14,dd,plus,30,30,114,0.8771929824561403,41.228070175438596,32.45614035087719
蒲田1,kakuban,14,dd,plus,31,31,64,295.3125,48.4375,35.9375
蒲田1,kakuban,19,is_x_day,plus,0,0,1107,-14.724480578139115,35.95302619692863,25.203252032520325
蒲田1,kakuban,19,is_x_day,plus,1,1,464,101.9396551724138,45.474137931034484,30.603448275862068
蒲田1,kakuban,18,is_x_day,plus,0,0,1098,-17.48633879781421,36.6120218579235,25.956284153005466
蒲田1,kakuban,18,is_x_day,plus,1,1,464,200.43103448275863,45.9051724137931,31.68103448275862
蒲田1,kakuban,19,dd,plus,1,1,57,-156.140350877193,38.59649122807017,28.07017543859649
蒲田1,kakuban,19,dd,plus,2,2,55,220.0,47.27272727272727,27.27272727272727
蒲田1,kakuban,19,dd,plus,3,3,54,-55.55555555555556,37.03703703703704,29.629629629629626
蒲田1,kakuban,19,dd,plus,4,4,51,-282.3529411764706,27.450980392156865,19.607843137254903
蒲田1,kakuban,19,dd,plus,5,5,54,681.4814814814815,53.70370370370371,42.592592592592595
蒲田1,kakuban,19,dd,plus,6,6,53,-475.47169811320754,28.30188679245283,15.09433962264151
蒲田1,kakuban,19,dd,plus,7,7,54,74.07407407407408,50.0,35.18518518518518
蒲田1,kakuban,19,dd,plus,8,8,54,-120.37037037037037,40.74074074074074,25.925925925925924
蒲田1,kakuban,19,dd,plus,9,9,54,248.14814814814815,42.592592592592595,33.33333333333333
蒲田1,kakuban,19,dd,plus,10,10,52,-25.0,40.38461538461539,26.923076923076923
蒲田1,kakuban,19,dd,plus,11,11,54,429.6296296296296,53.70370370370371,25.925925925925924
蒲田1,kakuban,19,dd,plus,12,12,50,-570.0,24.0,14.000000000000002
蒲田1,kakuban,19,dd,plus,13,13,53,-113.20754716981132,33.9622641509434,28.30188679245283
蒲田1,kakuban,19,dd,plus,14,14,54,-14.814814814814815,46.2962962962963,31.48148148148148
蒲田1,kakuban,19,dd,plus,15,15,54,40.74074074074074,31.48148148148148,20.37037037037037
蒲田1,kakuban,19,dd,plus,16,16,54,255.55555555555554,38.88888888888889,25.925925925925924
蒲田1,kakuban,19,dd,plus,17,17,54,-138.88888888888889,46.2962962962963,29.629629629629626
蒲田1,kakuban,19,dd,plus,18,18,49,-110.20408163265306,36.734693877551024,26.53061224489796
蒲田1,kakuban,19,dd,plus,19,19,47,119.14893617021276,40.42553191489361,31.914893617021278
蒲田1,kakuban,19,dd,plus,20,20,50,40.0,36.0,24.0
蒲田1,kakuban,19,dd,plus,21,21,50,-58.0,42.0,32.0
蒲田1,kakuban,19,dd,plus,22,22,51,92.15686274509804,39.21568627450981,27.450980392156865
蒲田1,kakuban,19,dd,plus,23,23,48,-285.4166666666667,31.25,16.666666666666664
蒲田1,kakuban,19,dd,plus,24,24,49,-91.83673469387755,26.53061224489796,18.367346938775512
蒲田1,kakuban,19,dd,plus,25,25,47,374.468085106383,38.297872340425535,29.78723404255319
蒲田1,kakuban,19,dd,plus,26,26,51,476.47058823529414,33.33333333333333,27.450980392156865
蒲田1,kakuban,19,dd,plus,27,27,51,201.9607843137255,43.13725490196079,29.411764705882355
蒲田1,kakuban,19,dd,plus,28,28,50,-24.0,28.000000000000004,24.0
蒲田1,kakuban,19,dd,plus,29,29,45,-80.0,37.77777777777778,26.666666666666668
蒲田1,kakuban,19,dd,plus,30,30,45,84.44444444444444,48.888888888888886,33.33333333333333
蒲田1,kakuban,19,dd,plus,31,31,27,-348.14814814814815,33.33333333333333,18.51851851851852
蒲田1,kakuban,16,dd,plus,1,1,106,539.622641509434,44.339622641509436,32.075471698113205
蒲田1,kakuban,16,dd,plus,2,2,103,-20.388349514563107,36.89320388349515,27.184466019417474
蒲田1,kakuban,16,dd,plus,3,3,96,369.7916666666667,45.83333333333333,36.45833333333333
蒲田1,kakuban,16,dd,plus,4,4,98,71.42857142857143,42.857142857142854,32.6530612244898
蒲田1,kakuban,16,dd,plus,5,5,96,726.0416666666666,40.625,34.375
蒲田1,kakuban,16,dd,plus,6,6,98,-61.224489795918366,37.755102040816325,30.612244897959183
蒲田1,kakuban,16,dd,plus,7,7,100,261.0,50.0,40.0
蒲田1,kakuban,16,dd,plus,8,8,91,-21.978021978021978,39.56043956043956,27.472527472527474
蒲田1,kakuban,16,dd,plus,9,9,94,455.3191489361702,46.808510638297875,36.17021276595745
