hall,granularity,group_value,n_machine_days,axis,outcome,test,statistic,p_value,effect_size,n_obs,n_levels,n_sparse_levels,note
蒲田7,section,2001-2010,3510,day_of_week,diff,kruskal,5.911217064023892,0.4332088336175475,0.0,3510,7,0.0,
蒲田7,section,2001-2010,3510,day_of_week,hit104,chi2,5.963348506835689,0.4273083287363636,0.0,3510,7,,
蒲田7,section,2001-2010,3510,day_of_week,plus,chi2,10.318304573205053,0.11187178406181039,0.03507348892291585,3510,7,,
蒲田7,section,2001-2010,3510,dd,diff,kruskal,35.17537656624533,0.2363150881346021,0.0014876046468080867,3510,31,0.0,
蒲田7,section,2001-2010,3510,dd,hit104,chi2,34.49887951040451,0.26132996698875777,0.03577234958473912,3510,31,,
蒲田7,section,2001-2010,3510,dd,plus,chi2,35.755775603777174,0.21618181770265818,0.04047039816986733,3510,31,,
蒲田7,section,2001-2010,3510,dd_bin,diff,kruskal,5.912302220251236,0.20579402287146192,0.000545592644864832,3510,5,0.0,
蒲田7,section,2001-2010,3510,dd_bin,hit104,chi2,1.4347037489922054,0.838141466812256,0.0,3510,5,,
蒲田7,section,2001-2010,3510,dd_bin,plus,chi2,3.1681853153499238,0.5300848376733674,0.0,3510,5,,
蒲田7,section,2001-2010,3510,is_x_day,diff,kruskal,0.9139719532872321,0.33906273448099766,0.0,3510,2,0.0,
蒲田7,section,2001-2010,3510,is_x_day,hit104,chi2,1.893711427542328,0.16878390270101773,0.015956503631988708,3510,2,,
蒲田7,section,2001-2010,3510,is_x_day,plus,chi2,1.7811518049562207,0.1820079550121677,0.014917526542525763,3510,2,,
蒲田7,section,2011-2022,4202,day_of_week,diff,kruskal,18.95435301438783,0.00424142226469802,0.0030880460105811277,4202,7,0.0,
蒲田7,section,2011-2022,4202,day_of_week,hit104,chi2,18.20749613268947,0.005734043510504017,0.05390282941138499,4202,7,,
蒲田7,section,2011-2022,4202,day_of_week,plus,chi2,19.790680166396168,0.0030171935086805977,0.057292005472514784,4202,7,,
蒲田7,section,2011-2022,4202,dd,diff,kruskal,30.215889883164373,0.45463729055142177,5.175974182794834e-05,4202,31,0.0,
蒲田7,section,2011-2022,4202,dd,hit104,chi2,28.601066459819016,0.5386173064961939,0.0,4202,31,,
蒲田7,section,2011-2022,4202,dd,plus,chi2,34.307466398491975,0.2687079252135368,0.031994426010059876,4202,31,,
蒲田7,section,2011-2022,4202,dd_bin,diff,kruskal,8.576073044380445,0.07261458274630234,0.0010903200010437086,4202,5,0.0,
蒲田7,section,2011-2022,4202,dd_bin,hit104,chi2,4.307702642044164,0.3659615618338818,0.008545083336091745,4202,5,,
蒲田7,section,2011-2022,4202,dd_bin,plus,chi2,3.863628263478968,0.4247762400436852,0.0,4202,5,,
蒲田7,section,2011-2022,4202,is_x_day,diff,kruskal,0.3408379812232589,0.5593459222199733,0.0,4202,2,0.0,
蒲田7,section,2011-2022,4202,is_x_day,hit104,chi2,1.3735186655900784,0.24120824709568228,0.009426303029668601,4202,2,,
蒲田7,section,2011-2022,4202,is_x_day,plus,chi2,2.9196701423729507,0.08750575035736094,0.02137519319704417,4202,2,,
蒲田7,section,2023-2031,3146,day_of_week,diff,kruskal,5.128958528742543,0.527382954132066,0.0,3146,7,0.0,
蒲田7,section,2023-2031,3146,day_of_week,hit104,chi2,7.699808256419148,0.2609312886403481,0.023235167673852735,3146,7,,
蒲田7,section,2023-2031,3146,day_of_week,plus,chi2,3.5469732222870243,0.7377099888258087,0.0,3146,7,,
