hall,granularity,group_value,n_machine_days,axis,outcome,test,statistic,p_value,effect_size,n_obs,n_levels,n_sparse_levels,note
みとや,section,501-522,11442,day_of_week,diff,kruskal,21.365226660952125,0.001576959056808446,0.0013437015007391451,11442,7,0.0,
みとや,section,501-522,11442,day_of_week,hit104,chi2,23.364375279758193,0.0006831885285278018,0.038957495773536195,11442,7,,
みとや,section,501-522,11442,day_of_week,plus,chi2,31.795315484752496,1.785978968318627e-05,0.047482548008339266,11442,7,,
みとや,section,501-522,11442,dd,diff,kruskal,53.984207822793095,0.004616083880652799,0.002101849778528884,11442,31,0.0,
みとや,section,501-522,11442,dd,hit104,chi2,66.68362207953673,0.0001330311265222927,0.05662244152085112,11442,31,,
みとや,section,501-522,11442,dd,plus,chi2,80.33915684793313,1.7655891783215771e-06,0.06632994939865151,11442,31,,
みとや,section,501-522,11442,dd_bin,diff,kruskal,6.241955406143299,0.18179288011451133,0.00019602652847279002,11442,5,0.0,
みとや,section,501-522,11442,dd_bin,hit104,chi2,1.4406318013623027,0.8371031623881515,0.0,11442,5,,
みとや,section,501-522,11442,dd_bin,plus,chi2,2.2664125998653866,0.6868906656746303,0.0,11442,5,,
みとや,section,501-522,11442,is_x_day,diff,kruskal,6.586567489062589,0.010275109994474688,0.0004883363189740025,11442,2,0.0,
みとや,section,501-522,11442,is_x_day,hit104,chi2,29.310954010553793,6.164622518121471e-08,0.04974444509177833,11442,2,,
みとや,section,501-522,11442,is_x_day,plus,chi2,32.73373746353893,1.0568682799281188e-08,0.05266571965221668,11442,2,,
みとや,section,523-539,8514,day_of_week,diff,kruskal,11.769518302465396,0.067312561722499,0.0006782083346027267,8514,7,0.0,
みとや,section,523-539,8514,day_of_week,hit104,chi2,2.547263344166612,0.8631410970245177,0.0,8514,7,,
みとや,section,523-539,8514,day_of_week,plus,chi2,3.214816294060536,0.7814422603230838,0.0,8514,7,,
みとや,section,523-539,8514,dd,diff,kruskal,20.955105631895577,0.8892864445313334,0.0,8514,31,0.0,
みとや,section,523-539,8514,dd,hit104,chi2,29.048455444998286,0.5150522002373934,0.0,8514,31,,
