hall,granularity,group_value,n_machine_days,axis,outcome,test,statistic,p_value,effect_size,n_obs,n_levels,n_sparse_levels,note
蒲田7,kakuban,1,18823,day_of_week,diff,kruskal,10.68192571827496,0.09871856661210468,0.0002488268345171641,18823,7,0.0,
蒲田7,kakuban,1,18823,day_of_week,hit104,chi2,8.4808546425343,0.20494740798482836,0.01147994669662954,18823,7,,
蒲田7,kakuban,1,18823,day_of_week,plus,chi2,9.97712195160606,0.12561877586171583,0.014535640206012501,18823,7,,
蒲田7,kakuban,1,18823,dd,diff,kruskal,46.25082850510696,0.029404317012916983,0.0008647737603824478,18823,31,0.0,
蒲田7,kakuban,1,18823,dd,hit104,chi2,53.86369881172174,0.004760854891531068,0.03560586096432581,18823,31,,
蒲田7,kakuban,1,18823,dd,plus,chi2,72.50145350492916,2.2273897695227362e-05,0.04751829658710866,18823,31,,
蒲田7,kakuban,1,18823,dd_bin,diff,kruskal,6.698039694641149,0.15273217982940887,0.00014337547532368737,18823,5,0.0,
蒲田7,kakuban,1,18823,dd_bin,hit104,chi2,6.2771384931723855,0.1793853289567599,0.010998705457805279,18823,5,,
蒲田7,kakuban,1,18823,dd_bin,plus,chi2,9.655983064258043,0.0466389571496231,0.01733456736535738,18823,5,,
蒲田7,kakuban,1,18823,is_x_day,diff,kruskal,3.1110921407344367,0.07776080209223923,0.00011216684239596391,18823,2,0.0,
蒲田7,kakuban,1,18823,is_x_day,hit104,chi2,17.33952179711904,3.126171532372217e-05,0.02946361839528445,18823,2,,
蒲田7,kakuban,1,18823,is_x_day,plus,chi2,36.149957321139674,1.8270248210716933e-09,0.04321446978798303,18823,2,,
蒲田7,kakuban,2,18718,day_of_week,diff,kruskal,6.701538096573782,0.3493326454557696,3.749335132135012e-05,18718,7,0.0,
蒲田7,kakuban,2,18718,day_of_week,hit104,chi2,10.157409772567787,0.11817775924056498,0.014903097838094952,18718,7,,
蒲田7,kakuban,2,18718,day_of_week,plus,chi2,14.03889931087577,0.029204642556960737,0.020723901321860833,18718,7,,
蒲田7,kakuban,2,18718,dd,diff,kruskal,50.48880253279144,0.011027204264689958,0.0010964201066405222,18718,31,0.0,
蒲田7,kakuban,2,18718,dd,hit104,chi2,56.04730636953781,0.0026963787694961184,0.037303529686586685,18718,31,,
蒲田7,kakuban,2,18718,dd,plus,chi2,88.8159949375676,9.917037839318411e-08,0.056056204233288505,18718,31,,
蒲田7,kakuban,2,18718,dd_bin,diff,kruskal,6.906975960649622,0.1408865425384846,0.00015534526589267472,18718,5,0.0,
蒲田7,kakuban,2,18718,dd_bin,hit104,chi2,7.090361451789502,0.1311893951507583,0.01284906429819382,18718,5,,
蒲田7,kakuban,2,18718,dd_bin,plus,chi2,5.346061401647931,0.2535958107939489,0.00847968730310475,18718,5,,
蒲田7,kakuban,2,18718,is_x_day,diff,kruskal,4.36313310942887,0.03672470284149568,0.00017969294237170708,18718,2,0.0,
蒲田7,kakuban,2,18718,is_x_day,hit104,chi2,21.74161074809031,3.1195101140007873e-06,0.033289138876012404,18718,2,,
蒲田7,kakuban,2,18718,is_x_day,plus,chi2,42.25740595611244,8.001642406173495e-11,0.0469496715565487,18718,2,,
蒲田7,kakuban,3,18338,day_of_week,diff,kruskal,2.578260000944437,0.8596083644850672,0.0,18338,7,0.0,
蒲田7,kakuban,3,18338,day_of_week,hit104,chi2,6.563657321760236,0.3630888511281579,0.005542648559481496,18338,7,,
蒲田7,kakuban,3,18338,day_of_week,plus,chi2,20.078501017271936,0.0026816819822043578,0.027708245028345718,18338,7,,
蒲田7,kakuban,3,18338,dd,diff,kruskal,28.28379727944209,0.5554005830781408,0.0,18338,31,0.0,
蒲田7,kakuban,3,18338,dd,hit104,chi2,40.65680253706891,0.09275705417370567,0.02410549080242936,18338,31,,
蒲田7,kakuban,3,18338,dd,plus,chi2,56.825559398593356,0.0021920336793817678,0.038246967601718376,18338,31,,
蒲田7,kakuban,3,18338,dd_bin,diff,kruskal,0.8185464918513602,0.935944496535464,0.0,18338,5,0.0,
蒲田7,kakuban,3,18338,dd_bin,hit104,chi2,1.986443566632179,0.7382524297496943,0.0,18338,5,,
蒲田7,kakuban,3,18338,dd_bin,plus,chi2,4.967239910438983,0.29067543292022274,0.007261962204562858,18338,5,,
蒲田7,kakuban,3,18338,is_x_day,diff,kruskal,1.4517019524480077,0.22825505608243987,2.4634705085515254e-05,18338,2,0.0,
蒲田7,kakuban,3,18338,is_x_day,hit104,chi2,3.5292293057463606,0.06029580909089523,0.011744249761041398,18338,2,,
蒲田7,kakuban,3,18338,is_x_day,plus,chi2,10.268331349672842,0.0013533314806511954,0.02248202137221201,18338,2,,
蒲田7,kakuban,4,18346,day_of_week,diff,kruskal,12.686243400862113,0.04829799900189677,0.00036459149358537065,18346,7,0.0,
蒲田7,kakuban,4,18346,day_of_week,hit104,chi2,7.378928796656914,0.28722039723301257,0.00866883132125194,18346,7,,
蒲田7,kakuban,4,18346,day_of_week,plus,chi2,8.377562685408781,0.21172614242243842,0.01138353788344927,18346,7,,
蒲田7,kakuban,4,18346,dd,diff,kruskal,38.57366061765356,0.13557008391518738,0.00046812233784622215,18346,31,0.0,
蒲田7,kakuban,4,18346,dd,hit104,chi2,29.34308830996123,0.4996317905393546,0.0,18346,31,,
蒲田7,kakuban,4,18346,dd,plus,chi2,42.363083648172115,0.06660430605583718,0.02595827454875388,18346,31,,
蒲田7,kakuban,4,18346,dd_bin,diff,kruskal,0.2275827719070446,0.9939965653282303,0.0,18346,5,0.0,
蒲田7,kakuban,4,18346,dd_bin,hit104,chi2,2.8298327924472524,0.5866940947716311,0.0,18346,5,,
蒲田7,kakuban,4,18346,dd_bin,plus,chi2,1.5599318687477757,0.8159748804572533,0.0,18346,5,,
蒲田7,kakuban,4,18346,is_x_day,diff,kruskal,0.04076085858545763,0.840000229112354,0.0,18346,2,0.0,
蒲田7,kakuban,4,18346,is_x_day,hit104,chi2,5.082349708022621,0.024170592244334526,0.014917407227687838,18346,2,,
蒲田7,kakuban,4,18346,is_x_day,plus,chi2,12.204316405680743,0.00047679070081631643,0.02471341536058538,18346,2,,
蒲田7,kakuban,5,18367,day_of_week,diff,kruskal,7.008893260233417,0.32002553832972963,5.4950613302473674e-05,18367,7,0.0,
蒲田7,kakuban,5,18367,day_of_week,hit104,chi2,8.121862431756439,0.22931064932999073,0.010747758193527716,18367,7,,
蒲田7,kakuban,5,18367,day_of_week,plus,chi2,10.05515052406178,0.12234864210696317,0.014858627865083731,18367,7,,
蒲田7,kakuban,5,18367,dd,diff,kruskal,22.361782000297197,0.8405621890424699,0.0,18367,31,0.0,
蒲田7,kakuban,5,18367,dd,hit104,chi2,40.53159797317935,0.09497190031263347,0.023944521606324265,18367,31,,
蒲田7,kakuban,5,18367,dd,plus,chi2,47.35034922459793,0.022992413994086868,0.03073451587770826,18367,31,,
蒲田7,kakuban,5,18367,dd_bin,diff,kruskal,1.5354294174453436,0.8203476038832478,0.0,18367,5,0.0,
蒲田7,kakuban,5,18367,dd_bin,hit104,chi2,3.475573535531355,0.4816021490129335,0.0,18367,5,,
蒲田7,kakuban,5,18367,dd_bin,plus,chi2,3.108363395476838,0.5398576419275011,0.0,18367,5,,
蒲田7,kakuban,5,18367,is_x_day,diff,kruskal,1.5797179292288404,0.20880132818779032,3.156645408270299e-05,18367,2,0.0,
蒲田7,kakuban,5,18367,is_x_day,hit104,chi2,6.358300123514281,0.011683342450956594,0.01708063537173854,18367,2,,
蒲田7,kakuban,5,18367,is_x_day,plus,chi2,21.33859488362875,3.849037986516737e-06,0.03327764636432618,18367,2,,
蒲田7,kakuban,6,18266,day_of_week,diff,kruskal,15.825441682300383,0.014722198608635068,0.0005381149943753975,18266,7,0.0,
蒲田7,kakuban,6,18266,day_of_week,hit104,chi2,17.022193781393817,0.009202024063219188,0.024565053348331412,18266,7,,
蒲田7,kakuban,6,18266,day_of_week,plus,chi2,20.607875228190426,0.0021571076740339065,0.02827996089206011,18266,7,,
蒲田7,kakuban,6,18266,dd,diff,kruskal,26.540670897339982,0.647272825986519,0.0,18266,31,0.0,
蒲田7,kakuban,6,18266,dd,hit104,chi2,29.82823139956018,0.47447589800899204,0.0,18266,31,,
蒲田7,kakuban,6,18266,dd,plus,chi2,40.26406051579262,0.09985034000251176,0.023703638381882806,18266,31,,
蒲田7,kakuban,6,18266,dd_bin,diff,kruskal,2.655017212818535,0.6171086487871322,0.0,18266,5,0.0,
