hall,granularity,group_value,n_machine_days,axis,outcome,test,statistic,p_value,effect_size,n_obs,n_levels,n_sparse_levels,note
蒲田7,kakuban,22,716,dd,hit104,chi2,48.3698589318551,0.01820425381226502,0.16010458444192635,716,31,,
蒲田7,kakuban,22,716,dd_bin,plus,chi2,15.20853500389491,0.004287681218797712,0.12517379533321646,716,5,,
蒲田7,kakuban,22,716,dd,plus,chi2,40.33664792955259,0.09850690149128571,0.11999248242729574,716,31,,
蒲田7,kakuban,22,716,dd_bin,hit104,chi2,11.123673592037434,0.02520869680072232,0.09977662541438788,716,5,,
蒲田7,kakuban,17,3162,dd,hit104,chi2,52.35429510627518,0.006973562576364702,0.08407677656650912,3162,31,,
蒲田7,kakuban,19,706,day_of_week,plus,chi2,10.117053160011773,0.11980842041849574,0.07633958091438689,706,7,,
蒲田7,kakuban,19,706,dd_bin,plus,chi2,7.470290428388233,0.11302651748740225,0.07010249477300132,706,5,,
蒲田7,kakuban,17,3162,dd,plus,chi2,45.523688637286035,0.03447956630379982,0.07005714556839603,3162,31,,
蒲田7,kakuban,19,706,dd,plus,chi2,32.767751609122556,0.3327094114788657,0.06217344648442634,706,31,,
蒲田7,kakuban,2,18718,dd,plus,chi2,88.8159949375676,9.917037839318411e-08,0.056056204233288505,18718,31,,
蒲田7,kakuban,19,706,day_of_week,hit104,chi2,8.143044226502807,0.22780976781809495,0.055024660916574764,706,7,,
蒲田7,kakuban,13,11605,dd,plus,chi2,64.49243637225345,0.00025462984442243506,0.054518236715077335,11605,31,,
蒲田7,kakuban,19,706,dd_bin,hit104,chi2,5.890344448357841,0.2074884477168666,0.05170393734274448,706,5,,
蒲田7,kakuban,15,8067,dd,plus,chi2,51.268617883444215,0.00912190238403893,0.05134551949547051,8067,31,,
蒲田7,kakuban,15,8067,dd,hit104,chi2,50.703706973322674,0.010468419870738363,0.05065892127714898,8067,31,,
蒲田7,kakuban,13,11605,is_x_day,plus,chi2,29.198592715872056,6.532663625462054e-08,0.049295717864065586,11605,2,,
蒲田7,kakuban,18,1060,dd_bin,hit104,chi2,6.550317440084792,0.16164745952260015,0.04903740610854572,1060,5,,
蒲田7,kakuban,1,18823,dd,plus,chi2,72.50145350492916,2.2273897695227362e-05,0.04751829658710866,18823,31,,
蒲田7,kakuban,12,14786,is_x_day,plus,chi2,34.2491821667882,4.8487916748603896e-09,0.04742194675113475,14786,2,,
蒲田7,kakuban,2,18718,is_x_day,plus,chi2,42.25740595611244,8.001642406173495e-11,0.0469496715565487,18718,2,,
蒲田7,kakuban,13,11605,dd,hit104,chi2,54.92065546737105,0.0036240361862432667,0.0463397134187203,11605,31,,
蒲田7,kakuban,17,3162,dd_bin,hit104,chi2,10.639353254379863,0.03093062186506921,0.04582571724227539,3162,5,,
蒲田7,kakuban,14,10145,is_x_day,plus,chi2,21.941448319421475,2.8109668055780183e-06,0.04543575162662531,10145,2,,
蒲田7,kakuban,12,14786,dd,plus,chi2,58.8533404301334,0.0012646724079297465,0.044174548085810054,14786,31,,
蒲田7,kakuban,1,18823,is_x_day,plus,chi2,36.149957321139674,1.8270248210716933e-09,0.04321446978798303,18823,2,,
蒲田7,kakuban,14,10145,dd,plus,chi2,48.73581783106898,0.01671982961085055,0.04297317385442457,10145,31,,
蒲田7,kakuban,17,3162,day_of_week,hit104,chi2,11.687003967363172,0.06932688286982366,0.04240890418683553,3162,7,,
蒲田7,kakuban,11,14747,dd,plus,chi2,55.30521383787326,0.0032779523139816525,0.04142384742196175,14747,31,,
蒲田7,kakuban,20,712,dd_bin,plus,chi2,5.214667611442145,0.26597183368305327,0.04123692520192942,712,5,,
蒲田7,kakuban,7,18283,dd,plus,chi2,59.95694800022853,0.0009317974844780396,0.040478558297540095,18283,31,,
