hall,granularity,group_value,axis,outcome,axis_level,axis_level_order,n,avg_diff,plus_rate,hit104_rate
蒲田7,section,2230-2246,dd,plus,1,1,201,176.61691542288557,40.298507462686565,34.82587064676617
蒲田7,section,2230-2246,dd,plus,2,2,197,135.53299492385787,40.10152284263959,35.025380710659896
蒲田7,section,2230-2246,dd,plus,3,3,180,384.44444444444446,42.22222222222222,38.88888888888889
蒲田7,section,2230-2246,dd,plus,4,4,180,755.5555555555555,53.888888888888886,45.55555555555556
蒲田7,section,2230-2246,dd,plus,5,5,180,382.77777777777777,42.77777777777778,40.0
蒲田7,section,2230-2246,dd,plus,6,6,182,415.9340659340659,43.956043956043956,37.362637362637365
蒲田7,section,2230-2246,dd,plus,7,7,202,1009.9009900990098,59.4059405940594,52.97029702970298
蒲田7,section,2230-2246,dd,plus,8,8,200,736.0,47.0,37.5
蒲田7,section,2230-2246,dd,plus,9,9,200,33.5,37.5,32.5
蒲田7,section,2230-2246,dd,plus,10,10,199,303.5175879396985,42.211055276381906,33.165829145728644
蒲田7,section,2230-2246,dd,plus,11,11,201,-81.09452736318408,38.80597014925373,31.8407960199005
蒲田7,section,2230-2246,dd,plus,12,12,166,195.78313253012047,42.168674698795186,34.93975903614458
蒲田7,section,2230-2246,dd,plus,13,13,201,194.02985074626866,37.81094527363184,33.33333333333333
蒲田7,section,2230-2246,dd,plus,14,14,197,-98.98477157360406,36.04060913705584,31.472081218274113
蒲田7,section,2230-2246,dd,plus,15,15,197,-106.09137055837563,33.50253807106599,26.903553299492383
蒲田7,section,2230-2246,dd,plus,16,16,201,365.67164179104475,33.33333333333333,29.850746268656714
蒲田7,section,2230-2246,dd,plus,17,17,201,467.1641791044776,45.27363184079602,40.79601990049751
蒲田7,section,2230-2246,dd,plus,18,18,191,108.90052356020942,36.64921465968586,32.460732984293195
蒲田7,section,2230-2246,dd,plus,19,19,194,56.18556701030928,37.628865979381445,30.412371134020617
蒲田7,section,2230-2246,dd,plus,20,20,197,17.766497461928935,38.578680203045685,32.48730964467005
蒲田7,section,2230-2246,dd,plus,21,21,197,1053.8071065989848,56.852791878172596,49.23857868020304
蒲田7,section,2230-2246,dd,plus,22,22,201,290.547263681592,46.26865671641791,36.318407960199
蒲田7,section,2230-2246,dd,plus,23,23,199,147.23618090452263,39.19597989949749,34.17085427135678
蒲田7,section,2230-2246,dd,plus,24,24,195,60.51282051282051,37.94871794871795,33.33333333333333
蒲田7,section,2230-2246,dd,plus,25,25,194,643.8144329896908,48.96907216494845,41.75257731958763
蒲田7,section,2230-2246,dd,plus,26,26,194,107.21649484536083,36.597938144329895,31.958762886597935
蒲田7,section,2230-2246,dd,plus,27,27,202,-40.0990099009901,37.12871287128713,29.207920792079207
蒲田7,section,2230-2246,dd,plus,28,28,198,55.05050505050505,40.909090909090914,34.84848484848485
蒲田7,section,2230-2246,dd,plus,29,29,185,329.72972972972974,41.08108108108108,33.513513513513516
蒲田7,section,2230-2246,dd,plus,30,30,185,1210.2702702702702,60.54054054054055,51.35135135135135
蒲田7,section,2230-2246,dd,plus,31,31,99,981.8181818181819,51.515151515151516,45.45454545454545
