hall,granularity,group_value,n_machine_days,axis,outcome,test,statistic,p_value,effect_size,n_obs,n_levels,n_sparse_levels,note
蒲田1,kakuban,20,1583,dd,hit104,chi2,44.09130421727117,0.046791664903017983,0.09431483743499335,1583,31,,
蒲田1,kakuban,18,1562,dd,plus,chi2,43.101346950487745,0.05740058589262673,0.09154567746821304,1562,31,,
蒲田1,kakuban,20,1583,dd,plus,chi2,42.00414409914428,0.0715152860888689,0.08704005192277177,1583,31,,
蒲田1,kakuban,14,3893,dd,plus,chi2,58.980668600010695,0.001221142328342783,0.08627997995944377,3893,31,,
蒲田1,kakuban,19,1571,is_x_day,plus,chi2,12.486040676392191,0.0004100042446544738,0.08553096952172029,1571,2,,
蒲田1,kakuban,18,1562,is_x_day,plus,chi2,11.8005487025838,0.0005921326671704329,0.08317803709547682,1562,2,,
蒲田1,kakuban,19,1571,dd,plus,chi2,39.883347142674346,0.1071434884385124,0.07926510731973847,1571,31,,
蒲田1,kakuban,18,1562,dd,hit104,chi2,38.20025428557065,0.14467540737835108,0.07239403528036026,1562,31,,
蒲田1,kakuban,16,2843,dd,plus,chi2,43.21236986238579,0.05611570072412807,0.06815610974591499,2843,31,,
蒲田1,kakuban,20,1583,is_x_day,plus,chi2,7.967818858898256,0.004761628010828042,0.06636293313851234,1583,2,,
蒲田1,kakuban,18,1562,day_of_week,hit104,chi2,12.820177997376137,0.04598208952208355,0.06608061537905759,1562,7,,
蒲田1,kakuban,3,14625,dd,plus,chi2,87.42824413255516,1.6028592238010852e-07,0.06266454978669886,14625,31,,
蒲田1,kakuban,20,1583,day_of_week,hit104,chi2,11.912673702754722,0.06394554252242592,0.06111523279044585,1583,7,,
蒲田1,kakuban,1,15020,dd,plus,chi2,83.6297127881647,5.864468143850583e-07,0.059754984757297236,15020,31,,
蒲田1,kakuban,2,14690,dd,plus,chi2,81.73470390084637,1.1091510866737596e-06,0.05934529553483586,14690,31,,
蒲田1,kakuban,16,2843,dd,hit104,chi2,39.35922140171277,0.11788305821630528,0.05735387948634186,2843,31,,
蒲田1,kakuban,17,2819,dd,plus,chi2,39.194486855051814,0.12143107197383611,0.05708759025183005,2819,31,,
蒲田1,kakuban,14,3893,dd,hit104,chi2,42.32259864203757,0.06714347559178149,0.056250822389347664,3893,31,,
蒲田1,kakuban,16,2843,dd_bin,plus,chi2,12.834518183348514,0.01211332130832643,0.05574999429578333,2843,5,,
蒲田1,kakuban,6,12203,dd,hit104,chi2,66.77976856898904,0.00012925422728269148,0.0549002688365885,12203,31,,
蒲田1,kakuban,19,1571,day_of_week,hit104,chi2,10.522271075847954,0.10431183064316604,0.053646942397567655,1571,7,,
蒲田1,kakuban,3,14625,is_x_day,plus,chi2,43.024938919264386,5.4046511801111633e-11,0.05360682723897407,14625,2,,
蒲田1,kakuban,18,1562,is_x_day,hit104,chi2,5.342595099960279,0.02081047085307712,0.05274013909887158,1562,2,,
蒲田1,kakuban,10,12417,dd,plus,chi2,63.82925695720076,0.0003090560219983125,0.0521963180397534,12417,31,,
蒲田1,kakuban,1,15020,dd,hit104,chi2,67.16313703129526,0.00011520136486922301,0.04974208714072861,15020,31,,
蒲田1,kakuban,19,1571,is_x_day,hit104,chi2,4.860499861158004,0.027478373779285095,0.04958338845273666,1571,2,,
蒲田1,kakuban,12,5918,dd,plus,chi2,44.38629946286602,0.04398033553592875,0.04930003497799611,5918,31,,
蒲田1,kakuban,6,12203,dd,plus,chi2,58.9324907919967,0.001237442222514773,0.04869214980494816,12203,31,,
蒲田1,kakuban,9,12319,is_x_day,plus,chi2,28.638546557188924,8.722839437550485e-08,0.047368198077399434,12319,2,,
蒲田1,kakuban,17,2819,day_of_week,hit104,chi2,11.929742403691819,0.06355464394346251,0.045863739542979724,2819,7,,
