island,section,last_digit,period,xday_mean,period_mean,deviation,global_mean,deviation_vs_global,n_xday_records,n_period_records
AT島,540-556,5,旧店長2025,425.84027777777777,27.56056338028169,398.2797143974961,-48.559760956175296,474.40003873395307,144,710
AT島,540-556,6,旧店長2025,197.8840579710145,3.1625544267053702,194.72150354430912,18.263479145473042,179.62057882554146,138,689
AT島,540-556,7,旧店長2025,535.9722222222222,204.84313725490196,331.1290849673202,298.6123260437376,237.35989617848458,72,357
AT島,540-556,8,旧店長2025,489.6142857142857,125.42774566473989,364.1865400495458,48.27439024390244,441.3398954703833,70,346
AT島,540-556,9,旧店長2025,421.30555555555554,68.45325779036827,352.85229776518725,4.691532258064516,416.61402329749103,72,353
AT島,557-573,0,旧店長2025,140.60416666666666,80.13997113997114,60.46419552669552,157.04747474747475,-16.443308080808094,144,693
AT島,557-573,1,旧店長2025,403.15384615384613,171.9798561151079,231.17399003873822,72.5337361530715,330.6201100007746,143,695
AT島,557-573,2,旧店長2025,425.8333333333333,162.18156028368793,263.6517730496454,182.86027944111777,242.97305389221555,144,705
AT島,557-573,3,旧店長2025,579.9136690647482,138.88712011577425,441.026548948974,174.45904954499494,405.45461951975324,139,691
AT島,557-573,4,旧店長2025,29.930555555555557,37.07536231884058,-7.144806763285025,148.72357723577235,-118.7930216802168,72,345
AT島,557-573,5,旧店長2025,612.2058823529412,96.05325443786982,516.1526279150714,103.72895277207392,508.4769295808673,68,338
AT島,557-573,6,旧店長2025,745.6111111111111,403.5637393767705,342.0473717343406,355.63453815261045,389.97657295850064,72,353
AT島,557-573,7,旧店長2025,38.774647887323944,22.71267605633803,16.061971830985915,-2.725470763131814,41.50011865045576,142,710
AT島,557-573,8,旧店長2025,258.3125,102.14929577464788,156.1632042253521,110.20456802383316,148.10793197616684,144,710
AT島,557-573,9,旧店長2025,337.0281690140845,124.03890489913545,212.98926411494904,45.54582074521652,291.48234826886795,142,694
AT島,574-590,0,旧店長2025,-131.39583333333334,-75.43411927877948,-55.961714054553866,-95.35588235294118,-36.03995098039216,144,721
AT島,574-590,1,旧店長2025,1009.4166666666666,162.53203342618386,846.8846332404828,109.89194499017681,899.5247216764898,72,359
AT島,574-590,2,旧店長2025,1091.0972222222222,171.52646239554318,919.570759826679,181.75442043222003,909.3428017900021,72,359
AT島,574-590,3,旧店長2025,520.1388888888889,-207.35574229691878,727.4946311858077,-81.40236686390533,601.5412557527942,72,357
AT島,574-590,4,旧店長2025,589.0833333333334,84.27486187845304,504.8084714548803,96.49462365591398,492.5887096774194,144,724
AT島,574-590,5,旧店長2025,797.2708333333334,143.68150208623086,653.5893312471026,196.06967615309128,601.201157180242,144,719
AT島,574-590,6,旧店長2025,308.3125,-108.63157894736842,416.94407894736844,-46.74828599412341,355.0607859941234,144,722
AT島,574-590,7,旧店長2025,500.375,202.5167597765363,297.85824022346367,158.33498023715416,342.0400197628459,144,716
AT島,574-590,8,旧店長2025,51.076388888888886,60.806451612903224,-9.730062724014338,47.448412698412696,3.62797619047619,144,713
AT島,574-590,9,旧店長2025,-340.44444444444446,-54.77468706536857,-285.6697573790759,-32.384086444007856,-308.0603580004366,144,719
AT島,591-607,0,旧店長2025,743.8888888888889,378.73424657534247,365.15464231354645,293.00388349514566,450.88500539374326,72,365
AT島,591-607,1,旧店長2025,518.8239436619718,102.76363636363637,416.0603072983355,7.562252964426878,511.26169069754496,142,715
AT島,591-607,2,旧店長2025,161.64084507042253,90.79661016949153,70.844234900931,78.762,82.87884507042253,142,708
AT島,591-607,3,旧店長2025,537.6527777777778,45.12603878116344,492.52673899661437,47.983300589390964,489.66947718838685,144,722
AT島,591-607,4,旧店長2025,815.8181818181819,219.79271708683473,596.0254647313471,188.0924623115578,627.725719506624,143,714
AT島,591-607,5,旧店長2025,590.0069444444445,23.526970954356848,566.4799734900876,-49.448579823702254,639.4555242681467,144,723
AT島,591-607,6,旧店長2025,832.8958333333334,231.61527777777778,601.2805555555556,192.9171597633136,639.9786735700197,144,720
AT島,591-607,7,旧店長2025,748.3958333333334,131.413698630137,616.9821347031964,84.18093385214007,664.2148994811932,144,730
AT島,591-607,8,旧店長2025,517.9142857142857,180.2549019607843,337.6593837535014,150.96245059288538,366.95183512140034,70,357
AT島,591-607,9,旧店長2025,905.5555555555555,429.6391184573003,475.91643709825524,300.6861598440546,604.8693957115009,72,363
AT島,608-623,0,旧店長2025,-181.43055555555554,24.422437673130194,-205.85299322868573,-90.90891283055828,-90.52164272499726,144,722
AT島,608-623,1,旧店長2025,392.66901408450707,172.07142857142858,220.59758551307849,86.98294884653961,305.68606523796745,142,700
AT島,608-623,2,旧店長2025,371.3706293706294,5.595135908440629,365.77549346218876,-5.792168674698795,377.1627980453282,143,699
AT島,608-623,3,旧店長2025,156.36363636363637,-79.14225352112676,235.50588988476312,-15.3996003996004,171.76323676323676,143,710
AT島,608-623,4,旧店長2025,577.2638888888889,80.65289256198348,496.6109963269054,21.921722113502934,555.342166775386,72,363
AT島,608-623,5,旧店長2025,-149.93055555555554,-184.75142857142856,34.82087301587302,-118.65853658536585,-31.27201897018969,72,350
AT島,608-623,6,旧店長2025,-486.52777777777777,-151.00584795321637,-335.5219298245614,-224.81159420289856,-261.7161835748792,72,342
AT島,608-623,7,旧店長2025,-393.6619718309859,-122.0340909090909,-271.627880921895,-125.93456032719837,-267.72741150378755,71,352
AT島,608-623,8,旧店長2025,113.4965034965035,-166.10533707865167,279.60184057515517,-133.4037886340977,246.9002921306012,143,712
AT島,608-623,9,旧店長2025,233.86111111111111,-13.098337950138504,246.95944906124961,26.285854616895875,207.57525649421524,144,722
AT島,624-640,0,旧店長2025,181.77083333333334,-230.54570637119113,412.3165397045245,-162.1976401179941,343.96847345132744,144,722
AT島,624-640,1,旧店長2025,248.18055555555554,-141.66944444444445,389.85,-127.29191321499013,375.4724687705457,72,360
AT島,624-640,2,旧店長2025,-653.2638888888889,-208.76388888888889,-444.5,-254.3208661417323,-398.94302274715665,72,360
AT島,624-640,3,旧店長2025,-365.0,-273.6022099447514,-91.3977900552486,-128.70669291338584,-236.29330708661416,72,362
AT島,624-640,4,旧店長2025,348.531914893617,-130.65561959654178,479.1875344901588,-128.81522842639595,477.34714332001295,141,694
AT島,624-640,5,旧店長2025,-191.43661971830986,-376.021676300578,184.58505658226815,-255.44353182751541,64.00691210920556,142,692
AT島,624-640,6,旧店長2025,-34.3986013986014,-305.2737588652482,270.87515746664684,-238.3211752786221,203.9225738800207,143,705
AT島,624-640,7,旧店長2025,266.02797202797206,-17.431818181818183,283.45979020979024,-46.52,312.54797202797204,143,704
AT島,624-640,8,旧店長2025,135.0,26.060606060606062,108.93939393939394,-30.53211009174312,165.5321100917431,144,693
AT島,624-640,9,旧店長2025,108.84722222222223,-121.1281690140845,229.97539123630673,-109.54091816367266,218.38814038589487,144,710
AT島,501-522,0,旧店長2026前半,1072.0625,121.41525423728814,950.6472457627119,104.17564870259481,967.8868512974052,48,236
AT島,501-522,1,旧店長2026前半,696.6944444444445,4.82122905027933,691.8732153941651,40.72007848266841,655.974365961776,72,358
AT島,501-522,2,旧店長2026前半,1210.3333333333333,-43.97478991596638,1254.3081232492996,-23.576094056172437,1233.9094273895057,72,357
AT島,501-522,3,旧店長2026前半,34.083333333333336,-101.44166666666666,135.525,88.82381889763779,-54.74048556430446,48,240
AT島,501-522,4,旧店長2026前半,785.1666666666666,248.84453781512605,536.3221288515406,167.10344827586206,618.0632183908045,48,238
AT島,501-522,5,旧店長2026前半,-455.7708333333333,-349.046218487395,-106.72461484593833,21.41906653426018,-477.1898998675935,48,238
AT島,501-522,6,旧店長2026前半,557.75,257.83898305084745,299.91101694915255,145.2082494969819,412.5417505030181,48,236
AT島,501-522,7,旧店長2026前半,-343.8125,105.32340425531915,-449.13590425531913,-72.48597194388778,-271.32652805611224,48,235
AT島,501-522,8,旧店長2026前半,519.2083333333334,-135.86919831223628,655.0775316455697,-27.229083665338646,546.437416998672,48,237
AT島,501-522,9,旧店長2026前半,-485.3333333333333,-334.9568965517241,-150.3764367816092,-105.22487562189055,-380.1084577114428,48,232
AT島,523-539,0,旧店長2026前半,91.70833333333333,-53.026785714285715,144.73511904761904,-235.16463414634146,326.8729674796748,24,112
AT島,523-539,1,旧店長2026前半,688.7916666666666,-9.027522935779816,697.8191896024465,-177.70362903225808,866.4952956989247,24,109
AT島,523-539,2,旧店長2026前半,-955.0,-543.9047619047619,-411.0952380952381,-82.76024590163935,-872.2397540983607,24,105
AT島,523-539,3,旧店長2026前半,337.1041666666667,-39.81497797356828,376.91914464023495,-242.5030181086519,579.6071847753186,48,227
AT島,523-539,4,旧店長2026前半,836.7916666666666,-70.84,907.6316666666667,-136.67722165474976,973.4688883214164,48,225
AT島,523-539,5,旧店長2026前半,-658.4375,17.463963963963963,-675.9014639639639,-146.70408163265307,-511.7334183673469,48,222
AT島,523-539,6,旧店長2026前半,52.808510638297875,124.5925925925926,-71.78408195429472,-59.17110655737705,111.97961719567493,47,216
AT島,523-539,7,旧店長2026前半,634.2083333333334,166.15625,468.05208333333337,-154.7138523761375,788.9221857094709,48,224
AT島,523-539,8,旧店長2026前半,-232.04347826086956,-101.06103286384976,-130.9824453970198,-62.78600823045267,-169.2574700304169,46,213
AT島,523-539,9,旧店長2026前半,185.31914893617022,-236.35874439461884,421.67789333078906,-171.8085742771685,357.12772321333875,47,223
AT島,540-556,0,旧店長2026前半,301.9583333333333,-143.94323144104803,445.9015647743813,152.03174603174602,149.9265873015873,48,229
AT島,540-556,1,旧店長2026前半,88.70833333333333,-25.533333333333335,114.24166666666666,120.01630988786953,-31.307976554536197,48,225
AT島,540-556,2,旧店長2026前半,42.895833333333336,-134.14732142857142,177.04315476190476,160.40464177598386,-117.50880844265052,48,224
AT島,540-556,3,旧店長2026前半,514.125,10.262222222222222,503.86277777777775,140.59390862944161,373.5310913705584,48,225
AT島,540-556,4,旧店長2026前半,-852.375,289.65502183406113,-1142.0300218340612,211.0678824721378,-1063.4428824721379,48,229
AT島,540-556,5,旧店長2026前半,-283.6041666666667,-310.35470085470087,26.75053418803418,-48.559760956175296,-235.0444057104914,48,234
AT島,540-556,6,旧店長2026前半,233.02083333333334,143.98290598290598,89.03792735042737,18.263479145473042,214.7573541878603,48,234
AT島,540-556,7,旧店長2026前半,814.5416666666666,294.8103448275862,519.7313218390805,298.6123260437376,515.929340622929,24,116
AT島,540-556,8,旧店長2026前半,959.0,-150.64655172413794,1109.646551724138,48.27439024390244,910.7256097560976,24,116
AT島,540-556,9,旧店長2026前半,738.3333333333334,-77.67256637168141,816.0058997050148,4.691532258064516,733.6418010752689,24,113
AT島,557-573,0,旧店長2026前半,386.8958333333333,393.35,-6.454166666666708,157.04747474747475,229.84835858585856,48,240
AT島,557-573,1,旧店長2026前半,-57.229166666666664,-147.64705882352942,90.41789215686276,72.5337361530715,-129.76290281973817,48,238
AT島,557-573,2,旧店長2026前半,760.3958333333334,252.7689075630252,507.62692577030816,182.86027944111777,577.5355538922156,48,238
AT島,557-573,3,旧店長2026前半,-98.58333333333333,277.55230125523013,-376.13563458856345,174.45904954499494,-273.0423828783283,48,239
