island,section,last_digit,dd,dd_mean,global_mean,deviation_dd,n_records
AT島,501-522,6,26,321.83870967741933,145.2082494969819,176.63046018043744,31
AT島,501-522,6,27,900.7272727272727,145.2082494969819,755.5190232302908,33
AT島,501-522,6,28,362.4516129032258,145.2082494969819,217.2433634062439,31
AT島,501-522,6,29,-111.5925925925926,145.2082494969819,-256.8008420895745,27
AT島,501-522,6,30,1012.0,145.2082494969819,866.7917505030181,27
AT島,501-522,6,31,-297.1111111111111,145.2082494969819,-442.319360608093,18
AT島,501-522,7,1,-88.09677419354838,-72.48597194388778,-15.610802249660608,31
AT島,501-522,7,2,-86.75,-72.48597194388778,-14.264028056112224,32
AT島,501-522,7,3,-200.61764705882354,-72.48597194388778,-128.13167511493577,34
AT島,501-522,7,4,128.14705882352942,-72.48597194388778,200.6330307674172,34
AT島,501-522,7,5,-296.94117647058823,-72.48597194388778,-224.45520452670047,34
AT島,501-522,7,6,-101.08823529411765,-72.48597194388778,-28.602263350229876,34
AT島,501-522,7,7,944.8235294117648,-72.48597194388778,1017.3095013556525,34
AT島,501-522,7,8,-421.57575757575756,-72.48597194388778,-349.0897856318698,33
AT島,501-522,7,9,819.3030303030303,-72.48597194388778,891.789002246918,33
AT島,501-522,7,10,-417.59375,-72.48597194388778,-345.10777805611224,32
AT島,501-522,7,11,-50.39393939393939,-72.48597194388778,22.092032549948385,33
AT島,501-522,7,12,-841.8709677419355,-72.48597194388778,-769.3849957980477,31
AT島,501-522,7,13,-104.17647058823529,-72.48597194388778,-31.690498644347514,34
AT島,501-522,7,14,-796.6470588235294,-72.48597194388778,-724.1610868796416,34
AT島,501-522,7,15,-825.0625,-72.48597194388778,-752.5765280561122,32
AT島,501-522,7,16,-228.47058823529412,-72.48597194388778,-155.98461629140633,34
AT島,501-522,7,17,1008.9411764705883,-72.48597194388778,1081.427148414476,34
AT島,501-522,7,18,0.0,-72.48597194388778,72.48597194388778,33
AT島,501-522,7,19,94.72727272727273,-72.48597194388778,167.2132446711605,33
AT島,501-522,7,20,9.580645161290322,-72.48597194388778,82.0666171051781,31
AT島,501-522,7,21,-165.5,-72.48597194388778,-93.01402805611222,34
AT島,501-522,7,22,-639.3125,-72.48597194388778,-566.8265280561122,32
AT島,501-522,7,23,315.54545454545456,-72.48597194388778,388.0314264893423,33
AT島,501-522,7,24,494.8529411764706,-72.48597194388778,567.3389131203584,34
AT島,501-522,7,25,143.0,-72.48597194388778,215.48597194388776,33
AT島,501-522,7,26,306.05882352941177,-72.48597194388778,378.54479547329953,34
AT島,501-522,7,27,-580.1818181818181,-72.48597194388778,-507.69584623793037,33
AT島,501-522,7,28,-274.0625,-72.48597194388778,-201.57652805611224,32
AT島,501-522,7,29,6.928571428571429,-72.48597194388778,79.4145433724592,28
AT島,501-522,7,30,-352.7142857142857,-72.48597194388778,-280.22831377039796,28
AT島,501-522,7,31,-386.52941176470586,-72.48597194388778,-314.0434398208181,17
AT島,501-522,8,1,841.0909090909091,-27.229083665338646,868.3199927562478,33
AT島,501-522,8,2,-906.8125,-27.229083665338646,-879.5834163346614,32
AT島,501-522,8,3,641.030303030303,-27.229083665338646,668.2593866956416,33
AT島,501-522,8,4,-501.3235294117647,-27.229083665338646,-474.09444574642606,34
AT島,501-522,8,5,-382.6,-27.229083665338646,-355.3709163346614,35
AT島,501-522,8,6,-140.64705882352942,-27.229083665338646,-113.41797515819077,34
AT島,501-522,8,7,712.4705882352941,-27.229083665338646,739.6996719006328,34
AT島,501-522,8,8,-516.3636363636364,-27.229083665338646,-489.13455269829774,33
AT島,501-522,8,9,671.8823529411765,-27.229083665338646,699.1114366065151,34
AT島,501-522,8,10,537.0645161290323,-27.229083665338646,564.293599794371,31
AT島,501-522,8,11,-253.3235294117647,-27.229083665338646,-226.09444574642606,34
AT島,501-522,8,12,-405.93548387096774,-27.229083665338646,-378.7064002056291,31
AT島,501-522,8,13,293.8787878787879,-27.229083665338646,321.1078715441265,33
AT島,501-522,8,14,178.44117647058823,-27.229083665338646,205.67026013592687,34
AT島,501-522,8,15,-357.6060606060606,-27.229083665338646,-330.376976940722,33
AT島,501-522,8,16,-698.030303030303,-27.229083665338646,-670.8012193649644,33
AT島,501-522,8,17,944.7058823529412,-27.229083665338646,971.9349660182799,34
AT島,501-522,8,18,496.6470588235294,-27.229083665338646,523.876142488868,34
AT島,501-522,8,19,-623.4545454545455,-27.229083665338646,-596.2254617892069,33
AT島,501-522,8,20,79.08823529411765,-27.229083665338646,106.3173189594563,34
