condition,difficulty,n_pairs,n_days,hit_at_2_mean,hit_at_3_mean,loss_mean,loss_p50,loss_p75,loss_p95,rank2_rescue_rate,rank3_rescue_rate,critical_miss_rate
anomaly_direction,anomaly,76,19,0.9473684210526315,0.9473684210526315,497.36842105263156,0.0,0.0,4350.0,0.5555555555555556,0.0,0.05263157894736842
anomaly_direction,normal,508,127,0.9803149606299213,0.9881889763779528,454.3307086614173,0.0,0.0,2529.9999999999955,0.6333333333333333,0.0,0.021653543307086614
difficulty_failure,hit_day,528,132,1.0,1.0,364.3939393939394,0.0,0.0,2129.9999999999955,0.9583333333333334,0.0,0.001893939393939394
difficulty_failure,miss_day,56,14,0.75,0.8214285714285714,1360.7142857142858,0.0,325.0,10125.0,0.06666666666666667,0.0,0.25
pred_span_quartile,Q1,143,99,0.9090909090909091,0.9300699300699301,826.5734265734266,0.0,350.0,4750.000000000003,0.5,0.0,0.0979020979020979
pred_span_quartile,Q2,147,93,0.9931972789115646,1.0,625.1700680272108,0.0,0.0,4049.9999999999945,0.875,0.0,0.006802721088435374
pred_span_quartile,Q3,147,99,1.0,1.0,377.55102040816325,0.0,0.0,1509.9999999999966,1.0,,0.0
pred_span_quartile,Q4,147,105,1.0,1.0,20.408163265306122,0.0,0.0,0.0,,,0.0
weekday,fri_sat,168,42,0.9880952380952381,0.9880952380952381,354.1666666666667,0.0,0.0,2155.000000000004,0.7,0.0,0.017857142857142856
weekday,mon_thu,252,63,0.9801587301587301,0.9801587301587301,467.85714285714283,0.0,0.0,2514.999999999992,0.6428571428571429,0.0,0.01984126984126984
weekday,sunday,84,21,0.9642857142857143,0.9761904761904762,586.9047619047619,0.0,0.0,2654.999999999998,0.625,0.0,0.03571428571428571
weekday,wednesday,80,20,0.95,0.9875,523.75,0.0,0.0,3319.999999999999,0.42857142857142855,0.0,0.05
