scope,n_pairs,hit_at_2_rate,loss_mean,loss_p50,loss_p90,loss_p95,rank2_rescue_on_miss1,rank3_rescue_on_miss12,critical_miss_rate,catastrophic_rate,catastrophic_on_critical_rate,hit_at_2_rate_delta,hit_at_2_rate_direction,loss_mean_delta,loss_mean_direction,rank2_rescue_on_miss1_delta,rank2_rescue_on_miss1_direction,critical_miss_rate_delta,critical_miss_rate_direction,catastrophic_rate_delta,catastrophic_rate_direction
current_overall,584.0,0.976027397260274,459.93150684931504,0.0,1070.0000000000045,2785.0000000000023,0.6153846153846154,0.0,0.025684931506849314,0.0017123287671232876,0.0,,,,,,,,,,
baseline_overall,584.0,0.9931506849315068,610.7876712328767,0.0,900.0,3500.0,0.8918918918918919,0.0,0.00684931506849315,0.011986301369863013,0.5,,,,,,,,,,
overall_delta,,,,,,,,,,,,-0.017123287671232834,worsened,-150.8561643835617,improved,-0.27650727650727647,worsened,0.018835616438356163,worsened,-0.010273972602739725,improved
