segment,target,feature,importance_mean,importance_std,n_models
2F_A,target_is_top3,same_weekday_avg_rank_pct,3.523501869955098,0.615450940840697,60
2F_A,target_is_top3,lag_7_avg_diff_coins_rank_pct,2.9245530101223376,0.8907957305347589,60
2F_A,target_is_top3,lag_1_total_games,2.7074391483652764,0.7955225692664688,60
2F_A,target_is_top3,rolling_avg_diff_14d_vs_mean,2.217733236152085,0.7397368529383872,60
2F_A,target_is_top3,rolling_avg_efficiency_14d_rank_pct,1.9869654438976136,0.4529131631646971,60
2F_A,target_is_top3,rolling_avg_diff_14d_zscore,1.9361222385198618,0.8102391893239873,60
2F_A,target_is_top3,ewm_diff_momentum_7v21,1.83892897021161,0.5313771279519762,60
2F_A,target_is_top3,lag_14_avg_diff_coins_rank_pct,1.8101701526380594,0.48922328135284726,60
2F_A,target_is_top3,weekday_segment_top1_rate,1.802062511055098,0.4180581230337847,60
2F_A,target_is_top3,rank_pct_rolling_28d,1.6740466890066932,0.7368830850994221,60
2F_A,target_is_top3,rolling_avg_diff_14d,1.5672855931408776,0.6241541861344443,60
2F_A,target_is_top3,ewm_avg_diff_7d_rank_pct,1.4713367749093995,0.8130033705718772,60
2F_A,target_is_top3,rolling_avg_diff_14d_rank_pct,1.4357499276400398,0.4866283784302636,60
2F_A,target_is_top3,ewm_efficiency_momentum_7v21,1.3926056631851502,0.4783870729739966,60
2F_A,target_is_top3,ewm_rank_momentum_7v30,1.3796479731638962,0.47404483718817664,60
2F_A,target_is_top3,ewm_avg_diff_21d_vs_mean,1.274109758226778,0.6115141065947541,60
2F_A,target_is_top3,ewm_avg_diff_21d_rank_pct,1.1828327699509027,0.41806337939367894,60
2F_A,target_is_top3,lag_1_efficiency,1.1633231834684197,0.5470733270650848,60
2F_A,target_is_top3,lag_7_avg_diff_coins_zscore,1.1080663810216214,0.46434040762535095,60
2F_A,target_is_top3,ewm_avg_diff_7d_zscore,1.0645731105034628,0.5453261569617371,60
2F_A,target_is_top3,lag_14_avg_diff_coins_vs_mean,1.0196307787653587,0.41943072665492254,60
2F_A,target_is_top3,hall_total_games_yesterday,0.9783703393630668,0.4117471827324075,60
2F_A,target_is_top3,ewm_avg_diff_21d,0.9772633061066471,0.3838658772737455,60
2F_A,target_is_top3,lag_3_avg_diff_coins,0.9595801453180852,0.4233942845073773,60
2F_A,target_is_top3,rolling_std_diff_14d,0.9422902266975837,0.40525289178394763,60
2F_A,target_is_top3,rolling_avg_diff_28d,0.9199469344348324,0.6240235303604694,60
2F_A,target_is_top3,lag_3_avg_diff_coins_vs_mean,0.9136739046527577,0.44461672372236666,60
2F_A,target_is_top3,lag_7_efficiency,0.9078006930465217,0.37258103782666635,60
2F_A,target_is_top3,lag_1_avg_diff_coins_zscore,0.864560862769974,0.3355582530344768,60
2F_A,target_is_top3,rolling_avg_diff_7d,0.8549763351916343,0.41512145963182817,60
2F_A,target_is_top3,lag_14_efficiency,0.8474487137299864,0.5065379078854528,60
2F_A,target_is_top3,lag_21_avg_diff_coins,0.8082474796813267,0.4064662627928496,60
2F_A,target_is_top3,rolling_std_efficiency_14d,0.8073926921908614,0.34301599239577757,60
2F_A,target_is_top3,ewm_rank_30d,0.7995831286543085,0.3827305849145263,60
2F_A,target_is_top3,lag_1_avg_diff_coins_rank_pct,0.7952752466842269,0.3401071281307243,60
2F_A,target_is_top3,lag_21_efficiency,0.7885834781883125,0.32487906738174993,60
2F_A,target_is_top3,rolling_std_diff_7d,0.7789200198987217,0.4256816886443716,60
2F_A,target_is_top3,lag_3_avg_diff_coins_zscore,0.7659563373878967,0.3843555026806943,60
2F_A,target_is_top3,lag_1_efficiency_zscore,0.7605113490335839,0.384066585632902,60
2F_A,target_is_top3,rolling_avg_efficiency_14d_zscore,0.7561541850510879,0.41585898303964086,60
2F_A,target_is_top3,lag_14_avg_diff_coins,0.7549427255268489,0.3005964295718736,60
2F_A,target_is_top3,ewm_avg_diff_21d_zscore,0.7484036111414692,0.33669215943982905,60
2F_A,target_is_top3,lag_1_efficiency_vs_mean,0.7330465204017143,0.3639486524981859,60
2F_A,target_is_top3,diff_delta_1_vs_14,0.7231961159691576,0.27611035588548344,60
2F_A,target_is_top3,rolling_avg_efficiency_7d,0.717730944559113,0.406544989731391,60
2F_A,target_is_top3,ewm_efficiency_7d_zscore,0.7134923433592959,0.3522365721298728,60
2F_A,target_is_top3,rank_trend_2m_vs_3m,0.7081281822941742,0.27166847756871637,60
2F_A,target_is_top3,eff_delta_1_vs_7,0.7021497637906566,0.3521551032768248,60
2F_A,target_is_top3,lag_21_total_games,0.7018065476464584,0.33912125255363873,60
2F_A,target_is_top3,rank_pct_avg_3m,0.695689929411613,0.5054423890477063,60
2F_A,target_is_top3,rolling_avg_diff_28d_zscore,0.6922612636911991,0.3651801216314451,60
2F_A,target_is_top3,rolling_std_efficiency_7d,0.6776613106076186,0.31338020069450867,60
2F_A,target_is_top3,rolling_avg_diff_7d_rank_pct,0.6747182049034713,0.34374890476361214,60
2F_A,target_is_top3,ewm_efficiency_21d,0.6601888566694601,0.3240746512555076,60
2F_A,target_is_top3,lag_14_avg_diff_coins_zscore,0.6572776214423399,0.330629754595363,60
2F_A,target_is_top3,rolling_avg_efficiency_28d_zscore,0.6513119881051954,0.33953624834073953,60
2F_A,target_is_top3,rolling_avg_diff_7d_zscore,0.6470880615344862,0.336300447927914,60
2F_A,target_is_top3,lag_7_avg_diff_coins_vs_mean,0.6461640311361289,0.3330893636903198,60
2F_A,target_is_top3,rolling_avg_diff_7d_vs_mean,0.6453201158026588,0.33599518904769077,60
2F_A,target_is_top3,lag_7_avg_diff_coins,0.6422176675903828,0.3230440011020758,60
2F_A,target_is_top3,rank_pct_avg_2m,0.6357798648302456,0.3419772299939839,60
2F_A,target_is_top3,rolling_avg_games_7d_vs_mean,0.6322868953306724,0.28517371551651166,60
2F_A,target_is_top3,rolling_avg_efficiency_28d,0.6197791554249235,0.3310670696546504,60
2F_A,target_is_top3,rolling_avg_efficiency_14d_vs_mean,0.618455028334333,0.3260059964344428,60
2F_A,target_is_top3,lag_7_total_games,0.6165785029260179,0.26978682172989316,60
2F_A,target_is_top3,ewm_rank_7d,0.6143449231269803,0.3764358352009235,60
2F_A,target_is_top3,rank_pct_trend_7vs28,0.6139159373626709,0.32513319908140903,60
2F_A,target_is_top3,ewm_efficiency_7d_vs_mean,0.6127505196449387,0.4091071579620345,60
2F_A,target_is_top3,ewm_avg_diff_7d,0.6098088181857015,0.28778230094312907,60
2F_A,target_is_top3,rolling_avg_efficiency_7d_rank_pct,0.6032813164974482,0.2888472303000332,60
2F_A,target_is_top3,rank_trend_1m_vs_2m,0.5968591189775563,0.3674613821015172,60
2F_A,target_is_top3,ewm_avg_diff_7d_vs_mean,0.5731104266660552,0.4138163749526743,60
2F_A,target_is_top3,rolling_avg_efficiency_7d_zscore,0.5726256258302655,0.2644977560220585,60
2F_A,target_is_top3,rolling_avg_efficiency_14d,0.5678235230717801,0.2836926943593439,60
2F_A,target_is_top3,rolling_avg_diff_28d_vs_mean,0.553094527396069,0.30770007103767494,60
2F_A,target_is_top3,month_progress,0.5502300504485256,0.2975266769559656,60
2F_A,target_is_top3,lag_3_avg_diff_coins_rank_pct,0.5487682766313937,0.3120002608452599,60
2F_A,target_is_top3,rolling_avg_games_7d_zscore,0.5422945747457094,0.33425615947360376,60
2F_A,target_is_top3,days_since_last_top2,0.5382008998256518,0.22105674114817556,60
2F_A,target_is_top3,diff_delta_1_vs_7,0.5379116639680157,0.3181956662374413,60
2F_A,target_is_top3,rolling_avg_efficiency_28d_vs_mean,0.5373761583159511,0.3315796205561433,60
2F_A,target_is_top3,day_of_month,0.5213675762866395,0.3005372677759122,60
2F_A,target_is_top3,rolling_avg_games_28d,0.5120646590858368,0.29299532153444213,60
2F_A,target_is_top3,hall_diff_spread_yesterday,0.5027642585300404,0.23766778195320978,60
2F_A,target_is_top3,rolling_avg_games_7d_rank_pct,0.5014690490516842,0.2877340114993028,60
2F_A,target_is_top3,rank_pct_avg_1m,0.500755533115075,0.3732532863267362,60
2F_A,target_is_top3,hall_avg_diff_yesterday,0.4879458393454244,0.30766100419486414,60
2F_A,target_is_top3,same_weekday_top5_rate,0.48531969569311023,0.29670179344008557,60
2F_A,target_is_top3,ewm_efficiency_7d,0.48394082664520155,0.35064421696783243,60
2F_A,target_is_top3,eff_delta_1_vs_14,0.47933048357333324,0.3154400314787062,60
2F_A,target_is_top3,rolling_avg_efficiency_7d_vs_mean,0.4748426215187174,0.25198556827017843,60
