window_end,mean,n_obs,metric,window_days
2025-03-15,385.19943820224717,16,edge,60
2025-03-22,266.619975031211,15,edge,60
2025-03-29,343.2062421972534,15,edge,60
2025-04-05,353.1352996254681,16,edge,60
2025-04-12,233.6569288389513,15,edge,60
2025-04-19,176.24569288389515,15,edge,60
2025-04-26,162.5765293383271,15,edge,60
2025-05-03,155.43352059925093,16,edge,60
2025-05-10,173.05266853932582,16,edge,60
2025-05-17,420.66217228464416,15,edge,60
2025-05-24,404.0307116104869,15,edge,60
2025-05-31,346.28464419475654,16,edge,60
2025-06-07,359.9772784019975,15,edge,60
2025-06-14,415.14207240948815,15,edge,60
2025-06-21,495.2389981273408,16,edge,60
2025-06-28,635.749765917603,16,edge,60
2025-07-05,518.0863764044943,16,edge,60
2025-07-12,668.788413728529,16,edge,60
2025-07-19,659.9926546558181,16,edge,60
2025-07-26,709.251872659176,16,edge,60
2025-08-02,718.4138253906754,16,edge,60
2025-08-09,651.4341663437945,16,edge,60
2025-08-16,631.4144711352188,16,edge,60
2025-08-23,521.8012640449438,16,edge,60
2025-08-30,518.6463300185113,15,edge,60
2025-09-06,396.3931034482758,15,edge,60
2025-09-13,380.32567049808426,15,edge,60
2025-09-20,320.670928030303,16,edge,60
2025-09-27,238.45918669453152,15,edge,60
2025-10-04,212.05714907697669,15,edge,60
2025-10-11,130.26418821839079,16,edge,60
2025-10-18,32.095358307503524,16,edge,60
2025-10-25,47.20492501291487,16,edge,60
2025-11-01,93.76631581213135,15,edge,60
2025-11-08,55.43641635993798,16,edge,60
2025-11-15,48.10425639825215,16,edge,60
2025-11-22,56.906245034615814,16,edge,60
2025-11-29,81.63135551441381,16,edge,60
2025-12-06,136.39923745885824,16,edge,60
2025-12-13,157.5386313982522,16,edge,60
2025-12-20,306.4181413857678,16,edge,60
2025-12-27,271.1419142738244,15,edge,60
2026-01-03,367.974820536829,16,edge,60
2026-01-10,372.14722222222224,16,edge,60
2026-01-17,338.5266666666667,15,edge,60
2026-01-24,477.67333333333335,15,edge,60
2026-01-31,511.93333333333334,15,edge,60
2026-02-07,347.87560664112397,15,edge,60
2026-02-14,261.08781609195404,15,edge,60
2026-02-21,294.7933908045977,16,edge,60
2026-02-28,287.01343390804595,16,edge,60
2026-03-07,253.54232439335885,15,edge,60
2026-03-14,361.74541507024264,15,edge,60
2026-03-21,370.95333333333326,15,edge,60
2026-03-28,215.97435344827585,16,edge,60
2026-04-04,239.72030651340995,15,edge,60
2026-04-11,389.2260536398467,15,edge,60
2026-04-18,384.90086206896547,16,edge,60
2026-04-25,383.4355500821018,16,edge,60
2026-05-02,194.1017036124794,16,edge,60
2026-05-09,50.781403940886676,16,edge,60
2026-05-16,-90.12435857963877,16,edge,60
2026-05-23,-170.64219006568146,16,edge,60
2026-05-30,22.78659003831421,15,edge,60
2026-06-06,1.7208812260536357,15,edge,60
2026-06-13,-102.0677613574165,15,edge,60
2026-06-20,-272.3404761904762,15,edge,60
2026-06-27,-256.2610544217686,14,edge,60
2026-07-04,-49.84098639455779,14,edge,60
2026-07-11,28.5968253968254,15,edge,60
2025-04-14,382.9667806546165,23,edge,90
2025-04-21,371.61797752808985,23,edge,90
2025-04-28,266.38267383162344,23,edge,90
2025-05-05,332.000468164794,24,edge,90
2025-05-12,196.3994463442436,23,edge,90
2025-05-19,268.09640123758345,23,edge,90
2025-05-26,274.3937469467513,23,edge,90
2025-06-02,290.6780586766542,24,edge,90
2025-06-09,349.6577715355805,24,edge,90
2025-06-16,486.088259241166,23,edge,90
2025-06-23,454.8588177821202,23,edge,90
2025-06-30,478.90490148184335,23,edge,90
2025-07-07,456.78684253378924,23,edge,90
2025-07-14,491.51312545974196,23,edge,90
2025-07-21,586.7672629041284,24,edge,90
2025-07-28,678.8326875887899,24,edge,90
2025-08-04,615.5228565492534,23,edge,90
2025-08-11,668.578770071893,24,edge,90
2025-08-18,531.2546816479401,24,edge,90
2025-08-25,539.5563250678032,24,edge,90
2025-09-01,562.1019714861669,23,edge,90
2025-09-08,495.3675093632958,24,edge,90
2025-09-15,475.8457585345904,24,edge,90
2025-09-22,470.3885495061033,24,edge,90
2025-09-29,350.1099310533702,23,edge,90
2025-10-06,305.00868883739946,23,edge,90
2025-10-13,274.92341329335324,23,edge,90
2025-10-20,112.656484082397,24,edge,90
2025-10-27,75.80972294751498,23,edge,90
2025-11-03,140.4742502344333,23,edge,90
2025-11-10,98.03567604072494,24,edge,90
2025-11-17,110.84513988324188,23,edge,90
2025-11-24,155.46448021307697,23,edge,90
2025-12-01,100.95956600351509,23,edge,90
2025-12-08,130.7904812769957,24,edge,90
2025-12-15,155.71580056179775,24,edge,90
2025-12-22,103.15462631937355,24,edge,90
2025-12-29,256.32182960220183,24,edge,90
2026-01-05,286.51152867627593,24,edge,90
2026-01-12,259.29103204327924,24,edge,90
2026-01-19,376.9551498127341,24,edge,90
2026-01-26,333.4688812896922,23,edge,90
2026-02-02,309.9100655430712,24,edge,90
2026-02-09,298.0396072796935,24,edge,90
2026-02-16,279.84196235215734,23,edge,90
2026-02-23,336.4156921539231,23,edge,90
2026-03-02,393.7124604364485,23,edge,90
2026-03-09,396.8933866400134,23,edge,90
2026-03-16,413.5415292353823,23,edge,90
2026-03-23,422.1101449275362,23,edge,90
2026-03-30,258.80244877561216,23,edge,90
2026-04-06,266.51710811261034,23,edge,90
2026-04-13,305.955905380643,23,edge,90
2026-04-20,299.3623688155922,23,edge,90
2026-04-27,280.4505675733562,23,edge,90
2026-05-04,230.21267937459845,23,edge,90
2026-05-11,219.13428999785822,23,edge,90
2026-05-18,87.79601122058018,24,edge,90
2026-05-25,101.11824370552817,24,edge,90
2026-06-01,61.61833855799366,22,edge,90
2026-06-08,3.4690511886913495,23,edge,90
2026-06-15,-108.31528878417936,23,edge,90
2026-06-22,-120.17707217819661,23,edge,90
2026-06-29,16.921051649499926,22,edge,90
2026-07-06,-11.977582637252805,23,edge,90
2026-07-13,-16.05868494324267,23,edge,90
2025-03-15,398.63662790697674,16,edge_vs_excluded,60
2025-03-22,275.9206718346253,15,edge_vs_excluded,60
2025-03-29,355.1785529715762,15,edge_vs_excluded,60
2025-04-05,365.4539728682171,16,edge_vs_excluded,60
2025-04-12,241.80775193798445,15,edge_vs_excluded,60
2025-04-19,182.39379844961238,15,edge_vs_excluded,60
2025-04-26,168.24780361757104,15,edge_vs_excluded,60
2025-05-03,160.85562015503876,16,edge_vs_excluded,60
2025-05-10,179.08938953488374,16,edge_vs_excluded,60
2025-05-17,435.33643410852716,15,edge_vs_excluded,60
2025-05-24,418.12480620155037,15,edge_vs_excluded,60
2025-05-31,358.36434108527135,16,edge_vs_excluded,60
2025-06-07,372.5346253229974,15,edge_vs_excluded,60
2025-06-14,429.6237726098191,15,edge_vs_excluded,60
2025-06-21,512.5147771317829,16,edge_vs_excluded,60
2025-06-28,657.9270833333333,16,edge_vs_excluded,60
2025-07-05,536.1591569767443,16,edge_vs_excluded,60
2025-07-12,692.1808900885935,16,edge_vs_excluded,60
2025-07-19,683.2458471760797,16,edge_vs_excluded,60
2025-07-26,734.2682724252493,16,edge_vs_excluded,60
2025-08-02,743.7793639258028,16,edge_vs_excluded,60
2025-08-09,674.498736849391,16,edge_vs_excluded,60
2025-08-16,653.8084336932448,16,edge_vs_excluded,60
2025-08-23,540.3475221483943,16,edge_vs_excluded,60
2025-08-30,537.1550756736804,15,edge_vs_excluded,60
2025-09-06,410.55,15,edge_vs_excluded,60
2025-09-13,393.90873015873,15,edge_vs_excluded,60
2025-09-20,332.09297969187674,16,edge_vs_excluded,60
2025-09-27,246.94521942110177,15,edge_vs_excluded,60
2025-10-04,219.61778711484595,15,edge_vs_excluded,60
2025-10-11,134.91039040616243,16,edge_vs_excluded,60
2025-10-18,33.31330084359325,16,edge_vs_excluded,60
2025-10-25,48.935653418344074,16,edge_vs_excluded,60
2025-11-01,97.10000521138687,15,edge_vs_excluded,60
2025-11-08,57.396253501400565,16,edge_vs_excluded,60
2025-11-15,49.78151622718054,16,edge_vs_excluded,60
2025-11-22,58.82816091954024,16,edge_vs_excluded,60
2025-11-29,84.49569810682894,16,edge_vs_excluded,60
2025-12-06,141.13040060851927,16,edge_vs_excluded,60
2025-12-13,162.97772988505747,16,edge_vs_excluded,60
2025-12-20,317.0285602111735,16,edge_vs_excluded,60
2025-12-27,280.49517954201195,15,edge_vs_excluded,60
2026-01-03,380.6634172012831,16,edge_vs_excluded,60
2026-01-10,384.9798850574713,16,edge_vs_excluded,60
2026-01-17,350.19999999999993,15,edge_vs_excluded,60
2026-01-24,494.1448275862068,15,edge_vs_excluded,60
2026-01-31,529.5862068965517,15,edge_vs_excluded,60
2026-02-07,359.87334428024076,15,edge_vs_excluded,60
2026-02-14,270.0668308702791,15,edge_vs_excluded,60
2026-02-21,304.99001949917897,16,edge_vs_excluded,60
2026-02-28,297.0787920771757,16,edge_vs_excluded,60
2026-03-07,262.4946086480569,15,edge_vs_excluded,60
2026-03-14,374.5424740010947,15,edge_vs_excluded,60
2026-03-21,384.1880952380953,15,edge_vs_excluded,60
2026-03-28,223.69478653530382,16,edge_vs_excluded,60
2026-04-04,248.28174603174605,15,edge_vs_excluded,60
2026-04-11,403.12698412698415,15,edge_vs_excluded,60
2026-04-18,398.64732142857144,16,edge_vs_excluded,60
2026-04-25,397.11496913580254,16,edge_vs_excluded,60
2026-05-02,200.91608796296296,16,edge_vs_excluded,60
2026-05-09,52.431960978835974,16,edge_vs_excluded,60
2026-05-16,-93.57947530864196,16,edge_vs_excluded,60
2026-05-23,-177.071483686067,16,edge_vs_excluded,60
2026-05-30,23.320399764844243,15,edge_vs_excluded,60
2026-06-06,1.62216343327453,15,edge_vs_excluded,60
2026-06-13,-105.95158730158728,15,edge_vs_excluded,60
2026-06-20,-282.4271604938272,15,edge_vs_excluded,60
2026-06-27,-265.7522045855379,14,edge_vs_excluded,60
2026-07-04,-51.68694885361555,14,edge_vs_excluded,60
2026-07-11,29.65596707818933,15,edge_vs_excluded,60
2025-04-14,396.32608695652164,23,edge_vs_excluded,90
2025-04-21,384.5813953488372,23,edge_vs_excluded,90
2025-04-28,275.67509268621507,23,edge_vs_excluded,90
2025-05-05,343.5818798449613,24,edge_vs_excluded,90
2025-05-12,203.25058982136835,23,edge_vs_excluded,90
2025-05-19,277.448601280755,23,edge_vs_excluded,90
2025-05-26,283.9656218402426,23,edge_vs_excluded,90
2025-06-02,300.8179909560724,24,edge_vs_excluded,90
2025-06-09,361.85513565891466,24,edge_vs_excluded,90
2025-06-16,503.04482642399734,23,edge_vs_excluded,90
2025-06-23,470.72598584428727,23,edge_vs_excluded,90
2025-06-30,495.61088641725655,23,edge_vs_excluded,90
2025-07-07,472.72126727334,23,edge_vs_excluded,90
2025-07-14,508.7025133612596,23,edge_vs_excluded,90
2025-07-21,607.3893503137689,24,edge_vs_excluded,90
2025-07-28,702.71748108158,24,edge_vs_excluded,90
2025-08-04,637.2064735904474,23,edge_vs_excluded,90
2025-08-11,692.1280338685862,24,edge_vs_excluded,90
2025-08-18,550.016080657069,24,edge_vs_excluded,90
2025-08-25,558.6168443152454,24,edge_vs_excluded,90
2025-09-01,581.9738432278876,23,edge_vs_excluded,90
2025-09-08,512.9252491694351,24,edge_vs_excluded,90
2025-09-15,492.7358803986711,24,edge_vs_excluded,90
2025-09-22,487.10815202049815,24,edge_vs_excluded,90
2025-09-29,362.61566559889894,23,edge_vs_excluded,90
2025-10-06,315.9051881622214,23,edge_vs_excluded,90
2025-10-13,284.7378699305809,23,edge_vs_excluded,90
2025-10-20,116.72771643541137,24,edge_vs_excluded,90
2025-10-27,78.54840486245054,23,edge_vs_excluded,90
2025-11-03,145.47697629102197,23,edge_vs_excluded,90
2025-11-10,101.52359360410829,24,edge_vs_excluded,90
2025-11-17,114.77554752035746,23,edge_vs_excluded,90
2025-11-24,160.91874377937083,23,edge_vs_excluded,90
2025-12-01,104.50835968570335,23,edge_vs_excluded,90
2025-12-08,135.33265559097202,24,edge_vs_excluded,90
2025-12-15,161.0976391706108,24,edge_vs_excluded,90
2025-12-22,106.68477011494252,24,edge_vs_excluded,90
2025-12-29,265.19349222447596,24,edge_vs_excluded,90
2026-01-05,296.40973067387876,24,edge_vs_excluded,90
2026-01-12,268.2365900383142,24,edge_vs_excluded,90
2026-01-19,389.9831206005524,24,edge_vs_excluded,90
2026-01-26,344.97011959136705,23,edge_vs_excluded,90
2026-02-02,320.59649269357567,24,edge_vs_excluded,90
2026-02-09,308.3018267651888,24,edge_vs_excluded,90
2026-02-16,289.52175697865357,23,edge_vs_excluded,90
2026-02-23,348.0380345541515,23,edge_vs_excluded,90
2026-03-02,407.40597558363675,23,edge_vs_excluded,90
2026-03-09,410.79006925108877,23,edge_vs_excluded,90
2026-03-16,428.08551081602053,23,edge_vs_excluded,90
2026-03-23,436.9547547654744,23,edge_vs_excluded,90
2026-03-30,267.9166131220104,23,edge_vs_excluded,90
2026-04-06,275.9685335903477,23,edge_vs_excluded,90
2026-04-13,316.80306275433713,23,edge_vs_excluded,90
2026-04-20,310.04503105590067,23,edge_vs_excluded,90
2026-04-27,290.46134141923744,23,edge_vs_excluded,90
2026-05-04,238.35259949390385,23,edge_vs_excluded,90
2026-05-11,226.84707844490458,23,edge_vs_excluded,90
2026-05-18,90.70829659024105,24,edge_vs_excluded,90
2026-05-25,104.51543209876543,24,edge_vs_excluded,90
2026-06-01,63.62808641975309,22,edge_vs_excluded,90
2026-06-08,3.4373706004140807,23,edge_vs_excluded,90
2026-06-15,-112.4084809447128,23,edge_vs_excluded,90
2026-06-22,-124.70404876926615,23,edge_vs_excluded,90
2026-06-29,17.336299502966185,22,edge_vs_excluded,90
2026-07-06,-12.527145157579936,23,edge_vs_excluded,90
2026-07-13,-16.72097615213556,23,edge_vs_excluded,90
