window_end,mean,n_obs,metric,window_days
2025-05-01,25.524686976239785,60,edge,60
2025-05-08,86.33067139899438,60,edge,60
2025-05-15,102.47437641723357,60,edge,60
2025-05-22,79.80938578329882,60,edge,60
2025-05-29,85.74368530020705,60,edge,60
2025-06-05,62.161318150448594,60,edge,60
2025-06-12,7.229796411318165,60,edge,60
2025-06-19,2.77170462387856,60,edge,60
2025-06-26,23.562323770087747,60,edge,60
2025-07-03,-4.378228827762994,60,edge,60
2025-07-10,-6.979892536724834,60,edge,60
2025-07-17,13.90812136448781,60,edge,60
2025-07-24,35.476172930483905,59,edge,60
2025-07-31,41.818594939818226,59,edge,60
2025-08-07,56.10832719233603,59,edge,60
2025-08-14,82.14922623434045,59,edge,60
2025-08-21,57.38526862476753,59,edge,60
2025-08-28,39.79243429132892,59,edge,60
2025-09-04,35.002930132996454,59,edge,60
2025-09-11,81.01577359020247,59,edge,60
2025-09-18,101.40521048999312,60,edge,60
2025-09-25,92.43954451345753,60,edge,60
2025-10-02,102.06499309868876,60,edge,60
2025-10-09,112.0707384403037,60,edge,60
2025-10-16,143.74775707384404,60,edge,60
2025-10-23,154.3329365079365,60,edge,60
2025-10-30,164.91944444444445,60,edge,60
2025-11-06,162.20277777777775,60,edge,60
2025-11-13,165.64960317460321,60,edge,60
2025-11-20,166.99603174603175,60,edge,60
2025-11-27,185.30793650793655,60,edge,60
2025-12-04,181.91706349206348,60,edge,60
2025-12-11,183.22579365079363,60,edge,60
2025-12-18,173.09920634920636,60,edge,60
2025-12-25,126.72493540051681,60,edge,60
2026-01-01,154.5007013658177,60,edge,60
2026-01-08,117.8297526762643,60,edge,60
2026-01-15,30.63654485049833,60,edge,60
2026-01-22,21.547822074566263,60,edge,60
2026-01-29,-25.0529254337394,60,edge,60
2026-02-05,-62.94675156884458,60,edge,60
2026-02-12,-92.80867478774458,60,edge,60
2026-02-19,-46.256478405315605,60,edge,60
2026-02-26,-81.2333333333333,60,edge,60
2026-03-05,-8.625710594315228,60,edge,60
2026-03-12,28.75452196382429,60,edge,60
2026-03-19,37.07338501291989,60,edge,60
2026-03-26,55.992759360052794,60,edge,60
2026-04-02,77.58787728847106,60,edge,60
2026-04-09,85.31870361207324,60,edge,60
2026-04-16,84.33419099455713,60,edge,60
2026-04-23,40.828162625762836,60,edge,60
2026-04-30,10.363082082577376,60,edge,60
2026-05-07,-7.994504920556384,60,edge,60
2026-05-14,5.137775578646424,60,edge,60
2026-05-21,40.65920611358513,60,edge,60
2026-05-28,75.22033096926715,60,edge,60
2026-06-04,73.0644208037825,60,edge,60
2026-06-11,95.14751773049646,60,edge,60
2026-06-18,117.98617622310373,59,edge,60
2026-06-25,139.3654285370838,59,edge,60
2026-07-02,196.8717393917538,59,edge,60
2026-07-09,95.62423575446319,58,edge,60
2026-07-16,147.91987059848202,57,edge,60
2025-05-31,4.573084886128371,90,edge,90
2025-06-07,20.543213710605016,90,edge,90
2025-06-14,25.52944559466299,90,edge,90
2025-06-21,42.28854382332643,90,edge,90
2025-06-28,63.69635380722337,90,edge,90
2025-07-05,76.20988037727169,90,edge,90
2025-07-12,38.40931677018635,90,edge,90
2025-07-19,34.13146997929609,89,edge,90
2025-07-26,37.05659019836563,89,edge,90
2025-08-02,17.766427723996298,89,edge,90
2025-08-09,-6.92505375379267,89,edge,90
2025-08-16,6.095688397488932,89,edge,90
2025-08-23,29.477423407076554,89,edge,90
2025-08-30,36.66207225440249,89,edge,90
2025-09-06,60.361876846488464,89,edge,90
2025-09-13,108.26227696745528,89,edge,90
2025-09-20,110.23453602251845,89,edge,90
2025-09-27,92.16496847884244,89,edge,90
2025-10-04,68.7638472096215,89,edge,90
2025-10-11,85.15491892897853,89,edge,90
2025-10-18,87.51220381872555,90,edge,90
2025-10-25,101.7848286174373,90,edge,90
2025-11-01,109.31528640441684,90,edge,90
2025-11-08,125.85562456866803,90,edge,90
2025-11-15,166.91464228203358,90,edge,90
2025-11-22,182.23994708994707,90,edge,90
2025-11-29,180.1632275132275,90,edge,90
2025-12-06,160.64867724867725,90,edge,90
2025-12-13,147.489417989418,90,edge,90
