window_end,mean,n_obs,metric,window_days
2025-12-20,131.90767195767194,90,edge,90
2025-12-27,150.35562323120465,90,edge,90
2026-01-03,154.0598806447644,90,edge,90
2026-01-10,142.5784176202781,90,edge,90
2026-01-17,102.49284483819366,90,edge,90
2026-01-24,66.56873385012919,90,edge,90
2026-01-31,61.48754768057094,90,edge,90
2026-02-07,18.272548295804118,90,edge,90
2026-02-14,-18.118875353759076,90,edge,90
2026-02-21,4.364181124646252,90,edge,90
2026-02-28,-16.427445551864164,90,edge,90
2026-03-07,11.256601451950287,90,edge,90
2026-03-14,4.227722406792169,90,edge,90
2026-03-21,14.731856773717242,90,edge,90
2026-03-28,-13.543779207213134,90,edge,90
2026-04-04,13.170075320248518,90,edge,90
2026-04-11,15.430078618945517,90,edge,90
2026-04-18,13.24883904191177,90,edge,90
2026-04-25,30.931421921674275,90,edge,90
2026-05-02,31.43258013084832,90,edge,90
2026-05-09,65.03012076896292,90,edge,90
2026-05-16,61.27188777099712,90,edge,90
2026-05-23,77.32523686477175,90,edge,90
2026-05-30,64.9337016878333,90,edge,90
2026-06-06,61.9307713453186,90,edge,90
2026-06-13,66.85634962111314,89,edge,90
2026-06-20,85.5669681823994,89,edge,90
2026-06-27,87.86875448242888,89,edge,90
2026-07-04,115.0889313889553,89,edge,90
2026-07-11,74.27441972920695,88,edge,90
2026-07-18,116.01239096763673,87,edge,90
2025-05-01,27.120329176497002,60,edge_vs_excluded,60
2025-05-08,92.06129086619481,60,edge_vs_excluded,60
2025-05-15,109.35210369621389,60,edge_vs_excluded,60
2025-05-22,85.22926637456466,60,edge_vs_excluded,60
2025-05-29,91.57758678800134,60,edge_vs_excluded,60
2025-06-05,66.34993820918997,60,edge_vs_excluded,60
2025-06-12,7.585984720817893,60,edge_vs_excluded,60
2025-06-19,2.8168632737894637,60,edge_vs_excluded,60
2025-06-26,25.12942085158973,60,edge_vs_excluded,60
2025-07-03,-4.623809122570484,60,edge_vs_excluded,60
2025-07-10,-7.322772722166037,60,edge_vs_excluded,60
2025-07-17,14.949741602067183,60,edge_vs_excluded,60
2025-07-24,37.951254762843234,59,edge_vs_excluded,60
2025-07-31,44.73617133096833,59,edge_vs_excluded,60
2025-08-07,60.022861647615294,59,edge_vs_excluded,60
2025-08-14,87.88056759952701,59,edge_vs_excluded,60
2025-08-21,61.41153997756285,59,edge_vs_excluded,60
2025-08-28,42.70022133955915,59,edge_vs_excluded,60
2025-09-04,37.739799682645575,59,edge_vs_excluded,60
2025-09-11,87.20138867832996,59,edge_vs_excluded,60
2025-09-18,109.24245676803818,60,edge_vs_excluded,60
2025-09-25,99.67952693301531,60,edge_vs_excluded,60
2025-10-02,110.05675809978135,60,edge_vs_excluded,60
2025-10-09,120.79346054462333,60,edge_vs_excluded,60
2025-10-16,154.82343470483008,60,edge_vs_excluded,60
2025-10-23,166.20470085470086,60,edge_vs_excluded,60
2025-10-30,177.60555555555555,60,edge_vs_excluded,60
2025-11-06,174.67991452991453,60,edge_vs_excluded,60
2025-11-13,178.3918803418803,60,edge_vs_excluded,60
2025-11-20,179.84188034188034,60,edge_vs_excluded,60
2025-11-27,199.56239316239316,60,edge_vs_excluded,60
2025-12-04,195.91068376068372,60,edge_vs_excluded,60
2025-12-11,197.32008547008544,60,edge_vs_excluded,60
2025-12-18,186.41452991452988,60,edge_vs_excluded,60
2025-12-25,136.48660256410255,60,edge_vs_excluded,60
2026-01-01,166.31995726495722,60,edge_vs_excluded,60
2026-01-08,126.82628205128206,60,edge_vs_excluded,60
2026-01-15,33.00441239316241,60,edge_vs_excluded,60
2026-01-22,23.231987179487177,60,edge_vs_excluded,60
2026-01-29,-26.913066239316233,60,edge_vs_excluded,60
2026-02-05,-67.66168803418802,60,edge_vs_excluded,60
2026-02-12,-99.82075854700855,60,edge_vs_excluded,60
2026-02-19,-49.745064102564115,60,edge_vs_excluded,60
2026-02-26,-87.3258333333333,60,edge_vs_excluded,60
2026-03-05,-9.272638888888894,60,edge_vs_excluded,60
2026-03-12,30.911111111111115,60,edge_vs_excluded,60
2026-03-19,39.853888888888896,60,edge_vs_excluded,60
2026-03-26,60.131856060606054,60,edge_vs_excluded,60
2026-04-02,83.2147727272727,60,edge_vs_excluded,60
2026-04-09,91.63193181818178,60,edge_vs_excluded,60
2026-04-16,90.52193181818184,60,edge_vs_excluded,60
2026-04-23,43.89409090909091,60,edge_vs_excluded,60
2026-04-30,11.124558080808079,60,edge_vs_excluded,60
2026-05-07,-8.663964646464638,60,edge_vs_excluded,60
2026-05-14,5.303775252525256,60,edge_vs_excluded,60
2026-05-21,43.336452020202024,60,edge_vs_excluded,60
2026-05-28,80.3489898989899,60,edge_vs_excluded,60
2026-06-04,78.04608585858585,60,edge_vs_excluded,60
2026-06-11,101.63169191919192,60,edge_vs_excluded,60
2026-06-18,126.02396849854479,59,edge_vs_excluded,60
2026-06-25,148.86089710665982,59,edge_vs_excluded,60
2026-07-02,210.28809279233008,59,edge_vs_excluded,60
2026-07-09,102.13723441309648,58,edge_vs_excluded,60
2026-07-16,157.99836080099237,57,edge_vs_excluded,60
2025-05-31,4.793326592517687,90,edge_vs_excluded,90
2025-06-07,21.877650451260145,90,edge_vs_excluded,90
2025-06-14,27.21175897839194,90,edge_vs_excluded,90
2025-06-21,45.14009661835748,90,edge_vs_excluded,90
2025-06-28,68.04147474066585,90,edge_vs_excluded,90
2025-07-05,81.4280380481594,90,edge_vs_excluded,90
2025-07-12,40.99022581732391,90,edge_vs_excluded,90
2025-07-19,36.41281436626865,89,edge_vs_excluded,90
2025-07-26,39.59016787660522,89,edge_vs_excluded,90
2025-08-02,19.046312811715403,89,edge_vs_excluded,90
2025-08-09,-7.311058345925021,89,edge_vs_excluded,90
2025-08-16,6.569027088232727,89,edge_vs_excluded,90
2025-08-23,31.525034672669893,89,edge_vs_excluded,90
2025-08-30,39.345721694036314,89,edge_vs_excluded,90
2025-09-06,64.7950258956269,89,edge_vs_excluded,90
2025-09-13,116.24174388454504,89,edge_vs_excluded,90
2025-09-20,118.45691543888564,89,edge_vs_excluded,90
2025-09-27,99.15304214990653,89,edge_vs_excluded,90
2025-10-04,74.08276550555098,89,edge_vs_excluded,90
2025-10-11,91.67455930534061,89,edge_vs_excluded,90
2025-10-18,94.26847545219637,90,edge_vs_excluded,90
2025-10-25,109.70059630292191,90,edge_vs_excluded,90
2025-11-01,117.81789571324455,90,edge_vs_excluded,90
2025-11-08,135.60475717219904,90,edge_vs_excluded,90
2025-11-15,179.7663353872656,90,edge_vs_excluded,90
2025-11-22,196.25840455840452,90,edge_vs_excluded,90
2025-11-29,194.02193732193732,90,edge_vs_excluded,90
2025-12-06,173.0062678062678,90,edge_vs_excluded,90
2025-12-13,158.83475783475782,90,edge_vs_excluded,90
2025-12-20,142.05441595441596,90,edge_vs_excluded,90
2025-12-27,161.87611111111113,90,edge_vs_excluded,90
2026-01-03,165.8806623931624,90,edge_vs_excluded,90
2026-01-10,153.51447293447293,90,edge_vs_excluded,90
2026-01-17,110.38080484330482,90,edge_vs_excluded,90
2026-01-24,71.73292022792022,90,edge_vs_excluded,90
2026-01-31,66.25358262108261,90,edge_vs_excluded,90
2026-02-07,19.74918803418803,90,edge_vs_excluded,90
2026-02-14,-19.431039886039876,90,edge_vs_excluded,90
2026-02-21,4.736880341880339,90,edge_vs_excluded,90
2026-02-28,-17.646951566951564,90,edge_vs_excluded,90
2026-03-07,12.104893162393159,90,edge_vs_excluded,90
2026-03-14,4.510512820512821,90,edge_vs_excluded,90
2026-03-21,15.823846153846167,90,edge_vs_excluded,90
2026-03-28,-14.643535353535345,90,edge_vs_excluded,90
2026-04-04,14.030378787878774,90,edge_vs_excluded,90
2026-04-11,16.440353535353534,90,edge_vs_excluded,90
2026-04-18,14.181296296296296,90,edge_vs_excluded,90
2026-04-25,33.25465488215487,90,edge_vs_excluded,90
2026-05-02,33.80025252525252,90,edge_vs_excluded,90
2026-05-09,69.79468855218856,90,edge_vs_excluded,90
2026-05-16,65.74130471380471,90,edge_vs_excluded,90
2026-05-23,82.78553872053874,90,edge_vs_excluded,90
2026-05-30,69.39760101010101,90,edge_vs_excluded,90
2026-06-06,66.07040404040403,90,edge_vs_excluded,90
2026-06-13,71.28494211780729,89,edge_vs_excluded,90
2026-06-20,91.33259845647487,89,edge_vs_excluded,90
2026-06-27,93.85535126546361,89,edge_vs_excluded,90
2026-07-04,122.93144932470774,89,edge_vs_excluded,90
2026-07-11,79.33407943067033,88,edge_vs_excluded,90
2026-07-18,123.91776965052827,87,edge_vs_excluded,90
