hall,dd,is_novel,machine_name,category,n,hit104_rate,baseline_hit104_rate,residual,rank_desc,rank_asc,p_value,q_value,is_machine_significant
蒲田7,7,False,ハイビリターン‐30,bt,7,71.42857142857143,36.26943005181347,35.15914137675796,1,96,0.05525042696795194,0.33940857065219987,False
蒲田7,7,False,押忍!番長ZERO,other,6,83.33333333333334,49.18032786885246,34.153005464480884,2,95,0.11163582077604556,0.4427999166727818,False
蒲田7,7,False,押忍！番長4,other,12,75.0,45.103857566765576,29.896142433234424,3,94,0.04028678804479952,0.33940857065219987,False
蒲田7,7,False,バイオハザード RE:2,other,6,66.66666666666666,44.26229508196721,22.404371584699447,4,93,0.4138410024737945,0.8541926411854177,False
蒲田7,7,False,マジカルハロウィン ボーナストリガー,bt,6,50.0,27.95031055900621,22.04968944099379,5,92,0.3540771931408542,0.8290587936956586,False
蒲田7,7,False,SHAKE BONUS TRIGGER,bt,22,45.45454545454545,27.461858529819693,17.99268692472576,6,91,0.05656809510869998,0.33940857065219987,False
蒲田7,7,False,スマスロ北斗の拳,other,338,58.57988165680473,41.1407392154844,17.439142441320328,7,90,2.6585785033153604e-11,2.552235363182746e-09,True
蒲田7,7,False,ガールズ&パンツァー 最終章,other,33,54.54545454545454,38.214643931795386,16.330810613659153,8,89,0.04938793408172204,0.33940857065219987,False
蒲田7,7,False,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,bt,46,50.0,34.503360716952955,15.496639283047045,9,88,0.028287633373373977,0.3255309133989816,False
蒲田7,7,False,ミリオンゴッド‐神々の軌跡‐,other,25,40.0,25.513196480938415,14.486803519061585,10,87,0.10483364512237366,0.4427999166727818,False
蒲田7,7,False,真・一騎当千,other,12,50.0,35.526315789473685,14.473684210526315,11,86,0.3636715742028254,0.831249312463601,False
蒲田7,7,False,ゾンビランドサガ,other,33,45.45454545454545,31.646825396825395,13.807720057720058,12,85,0.09026126539670255,0.4427999166727818,False
蒲田7,7,False,スマスロ炎炎ノ消防隊,other,29,44.827586206896555,31.16883116883117,13.658755038065387,13,84,0.10854814498868348,0.4427999166727818,False
蒲田7,7,False,スマスロ サンダーV,bt,12,41.66666666666667,29.166666666666668,12.500000000000004,14,83,0.34387152870349186,0.8290587936956586,False
蒲田7,7,False,鉄拳6,other,45,44.44444444444444,32.42530755711775,12.019136887326695,15,82,0.07910591093380012,0.421898191646934,False
蒲田7,7,False,マジカルハロウィン8,bt,12,50.0,38.15028901734104,11.849710982658962,16,81,0.3869877675067117,0.8443369472873711,False
蒲田7,7,False,七つの魔剣が支配する,other,58,44.827586206896555,33.274544385655496,11.55304182124106,17,80,0.06801932315196055,0.3841091189757772,False
蒲田7,7,False,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,bt,22,36.36363636363637,24.9645390070922,11.399097356544168,18,79,0.21627797631688533,0.6697640556909997,False
蒲田7,7,False,ヱヴァンゲリヲン ～約束の扉～,bt,62,40.32258064516129,29.185520361990953,11.137060283170335,19,78,0.04972550993246809,0.33940857065219987,False
蒲田7,7,False,ソードアート・オンライン,other,76,48.68421052631579,37.599645704162974,11.084564822152814,20,77,0.04350272528636051,0.33940857065219987,False
蒲田7,7,False,バンドリ！,other,24,45.83333333333333,34.751773049645394,11.081560283687935,21,76,0.28247806818022553,0.7747969870086187,False
蒲田7,7,False,からくりサーカス,other,181,46.96132596685083,36.53129291740239,10.43003304944844,22,75,0.0031783130415936767,0.06758284386878713,False
蒲田7,7,False,キングハナハナ-30,hana,192,40.10416666666667,30.495084269662918,9.609082397003753,23,74,0.003519939784832663,0.06758284386878713,False
蒲田7,7,False,麻雀物語,other,14,42.857142857142854,33.41902313624679,9.438119720896061,24,73,0.411635811601675,0.8541926411854177,False
蒲田7,7,False,吉宗,other,69,43.47826086956522,34.12121212121212,9.357048748353101,25,72,0.09753874973980109,0.4427999166727818,False
蒲田7,7,False,ジャグラーガールズ,jug,108,37.03703703703704,27.748031496062993,9.289005540974046,26,71,0.030518523131154527,0.3255309133989816,False
蒲田7,7,False,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,other,29,44.827586206896555,36.02409638554217,8.803489821354383,27,70,0.334468675386875,0.8290587936956586,False
蒲田7,7,False,虚構推理,other,10,40.0,31.386861313868614,8.613138686131386,28,69,0.5123773406160376,0.9251593106406575,False
蒲田7,7,False,無職転生 ～異世界行ったら本気だす～,other,32,40.625,32.261521972132904,8.363478027867096,29,68,0.342934435680037,0.8290587936956586,False
蒲田7,7,False,甲鉄城のカバネリ,other,64,51.5625,43.99164054336468,7.5708594566353185,30,67,0.2103141164185703,0.6697640556909997,False
蒲田7,7,False,新鬼武者3,other,103,39.80582524271845,32.34289617486339,7.4629290678550575,31,66,0.1126681650841266,0.4427999166727818,False
蒲田7,7,False,東京喰種,other,486,45.06172839506173,37.78178539224527,7.279943002816459,32,65,0.0007294387346964921,0.023342039510287748,True
蒲田7,7,False,翔べ！ハーレムエース,bt,9,44.44444444444444,37.4384236453202,7.006020799124244,33,64,0.7344048195070673,1.0,False
蒲田7,7,False,かぐや様は告らせたい,other,224,38.392857142857146,31.531115218730744,6.861741924126402,34,63,0.025287154730824817,0.3255309133989816,False
蒲田7,7,False,東京リベンジャーズ,other,126,36.507936507936506,29.978586723768736,6.529349784167771,35,62,0.1184810852323877,0.4427999166727818,False
蒲田7,7,False,ラブ嬢3～Wご指名はいかがですか?～,other,6,50.0,43.65079365079365,6.349206349206348,36,61,1.0,1.0,False
蒲田7,7,False,マギアレコード 魔法少女まどか☆マギカ外伝,other,416,41.105769230769226,34.85912583656944,6.246643394199786,37,60,0.006271701894288288,0.1003472303086126,False
蒲田7,7,False,マイジャグラーV,jug,683,33.23572474377745,27.006940000984397,6.2287847427930565,38,59,0.00019818257081433762,0.009512763399088206,True
蒲田7,7,False,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,other,64,39.0625,33.38771071234367,5.674789287656331,39,58,0.3527796959878586,0.8290587936956586,False
蒲田7,7,False,モンスターハンターライズ,other,186,38.70967741935484,33.460144927536234,5.249532491818606,40,57,0.11992497743221173,0.4427999166727818,False
蒲田7,7,False,咲‐Saki‐ 頂上決戦,other,12,33.33333333333333,28.22085889570552,5.11247443762781,41,56,0.7489900872648585,1.0,False
蒲田7,7,False,戦国乙女4 戦乱に閃く炯眼の軍師,other,156,35.8974358974359,30.867402119835603,5.030033777600295,42,55,0.16510008721862907,0.5870225323329034,False
蒲田7,7,False,うみねこのなく頃に2,bt,25,36.0,31.3953488372093,4.604651162790699,43,54,0.6667870668810714,1.0,False
蒲田7,7,False,わたしの幸せな結婚,other,26,38.46153846153847,33.92857142857143,4.532967032967036,44,53,0.6789161162850391,1.0,False
蒲田7,7,False,モンキーターンV,other,489,39.263803680981596,34.84924085822225,4.414562822759343,45,52,0.03650871843579504,0.33940857065219987,False
蒲田7,7,False,北斗の拳 転生の章2,other,130,36.15384615384615,31.768855127509493,4.38499102633666,46,51,0.25938546993034556,0.7325487757277014,False
蒲田7,7,False,化物語,other,63,38.095238095238095,33.99885909868796,4.096378996550136,47,50,0.5061939778338642,0.9251593106406575,False
蒲田7,7,False,ゴブリンスレイヤーII,other,10,30.0,26.337448559670783,3.662551440329217,48,49,0.7280177583944615,1.0,False
蒲田7,7,False,痛いのは嫌なので防御力に極振りしたいと思います。,other,79,39.24050632911392,35.60119811724433,3.63930821186959,49,48,0.4825169718538316,0.9251593106406575,False
蒲田7,7,False,不二子BT,bt,15,33.33333333333333,30.0,3.3333333333333286,50,47,0.7807737831962974,1.0,False
蒲田7,7,False,スーパーブラックジャック,other,129,39.53488372093023,36.395009291213164,3.139874429717068,51,46,0.46419942423189414,0.9251593106406575,False
蒲田7,7,False,ToLOVEるダークネス TRANCE ver.8.7,other,96,41.66666666666667,38.55042016806723,3.1162464985994447,52,45,0.5300391883878767,0.9251593106406575,False
蒲田7,7,False,ハッピージャグラーVIII,jug,120,30.833333333333336,28.0215114633456,2.8118218699877353,53,44,0.4771228861132939,0.9251593106406575,False
蒲田7,7,False,ファンキージャグラー2,jug,288,30.90277777777778,28.20422120033015,2.6985565774476292,54,43,0.2945807823087939,0.7855487528234505,False
蒲田7,7,False,ミスタージャグラー,jug,72,30.555555555555557,27.99065420560748,2.5649013499480766,55,42,0.6009787389339032,1.0,False
蒲田7,7,False,防空少女ラブキューレ2～極限の共鳴～,other,6,50.0,47.97297297297297,2.0270270270270316,56,41,1.0,1.0,False
蒲田7,7,False,この素晴らしい世界に祝福を！,other,29,41.37931034482759,39.36915887850467,2.0101514663229167,57,40,0.8504569671391395,1.0,False
