hall,dd,is_novel,machine_name,category,n,hit104_rate,baseline_hit104_rate,residual,rank_desc,rank_asc,p_value,q_value,is_machine_significant
蒲田1,16,True,アズールレーン THE ANIMATION,other,28,67.85714285714286,34.285714285714285,33.57142857142858,1,94,0.00019263133055488765,0.01810734507215944,True
蒲田1,16,True,ようこそ実力至上主義の教室へ,other,7,57.14285714285714,27.21518987341772,29.927667269439418,2,93,0.07844996247682298,0.7582488339981768,False
蒲田1,16,True,スマスロ秘宝伝,other,7,57.14285714285714,28.205128205128204,28.937728937728934,3,92,0.09389051660384531,0.7582488339981768,False
蒲田1,16,True,咲‐Saki‐ 頂上決戦,other,5,60.0,32.35294117647059,27.647058823529413,4,91,0.18369461191919031,0.7582488339981768,False
蒲田1,16,True,真・一騎当千,other,8,50.0,33.07086614173229,16.92913385826771,5,90,0.28519499875299636,0.8123736328115654,False
蒲田1,16,True,スマスロ炎炎ノ消防隊,other,9,44.44444444444444,28.52941176470588,15.915032679738562,6,89,0.2794582048043789,0.8123736328115654,False
蒲田1,16,True,無職転生 ～異世界行ったら本気だす～,other,12,41.66666666666667,29.022988505747126,12.643678160919546,7,88,0.3418693747398097,0.9181634635869176,False
蒲田1,16,True,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,bt,16,37.5,26.11464968152866,11.385350318471339,8,87,0.265197925089482,0.8123736328115654,False
蒲田1,16,True,ハイパーラッシュ,bt,7,42.857142857142854,31.506849315068493,11.350293542074361,9,86,0.6847025791292656,1.0,False
蒲田1,16,True,麻雀物語,other,13,38.46153846153847,28.772635814889334,9.688902646649133,10,85,0.5384948757978302,1.0,False
蒲田1,16,True,攻殻機動隊,other,12,41.66666666666667,32.3943661971831,9.272300469483568,11,84,0.539094324474739,1.0,False
蒲田1,16,True,ルパン三世 大航海者の秘宝,other,43,41.86046511627907,33.56164383561644,8.298821280662636,12,83,0.2576625553385528,0.8123736328115654,False
蒲田1,16,True,新ハナビ,bt,13,38.46153846153847,30.526315789473685,7.935222672064782,13,82,0.5502509592002285,1.0,False
蒲田1,16,True,ディスクアップ ULTRAREMIX,bt,10,40.0,32.432432432432435,7.567567567567565,14,81,0.7358279784830821,1.0,False
