hall,dd,is_novel,machine_name,category,n,hit104_rate,baseline_hit104_rate,residual,rank_desc,rank_asc,p_value,q_value,is_machine_significant
金時,23,True,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,bt,13,61.53846153846154,34.688995215311,26.849466323150537,1,70,0.04248459842023274,0.9500266154189861,False
金時,23,True,スマスロ炎炎ノ消防隊2,other,8,50.0,32.48945147679325,17.51054852320675,2,69,0.27588893160789696,0.9500266154189861,False
金時,23,True,押忍！番長4,other,10,40.0,25.46916890080429,14.530831099195709,3,68,0.28153444653218107,0.9500266154189861,False
金時,23,True,ヱヴァンゲリヲン ～約束の扉～,bt,13,46.15384615384615,33.582089552238806,12.571756601607348,4,67,0.37866203778281404,1.0,False
金時,23,True,スマスロ秘宝伝,other,5,40.0,28.26086956521739,11.73913043478261,5,66,0.6224291516519332,1.0,False
金時,23,True,麻雀物語,other,5,40.0,28.87323943661972,11.12676056338028,6,65,0.6273200072652763,1.0,False
金時,23,True,マギアレコード 魔法少女まどか☆マギカ外伝,other,32,43.75,33.589462129527995,10.160537870472005,7,64,0.2591467153414642,0.9500266154189861,False
金時,23,True,ゴッドイーター リザレクション,other,43,39.53488372093023,30.0,9.534883720930232,8,63,0.18155006660096323,0.9500266154189861,False
金時,23,True,スマスロ ハナビ,bt,12,41.66666666666667,33.99503722084367,7.671629445823001,9,62,0.5538341869279604,1.0,False
金時,23,True,スマスロ北斗の拳,other,100,38.0,32.11908931698774,5.88091068301226,10,61,0.19855820358106624,0.9500266154189861,False
金時,23,True,からくりサーカス,other,37,37.83783783783784,32.608695652173914,5.229142185663925,11,60,0.48568170971623364,1.0,False
金時,23,True,新ハナビ,bt,27,40.74074074074074,35.54347826086956,5.197262479871178,12,59,0.5520896851478033,1.0,False
金時,23,True,攻殻機動隊,other,8,37.5,32.608695652173914,4.891304347826086,13,58,0.7197492503760735,1.0,False
金時,23,True,ネオアイムジャグラーEX,jug,79,30.37974683544304,27.58329818641923,2.7964486490238087,14,57,0.6141415337429261,1.0,False
金時,23,True,ゴジラ対エヴァンゲリオン,other,16,31.25,28.717948717948715,2.5320512820512846,15,56,0.7865294612209958,1.0,False
金時,23,True,アイムジャグラーEX-TP,jug,93,27.956989247311824,25.93128390596745,2.0257053413443735,16,55,0.636617059250077,1.0,False
金時,23,True,アズールレーン THE ANIMATION,other,10,30.0,28.05755395683453,1.9424460431654715,17,54,1.0,1.0,False
金時,23,True,とある科学の超電磁砲2,other,7,28.57142857142857,27.52808988764045,1.043338683788118,18,53,1.0,1.0,False
金時,23,True,化物語,other,15,33.33333333333333,32.40343347639485,0.9298998569384764,19,52,1.0,1.0,False
金時,23,True,マイジャグラーV,jug,197,27.411167512690355,26.74869374683971,0.6624737658506454,20,51,0.809583610462568,1.0,False
金時,23,True,スマスロ サンダーV,bt,6,33.33333333333333,33.14917127071823,0.18416206261510126,21,50,1.0,1.0,False
金時,23,True,バイオハザード5,other,19,26.31578947368421,26.443202979515828,-0.12741350583161903,22,49,1.0,1.0,False
金時,23,True,ファンキージャグラー2,jug,155,27.09677419354839,27.302065404475044,-0.20529121092665292,23,48,1.0,1.0,False
金時,23,True,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,bt,25,36.0,36.407766990291265,-0.4077669902912646,24,47,1.0,1.0,False
金時,23,True,ゴーゴージャグラー3,jug,119,24.369747899159663,25.417236662106703,-1.0474887629470402,25,46,0.8340292666204321,1.0,False
金時,23,True,甲鉄城のカバネリ 海門(うなと)決戦,other,13,30.76923076923077,32.19616204690831,-1.426931277677543,26,45,1.0,1.0,False
金時,23,True,新鬼武者3,other,28,28.57142857142857,30.407124681933844,-1.8356961105052747,27,44,1.0,1.0,False
金時,23,True,甲鉄城のカバネリ,other,27,33.33333333333333,35.68129330254042,-2.347959969207089,28,43,0.844116604942466,1.0,False
金時,23,True,主役は銭形5,other,12,33.33333333333333,35.83815028901734,-2.5048169556840136,29,42,1.0,1.0,False
金時,23,True,沖ドキ!ゴージャス 25Φ,oki,30,33.33333333333333,36.1587982832618,-2.825464949928474,30,41,0.8504012592767441,1.0,False
金時,23,True,バーサスリヴァイズ,bt,18,27.77777777777778,31.001589825119236,-3.2238120473414575,31,40,1.0,1.0,False
金時,23,True,SHAKE BONUS TRIGGER,bt,7,28.57142857142857,32.432432432432435,-3.8610038610038657,32,39,1.0,1.0,False
金時,23,True,沖ドキ!GOLD,oki,33,33.33333333333333,37.622549019607845,-4.289215686274517,33,38,0.7203962665860503,1.0,False
金時,23,True,ダーリン・イン・ザ・フランキス,other,5,20.0,24.324324324324326,-4.324324324324326,34,37,1.0,1.0,False
金時,23,True,ディスクアップ2,bt,34,32.35294117647059,36.95861405197305,-4.605672875502464,35,36,0.6004788163137145,1.0,False
金時,23,True,北斗の拳 転生の章2,other,23,26.08695652173913,31.506849315068493,-5.419892793329364,36,35,0.659050112491822,1.0,False
金時,23,True,革命機ヴァルヴレイヴ2,other,20,30.0,35.657686212361334,-5.657686212361334,37,34,0.6492802820816903,1.0,False
金時,23,True,革命機ヴァルヴレイヴ,other,15,20.0,25.691699604743086,-5.691699604743086,38,33,0.7728878474606602,1.0,False
金時,23,True,東京喰種,other,78,28.205128205128204,33.97150489759573,-5.766376692467524,39,32,0.2850079846256958,0.9500266154189861,False
金時,23,True,スーパーブラックジャック,other,18,22.22222222222222,28.20976491862568,-5.987542696403459,40,31,0.7942625357589846,1.0,False
金時,23,True,デビル メイ クライ5 スタイリッシュトライブ,other,8,25.0,31.32530120481928,-6.325301204819279,41,30,1.0,1.0,False
金時,23,True,ニューパルサーSP4 with 太鼓の達人,bt,16,25.0,31.491712707182316,-6.491712707182316,42,29,0.7890290539012602,1.0,False
金時,23,True,モンキーターンV,other,98,27.55102040816326,34.11923206466824,-6.568211656504978,43,28,0.16775961898514313,0.9500266154189861,False
金時,23,True,東京リベンジャーズ,other,23,21.73913043478261,28.720238095238095,-6.981107660455486,44,27,0.6457848157633214,1.0,False
金時,23,True,ウルトラミラクルジャグラー,jug,51,19.607843137254903,27.227414330218068,-7.619571192963164,45,26,0.2715087972092719,0.9500266154189861,False
金時,23,True,Re:ゼロから始める異世界生活 season2,other,6,16.666666666666664,24.528301886792452,-7.8616352201257875,46,25,1.0,1.0,False
金時,23,True,ジャグラーガールズ,jug,49,18.367346938775512,26.604897418927862,-8.23755048015235,47,24,0.20028628020068276,0.9500266154189861,False
金時,23,True,スマスロ炎炎ノ消防隊,other,21,23.809523809523807,32.49299719887955,-8.683473389355743,48,23,0.488942225173688,1.0,False
金時,23,True,戦国乙女4 戦乱に閃く炯眼の軍師,other,32,25.0,33.77960865087539,-8.779608650875389,49,22,0.3521780511241256,1.0,False
金時,23,True,ハッピージャグラーVIII,jug,46,19.565217391304348,28.99628252788104,-9.431065136576692,50,21,0.1940190579880786,0.9500266154189861,False
金時,23,True,ミスタージャグラー,jug,53,18.867924528301888,28.814627994955867,-9.946703466653979,51,20,0.12942293712559488,0.9500266154189861,False
金時,23,True,機動戦士ガンダムSEED,other,6,16.666666666666664,27.325581395348834,-10.65891472868217,52,19,1.0,1.0,False
金時,23,True,かぐや様は告らせたい,other,30,20.0,30.71593533487298,-10.715935334872981,53,18,0.23792316504361993,0.9500266154189861,False
金時,23,True,いざ！番長,other,23,17.391304347826086,28.247734138972806,-10.85642979114672,54,17,0.3551285570290402,1.0,False
金時,23,True,ダンベル何キロ持てる？,other,7,14.285714285714285,25.365853658536587,-11.080139372822302,55,16,0.6857393612897341,1.0,False
金時,23,True,不二子BT,bt,5,20.0,31.57894736842105,-11.578947368421051,56,15,1.0,1.0,False
金時,23,True,緑ドン VIVA!情熱南米編 REVIVAL,other,7,14.285714285714285,25.925925925925924,-11.64021164021164,57,14,0.683971648740402,1.0,False
金時,23,True,押忍!番長ZERO,other,31,22.58064516129032,35.17156862745098,-12.59092346616066,58,13,0.13825825568804923,0.9500266154189861,False
金時,23,True,シャーマンキング,other,10,10.0,22.672064777327936,-12.672064777327936,59,12,0.47069035369788625,1.0,False
金時,23,True,ルパン三世 大航海者の秘宝,other,6,16.666666666666664,30.128205128205128,-13.461538461538463,60,11,0.6740186715443621,1.0,False
金時,23,True,ミリオンゴッド‐神々の軌跡‐,other,10,10.0,24.271844660194176,-14.271844660194176,61,10,0.46815013885498047,1.0,False
金時,23,True,ハイパーラッシュ,bt,14,21.428571428571427,37.08920187793427,-15.660630449362845,62,9,0.2756554222027174,0.9500266154189861,False
金時,23,True,ラブ嬢3～Wご指名はいかがですか?～,other,13,15.384615384615385,31.16531165311653,-15.780696268501144,63,8,0.24912205894443162,0.9500266154189861,False
金時,23,True,アレックス ブライト,bt,11,18.181818181818183,34.40514469453376,-16.223326512715577,64,7,0.3488125817172315,1.0,False
金時,23,True,モンスターハンターライズ,other,34,14.705882352941178,31.48479427549195,-16.778911922550773,65,6,0.04105424654444028,0.9500266154189861,False
金時,23,True,吉宗,other,20,15.0,32.28621291448517,-17.28621291448517,66,5,0.09952578349942101,0.9500266154189861,False
金時,23,True,クランキークレスト,bt,18,11.11111111111111,29.71887550200803,-18.607764390896918,67,4,0.12027905482533152,0.9500266154189861,False
金時,23,True,痛いのは嫌なので防御力に極振りしたいと思います。,other,7,14.285714285714285,33.45864661654135,-19.172932330827066,68,3,0.4350078966020597,1.0,False
金時,23,True,ToLOVEるダークネス,other,18,11.11111111111111,30.426356589147286,-19.315245478036175,69,2,0.07628740030344738,0.9500266154189861,False
