hall,dd,is_novel,machine_name,category,n,hit104_rate,baseline_hit104_rate,residual,rank_desc,rank_asc,p_value,q_value,is_machine_significant
レイトギャップ,6,False,スマスロ炎炎ノ消防隊2,other,38,39.473684210526315,30.47703180212014,8.996652408406174,35,84,0.2183682695294188,0.6607039949864466,False
レイトギャップ,6,False,東京喰種,other,139,44.60431654676259,35.71259749468211,8.891719052080482,36,83,0.026443449023108828,0.2600272487272368,False
レイトギャップ,6,False,主役は銭形4,other,12,33.33333333333333,24.503311258278146,8.830022075055183,37,82,0.4997514691768433,0.9742829061384982,False
レイトギャップ,6,False,マクロスフロンティア4,other,14,35.714285714285715,26.900584795321635,8.81370091896408,38,81,0.5438967899376665,0.9873818648099177,False
レイトギャップ,6,False,革命機ヴァルヴレイヴ,other,237,36.708860759493675,28.15254542183846,8.556315337655214,39,80,0.002863223319306836,0.11262011722606888,False
レイトギャップ,6,False,クランキークレスト,bt,8,37.5,28.99628252788104,8.50371747211896,40,79,0.6971454067904419,1.0,False
レイトギャップ,6,False,無職転生 ～異世界行ったら本気だす～,other,5,40.0,31.67701863354037,8.32298136645963,41,78,0.6524012521448618,1.0,False
レイトギャップ,6,False,スマスロ サンダーV,bt,12,33.33333333333333,25.214899713467048,8.11843361986628,42,77,0.5086900078361538,0.9742829061384982,False
レイトギャップ,6,False,からくりサーカス,other,211,40.28436018957346,32.28063879418626,8.003721395387203,43,76,0.011885281185512735,0.20035188284150038,False
レイトギャップ,6,False,主役は銭形5,other,27,37.03703703703704,29.09090909090909,7.946127946127948,44,75,0.39472354951741173,0.8916931812471048,False
レイトギャップ,6,False,戦国乙女4 戦乱に閃く炯眼の軍師,other,102,36.27450980392157,29.055118110236222,7.2193916936853455,45,74,0.10078751173422416,0.6259434939283396,False
レイトギャップ,6,False,バキ 強くなりたくば喰らえ!!!,other,14,35.714285714285715,28.908554572271388,6.805731142014327,46,73,0.5601948580447317,0.9920406289383886,False
レイトギャップ,6,False,ようこそ実力至上主義の教室へ,other,6,33.33333333333333,26.618705035971225,6.714628297362104,47,72,0.657042876931139,1.0,False
レイトギャップ,6,False,マイジャグラーV,jug,75,26.666666666666668,20.362381363244175,6.304285303422493,48,71,0.19343509486937166,0.6607039949864466,False
レイトギャップ,6,False,ゴジラ対エヴァンゲリオン,other,41,31.70731707317073,25.406871609403254,6.300445463767478,49,70,0.3675709133802986,0.8816664215569955,False
レイトギャップ,6,False,Sister Quest,other,11,36.36363636363637,30.37974683544304,5.983889528193327,50,69,0.7437959321365579,1.0,False
レイトギャップ,6,False,ゴッドイーター リザレクション,other,88,35.22727272727273,29.338842975206614,5.888429752066113,51,68,0.24018121478379778,0.6747948415354319,False
