hall,dd,is_novel,machine_name,category,n,hit104_rate,baseline_hit104_rate,residual,rank_desc,rank_asc,p_value,q_value,is_machine_significant
みとや,14,False,不二子BT,bt,6,66.66666666666666,30.208333333333332,36.45833333333333,1,87,0.06305187257020514,0.5651808337647946,False
みとや,14,False,転生したら剣でした,other,5,60.0,25.179856115107913,34.82014388489209,2,86,0.0920634801586576,0.5931855811295853,False
みとや,14,False,無職転生 ～異世界行ったら本気だす～,other,9,55.55555555555556,24.015748031496063,31.539807524059494,3,85,0.03409052984707712,0.5091324981324926,False
みとや,14,False,とある科学の超電磁砲2,other,7,57.14285714285714,32.631578947368425,24.511278195488714,4,84,0.21843036502003205,0.6760734190413623,False
みとや,14,False,押忍！番長4,other,13,53.84615384615385,29.565217391304348,24.2809364548495,5,83,0.061707027151617924,0.5651808337647946,False
みとや,14,False,ガールズ&パンツァー 最終章,other,5,60.0,37.30569948186528,22.694300518134717,6,82,0.3637850702603329,0.8664836222061177,False
みとや,14,False,ヱヴァンゲリヲン ～約束の扉～,bt,20,45.0,26.94300518134715,18.05699481865285,7,81,0.07323426633266479,0.5792164700856215,False
みとや,14,False,機動戦士ガンダムSEED,other,8,37.5,19.867549668874172,17.632450331125828,8,80,0.17898355436502242,0.625948333192165,False
みとや,14,False,東京喰種,other,187,52.406417112299465,35.218604651162785,17.18781246113668,9,79,6.657206649554072e-07,5.791769785112043e-05,True
みとや,14,False,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,bt,16,50.0,33.125,16.875,10,78,0.17987021068740372,0.625948333192165,False
みとや,14,False,ゴジラ対エヴァンゲリオン,other,13,38.46153846153847,21.6,16.861538461538466,11,77,0.16388339968750687,0.6199067727310043,False
みとや,14,False,戦国乙女4 戦乱に閃く炯眼の軍師,other,77,44.15584415584416,29.28540113985094,14.870443015993217,12,76,0.005162327590583802,0.11228062509519769,False
みとや,14,False,麻雀物語,other,8,37.5,22.932330827067666,14.567669172932334,13,75,0.3903994460574967,0.8664836222061177,False
みとや,14,False,沖ドキ!GOLD‐30,oki,17,47.05882352941176,32.938856015779095,14.119967513632666,14,74,0.20357375760343988,0.6746663368634986,False
みとや,14,False,主役は銭形5,other,15,46.666666666666664,33.65617433414044,13.010492332526226,15,73,0.28035579089087254,0.7622173064845598,False
みとや,14,False,甲鉄城のカバネリ 海門(うなと)決戦,other,38,50.0,37.613019891500905,12.386980108499095,16,72,0.12967577022006352,0.5931855811295853,False
みとや,14,False,からくりサーカス,other,118,42.3728813559322,30.15241882041087,12.220462535521332,17,71,0.003346274929010401,0.09704197294130162,False
みとや,14,False,ルパン三世 大航海者の秘宝,other,18,44.44444444444444,32.432432432432435,12.012012012012008,18,70,0.31185866452018357,0.7979912886251755,False
みとや,14,False,SHAKE BONUS TRIGGER,bt,9,44.44444444444444,32.99319727891156,11.451247165532884,19,69,0.4857250886106768,0.96041097066202,False
みとや,14,False,化物語,other,36,41.66666666666667,30.50505050505051,11.161616161616163,20,68,0.14597504909847112,0.6047537748365232,False
みとや,14,False,新鬼武者3,other,41,39.02439024390244,28.661844484629295,10.362545759273143,21,67,0.1634603214865329,0.6199067727310043,False
みとや,14,False,新ハナビ,bt,13,38.46153846153847,28.71536523929471,9.746173222243758,22,66,0.5379191417898652,0.9909856435074846,False
みとや,14,False,スマスロ北斗の拳,other,268,43.656716417910445,33.9318277458269,9.724888672083544,23,65,0.0005887828178111794,0.025612052574786305,True
みとや,14,False,バーサスリヴァイズ,bt,6,33.33333333333333,24.06417112299465,9.269162210338678,24,64,0.6327653187647551,1.0,False
みとや,14,False,北斗の拳 転生の章2,other,80,38.75,29.5,9.25,25,63,0.06496331422583845,0.5651808337647946,False
みとや,14,False,ダンベル何キロ持てる？,other,16,37.5,28.322440087145967,9.177559912854033,26,62,0.4083428564419635,0.8664836222061177,False
みとや,14,False,バンドリ！,other,5,40.0,31.03448275862069,8.96551724137931,27,61,0.6453524792653016,1.0,False
みとや,14,False,主役は銭形4,other,11,36.36363636363637,27.536231884057973,8.827404479578394,28,60,0.5039735342441448,0.9743488328720132,False
みとや,14,False,アレックス ブライト,bt,27,37.03703703703704,28.836633663366335,8.200403373670703,29,59,0.3931840294493484,0.8664836222061177,False
みとや,14,False,ミスタージャグラー,jug,90,31.11111111111111,24.079639368895567,7.031471742215544,30,58,0.10842936398113197,0.5931855811295853,False
