scope,n_pairs,hit_at_2_rate,loss_mean,loss_p50,loss_p90,loss_p95,rank2_rescue_on_miss1,rank3_rescue_on_miss12,critical_miss_rate,catastrophic_rate,catastrophic_on_critical_rate,hit_at_2_rate_delta,hit_at_2_rate_direction,loss_mean_delta,loss_mean_direction,rank2_rescue_on_miss1_delta,rank2_rescue_on_miss1_direction,critical_miss_rate_delta,critical_miss_rate_direction,catastrophic_rate_delta,catastrophic_rate_direction
current_overall,584.0,0.9931506849315068,610.7876712328767,0.0,900.0,3500.0,0.8918918918918919,0.0,0.00684931506849315,0.011986301369863013,0.5,,,,,,,,,,
baseline_overall,432.0,0.8634259259259259,1885.4166666666667,0.0,7500.0,12304.999999999989,0.3023255813953488,0.0,0.1388888888888889,0.034722222222222224,0.18333333333333332,,,,,,,,,,
overall_delta,,,,,,,,,,,,0.1297247590055809,improved,-1274.62899543379,improved,0.5895663104965431,improved,-0.13203957382039574,improved,-0.02273592085235921,improved
