date,month,weekday,expert,model,target_label,window,lambda,top1_tail,top1_pred,top1_actual_raw_diff,top1_prob_positive,top1_final_score,top2_tail,top2_pred,top2_actual_raw_diff,top2_prob_positive,top2_final_score,pred_span_top12,confidence_band,operational_pick_tail,operational_pick_source,operational_pick_pred,operational_pick_actual_raw_diff,operational_pick_in_actual_top2,top1_is_avoid,top2_is_avoid,hit_at_2,hit_at_3,pred_span_quartile,rolling_median,zscore,is_anomaly,anomaly_direction,is_hit_rate_miss_day,difficulty_failure,actual_top1_tail,actual_top2_tail,actual_top3_tail,actual_top1_diff,actual_top2_diff,actual_top3_diff,loss_scenario,loss_value,chosen_tail,top1_match,top2_match,top3_match,rescue_source
2026-01-04,2026-01,Sunday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,0,0.0009796176046283,-3200.0,0.5,0.0009796176046283,2,0.0009459664464833,-8900.0,0.5,0.0009459664464833,3.365115814499698e-05,undefined,2,top2_on_undefined,0.0009459664464833,-8900.0,0,0,0,0.0,0.0,Q1,137.5,-2.282742734186793,1,low_anomaly,1,miss_day,4,6,0,1600.0,-700.0,-3200.0,critical_miss,4800.0,0,0,0,0,none
2026-01-04,2026-01,Sunday,3F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,9,0.1858180286950956,16300.0,0.5,0.1858180286950956,1,0.0006855347960655,-200.0,0.5,0.0006855347960655,0.1851324938990301,medium,9,top1_default,0.1858180286950956,16300.0,1,0,0,1.0,1.0,Q2,137.5,-2.282742734186793,1,low_anomaly,1,miss_day,9,0,1,16300.0,1600.0,-200.0,hit1,0.0,9,1,0,0,rank1
2026-01-05,2026-01,Monday,2F_N,xgb_ranker_ndcg,is_rank_1,full_2025,1.25,1,0.9249992469524764,48500.0,0.5,0.9249992469524764,9,0.8109980258477321,39700.0,0.5,0.8109980258477321,0.1140012211047442,medium,1,top1_default,0.9249992469524764,48500.0,1,0,0,1.0,1.0,Q2,137.5,1.8916976825315492,1,high_anomaly,0,hit_day,1,9,0,48500.0,39700.0,25800.0,hit1,0.0,1,1,1,0,rank1
2026-01-05,2026-01,Monday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,6,0.9051963184429472,13000.0,0.5,0.9051963184429472,4,0.0686824137587709,8700.0,0.5,0.0686824137587709,0.8365139046841764,high,6,top1_default,0.9051963184429472,13000.0,1,0,0,1.0,1.0,Q4,137.5,1.8916976825315492,1,high_anomaly,0,hit_day,6,4,1,13000.0,8700.0,5100.0,hit1,0.0,6,1,1,0,rank1
2026-01-05,2026-01,Monday,3F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,1,0.9855584062684308,26800.0,0.5,0.9855584062684308,6,0.952055164172126,25400.0,0.5,0.952055164172126,0.0335032420963046,low,1,top1_default,0.9855584062684308,26800.0,1,0,0,1.0,1.0,Q1,137.5,1.8916976825315492,1,high_anomaly,0,hit_day,1,6,5,26800.0,25400.0,22300.0,hit1,0.0,1,1,1,0,rank1
2026-01-06,2026-01,Tuesday,2F_N,xgb_ranker_ndcg,is_rank_1,full_2025,1.25,2,0.9875092240396448,44400.0,0.5,0.9875092240396448,6,0.9810618008225986,38300.0,0.5,0.9810618008225986,0.0064474232170462,low,2,top1_default,0.9875092240396448,44400.0,1,0,0,1.0,1.0,Q1,144.0,0.49532808618907526,0,normal,0,hit_day,2,6,7,44400.0,38300.0,27100.0,hit1,0.0,2,1,1,0,rank1
2026-01-06,2026-01,Tuesday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,9,0.5455611683474509,9200.0,0.5,0.5455611683474509,5,0.089482473472981,6300.0,0.5,0.089482473472981,0.4560786948744699,high,9,top1_default,0.5455611683474509,9200.0,1,0,0,1.0,1.0,Q3,144.0,0.49532808618907526,0,normal,0,hit_day,9,5,2,9200.0,6300.0,5000.0,hit1,0.0,9,1,1,0,rank1
2026-01-06,2026-01,Tuesday,3F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,3,0.976081592454314,20300.0,0.5,0.976081592454314,1,0.8642773585154118,17300.0,0.5,0.8642773585154118,0.1118042339389022,medium,3,top1_default,0.976081592454314,20300.0,1,0,0,1.0,1.0,Q2,144.0,0.49532808618907526,0,normal,0,hit_day,3,1,2,20300.0,17300.0,15300.0,hit1,0.0,3,1,1,0,rank1
2026-01-07,2026-01,Wednesday,2F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,0,0.8883285924825206,39400.0,0.5,0.8883285924825206,4,0.7123123050822688,32300.0,0.5,0.7123123050822688,0.1760162874002517,medium,0,top1_default,0.8883285924825206,39400.0,1,0,0,1.0,1.0,Q2,160.5,1.114012351764974,0,normal,0,hit_day,0,5,4,39400.0,35900.0,32300.0,hit1,0.0,0,1,0,0,rank1
2026-01-07,2026-01,Wednesday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,7,0.1741155441632786,11200.0,0.5,0.1741155441632786,3,0.1377101078331865,9000.0,0.5,0.1377101078331865,0.036405436330092,low,7,top1_default,0.1741155441632786,11200.0,1,0,0,1.0,1.0,Q1,160.5,1.114012351764974,0,normal,0,hit_day,7,3,0,11200.0,9000.0,8500.0,hit1,0.0,7,1,1,0,rank1
2026-01-07,2026-01,Wednesday,3F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,7,0.8791586347830629,22100.0,0.5,0.8791586347830629,3,0.5605751938786095,21600.0,0.5,0.5605751938786095,0.3185834409044533,high,7,top1_default,0.8791586347830629,22100.0,1,0,0,1.0,1.0,Q3,160.5,1.114012351764974,0,normal,0,hit_day,7,3,0,22100.0,21600.0,20600.0,hit1,0.0,7,1,1,0,rank1
2026-01-08,2026-01,Thursday,2F_N,xgb_ranker_ndcg,is_rank_1,full_2025,1.25,1,0.9904689969120358,54400.0,0.5,0.9904689969120358,7,0.5107384823991022,22000.0,0.5,0.5107384823991022,0.4797305145129336,high,1,top1_default,0.9904689969120358,54400.0,1,0,0,1.0,1.0,Q3,160.5,-0.1450688381597167,0,normal,0,hit_day,1,5,7,54400.0,30700.0,22000.0,hit1,0.0,1,1,0,0,rank1
2026-01-08,2026-01,Thursday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,6,0.9681110022133832,9800.0,0.5,0.9681110022133832,9,0.4964273700354551,9500.0,0.5,0.4964273700354551,0.4716836321779282,high,6,top1_default,0.9681110022133832,9800.0,1,0,0,1.0,1.0,Q3,160.5,-0.1450688381597167,0,normal,0,hit_day,6,9,2,9800.0,9500.0,6600.0,hit1,0.0,6,1,1,0,rank1
2026-01-08,2026-01,Thursday,3F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,0,0.2062239718295828,9900.0,0.5,0.2062239718295828,8,0.0011884413938982,5400.0,0.5,0.0011884413938982,0.2050355304356845,medium,0,top1_default,0.2062239718295828,9900.0,1,0,0,1.0,1.0,Q3,160.5,-0.1450688381597167,0,normal,0,hit_day,0,8,1,9900.0,5400.0,2400.0,hit1,0.0,0,1,1,0,rank1
2026-01-09,2026-01,Friday,2F_N,xgb_ranker_ndcg,is_rank_1,recent_60d,1.25,6,0.0092104535581994,12000.0,0.5,0.0092104535581994,2,0.0071457858355916,13600.0,0.5,0.0071457858355916,0.0020646677226077,low,6,top1_default,0.0092104535581994,12000.0,1,0,0,1.0,1.0,Q1,144.0,-0.39190587870800436,0,normal,0,hit_day,2,6,4,13600.0,12000.0,10900.0,hit1,1600.0,6,1,1,0,rank1
2026-01-09,2026-01,Friday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,3,0.907394915463662,10700.0,0.5,0.907394915463662,0,0.023875996459291,5100.0,0.5,0.023875996459291,0.883518919004371,high,3,top1_default,0.907394915463662,10700.0,1,0,0,1.0,1.0,Q4,144.0,-0.39190587870800436,0,normal,0,hit_day,3,0,9,10700.0,5100.0,2900.0,hit1,0.0,3,1,1,0,rank1
2026-01-09,2026-01,Friday,3F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,2,0.9979453023578092,35600.0,0.5,0.9979453023578092,1,0.2212782708950838,11600.0,0.5,0.2212782708950838,0.7766670314627254,high,2,top1_default,0.9979453023578092,35600.0,1,0,0,1.0,1.0,Q4,144.0,-0.39190587870800436,0,normal,0,hit_day,2,1,6,35600.0,11600.0,9500.0,hit1,0.0,2,1,1,0,rank1
2026-01-10,2026-01,Saturday,2F_N,xgb_ranker_ndcg,is_rank_1,full_2025,1.25,6,0.9914644546529056,54500.0,0.5,0.9914644546529056,3,0.2689705909221121,28400.0,0.5,0.2689705909221121,0.7224938637307934,high,6,top1_default,0.9914644546529056,54500.0,1,0,0,1.0,1.0,Q4,160.5,0.511101799948491,0,normal,0,hit_day,6,3,2,54500.0,28400.0,22300.0,hit1,0.0,6,1,1,0,rank1
2026-01-10,2026-01,Saturday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,2,0.4564559338799414,11600.0,0.5,0.4564559338799414,1,0.0685751737755924,9900.0,0.5,0.0685751737755924,0.3878807601043489,high,2,top1_default,0.4564559338799414,11600.0,1,0,0,1.0,1.0,Q3,160.5,0.511101799948491,0,normal,0,hit_day,2,1,0,11600.0,9900.0,7500.0,hit1,0.0,2,1,1,0,rank1
2026-01-10,2026-01,Saturday,3F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,2,0.9866716295108132,35200.0,0.5,0.9866716295108132,4,0.1079670550078406,10300.0,0.5,0.1079670550078406,0.8787045745029726,high,2,top1_default,0.9866716295108132,35200.0,1,0,0,1.0,1.0,Q4,160.5,0.511101799948491,0,normal,0,hit_day,2,4,3,35200.0,10300.0,7500.0,hit1,0.0,2,1,1,0,rank1
2026-01-11,2026-01,Sunday,2F_N,xgb_ranker_ndcg,is_rank_1,recent_60d,1.25,1,0.9829558251787012,39900.0,0.5,0.9829558251787012,6,0.9324673330031008,40200.0,0.5,0.9324673330031008,0.0504884921756004,low,1,top1_default,0.9829558251787012,39900.0,0,0,0,1.0,1.0,Q2,166.5,-0.039879540233992275,0,normal,0,hit_day,3,6,1,61200.0,40200.0,39900.0,miss1_hit2,21000.0,6,0,1,0,rank2
2026-01-11,2026-01,Sunday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,4,0.9910040135786264,27300.0,0.5,0.9910040135786264,7,0.0610267754309471,9400.0,0.5,0.0610267754309471,0.9299772381476792,high,4,top1_default,0.9910040135786264,27300.0,1,0,0,1.0,1.0,Q4,166.5,-0.039879540233992275,0,normal,0,hit_day,4,7,1,27300.0,9400.0,9200.0,hit1,0.0,4,1,1,0,rank1
2026-01-11,2026-01,Sunday,3F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,5,0.0010831124647833,-1700.0,0.5,0.0010831124647833,2,0.0008326076586159,-21500.0,0.5,0.0008326076586159,0.0002505048061673,undefined,2,top2_on_undefined,0.0008326076586159,-21500.0,0,0,0,1.0,1.0,Q1,166.5,-0.039879540233992275,0,normal,0,hit_day,6,5,4,-300.0,-1700.0,-5600.0,hit1,1400.0,5,1,0,0,rank1
2026-01-12,2026-01,Monday,2F_N,xgb_ranker_ndcg,is_rank_1,recent_60d,1.25,2,0.7341163856775103,34900.0,0.5,0.7341163856775103,0,0.004594624668623,9300.0,0.5,0.004594624668623,0.7295217610088872,high,2,top1_default,0.7341163856775103,34900.0,1,0,0,1.0,1.0,Q4,166.5,-1.1977139647714377,0,normal,0,hit_day,2,3,0,34900.0,12100.0,9300.0,hit1,0.0,2,1,0,0,rank1
2026-01-12,2026-01,Monday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,1,0.0310594046013419,8500.0,0.5,0.0310594046013419,6,0.0218591777590261,5600.0,0.5,0.0218591777590261,0.0092002268423158,low,1,top1_default,0.0310594046013419,8500.0,1,0,0,1.0,1.0,Q1,166.5,-1.1977139647714377,0,normal,0,hit_day,1,6,0,8500.0,5600.0,4700.0,hit1,0.0,1,1,1,0,rank1
2026-01-12,2026-01,Monday,3F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,5,0.0166699007957124,8100.0,0.5,0.0166699007957124,0,0.0007276491381668,-2400.0,0.5,0.0007276491381668,0.0159422516575456,low,5,top1_default,0.0166699007957124,8100.0,1,0,0,1.0,1.0,Q1,166.5,-1.1977139647714377,0,normal,0,hit_day,5,4,9,8100.0,5800.0,-300.0,hit1,0.0,5,1,0,0,rank1
2026-01-13,2026-01,Tuesday,2F_N,xgb_ranker_ndcg,is_rank_1,recent_60d,1.0,0,0.752001746958203,28000.0,0.5,0.752001746958203,3,0.1825419737672615,17400.0,0.5,0.1825419737672615,0.5694597731909414,high,0,top1_default,0.752001746958203,28000.0,1,0,0,1.0,1.0,Q4,150.0,-1.7764517316235837,1,low_anomaly,0,hit_day,0,3,5,28000.0,17400.0,-400.0,hit1,0.0,0,1,1,0,rank1
2026-01-13,2026-01,Tuesday,3F_A,xgb_ranker_ndcg,is_rank_1,recent_60d,1.25,1,0.0863506529424612,6500.0,0.5,0.0863506529424612,4,0.0724984546289646,3500.0,0.5,0.0724984546289646,0.0138521983134965,low,1,top1_default,0.0863506529424612,6500.0,1,0,0,1.0,1.0,Q1,150.0,-1.7764517316235837,1,low_anomaly,0,hit_day,1,5,2,6500.0,5700.0,4600.0,hit1,0.0,1,1,0,0,rank1
2026-01-13,2026-01,Tuesday,3F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,9,0.4886577628809745,16600.0,0.5,0.4886577628809745,5,0.0112809980796507,7700.0,0.5,0.0112809980796507,0.4773767648013238,high,9,top1_default,0.4886577628809745,16600.0,1,0,0,1.0,1.0,Q3,150.0,-1.7764517316235837,1,low_anomaly,0,hit_day,9,5,7,16600.0,7700.0,1900.0,hit1,0.0,9,1,1,0,rank1
2026-01-14,2026-01,Wednesday,2F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,5,0.9804185536656858,38300.0,0.5,0.9804185536656858,1,0.9605564317740084,41300.0,0.5,0.9605564317740084,0.0198621218916772,low,5,top1_default,0.9804185536656858,38300.0,1,0,0,1.0,1.0,Q1,150.0,0.23429723868982233,0,normal,0,hit_day,1,5,0,41300.0,38300.0,29100.0,hit1,3000.0,5,1,1,0,rank1
2026-01-14,2026-01,Wednesday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,5,0.9624855355723488,11900.0,0.5,0.9624855355723488,9,0.0615419549427232,7300.0,0.5,0.0615419549427232,0.9009435806296257,high,5,top1_default,0.9624855355723488,11900.0,1,0,0,1.0,1.0,Q4,150.0,0.23429723868982233,0,normal,0,hit_day,5,6,9,11900.0,7700.0,7300.0,hit1,0.0,5,1,0,0,rank1
2026-01-14,2026-01,Wednesday,3F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,6,0.6837803822527837,17800.0,0.5,0.6837803822527837,5,0.0099470963480809,7000.0,0.5,0.0099470963480809,0.6738332859047027,high,6,top1_default,0.6837803822527837,17800.0,1,0,0,1.0,1.0,Q4,150.0,0.23429723868982233,0,normal,0,hit_day,6,2,3,17800.0,11900.0,8600.0,hit1,0.0,6,1,0,0,rank1
2026-01-15,2026-01,Thursday,2F_N,xgb_ranker_ndcg,is_rank_1,recent_60d,1.25,7,0.0283494579874019,13100.0,0.5,0.0283494579874019,9,0.0187479519933195,14200.0,0.5,0.0187479519933195,0.0096015059940823,low,7,top1_default,0.0283494579874019,13100.0,1,0,0,1.0,1.0,Q1,150.0,0.09380824539869312,0,normal,0,hit_day,9,7,4,14200.0,13100.0,13000.0,hit1,1100.0,7,1,1,0,rank1
2026-01-15,2026-01,Thursday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,4,0.2686718061596229,9300.0,0.5,0.2686718061596229,7,0.2511572487983335,9300.0,0.5,0.2511572487983335,0.0175145573612894,low,4,top1_default,0.2686718061596229,9300.0,1,0,0,1.0,1.0,Q1,150.0,0.09380824539869312,0,normal,0,hit_day,4,7,0,9300.0,9300.0,8200.0,hit1,0.0,4,1,1,0,rank1
2026-01-15,2026-01,Thursday,3F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,2,0.997964294872932,32000.0,0.5,0.997964294872932,7,0.9846505721527749,31800.0,0.5,0.9846505721527749,0.013313722720157,low,2,top1_default,0.997964294872932,32000.0,1,0,0,1.0,1.0,Q1,150.0,0.09380824539869312,0,normal,0,hit_day,2,7,4,32000.0,31800.0,24000.0,hit1,0.0,2,1,1,0,rank1
2026-01-16,2026-01,Friday,2F_N,xgb_ranker_ndcg,is_rank_1,recent_60d,0.75,2,0.957654123657176,45600.0,0.5,0.957654123657176,1,0.3156899277801005,18000.0,0.5,0.3156899277801005,0.6419641958770755,high,2,top1_default,0.957654123657176,45600.0,1,0,0,1.0,1.0,Q4,163.0,1.5173277622137509,1,high_anomaly,0,hit_day,2,4,8,45600.0,19800.0,18200.0,hit1,0.0,2,1,0,0,rank1
2026-01-16,2026-01,Friday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,3,0.8956293002500895,16200.0,0.5,0.8956293002500895,8,0.7895246270325728,20400.0,0.5,0.7895246270325728,0.1061046732175167,medium,3,top1_default,0.8956293002500895,16200.0,1,0,0,1.0,1.0,Q2,163.0,1.5173277622137509,1,high_anomaly,0,hit_day,8,3,7,20400.0,16200.0,15500.0,hit1,4200.0,3,1,1,0,rank1
2026-01-16,2026-01,Friday,3F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,5,0.987313507099172,39600.0,0.5,0.987313507099172,3,0.8592848271004225,29700.0,0.5,0.8592848271004225,0.1280286799987495,medium,5,top1_default,0.987313507099172,39600.0,1,0,0,1.0,1.0,Q2,163.0,1.5173277622137509,1,high_anomaly,0,hit_day,5,3,8,39600.0,29700.0,15600.0,hit1,0.0,5,1,1,0,rank1
2026-01-17,2026-01,Saturday,2F_N,xgb_ranker_ndcg,is_rank_1,recent_60d,0.75,9,0.7774033526759774,40500.0,0.5,0.7774033526759774,7,0.4222786278558452,27900.0,0.5,0.4222786278558452,0.3551247248201322,high,9,top1_default,0.7774033526759774,40500.0,1,0,0,1.0,1.0,Q3,163.0,-0.27933935745451005,0,normal,0,hit_day,9,8,7,40500.0,29400.0,27900.0,hit1,0.0,9,1,0,0,rank1
2026-01-17,2026-01,Saturday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,1,0.6950208183622478,15800.0,0.5,0.6950208183622478,6,0.5980203799932493,15900.0,0.5,0.5980203799932493,0.0970004383689985,low,1,top1_default,0.6950208183622478,15800.0,1,0,0,1.0,1.0,Q2,163.0,-0.27933935745451005,0,normal,0,hit_day,6,1,9,15900.0,15800.0,12800.0,hit1,100.0,1,1,1,0,rank1
2026-01-17,2026-01,Saturday,3F_N,xgb_ranker_ndcg,is_rank_1,recent_60d,0.75,4,0.7379903017232745,15300.0,0.5,0.7379903017232745,5,0.0171723707045092,7600.0,0.5,0.0171723707045092,0.7208179310187652,high,4,top1_default,0.7379903017232745,15300.0,1,0,0,1.0,1.0,Q4,163.0,-0.27933935745451005,0,normal,0,hit_day,4,5,2,15300.0,7600.0,2700.0,hit1,0.0,4,1,1,0,rank1
2026-01-18,2026-01,Sunday,2F_N,xgb_ranker_ndcg,is_rank_1,recent_60d,0.75,0,0.2542028633048888,27500.0,0.5,0.2542028633048888,3,0.1649924703077211,19700.0,0.5,0.1649924703077211,0.0892103929971676,low,0,top1_default,0.2542028633048888,27500.0,1,0,0,1.0,1.0,Q2,163.0,-1.0485661900994268,0,normal,0,hit_day,0,3,7,27500.0,19700.0,17900.0,hit1,0.0,0,1,1,0,rank1
2026-01-18,2026-01,Sunday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,3,0.0249222403450743,8000.0,0.5,0.0249222403450743,7,0.0073902428107344,6800.0,0.5,0.0073902428107344,0.0175319975343398,low,3,top1_default,0.0249222403450743,8000.0,1,0,0,1.0,1.0,Q1,163.0,-1.0485661900994268,0,normal,0,hit_day,3,7,2,8000.0,6800.0,3800.0,hit1,0.0,3,1,1,0,rank1
2026-01-18,2026-01,Sunday,3F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,0,0.995165153225157,35700.0,0.5,0.995165153225157,8,0.2080389145636448,13300.0,0.5,0.2080389145636448,0.7871262386615122,high,0,top1_default,0.995165153225157,35700.0,1,0,0,1.0,1.0,Q4,163.0,-1.0485661900994268,0,normal,0,hit_day,0,8,9,35700.0,13300.0,9100.0,hit1,0.0,0,1,1,0,rank1
2026-01-19,2026-01,Monday,2F_N,xgb_ranker_ndcg,is_rank_1,recent_60d,1.25,1,0.0837092569034997,13400.0,0.5,0.0837092569034997,5,0.0065477768324176,10600.0,0.5,0.0065477768324176,0.077161480071082,low,1,top1_default,0.0837092569034997,13400.0,1,0,0,1.0,1.0,Q2,163.0,-0.8978860802260901,0,normal,0,hit_day,1,5,2,13400.0,10600.0,9000.0,hit1,0.0,1,1,1,0,rank1
2026-01-19,2026-01,Monday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,9,0.5056963002893147,8600.0,0.5,0.5056963002893147,3,0.0021554775758023,4700.0,0.5,0.0021554775758023,0.5035408227135123,high,9,top1_default,0.5056963002893147,8600.0,1,0,0,1.0,1.0,Q3,163.0,-0.8978860802260901,0,normal,0,hit_day,9,3,8,8600.0,4700.0,4300.0,hit1,0.0,9,1,1,0,rank1
2026-01-19,2026-01,Monday,3F_N,xgb_ranker_ndcg,is_rank_1,recent_60d,1.25,2,0.9912886567194528,24500.0,0.5,0.9912886567194528,5,0.7442964735367287,16600.0,0.5,0.7442964735367287,0.2469921831827241,medium,2,top1_default,0.9912886567194528,24500.0,1,0,0,1.0,1.0,Q3,163.0,-0.8978860802260901,0,normal,0,hit_day,2,5,1,24500.0,16600.0,12000.0,hit1,0.0,2,1,1,0,rank1
2026-01-20,2026-01,Tuesday,2F_N,xgb_ranker_ndcg,is_rank_1,full_2025,1.25,3,0.7828567782139951,28400.0,0.5,0.7828567782139951,1,0.3847858244409465,24400.0,0.5,0.3847858244409465,0.3980709537730486,high,3,top1_default,0.7828567782139951,28400.0,1,0,0,1.0,1.0,Q3,169.5,0.4404430134973731,0,normal,0,hit_day,3,1,8,28400.0,24400.0,17000.0,hit1,0.0,3,1,1,0,rank1
