condition,difficulty,n_pairs,n_miss1,rank2_rescue_rate,rank3_rescue_rate,critical_miss_rate,loss_when_miss1_p50,loss_when_miss1_p75
anomaly_direction,anomaly,57,8,0.625,0.0,0.05263157894736842,1950.0,4975.0
anomaly_direction,normal,378,21,0.6190476190476191,0.0,0.021164021164021163,1200.0,2800.0
difficulty_failure,hit_day,405,18,0.9444444444444444,0.0,0.0024691358024691358,50.0,1150.0
difficulty_failure,miss_day,30,11,0.09090909090909091,0.0,0.3333333333333333,4800.0,9550.0
pred_span_quartile,Q1,107,23,0.5217391304347826,0.0,0.102803738317757,1300.0,3850.0
pred_span_quartile,Q2,109,3,1.0,,0.0,5500.0,13250.0
pred_span_quartile,Q3,109,3,1.0,,0.0,200.0,700.0
pred_span_quartile,Q4,110,0,,,0.0,,
weekday,fri_sat,126,7,0.7142857142857143,0.0,0.015873015873015872,1000.0,2050.0
weekday,mon_thu,186,12,0.5833333333333334,0.0,0.026881720430107527,800.0,4275.0
weekday,sunday,63,6,0.8333333333333334,0.0,0.015873015873015872,2400.0,5325.0
weekday,wednesday,60,4,0.25,0.0,0.05,6250.0,10500.0
