date,machine_number,machine_name,last_digit,is_zorome,games_normalized,diff_coins_normalized,date_dt,floor,section,section_min,section_max,rank_from_min,rank_from_max,section_size,section_size_group,lr,kakuban_old,kakuban_new,seg,payout_rate,hit_104,kakuban_raw,kakuban_group_label,kakuban_group,kakuban_edge,hist_metric,hist_n,hist_diff,trail_7d_hit,trail_7d_diff,trail_14d_hit,trail_14d_diff,trail_diff_7d,debut_date,debut_days,pre_existing,debut_phase_label,debut_phase,debut_score,kakuban_score,trail_7d_score,trail_14d_score,momentum,momentum_score,kakuban_raw_rank_score,debut_rank_score,trail_rank_score,momentum_rank_score,target_date,section_rank,section_score,section_hist_coverage,section_selected
20260428,2137,痛いのは嫌なので防御力に極振りしたいと思います。,7,0,3481,400,2026-04-28,2F,2129-2142,2129,2142,9,6,14,medium,R,9,9,N,103.83031695872833,False,9,K5-9,4,0,0.33962264150943394,53,586.7924528301887,0.3333333333333333,233.33333333333334,0.25,-150.0,233.33333333333334,2025-07-08,294,True,pre_existing,5,0.0,0.23076923076923073,0.3333333333333333,0.25,-0.0062893081761006275,0.5625,0.75,0.55,0.6,0.3,2026-04-28,4,0.39543286500967756,1.0,True
20260428,2138,痛いのは嫌なので防御力に極振りしたいと思います。,8,0,2391,-500,2026-04-28,2F,2129-2142,2129,2142,10,5,14,medium,R,10,10,N,93.02941586504949,False,10,K10-14,5,0,0.39215686274509803,51,266.6666666666667,0.16666666666666666,-300.0,0.23076923076923078,-84.61538461538461,-300.0,2025-07-08,294,True,pre_existing,5,0.0,0.3846153846153846,0.16666666666666666,0.23076923076923078,-0.22549019607843138,0.14583333333333334,0.6,0.55,1.0,1.0,2026-04-28,4,0.39543286500967756,1.0,True
20260428,2139,痛いのは嫌なので防御力に極振りしたいと思います。,9,0,3567,100,2026-04-28,2F,2129-2142,2129,2142,11,4,14,medium,R,11,11,N,100.93449210354173,False,11,K10-14,5,0,0.4,50,772.0,0.25,300.0,0.375,762.5,300.0,2025-07-08,294,True,pre_existing,5,0.0,0.5384615384615384,0.25,0.375,-0.15000000000000002,0.2916666666666667,0.45,0.55,0.8,0.8,2026-04-28,4,0.39543286500967756,1.0,True
20260428,2140,痛いのは嫌なので防御力に極振りしたいと思います。,0,0,2182,300,2026-04-28,2F,2129-2142,2129,2142,12,3,14,medium,R,12,12,N,104.58295142071495,True,12,K10-14,5,0,0.3584905660377358,53,471.6981132075472,0.3333333333333333,233.33333333333334,0.4,270.0,233.33333333333334,2025-07-08,294,True,pre_existing,5,0.0,0.6923076923076923,0.3333333333333333,0.4,-0.02515723270440251,0.4791666666666667,0.3,0.55,0.6,0.4,2026-04-28,4,0.39543286500967756,1.0,True
20260428,2142,痛いのは嫌なので防御力に極振りしたいと思います。,2,0,2815,-1300,2026-04-28,2F,2129-2142,2129,2142,14,1,14,medium,R,14,14,N,84.60627590290113,False,14,K10-14,5,1,0.23636363636363636,55,-532.7272727272727,0.42857142857142855,-142.85714285714286,0.42857142857142855,228.57142857142858,-142.85714285714286,2025-08-18,253,True,pre_existing,5,0.0,1.0,0.42857142857142855,0.42857142857142855,0.1922077922077922,0.8333333333333334,0.1,0.55,0.25,0.1,2026-04-28,4,0.39543286500967756,1.0,True
20260428,2249,新鬼武者3,9,0,2576,2400,2026-04-28,2F,2247-2263,2247,2263,3,15,17,large,L,3,3,N,131.055900621118,True,3,K3-4,3,0,0.3191489361702128,47,214.89361702127658,0.2,-820.0,0.2727272727272727,-172.72727272727272,-820.0,2025-07-08,294,True,pre_existing,5,0.0,0.75,0.2,0.2727272727272727,-0.11914893617021277,0.3541666666666667,0.42857142857142855,0.5714285714285714,0.6428571428571429,0.5714285714285714,2026-04-28,2,0.42899191465333925,1.0,True
20260428,2251,新鬼武者3,1,0,2504,-2000,2026-04-28,2F,2247-2263,2247,2263,5,13,17,large,L,5,5,N,73.37593184238551,False,5,K5-9,4,0,0.45,40,322.5,0.2,-320.0,0.25,175.0,-320.0,2025-07-08,294,True,pre_existing,5,0.0,0.5,0.2,0.25,-0.25,0.125,0.5714285714285714,0.5714285714285714,0.6428571428571429,0.7142857142857143,2026-04-28,2,0.42899191465333925,1.0,True
20260428,2253,新鬼武者3,3,0,4286,3200,2026-04-28,2F,2247-2263,2247,2263,7,11,17,large,L,7,7,N,124.88722974023953,True,7,K5-9,4,0,0.43478260869565216,46,826.0869565217391,0.6,1200.0,0.5,680.0,1200.0,2025-07-08,294,True,pre_existing,5,0.0,0.25,0.6,0.5,0.16521739130434782,0.8125,0.7857142857142857,0.5714285714285714,0.2857142857142857,0.14285714285714285,2026-04-28,2,0.42899191465333925,1.0,True
20260428,2255,スマスロ北斗の拳,5,1,4267,-1500,2026-04-28,2F,2247-2263,2247,2263,9,9,17,large,L,9,9,N,88.28216545582377,False,9,K5-9,4,0,0.5217391304347826,46,982.6086956521739,0.6,240.0,0.5,220.0,240.0,2025-07-08,294,True,pre_existing,5,0.0,0.0,0.6,0.5,0.07826086956521738,0.6875,1.0,0.5714285714285714,0.2857142857142857,0.42857142857142855,2026-04-28,2,0.42899191465333925,1.0,True
20260428,2257,スマスロ北斗の拳,7,0,5176,600,2026-04-28,2F,2247-2263,2247,2263,11,7,17,large,R,11,11,N,103.86398763523957,False,11,K10-14,5,0,0.4444444444444444,45,711.1111111111111,0.14285714285714285,-1585.7142857142858,0.2727272727272727,-481.8181818181818,-1585.7142857142858,2025-07-08,294,True,pre_existing,5,0.0,0.25,0.14285714285714285,0.2727272727272727,-0.30158730158730157,0.0625,0.7857142857142857,0.5714285714285714,0.8571428571428571,0.8571428571428571,2026-04-28,2,0.42899191465333925,1.0,True
20260428,2262,スマスロ北斗の拳,2,0,2132,-1300,2026-04-28,2F,2247-2263,2247,2263,16,2,17,large,R,16,16,N,79.67479674796748,False,16,K15+,6,0,0.4772727272727273,44,986.3636363636364,0.6,1340.0,0.36363636363636365,209.0909090909091,1340.0,2025-07-08,294,True,pre_existing,5,0.0,0.875,0.6,0.36363636363636365,0.12272727272727268,0.75,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,2026-04-28,2,0.42899191465333925,1.0,True
20260428,2263,スマスロ北斗の拳,3,0,2012,400,2026-04-28,2F,2247-2263,2247,2263,17,1,17,large,R,17,17,N,106.62690523525514,True,17,K15+,6,1,0.35555555555555557,45,184.44444444444446,0.0,-1560.0,0.1,-980.0,-1560.0,2025-07-08,294,True,pre_existing,5,0.0,1.0,0.0,0.1,-0.35555555555555557,0.020833333333333332,0.14285714285714285,0.5714285714285714,1.0,1.0,2026-04-28,2,0.42899191465333925,1.0,True
20260428,2299,スーパーブラックジャック,9,1,4393,-3000,2026-04-28,2F,2298-2313,2298,2313,2,15,16,large,R,2,15,N,77.23651263373549,False,15,K15+,6,0,0.4318181818181818,44,552.2727272727273,0.6666666666666666,666.6666666666666,0.5714285714285714,800.0,666.6666666666666,2025-07-08,294,True,pre_existing,5,0.0,0.8666666666666667,0.6666666666666666,0.5714285714285714,0.2348484848484848,0.9166666666666666,0.16666666666666666,0.5333333333333333,0.26666666666666666,0.26666666666666666,2026-04-28,5,0.3931002509811884,1.0,True
20260428,2300,スーパーブラックジャック,0,1,4280,-4400,2026-04-28,2F,2298-2313,2298,2313,3,14,16,large,R,3,14,N,65.73208722741433,False,14,K10-14,5,0,0.4888888888888889,45,246.66666666666666,0.6,100.0,0.5454545454545454,-190.9090909090909,100.0,2025-07-08,294,True,pre_existing,5,0.0,0.7333333333333334,0.6,0.5454545454545454,0.1111111111111111,0.7083333333333334,0.3,0.5333333333333333,0.3333333333333333,0.6,2026-04-28,5,0.3931002509811884,1.0,True
20260428,2301,スーパーブラックジャック,1,0,2949,-100,2026-04-28,2F,2298-2313,2298,2313,4,13,16,large,R,4,13,N,98.86967333559399,False,13,K10-14,5,0,0.5111111111111111,45,1611.111111111111,0.8,4180.0,0.6,2700.0,4180.0,2025-07-08,294,True,pre_existing,5,0.0,0.6,0.8,0.6,0.288888888888889,0.9583333333333334,0.43333333333333335,0.5333333333333333,0.06666666666666667,0.13333333333333333,2026-04-28,5,0.3931002509811884,1.0,True
20260428,2302,スーパーブラックジャック,2,0,3258,-800,2026-04-28,2F,2298-2313,2298,2313,5,12,16,large,R,5,12,N,91.81501943932882,False,12,K10-14,5,0,0.28,50,-114.0,0.4,-300.0,0.36363636363636365,-736.3636363636364,-300.0,2025-07-08,294,True,pre_existing,5,0.0,0.4666666666666667,0.4,0.36363636363636365,0.12,0.7291666666666666,0.5666666666666667,0.5333333333333333,0.6333333333333333,0.5333333333333333,2026-04-28,5,0.3931002509811884,1.0,True
20260428,2303,スーパーブラックジャック,3,0,3441,600,2026-04-28,2F,2298-2313,2298,2313,6,11,16,large,R,6,11,N,105.81226387678,True,11,K10-14,5,0,0.45652173913043476,46,743.4782608695652,0.75,450.0,0.4444444444444444,166.66666666666666,450.0,2025-07-08,294,True,pre_existing,5,0.0,0.33333333333333337,0.75,0.4444444444444444,0.29347826086956524,1.0,0.7,0.5333333333333333,0.13333333333333333,0.06666666666666667,2026-04-28,5,0.3931002509811884,1.0,True
20260428,2304,スーパーブラックジャック,4,0,5245,3800,2026-04-28,2F,2298-2313,2298,2313,7,10,16,large,R,7,10,N,124.14998411185256,True,10,K10-14,5,0,0.3829787234042553,47,-136.17021276595744,0.25,-1850.0,0.2,-1380.0,-1850.0,2025-07-08,294,True,pre_existing,5,0.0,0.19999999999999996,0.25,0.2,-0.13297872340425532,0.3333333333333333,0.8333333333333334,0.5333333333333333,0.8,0.8,2026-04-28,5,0.3931002509811884,1.0,True
20260428,2305,スーパーブラックジャック,5,0,2838,11200,2026-04-28,2F,2298-2313,2298,2313,8,9,16,large,R,8,9,N,231.5480385247827,True,9,K5-9,4,0,0.40816326530612246,49,365.3061224489796,0.2,-920.0,0.25,-133.33333333333334,-920.0,2025-07-08,294,True,pre_existing,5,0.0,0.06666666666666665,0.2,0.25,-0.20816326530612245,0.16666666666666666,0.9666666666666667,0.5333333333333333,0.9,0.9333333333333333,2026-04-28,5,0.3931002509811884,1.0,True
20260428,2306,戦国乙女4 戦乱に閃く炯眼の軍師,6,0,4053,3600,2026-04-28,2F,2298-2313,2298,2313,9,8,16,large,L,9,8,N,129.60769800148037,True,8,K5-9,4,0,0.34615384615384615,52,-107.6923076923077,0.2,-1080.0,0.1,-1140.0,-1080.0,2025-07-08,294,True,pre_existing,5,0.0,0.06666666666666665,0.2,0.1,-0.14615384615384613,0.3125,0.9666666666666667,0.5333333333333333,0.9,0.8666666666666667,2026-04-28,5,0.3931002509811884,1.0,True
20260428,2307,戦国乙女4 戦乱に閃く炯眼の軍師,7,0,5412,400,2026-04-28,2F,2298-2313,2298,2313,10,7,16,large,L,10,7,N,102.46366100024638,False,7,K5-9,4,0,0.5,50,1324.0,0.7142857142857143,742.8571428571429,0.7272727272727273,1145.4545454545455,742.8571428571429,2025-07-08,294,True,pre_existing,5,0.0,0.19999999999999996,0.7142857142857143,0.7272727272727273,0.2142857142857143,0.8541666666666666,0.8333333333333334,0.5333333333333333,0.2,0.4,2026-04-28,5,0.3931002509811884,1.0,True
20260428,2308,戦国乙女4 戦乱に閃く炯眼の軍師,8,0,4387,2900,2026-04-28,2F,2298-2313,2298,2313,11,6,16,large,L,11,6,N,122.03479978725021,True,6,K5-9,4,0,0.3541666666666667,48,454.1666666666667,0.4,1420.0,0.5,1850.0,1420.0,2025-07-08,294,True,pre_existing,5,0.0,0.33333333333333337,0.4,0.5,0.04583333333333334,0.6041666666666666,0.7,0.5333333333333333,0.6333333333333333,0.6666666666666666,2026-04-28,5,0.3931002509811884,1.0,True
20260428,2309,戦国乙女4 戦乱に閃く炯眼の軍師,9,0,3077,-500,2026-04-28,2F,2298-2313,2298,2313,12,5,16,large,L,12,5,N,94.58346874661466,False,5,K5-9,4,0,0.3541666666666667,48,331.25,0.3333333333333333,-600.0,0.3,-440.0,-600.0,2025-07-08,294,True,pre_existing,5,0.0,0.4666666666666667,0.3333333333333333,0.3,-0.02083333333333337,0.5104166666666666,0.5666666666666667,0.5333333333333333,0.7333333333333333,0.7333333333333333,2026-04-28,5,0.3931002509811884,1.0,True
20260428,2310,戦国乙女4 戦乱に閃く炯眼の軍師,0,0,5241,3900,2026-04-28,2F,2298-2313,2298,2313,13,4,16,large,L,13,4,N,124.80442663613813,True,4,K3-4,3,0,0.37254901960784315,51,415.6862745098039,0.5,2316.6666666666665,0.4,1000.0,2316.6666666666665,2025-07-08,294,True,pre_existing,5,0.0,0.6,0.5,0.4,0.12745098039215685,0.7916666666666666,0.43333333333333335,0.5333333333333333,0.5,0.4666666666666667,2026-04-28,5,0.3931002509811884,1.0,True
20260428,2311,戦国乙女4 戦乱に閃く炯眼の軍師,1,1,3104,-300,2026-04-28,2F,2298-2313,2298,2313,14,3,16,large,L,14,3,N,96.77835051546391,False,3,K3-4,3,0,0.2777777777777778,54,-601.8518518518518,0.5,1133.3333333333333,0.5,333.3333333333333,1133.3333333333333,2025-07-08,294,True,pre_existing,5,0.0,0.7333333333333334,0.5,0.5,0.2222222222222222,0.875,0.3,0.5333333333333333,0.5,0.3333333333333333,2026-04-28,5,0.3931002509811884,1.0,True
20260428,2312,戦国乙女4 戦乱に閃く炯眼の軍師,2,0,2961,-300,2026-04-28,2F,2298-2313,2298,2313,15,2,16,large,L,15,2,N,96.62276258020938,False,2,K2,2,0,0.4339622641509434,53,222.64150943396226,0.14285714285714285,-1557.142857142857,0.4166666666666667,808.3333333333334,-1557.142857142857,2025-07-08,294,True,pre_existing,5,0.0,0.8666666666666667,0.14285714285714285,0.4166666666666667,-0.29110512129380056,0.08333333333333333,0.16666666666666666,0.5333333333333333,1.0,1.0,2026-04-28,5,0.3931002509811884,1.0,True
20260428,2313,戦国乙女4 戦乱に閃く炯眼の軍師,3,0,4028,-700,2026-04-28,2F,2298-2313,2298,2313,16,1,16,large,L,16,1,N,94.20721615359152,False,1,K1,1,1,0.2982456140350877,57,-452.63157894736844,0.5714285714285714,-200.0,0.38461538461538464,-630.7692307692307,-200.0,2025-07-08,294,True,pre_existing,5,0.0,1.0,0.5714285714285714,0.38461538461538464,0.2731829573934837,0.9375,0.06666666666666667,0.5333333333333333,0.4,0.2,2026-04-28,5,0.3931002509811884,1.0,True
20260428,3234,東京喰種,4,0,2460,-1400,2026-04-28,3F,3234-3249,3234,3249,1,16,16,large,L,1,1,N,81.02981029810297,False,1,K1,1,1,0.2982456140350877,57,-684.2105263157895,0.2857142857142857,-871.4285714285714,0.3076923076923077,-692.3076923076923,-871.4285714285714,2025-07-08,294,True,pre_existing,5,0.0,1.0,0.2857142857142857,0.3076923076923077,-0.012531328320802004,0.5416666666666666,0.13636363636363635,0.5454545454545454,0.6818181818181818,0.45454545454545453,2026-04-28,3,0.41277334348159994,1.0,True
20260428,3235,東京喰種,5,0,2782,5200,2026-04-28,3F,3234-3249,3234,3249,2,15,16,large,L,2,2,N,162.30529595015577,True,2,K2,2,0,0.49056603773584906,53,552.8301886792453,0.5,-133.33333333333334,0.5454545454545454,263.6363636363636,-133.33333333333334,2025-07-08,294,True,pre_existing,5,0.0,0.8666666666666667,0.5,0.5454545454545454,0.009433962264150941,0.5833333333333334,0.3181818181818182,0.5454545454545454,0.22727272727272727,0.36363636363636365,2026-04-28,3,0.41277334348159994,1.0,True
20260428,3236,東京喰種,6,0,2376,1000,2026-04-28,3F,3234-3249,3234,3249,3,14,16,large,L,3,3,N,114.02918069584736,True,3,K3-4,3,0,0.4166666666666667,48,660.4166666666666,0.14285714285714285,-800.0,0.23076923076923078,-807.6923076923077,-800.0,2025-07-08,294,True,pre_existing,5,0.0,0.7333333333333334,0.14285714285714285,0.23076923076923078,-0.27380952380952384,0.10416666666666667,0.5,0.5454545454545454,1.0,0.9090909090909091,2026-04-28,3,0.41277334348159994,1.0,True
20260428,3239,東京喰種,9,0,2671,4500,2026-04-28,3F,3234-3249,3234,3249,6,11,16,large,L,6,6,N,156.1587420441782,True,6,K5-9,4,0,0.23076923076923078,52,-669.2307692307693,0.2,-1020.0,0.18181818181818182,-1400.0,-1020.0,2025-07-08,294,True,pre_existing,5,0.0,0.33333333333333337,0.2,0.18181818181818182,-0.03076923076923077,0.4583333333333333,0.7272727272727273,0.5454545454545454,0.8181818181818182,0.5454545454545454,2026-04-28,3,0.41277334348159994,1.0,True
20260428,3240,東京喰種,0,0,2061,-600,2026-04-28,3F,3234-3249,3234,3249,7,10,16,large,L,7,7,N,90.29597282872392,False,7,K5-9,4,0,0.375,48,-291.6666666666667,0.42857142857142855,985.7142857142857,0.5454545454545454,1236.3636363636363,985.7142857142857,2025-07-08,294,True,pre_existing,5,0.0,0.19999999999999996,0.42857142857142855,0.5454545454545454,0.05357142857142855,0.6458333333333334,0.8636363636363636,0.5454545454545454,0.4090909090909091,0.2727272727272727,2026-04-28,3,0.41277334348159994,1.0,True
20260428,3241,東京喰種,1,0,3848,8000,2026-04-28,3F,3234-3249,3234,3249,8,9,16,large,L,8,8,N,169.30006930006928,True,8,K5-9,4,0,0.5,52,484.61538461538464,0.3333333333333333,1416.6666666666667,0.45454545454545453,1336.3636363636363,1416.6666666666667,2025-07-08,294,True,pre_existing,5,0.0,0.06666666666666665,0.3333333333333333,0.45454545454545453,-0.16666666666666669,0.25,1.0,0.5454545454545454,0.5454545454545454,0.7272727272727273,2026-04-28,3,0.41277334348159994,1.0,True
20260428,3243,東京喰種,3,0,3419,2300,2026-04-28,3F,3234-3249,3234,3249,10,7,16,large,R,10,10,N,122.42371063663839,True,10,K10-14,5,0,0.4339622641509434,53,575.4716981132076,0.6666666666666666,2350.0,0.5454545454545454,763.6363636363636,2350.0,2025-07-08,294,True,pre_existing,5,0.0,0.19999999999999996,0.6666666666666666,0.5454545454545454,0.23270440251572322,0.8958333333333334,0.8636363636363636,0.5454545454545454,0.09090909090909091,0.09090909090909091,2026-04-28,3,0.41277334348159994,1.0,True
20260428,3246,東京喰種,6,0,1732,3200,2026-04-28,3F,3234-3249,3234,3249,13,4,16,large,R,13,13,N,161.58583525789066,True,13,K10-14,5,0,0.4791666666666667,48,85.41666666666667,0.16666666666666666,-1800.0,0.36363636363636365,-254.54545454545453,-1800.0,2025-07-08,294,True,pre_existing,5,0.0,0.6,0.16666666666666666,0.36363636363636365,-0.3125,0.041666666666666664,0.6363636363636364,0.5454545454545454,0.9090909090909091,1.0,2026-04-28,3,0.41277334348159994,1.0,True
20260428,3247,東京喰種,7,0,3173,600,2026-04-28,3F,3234-3249,3234,3249,14,3,16,large,R,14,14,N,106.30318310746927,True,14,K10-14,5,0,0.46153846153846156,52,44.23076923076923,0.2857142857142857,-1157.142857142857,0.4166666666666667,-316.6666666666667,-1157.142857142857,2025-07-08,294,True,pre_existing,5,0.0,0.7333333333333334,0.2857142857142857,0.4166666666666667,-0.17582417582417587,0.20833333333333334,0.5,0.5454545454545454,0.6818181818181818,0.8181818181818182,2026-04-28,3,0.41277334348159994,1.0,True
20260428,3248,東京喰種,8,0,1529,-1100,2026-04-28,3F,3234-3249,3234,3249,15,2,16,large,R,15,15,N,76.01918465227818,False,15,K15+,6,0,0.5510204081632653,49,1440.8163265306123,0.5,1283.3333333333333,0.5,1116.6666666666667,1283.3333333333333,2025-07-08,294,True,pre_existing,5,0.0,0.8666666666666667,0.5,0.5,-0.05102040816326525,0.3958333333333333,0.3181818181818182,0.5454545454545454,0.22727272727272727,0.6363636363636364,2026-04-28,3,0.41277334348159994,1.0,True
20260428,3249,東京喰種,9,0,5408,1100,2026-04-28,3F,3234-3249,3234,3249,16,1,16,large,R,16,16,N,106.7800788954635,True,16,K15+,6,1,0.30357142857142855,56,-891.0714285714286,0.42857142857142855,-200.0,0.46153846153846156,253.84615384615384,-200.0,2025-07-08,294,True,pre_existing,5,0.0,1.0,0.42857142857142855,0.46153846153846156,0.125,0.7708333333333334,0.13636363636363635,0.5454545454545454,0.4090909090909091,0.18181818181818182,2026-04-28,3,0.41277334348159994,1.0,True
20260429,2023,モンキーターンV,3,0,2074,-1000,2026-04-29,2F,2023-2031,2023,2031,1,9,9,small,R,1,9,N,83.92799742847959,False,9,K5-9,4,1,0.28,50,-370.0,0.6,1220.0,0.5,450.0,1220.0,2025-07-08,295,True,pre_existing,5,0.0,1.0,0.6,0.5,0.31999999999999995,0.9710144927536232,0.21428571428571427,0.5714285714285714,0.2857142857142857,0.14285714285714285,2026-04-29,4,0.39500489634228236,1.0,True
20260429,2024,モンキーターンV,4,0,5329,400,2026-04-29,2F,2023-2031,2023,2031,2,8,9,small,R,2,8,N,102.50203290173265,False,8,K5-9,4,0,0.42857142857142855,49,783.6734693877551,0.3333333333333333,1366.6666666666667,0.36363636363636365,790.9090909090909,1366.6666666666667,2025-07-08,295,True,pre_existing,5,0.0,0.75,0.3333333333333333,0.36363636363636365,-0.09523809523809523,0.36231884057971014,0.5,0.5714285714285714,0.8571428571428571,0.7142857142857143,2026-04-29,4,0.39500489634228236,1.0,True
20260429,2025,モンキーターンV,5,0,2288,-2400,2026-04-29,2F,2023-2031,2023,2031,3,7,9,small,R,3,7,N,65.03496503496503,False,7,K5-9,4,0,0.4864864864864865,37,1145.945945945946,0.8,3820.0,0.875,3487.5,3820.0,2025-07-08,295,True,pre_existing,5,0.0,0.5,0.8,0.875,0.31351351351351353,0.9565217391304348,0.7857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,2026-04-29,4,0.39500489634228236,1.0,True
20260429,2028,モンキーターンV,8,0,3453,100,2026-04-29,2F,2023-2031,2023,2031,6,4,9,small,L,6,4,N,100.96534414518776,False,4,K3-4,3,0,0.35555555555555557,45,760.0,0.0,-1180.0,0.1,-550.0,-1180.0,2025-07-08,295,True,pre_existing,5,0.0,0.25,0.0,0.1,-0.35555555555555557,0.014492753623188406,1.0,0.5714285714285714,1.0,1.0,2026-04-29,4,0.39500489634228236,1.0,True
20260429,2029,モンキーターンV,9,0,3976,5800,2026-04-29,2F,2023-2031,2023,2031,7,3,9,small,L,7,3,N,148.62508383635145,True,3,K3-4,3,0,0.425531914893617,47,812.7659574468086,0.5,2975.0,0.3,520.0,2975.0,2025-07-08,295,True,pre_existing,5,0.0,0.5,0.5,0.3,0.07446808510638298,0.6231884057971014,0.7857142857142857,0.5714285714285714,0.5,0.5714285714285714,2026-04-29,4,0.39500489634228236,1.0,True
