strategy,selected_hits,selected_rows,selected_diff_sum,candidate_rows,candidate_hits,candidate_hit_rate,n_days,hit_rate,baseline,lift,avg_diff,vs_hist_only
combined,621,1500,722000.0,3297,1311,0.401736044343725,60,0.414,0.3976342129208371,1.041157894736842,481.3333333333333,0.0
debut_weighted,621,1500,722000.0,3297,1311,0.401736044343725,60,0.414,0.3976342129208371,1.041157894736842,481.3333333333333,0.0
hist_only,621,1500,722000.0,3297,1311,0.401736044343725,60,0.414,0.3976342129208371,1.041157894736842,481.3333333333333,0.0
kakuban_weighted,625,1500,734600.0,3297,1311,0.401736044343725,60,0.4166666666666667,0.3976342129208371,1.047864225781846,489.73333333333335,8.400000000000034
momentum_weighted,619,1500,671900.0,3297,1311,0.401736044343725,60,0.4126666666666667,0.3976342129208371,1.0378047292143402,447.93333333333334,-33.39999999999998
trail_weighted,610,1500,664100.0,3297,1311,0.401736044343725,60,0.4066666666666667,0.3976342129208371,1.0227154843630817,442.73333333333335,-38.599999999999966
