feature,rho_in_section,p_value,q0_hit,q4_hit,delta_pp,n_rows,signal_flag
debut_days,0.030095739658717185,0.08402074055181766,0.38636363636363635,0.41363636363636364,2.7272727272727284,3297,True
kakuban_group,0.005619408981969106,0.7470406883423519,0.36515151515151517,0.39090909090909093,2.5757575757575757,3297,False
kakuban_raw,0.00480259126200392,0.782809641600767,0.3803030303030303,0.39090909090909093,1.0606060606060619,3297,False
momentum,-0.011554662774938707,0.5071809450274997,0.4166666666666667,0.39545454545454545,-2.1212121212121238,3297,False
trail_14d_hit,-0.013629042683878155,0.43403093163160406,0.4303030303030303,0.3939393939393939,-3.6363636363636376,3297,False
trail_7d_hit,-0.013794484048882834,0.42847157705185046,0.4196969696969697,0.4090909090909091,-1.0606060606060563,3297,False
trail_diff_7d,-0.015244116086984602,0.38155835363675394,0.4166666666666667,0.396969696969697,-1.9696969696969713,3297,False
kakuban_edge,-0.038378945346287746,0.02754711037677824,0.39721043056397815,0.39805825242718446,0.08478218632063106,3297,False
debut_phase,,,0.3976342129208371,0.3976342129208371,0.0,3297,False
