segment,target,feature,importance_mean,importance_std,n_models
2F_A,target_is_top3,prior_top1_rate,34.55955213773197,3.9857581443021917,90
2F_A,target_is_top3,games_vs_segment_mean_7d,28.28625933267544,2.18315842254464,90
2F_A,target_is_top3,weekday_prior_top1_rate,12.256715353169769,1.2289016984361611,90
2F_A,target_is_top3,day_of_month,9.174613757876838,1.5225224641177457,90
2F_A,target_is_top3,lag1_rank_pct,7.887654845112963,0.9572711128858665,90
2F_A,target_is_top3,day_of_week_num,5.674133866265404,1.0535039993478363,90
2F_A,target_is_top3,is_weekend,2.161070707167618,0.5535322242898165,90
2F_A,target_is_top5,prior_top1_rate,37.71826938929263,8.610017804660878,90
2F_A,target_is_top5,lag1_rank_pct,20.634182873780745,3.7190761589896164,90
2F_A,target_is_top5,games_vs_segment_mean_7d,17.357477998964935,2.5486499299809986,90
2F_A,target_is_top5,weekday_prior_top1_rate,10.163466644244126,1.233410448917698,90
2F_A,target_is_top5,day_of_month,8.155394851177777,2.0711342243696436,90
2F_A,target_is_top5,day_of_week_num,3.988762973381564,0.8173906957103906,90
2F_A,target_is_top5,is_weekend,1.982445269158224,0.5957206966171434,90
2F_N,target_is_top3,games_vs_segment_mean_7d,25.758350624384867,2.0274063587772035,90
2F_N,target_is_top3,prior_top1_rate,20.148809684048203,1.3642987120156018,90
2F_N,target_is_top3,weekday_prior_top1_rate,17.537749950156044,1.3332367797330353,90
2F_N,target_is_top3,lag1_rank_pct,15.143843731091708,1.3143528667927307,90
2F_N,target_is_top3,day_of_month,8.38072874063797,1.130041958151458,90
2F_N,target_is_top3,day_of_week_num,7.789237516394559,0.9467554324089886,90
2F_N,target_is_top3,is_weekend,5.241279753286649,0.7593606885796246,90
2F_N,target_is_top5,games_vs_segment_mean_7d,23.337857833148323,2.0134122064748547,90
2F_N,target_is_top5,prior_top1_rate,19.233932535945204,1.1600173156900655,90
2F_N,target_is_top5,weekday_prior_top1_rate,18.23609688188112,1.9174648613938616,90
2F_N,target_is_top5,lag1_rank_pct,16.57683610304742,1.7195775021858721,90
2F_N,target_is_top5,day_of_month,10.01408731228576,1.0615792224702638,90
2F_N,target_is_top5,day_of_week_num,7.2215869030510245,0.9217628364627373,90
2F_N,target_is_top5,is_weekend,5.3796024306411425,0.6970125017235459,90
3F_A,target_is_top3,prior_top1_rate,26.068395127689104,1.396042467498948,90
3F_A,target_is_top3,lag1_rank_pct,20.231912731028732,1.3228464647159686,90
3F_A,target_is_top3,games_vs_segment_mean_7d,17.21709355260133,1.1775029599607594,90
3F_A,target_is_top3,weekday_prior_top1_rate,14.02212316055708,1.530967152040347,90
3F_A,target_is_top3,day_of_month,12.64852125207672,1.1403712679711404,90
3F_A,target_is_top3,day_of_week_num,7.0209957683660935,0.8239060564427602,90
3F_A,target_is_top3,is_weekend,2.7909584076809404,0.521960014678111,90
3F_A,target_is_top5,prior_top1_rate,24.38741028806817,1.5766046284028328,90
3F_A,target_is_top5,games_vs_segment_mean_7d,19.66055660877788,1.4757367464897346,90
3F_A,target_is_top5,lag1_rank_pct,19.445550336180492,1.5735310715358772,90
3F_A,target_is_top5,weekday_prior_top1_rate,17.089078887602522,1.2271864270990518,90
3F_A,target_is_top5,day_of_month,9.503985834463455,1.0428247514938482,90
3F_A,target_is_top5,day_of_week_num,6.744629514220102,0.9228899621382041,90
3F_A,target_is_top5,is_weekend,3.1687885306873715,0.4966765371209924,90
3F_N,target_is_top3,prior_top1_rate,48.000752085133286,1.6491215746108767,90
3F_N,target_is_top3,games_vs_segment_mean_7d,17.511432801160588,1.3811939772201218,90
3F_N,target_is_top3,lag1_rank_pct,11.934186396635823,0.7643528230777952,90
3F_N,target_is_top3,weekday_prior_top1_rate,11.329398763270904,0.7807110832850988,90
3F_N,target_is_top3,day_of_month,5.6222840815330555,0.7858859677169533,90
3F_N,target_is_top3,day_of_week_num,3.151678794812044,0.4044804289036437,90
3F_N,target_is_top3,is_weekend,2.4502670774543085,0.3313751886124342,90
3F_N,target_is_top5,prior_top1_rate,56.87443162726245,1.812086431780923,90
3F_N,target_is_top5,games_vs_segment_mean_7d,16.189295173050684,1.2923185715007244,90
3F_N,target_is_top5,weekday_prior_top1_rate,11.723913205404688,1.4361644917041192,90
3F_N,target_is_top5,lag1_rank_pct,9.61387250672962,0.7694282678866721,90
3F_N,target_is_top5,day_of_month,3.0789889962996715,0.41003941670976285,90
3F_N,target_is_top5,day_of_week_num,1.3912438832123328,0.32374052079388693,90
3F_N,target_is_top5,is_weekend,1.1282546080405556,0.24818976607357948,90
