target,precision,recall,f1,hit_at_1,hit_at_2,hit_at_3,hit_at_5,predicted_count,base_rate,date,month,day_of_week,is_thursday,threshold,entity_count,truth_entity_count,known_entity_count,unseen_entity_count,known_coverage,skip_rate,model_type,backend_used,segment_mode,segment_models_used,segment_prediction_rows
is_rank_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0136986301369863,2026-04-21,2026-04,Tuesday,0,0.5,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_top_2,0.04081632653061224,1.0,0.07843137254901959,0.0,0.0,0.0,0.0,49,0.0273972602739726,2026-04-21,2026-04,Tuesday,0,0.5,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_top_3,0.0410958904109589,1.0,0.07894736842105263,0.0,0.0,0.0,1.0,73,0.0410958904109589,2026-04-21,2026-04,Tuesday,0,0.0,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_top_5,0.08695652173913043,0.4,0.14285714285714285,1.0,1.0,1.0,1.0,23,0.0684931506849315,2026-04-21,2026-04,Tuesday,0,0.5,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_rank_1,0.03571428571428571,1.0,0.0689655172413793,0.0,0.0,0.0,0.0,28,0.0136986301369863,2026-04-22,2026-04,Wednesday,0,0.5,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_top_2,0.0273972602739726,1.0,0.05333333333333332,0.0,0.0,0.0,1.0,73,0.0273972602739726,2026-04-22,2026-04,Wednesday,0,0.0,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_top_3,0.02564102564102564,0.3333333333333333,0.047619047619047616,0.0,0.0,0.0,0.0,39,0.0410958904109589,2026-04-22,2026-04,Wednesday,0,0.5,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_top_5,0.05714285714285714,0.4,0.09999999999999999,0.0,0.0,0.0,0.0,35,0.0684931506849315,2026-04-22,2026-04,Wednesday,0,0.5,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_rank_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,0.0136986301369863,2026-04-23,2026-04,Thursday,1,0.5,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_top_2,0.0273972602739726,1.0,0.05333333333333332,0.0,0.0,0.0,0.0,73,0.0273972602739726,2026-04-23,2026-04,Thursday,1,0.0,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_top_3,0.04,0.3333333333333333,0.07142857142857142,0.0,0.0,0.0,0.0,25,0.0410958904109589,2026-04-23,2026-04,Thursday,1,0.5,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_top_5,0.05970149253731343,0.8,0.11111111111111112,0.0,1.0,1.0,1.0,67,0.0684931506849315,2026-04-23,2026-04,Thursday,1,0.5,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_rank_1,0.02631578947368421,1.0,0.05128205128205127,0.0,0.0,0.0,1.0,38,0.0136986301369863,2026-04-24,2026-04,Friday,0,0.5,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_top_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0273972602739726,2026-04-24,2026-04,Friday,0,0.5,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_top_3,0.05660377358490566,1.0,0.10714285714285715,0.0,0.0,1.0,1.0,53,0.0410958904109589,2026-04-24,2026-04,Friday,0,0.5,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_top_5,0.0684931506849315,1.0,0.1282051282051282,0.0,0.0,0.0,1.0,73,0.0684931506849315,2026-04-24,2026-04,Friday,0,0.0,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_rank_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.0136986301369863,2026-04-25,2026-04,Saturday,0,0.5,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_top_2,0.0425531914893617,1.0,0.08163265306122448,0.0,0.0,0.0,0.0,47,0.0273972602739726,2026-04-25,2026-04,Saturday,0,0.5,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_top_3,0.06060606060606061,0.6666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,33,0.0410958904109589,2026-04-25,2026-04,Saturday,0,0.5,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_top_5,0.0684931506849315,1.0,0.1282051282051282,0.0,0.0,0.0,0.0,73,0.0684931506849315,2026-04-25,2026-04,Saturday,0,0.0,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_rank_1,0.017543859649122806,1.0,0.034482758620689655,0.0,0.0,0.0,0.0,57,0.0136986301369863,2026-04-26,2026-04,Sunday,0,0.5,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_top_2,0.05555555555555555,0.5,0.09999999999999999,0.0,0.0,0.0,0.0,18,0.0273972602739726,2026-04-26,2026-04,Sunday,0,0.5,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_top_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0410958904109589,2026-04-26,2026-04,Sunday,0,0.5,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_top_5,0.0684931506849315,1.0,0.1282051282051282,0.0,0.0,0.0,0.0,73,0.0684931506849315,2026-04-26,2026-04,Sunday,0,0.0,73,73,73,0,1.0,0.0,sgd,cpu,floor_type4,4,73
is_rank_1,0.024390243902439025,1.0,0.047619047619047616,0.0,0.0,0.0,0.0,41,0.013888888888888888,2026-04-27,2026-04,Monday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.022727272727272728,0.5,0.04347826086956522,0.0,0.0,1.0,1.0,44,0.027777777777777776,2026-04-27,2026-04,Monday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.038461538461538464,0.3333333333333333,0.06896551724137931,0.0,0.0,0.0,0.0,26,0.041666666666666664,2026-04-27,2026-04,Monday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.10416666666666667,1.0,0.18867924528301885,0.0,0.0,0.0,0.0,48,0.06944444444444445,2026-04-27,2026-04,Monday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.013888888888888888,2026-04-28,2026-04,Tuesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.022727272727272728,0.5,0.04347826086956522,0.0,0.0,0.0,0.0,44,0.027777777777777776,2026-04-28,2026-04,Tuesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.041666666666666664,0.3333333333333333,0.07407407407407407,0.0,0.0,0.0,0.0,24,0.041666666666666664,2026-04-28,2026-04,Tuesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.09090909090909091,0.2,0.12500000000000003,0.0,0.0,0.0,0.0,11,0.06944444444444445,2026-04-28,2026-04,Tuesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0.013888888888888888,2026-04-29,2026-04,Wednesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.027777777777777776,2026-04-29,2026-04,Wednesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.041666666666666664,1.0,0.07999999999999999,0.0,0.0,0.0,1.0,72,0.041666666666666664,2026-04-29,2026-04,Wednesday,0,0.0,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.06944444444444445,1.0,0.12987012987012989,0.0,0.0,1.0,1.0,72,0.06944444444444445,2026-04-29,2026-04,Wednesday,0,0.0,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.022727272727272728,1.0,0.044444444444444446,0.0,0.0,0.0,0.0,44,0.013888888888888888,2026-04-30,2026-04,Thursday,1,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.037037037037037035,0.5,0.06896551724137931,0.0,0.0,0.0,0.0,27,0.027777777777777776,2026-04-30,2026-04,Thursday,1,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.07317073170731707,1.0,0.13636363636363635,0.0,0.0,0.0,0.0,41,0.041666666666666664,2026-04-30,2026-04,Thursday,1,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.06944444444444445,1.0,0.12987012987012989,0.0,0.0,0.0,0.0,72,0.06944444444444445,2026-04-30,2026-04,Thursday,1,0.0,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.013888888888888888,2026-05-01,2026-05,Friday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.023809523809523808,0.5,0.04545454545454545,0.0,0.0,0.0,0.0,42,0.027777777777777776,2026-05-01,2026-05,Friday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.02631578947368421,0.3333333333333333,0.048780487804878044,0.0,0.0,1.0,1.0,38,0.041666666666666664,2026-05-01,2026-05,Friday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.08064516129032258,1.0,0.1492537313432836,0.0,1.0,1.0,1.0,62,0.06944444444444445,2026-05-01,2026-05,Friday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0.013888888888888888,2026-05-02,2026-05,Saturday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.044444444444444446,1.0,0.0851063829787234,0.0,0.0,0.0,0.0,45,0.027777777777777776,2026-05-02,2026-05,Saturday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.041666666666666664,2026-05-02,2026-05,Saturday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.05555555555555555,0.4,0.09756097560975609,0.0,0.0,0.0,0.0,36,0.06944444444444445,2026-05-02,2026-05,Saturday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.013888888888888888,2026-05-03,2026-05,Sunday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.02702702702702703,0.5,0.05128205128205129,0.0,0.0,0.0,1.0,37,0.027777777777777776,2026-05-03,2026-05,Sunday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.05,1.0,0.09523809523809523,0.0,0.0,0.0,0.0,60,0.041666666666666664,2026-05-03,2026-05,Sunday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.07547169811320754,0.8,0.13793103448275862,0.0,0.0,0.0,0.0,53,0.06944444444444445,2026-05-03,2026-05,Sunday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.013888888888888888,2026-05-04,2026-05,Monday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.045454545454545456,0.5,0.08333333333333334,1.0,1.0,1.0,1.0,22,0.027777777777777776,2026-05-04,2026-05,Monday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.022222222222222223,0.3333333333333333,0.04166666666666667,0.0,0.0,0.0,0.0,45,0.041666666666666664,2026-05-04,2026-05,Monday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.06382978723404255,0.6,0.11538461538461536,0.0,1.0,1.0,1.0,47,0.06944444444444445,2026-05-04,2026-05,Monday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.013888888888888888,2026-05-05,2026-05,Tuesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.03278688524590164,1.0,0.06349206349206349,0.0,0.0,0.0,0.0,61,0.027777777777777776,2026-05-05,2026-05,Tuesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.041666666666666664,2026-05-05,2026-05,Tuesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.06944444444444445,1.0,0.12987012987012989,0.0,0.0,1.0,1.0,72,0.06944444444444445,2026-05-05,2026-05,Tuesday,0,0.0,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.019230769230769232,1.0,0.03773584905660378,0.0,0.0,0.0,0.0,52,0.013888888888888888,2026-05-06,2026-05,Wednesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.031746031746031744,1.0,0.06153846153846154,0.0,0.0,0.0,0.0,63,0.027777777777777776,2026-05-06,2026-05,Wednesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.04918032786885246,1.0,0.09375,0.0,0.0,0.0,0.0,61,0.041666666666666664,2026-05-06,2026-05,Wednesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.12903225806451613,0.8,0.2222222222222222,0.0,0.0,0.0,0.0,31,0.06944444444444445,2026-05-06,2026-05,Wednesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0.013888888888888888,2026-05-07,2026-05,Thursday,1,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.03076923076923077,1.0,0.059701492537313446,0.0,0.0,0.0,0.0,65,0.027777777777777776,2026-05-07,2026-05,Thursday,1,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.045454545454545456,0.6666666666666666,0.08510638297872342,0.0,0.0,0.0,0.0,44,0.041666666666666664,2026-05-07,2026-05,Thursday,1,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.06944444444444445,1.0,0.12987012987012989,0.0,0.0,0.0,0.0,72,0.06944444444444445,2026-05-07,2026-05,Thursday,1,0.0,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.02,1.0,0.0392156862745098,0.0,0.0,0.0,0.0,50,0.013888888888888888,2026-05-08,2026-05,Friday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.03225806451612903,0.5,0.06060606060606061,0.0,0.0,1.0,1.0,31,0.027777777777777776,2026-05-08,2026-05,Friday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.041666666666666664,2026-05-08,2026-05,Friday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.06944444444444445,2026-05-08,2026-05,Friday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.013888888888888888,2026-05-09,2026-05,Saturday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.022222222222222223,0.5,0.0425531914893617,0.0,0.0,0.0,0.0,45,0.027777777777777776,2026-05-09,2026-05,Saturday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.14285714285714285,0.3333333333333333,0.2,0.0,1.0,1.0,1.0,7,0.041666666666666664,2026-05-09,2026-05,Saturday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.13157894736842105,1.0,0.23255813953488372,0.0,0.0,0.0,0.0,38,0.06944444444444445,2026-05-09,2026-05,Saturday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.023809523809523808,1.0,0.046511627906976744,0.0,0.0,0.0,0.0,42,0.013888888888888888,2026-05-10,2026-05,Sunday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.05405405405405406,1.0,0.10256410256410257,0.0,0.0,1.0,1.0,37,0.027777777777777776,2026-05-10,2026-05,Sunday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.041666666666666664,2026-05-10,2026-05,Sunday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.05,0.2,0.08000000000000002,0.0,0.0,0.0,0.0,20,0.06944444444444445,2026-05-10,2026-05,Sunday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.014705882352941176,2026-05-11,2026-05,Monday,0,0.5,68,72,68,4,0.9444444444444444,0.0,sgd,cpu,floor_type4,4,68
is_top_2,0.037037037037037035,1.0,0.07142857142857142,0.0,0.0,0.0,0.0,54,0.029411764705882353,2026-05-11,2026-05,Monday,0,0.5,68,72,68,4,0.9444444444444444,0.0,sgd,cpu,floor_type4,4,68
is_top_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.04411764705882353,2026-05-11,2026-05,Monday,0,0.5,68,72,68,4,0.9444444444444444,0.0,sgd,cpu,floor_type4,4,68
is_top_5,0.07352941176470588,1.0,0.13698630136986303,1.0,1.0,1.0,1.0,68,0.07352941176470588,2026-05-11,2026-05,Monday,0,0.0,68,72,68,4,0.9444444444444444,0.0,sgd,cpu,floor_type4,4,68
is_rank_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.013888888888888888,2026-05-12,2026-05,Tuesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.034482758620689655,0.5,0.06451612903225806,0.0,0.0,0.0,0.0,29,0.027777777777777776,2026-05-12,2026-05,Tuesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.05555555555555555,0.3333333333333333,0.09523809523809525,0.0,0.0,0.0,0.0,18,0.041666666666666664,2026-05-12,2026-05,Tuesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.05660377358490566,0.6,0.10344827586206896,0.0,0.0,0.0,0.0,53,0.06944444444444445,2026-05-12,2026-05,Tuesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.013888888888888888,1.0,0.0273972602739726,0.0,0.0,0.0,0.0,72,0.013888888888888888,2026-05-13,2026-05,Wednesday,0,0.0,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.041666666666666664,0.5,0.07692307692307693,0.0,0.0,0.0,0.0,24,0.027777777777777776,2026-05-13,2026-05,Wednesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.05357142857142857,1.0,0.10169491525423728,0.0,0.0,0.0,0.0,56,0.041666666666666664,2026-05-13,2026-05,Wednesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.06944444444444445,1.0,0.12987012987012989,0.0,0.0,0.0,0.0,72,0.06944444444444445,2026-05-13,2026-05,Wednesday,0,0.0,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.015873015873015872,1.0,0.03125,0.0,0.0,0.0,0.0,63,0.013888888888888888,2026-05-14,2026-05,Thursday,1,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.05263157894736842,0.5,0.09523809523809525,0.0,0.0,0.0,0.0,19,0.027777777777777776,2026-05-14,2026-05,Thursday,1,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.045454545454545456,0.3333333333333333,0.08,0.0,0.0,0.0,0.0,22,0.041666666666666664,2026-05-14,2026-05,Thursday,1,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.06944444444444445,1.0,0.12987012987012989,0.0,0.0,0.0,0.0,72,0.06944444444444445,2026-05-14,2026-05,Thursday,1,0.0,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.017543859649122806,1.0,0.034482758620689655,0.0,0.0,0.0,0.0,57,0.013888888888888888,2026-05-15,2026-05,Friday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.027777777777777776,1.0,0.05405405405405406,0.0,0.0,0.0,0.0,72,0.027777777777777776,2026-05-15,2026-05,Friday,0,0.0,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.043478260869565216,0.6666666666666666,0.08163265306122448,0.0,0.0,0.0,0.0,46,0.041666666666666664,2026-05-15,2026-05,Friday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.043478260869565216,0.2,0.07142857142857142,0.0,0.0,0.0,1.0,23,0.06944444444444445,2026-05-15,2026-05,Friday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.013888888888888888,1.0,0.0273972602739726,0.0,0.0,0.0,0.0,72,0.013888888888888888,2026-05-16,2026-05,Saturday,0,0.0,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.0196078431372549,0.5,0.03773584905660377,0.0,0.0,0.0,0.0,51,0.027777777777777776,2026-05-16,2026-05,Saturday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.047619047619047616,0.6666666666666666,0.08888888888888889,0.0,0.0,0.0,0.0,42,0.041666666666666664,2026-05-16,2026-05,Saturday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.06944444444444445,1.0,0.12987012987012989,0.0,0.0,0.0,0.0,72,0.06944444444444445,2026-05-16,2026-05,Saturday,0,0.0,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.018867924528301886,1.0,0.037037037037037035,0.0,0.0,0.0,0.0,53,0.013888888888888888,2026-05-17,2026-05,Sunday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.027777777777777776,0.5,0.05263157894736842,0.0,0.0,0.0,0.0,36,0.027777777777777776,2026-05-17,2026-05,Sunday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.027777777777777776,0.3333333333333333,0.05128205128205128,0.0,0.0,0.0,0.0,36,0.041666666666666664,2026-05-17,2026-05,Sunday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.07936507936507936,1.0,0.14705882352941177,1.0,1.0,1.0,1.0,63,0.06944444444444445,2026-05-17,2026-05,Sunday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.023809523809523808,1.0,0.046511627906976744,0.0,0.0,0.0,0.0,42,0.013888888888888888,2026-05-18,2026-05,Monday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
