target,precision,recall,f1,hit_at_1,hit_at_2,hit_at_3,hit_at_5,predicted_count,base_rate,date,month,day_of_week,is_thursday,threshold,entity_count,truth_entity_count,known_entity_count,unseen_entity_count,known_coverage,skip_rate,model_type,backend_used,segment_mode,segment_models_used,segment_prediction_rows
is_top_2,0.06451612903225806,1.0,0.12121212121212122,0.0,0.0,0.0,0.0,31,0.027777777777777776,2026-05-18,2026-05,Monday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.041666666666666664,2026-05-18,2026-05,Monday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.06944444444444445,1.0,0.12987012987012989,0.0,0.0,0.0,0.0,72,0.06944444444444445,2026-05-18,2026-05,Monday,0,0.0,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.022727272727272728,1.0,0.044444444444444446,0.0,0.0,0.0,0.0,44,0.013888888888888888,2026-05-19,2026-05,Tuesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.03508771929824561,1.0,0.06779661016949151,0.0,0.0,0.0,0.0,57,0.027777777777777776,2026-05-19,2026-05,Tuesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.041666666666666664,1.0,0.07999999999999999,0.0,0.0,0.0,0.0,72,0.041666666666666664,2026-05-19,2026-05,Tuesday,0,0.0,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.05084745762711865,0.6,0.09375000000000001,0.0,0.0,0.0,0.0,59,0.06944444444444445,2026-05-19,2026-05,Tuesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_rank_1,0.0196078431372549,1.0,0.038461538461538464,0.0,0.0,0.0,0.0,51,0.013888888888888888,2026-05-20,2026-05,Wednesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_2,0.02857142857142857,0.5,0.05405405405405405,0.0,0.0,0.0,0.0,35,0.027777777777777776,2026-05-20,2026-05,Wednesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.041666666666666664,2026-05-20,2026-05,Wednesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
is_top_5,0.045454545454545456,0.2,0.07407407407407407,0.0,0.0,0.0,1.0,22,0.06944444444444445,2026-05-20,2026-05,Wednesday,0,0.5,72,72,72,0,1.0,0.0,sgd,cpu,floor_type4,4,72
