setting,score,hit3,f1,rank1_hit1
eval20_no_split,0.2398333614263304,0.3,0.14958340356582603,0.0
eval3_no_split,0.10274428612024519,0.1111111111111111,0.09019404863394632,0.0
eval3_thsplit,0.06666666666666667,0.1111111111111111,0.0,0.0
