date,machine_name,machine_count,total_games,avg_games,total_diff_coins,avg_diff_coins,win_rate,efficiency,entity_key,jug_flag,hana_flag,oki_flag,bt_flag,is_a_type,floor_bucket,atype_bucket,segment_floor2,segment_type2,segment_floor_type4,daily_global_avg_diff,shrunk_avg_diff,raw_avg_rank,shrunk_rank,is_rank_1,is_top_2,is_top_3,is_top_5,day_of_week,day_of_month,month_progress,is_thursday,is_month_end_event,floor_is_2f,floor_is_3f,atype_is_a,atype_is_n,is_left_censored,lag_1_avg_diff_coins,lag_7_avg_diff_coins,lag_14_avg_diff_coins,lag_21_avg_diff_coins,lag_3_avg_diff_coins,lag_1_total_games,lag_7_total_games,lag_14_total_games,lag_21_total_games,lag_1_efficiency,lag_7_efficiency,lag_14_efficiency,lag_21_efficiency,rolling_avg_diff_7d,rolling_avg_diff_14d,rolling_avg_diff_28d,rolling_std_diff_7d,rolling_std_diff_14d,rolling_std_efficiency_7d,rolling_std_efficiency_14d,rolling_avg_games_7d,rolling_avg_games_14d,rolling_avg_games_28d,rolling_avg_efficiency_7d,rolling_avg_efficiency_14d,rolling_avg_efficiency_28d,prior_rank1_rate,prior_top2_rate,prior_top3_rate,prior_top5_rate,days_since_last_rank1,days_since_last_top2,days_since_last_top3,days_since_last_top5,days_since_first_seen,days_since_first_seen_raw,new_machine_flag_raw,new_machine_flag_effective,days_since_first_seen_effective,count_delta_1d,count_delta_3d,count_delta_7d,count_delta_14d,count_increase_flag,count_decrease_flag,days_since_last_count_increase,days_since_last_count_decrease,count_delta_1d_bin,count_delta_7d_bin,days_since_first_seen_bin,same_weekday_rank1_rate,same_weekday_top3_rate,same_weekday_top2_rate,same_weekday_top5_rate,same_weekday_rolling_rank_sum_3,diff_delta_1_vs_7,diff_delta_1_vs_14,eff_delta_1_vs_7,eff_delta_1_vs_14,event_group,is_event_day,proba_is_rank_1,threshold_is_rank_1,proba_is_top_2,threshold_is_top_2,proba_is_top_3,threshold_is_top_3,proba_is_top_5,threshold_is_top_5,ensemble_score,nextday_rank,recommended_pick,recommended_pick_rank,previous_day_raw_avg_rank,previous_day_shrunk_rank,previous_day_avg_diff_coins,previous_day_shrunk_avg_diff
2026-05-21,アクダマドライブ,2,0.0,0.0,0.0,0.0,0.0,0.0,アクダマドライブ,0,0,0,0,0,3F,N,3F,N,3F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,0,1,0,1,0,-1500.0,-250.0,-3000.0,-1000.0,-2350.0,5950.0,1386.0,10168.0,8107.0,-0.5042016806722689,-0.36075036075036077,-0.5900865460267506,-0.2467003823855927,-764.2857142857143,-225.0,300.0,1761.0873264629925,2050.6799997899384,0.9848724137109894,0.9020766521708963,2458.0714285714284,2669.3928571428573,3447.285714285714,-0.20458644945137022,0.03614542777606289,0.13734191196503906,0.1111111111111111,0.15555555555555556,0.17777777777777778,0.24444444444444444,6.0,6.0,6.0,6.0,45.0,45.0,0,0,45.0,0.0,0.0,0.0,0.0,0,0,999.0,999.0,0,0,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,180.0,-1250.0,1500.0,-0.14345131992190813,0.0858848653544817,1,1,0.8222222222222223,0.5,0.8311111111111111,0.5,0.8355555555555556,0.0,0.8488888888888889,0.5,2.3280000000000003,1,1,2,69.0,68.0,-1500.0,-1165.5497222222223
2026-05-21,とある魔術の禁書目録,1,0.0,0.0,0.0,0.0,0.0,0.0,とある魔術の禁書目録,0,0,0,0,0,3F,N,3F,N,3F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,0,1,0,1,0,2900.0,400.0,-700.0,-300.0,-900.0,4477.0,116.0,3718.0,4596.0,0.6477551932097386,3.4482758620689653,-0.18827326519634213,-0.06527415143603134,-471.42857142857144,-457.14285714285717,-53.57142857142857,1811.7342388940353,1279.2511545757993,1.6518407979762535,1.1679078116283843,1955.5714285714287,1938.5714285714287,2615.285714285714,-0.0324910526364066,-0.19815310192459545,-0.11204610236203846,0.025,0.0875,0.1,0.15,74.0,47.0,25.0,1.0,80.0,80.0,0,0,80.0,0.0,0.0,0.0,0.0,0,0,999.0,999.0,0,0,6,0.0,0.0,0.0,0.0,120.0,2500.0,3600.0,-2.800520668859227,0.8360284584060808,1,1,0.805,0.5,0.8175,0.5,0.8200000000000001,0.0,0.8300000000000001,0.5,2.2830000000000004,2,1,3,4.0,5.0,2900.0,1990.750462962963
2026-05-21,麻雀格闘倶楽部 覚醒,1,0.0,0.0,0.0,0.0,0.0,0.0,麻雀格闘倶楽部 覚醒,0,0,0,0,0,3F,N,3F,N,3F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,0,1,0,1,0,-1000.0,-2000.0,-500.0,-1700.0,3700.0,2111.0,2867.0,519.0,3414.0,-0.4737091425864519,-0.6975933031042902,-0.9633911368015414,-0.4979496192149971,357.14285714285717,192.85714285714286,167.85714285714286,2325.8383025317585,1722.0132607879846,0.7298945493741094,0.6121049088967077,2656.8571428571427,2752.9285714285716,2454.9285714285716,-0.09648268262571731,-0.09072044105386644,-0.06086996876745365,0.03614457831325301,0.08433734939759036,0.10843373493975904,0.10843373493975904,35.0,5.0,3.0,3.0,83.0,83.0,0,0,83.0,0.0,0.0,0.0,0.0,0,0,999.0,999.0,0,0,6,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,88.0,1000.0,-500.0,0.22388416051783833,0.4896819942150895,1,1,0.8072289156626506,0.5,0.8168674698795181,0.5,0.8216867469879519,0.0,0.8216867469879519,0.5,2.282409638554217,3,0,0,66.0,55.0,-1000.0,-599.5080952380952
2026-05-21,ネオプラネット,1,0.0,0.0,0.0,0.0,0.0,0.0,ネオプラネット,0,0,0,0,0,2F,N,2F,N,2F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,1,0,0,1,0,-1500.0,-1600.0,-300.0,1300.0,-300.0,3486.0,2675.0,758.0,1830.0,-0.43029259896729777,-0.5981308411214953,-0.39577836411609496,0.7103825136612022,-600.0,-571.4285714285714,-142.85714285714286,737.1114795831961,1166.473034690189,0.37886433458263163,0.42064644135841966,2886.8571428571427,2938.0714285714284,3465.285714285714,-0.3740734836765646,-0.2812162193974723,-0.12603383952030053,0.012987012987012988,0.025974025974025976,0.06493506493506493,0.14285714285714285,73.0,35.0,17.0,17.0,77.0,77.0,0,0,77.0,0.0,0.0,0.0,0.0,0,0,999.0,42.0,0,0,6,0.0,0.0,0.0,0.18181818181818182,94.0,100.0,-1200.0,0.16783824215419751,-0.03451423485120281,1,1,0.8025974025974026,0.5,0.8051948051948052,0.5,0.812987012987013,0.0,0.8285714285714286,0.5,2.265974025974026,4,1,1,60.0,55.0,-1500.0,-996.5741293532338
2026-05-21,バーニングエクスプレス,2,0.0,0.0,0.0,0.0,0.0,0.0,バーニングエクスプレス,0,0,0,0,0,2F,N,2F,N,2F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,1,0,0,1,0,6300.0,-350.0,3050.0,-2350.0,-200.0,8596.0,4267.0,6674.0,7121.0,1.4657980456026058,-0.1640496836184673,0.9139946059334731,-0.6600196601600898,1135.7142857142858,1239.2857142857142,901.7857142857143,2983.526197543531,2542.196095703671,1.0964536765861113,0.8690060735807125,3320.9285714285716,3450.6071428571427,3464.8928571428573,0.4617180490454499,0.4008872877911579,0.27342583682601446,0.05454545454545454,0.12727272727272726,0.18181818181818182,0.2,4.0,1.0,1.0,1.0,55.0,55.0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,999.0,999.0,0,0,6,0.125,0.125,0.125,0.125,57.0,6650.0,3250.0,1.6298477292210731,0.5518034396691327,1,1,0.8109090909090909,0.5,0.8254545454545454,0.5,0.8363636363636364,0.0,0.44000000000000006,0.5,2.1490909090909094,5,0,0,2.0,2.0,6300.0,5042.05552238806
2026-05-21,L麻雀物語,2,0.0,0.0,0.0,0.0,0.0,0.0,L麻雀物語,0,0,0,0,0,2F,N,2F,N,2F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,1,0,0,1,1,5400.0,-500.0,-1300.0,-100.0,-3700.0,13324.0,8315.0,18084.0,28199.0,0.8105673971780246,-0.12026458208057728,-0.28754700287547,-0.014184900173765027,1785.7142857142858,1205.357142857143,555.3571428571429,4172.001346847246,3400.002525047544,0.6556347795122918,0.6372058082930657,5007.0,4391.035714285715,4448.939285714286,0.2612644727730236,0.1265892257610544,0.024987118963377658,0.057692307692307696,0.125,0.1346153846153846,0.22115384615384615,4.0,1.0,1.0,1.0,104.0,104.0,0,0,,0.0,0.0,0.0,-2.0,0,0,999.0,12.0,0,0,-1,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.2,112.0,5900.0,6700.0,0.930831979258602,1.0981144000534946,1,1,0.8115384615384615,0.5,0.8250000000000001,0.5,0.826923076923077,0.0,0.44423076923076926,0.5,2.1453846153846157,6,0,0,1.0,2.0,5400.0,4360.373225806452
2026-05-21,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,2,0.0,0.0,0.0,0.0,0.0,0.0,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,0,0,0,0,0,2F,N,2F,N,2F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,1,0,0,1,1,450.0,-600.0,-1200.0,-2100.0,1300.0,4844.0,1744.0,7261.0,8426.0,0.18579686209744012,-0.6880733944954128,-0.3305329844374053,-0.4984571564206029,1078.5714285714287,1350.0,660.7142857142857,2117.9504917996287,2514.7258605752913,0.7295146019661437,1.537297661703039,2651.4285714285716,2509.6071428571427,2621.875,0.16073450483822516,0.4733864635073111,0.23313495447905677,0.050473186119873815,0.0946372239747634,0.1167192429022082,0.1608832807570978,4.0,4.0,4.0,4.0,317.0,317.0,0,0,,0.0,0.0,0.0,0.0,0,0,197.0,45.0,0,0,-1,0.0,0.044444444444444446,0.022222222222222223,0.044444444444444446,189.0,1050.0,1650.0,0.8738702565928529,0.5163298465348454,1,1,0.8100946372239748,0.5,0.8189274447949527,0.5,0.8233438485804416,0.0,0.4321766561514196,0.5,2.13211356466877,7,0,0,27.0,27.0,450.0,394.4502777777778
2026-05-21,七つの魔剣が支配する,2,0.0,0.0,0.0,0.0,0.0,0.0,七つの魔剣が支配する,0,0,0,0,0,2F,N,2F,N,2F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,1,0,0,1,1,-1250.0,350.0,200.0,250.0,-1000.0,5438.0,1253.0,6168.0,6493.0,-0.4597278411180581,0.5586592178770949,0.0648508430609598,0.07700600646850454,-85.71428571428558,-139.28571428571436,-369.64285714285717,1436.3478819893314,1041.6663003662363,0.6651932656773446,0.4994702018352755,2306.214285714286,2536.6785714285716,2673.160714285714,0.07581204567339472,-0.02001950853085393,-0.14194987275256885,0.015772870662460567,0.04100946372239748,0.05993690851735016,0.138801261829653,32.0,32.0,32.0,32.0,317.0,317.0,0,0,,0.0,0.0,0.0,0.0,0,0,999.0,31.0,0,0,-1,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.1111111111111111,85.0,-1600.0,-1450.0,-1.018387058995153,-0.5245786841790179,1,1,0.8031545741324921,0.5,0.8082018927444795,0.5,0.8119873817034701,0.0,0.4277602523659306,0.5,2.10801261829653,8,0,0,66.0,64.0,-1250.0,-965.5497222222223
2026-05-21,ルパン三世 大航海者の秘宝,2,0.0,0.0,0.0,0.0,0.0,0.0,ルパン三世 大航海者の秘宝,0,0,0,0,0,2F,N,2F,N,2F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,1,0,0,1,1,-2050.0,2250.0,-2100.0,0.0,6650.0,7479.0,9723.0,7367.0,0.0,-0.5482016312341222,0.46282011724776306,-0.5701099497760282,0.0,1657.142857142857,1235.7142857142858,1263.3333333333333,3238.7534345059075,3171.048635790604,0.8856174568419439,0.8055371662104178,3953.5,3974.214285714286,4022.0333333333333,0.4017109533966568,0.29770304404077247,0.301302833289168,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.2,3.0,3.0,3.0,3.0,15.0,15.0,0,0,,0.0,0.0,0.0,0.0,0,0,999.0,999.0,0,0,-1,0.0,0.0,0.0,0.5,24.0,-4300.0,50.0,-1.0110217484818853,0.021908318541906002,1,1,0.4266666666666667,0.5,0.8266666666666667,0.5,0.8266666666666667,0.0,0.8400000000000001,0.5,1.9200000000000002,9,0,0,58.0,57.0,-2050.0,-1578.5233333333333
2026-05-21,防空少女ラブキューレ2～極限の共鳴～,1,0.0,0.0,0.0,0.0,0.0,0.0,防空少女ラブキューレ2～極限の共鳴～,0,0,0,0,0,3F,N,3F,N,3F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,0,1,0,1,1,100.0,100.0,-400.0,-400.0,-1700.0,1072.0,2192.0,1142.0,485.0,0.09328358208955224,0.04562043795620438,-0.3502626970227671,-0.8247422680412371,71.42857142857143,121.42857142857143,214.28571428571428,1275.0350135248386,1407.7688683918245,0.5442927370394485,1.0479026218075604,1920.142857142857,1951.7142857142858,2105.964285714286,-0.1036955132620937,0.10641647509353931,0.5585301196633657,0.05844155844155844,0.1038961038961039,0.12337662337662338,0.18181818181818182,26.0,26.0,26.0,15.0,154.0,154.0,0,0,,0.0,0.0,0.0,0.0,0,0,999.0,999.0,0,0,-1,0.13636363636363635,0.18181818181818182,0.18181818181818182,0.18181818181818182,148.0,0.0,500.0,0.047663144133347865,0.4435462791123193,1,1,0.4116883116883117,0.5,0.8207792207792208,0.5,0.8246753246753247,0.0,0.8363636363636364,0.5,1.8976623376623376,10,0,0,23.0,23.0,100.0,111.61999999999998
