date,machine_name,machine_count,total_games,avg_games,total_diff_coins,avg_diff_coins,win_rate,efficiency,entity_key,jug_flag,hana_flag,oki_flag,bt_flag,is_a_type,floor_bucket,atype_bucket,segment_floor2,segment_type2,segment_floor_type4,daily_global_avg_diff,shrunk_avg_diff,raw_avg_rank,shrunk_rank,is_rank_1,is_top_2,is_top_3,is_top_5,day_of_week,day_of_month,month_progress,is_thursday,is_month_end_event,floor_is_2f,floor_is_3f,atype_is_a,atype_is_n,is_left_censored,lag_1_avg_diff_coins,lag_7_avg_diff_coins,lag_14_avg_diff_coins,lag_21_avg_diff_coins,lag_3_avg_diff_coins,lag_1_total_games,lag_7_total_games,lag_14_total_games,lag_21_total_games,lag_1_efficiency,lag_7_efficiency,lag_14_efficiency,lag_21_efficiency,rolling_avg_diff_7d,rolling_avg_diff_14d,rolling_avg_diff_28d,rolling_std_diff_7d,rolling_std_diff_14d,rolling_std_efficiency_7d,rolling_std_efficiency_14d,rolling_avg_games_7d,rolling_avg_games_14d,rolling_avg_games_28d,rolling_avg_efficiency_7d,rolling_avg_efficiency_14d,rolling_avg_efficiency_28d,ewm_avg_diff_7d,ewm_avg_diff_21d,ewm_diff_momentum_7v21,ewm_efficiency_7d,ewm_efficiency_21d,ewm_efficiency_momentum_7v21,prior_rank1_rate,prior_top2_rate,prior_top3_rate,prior_top5_rate,prior_rank1_rate_smooth,prior_rank1_confidence,prior_top2_rate_smooth,prior_top2_confidence,prior_top3_rate_smooth,prior_top3_confidence,prior_top5_rate_smooth,prior_top5_confidence,days_since_last_rank1,days_since_last_top2,days_since_last_top3,days_since_last_top5,days_since_first_seen,days_since_first_seen_raw,new_machine_flag_raw,new_machine_flag_effective,days_since_first_seen_effective,count_delta_1d,count_delta_3d,count_delta_7d,count_delta_14d,count_increase_flag,count_decrease_flag,days_since_last_count_increase,days_since_last_count_decrease,count_delta_1d_bin,count_delta_7d_bin,days_since_first_seen_bin,same_weekday_rank1_rate,same_weekday_top3_rate,same_weekday_top2_rate,same_weekday_top5_rate,same_weekday_rolling_rank_sum_3,diff_delta_1_vs_7,diff_delta_1_vs_14,eff_delta_1_vs_7,eff_delta_1_vs_14,lag_1_avg_diff_coins_vs_mean,lag_1_avg_diff_coins_zscore,lag_1_avg_diff_coins_rank_pct,lag_7_avg_diff_coins_vs_mean,lag_7_avg_diff_coins_zscore,lag_7_avg_diff_coins_rank_pct,rolling_avg_diff_7d_vs_mean,rolling_avg_diff_7d_zscore,rolling_avg_diff_7d_rank_pct,rolling_avg_diff_14d_vs_mean,rolling_avg_diff_14d_zscore,rolling_avg_diff_14d_rank_pct,lag_1_efficiency_vs_mean,lag_1_efficiency_zscore,lag_1_efficiency_rank_pct,rolling_avg_efficiency_7d_vs_mean,rolling_avg_efficiency_7d_zscore,rolling_avg_efficiency_7d_rank_pct,hall_avg_diff_yesterday,hall_total_games_yesterday,hall_avg_efficiency_yesterday,hall_machine_type_count,hall_diff_spread_yesterday,rank_pct,prior_avg_rank_pct,rank_pct_std_14d,rank_pct_rolling_7d,rank_pct_rolling_28d,rank_pct_trend_7vs28,same_weekday_avg_rank_pct,ewm_rank_7d,ewm_rank_30d,ewm_rank_momentum_7v30,rank_pct_avg_1m,rank_pct_avg_2m,rank_pct_avg_3m,rank_trend_1m_available,rank_trend_2m_available,rank_trend_1m_vs_2m,rank_trend_2m_vs_3m,rank_trend_acceleration,event_group,is_event_day,proba_is_rank_1,threshold_is_rank_1,proba_is_top_2,threshold_is_top_2,proba_is_top_3,threshold_is_top_3,proba_is_top_5,threshold_is_top_5,ensemble_score,nextday_rank,recommended_pick,recommended_pick_rank,previous_day_raw_avg_rank,previous_day_shrunk_rank,previous_day_avg_diff_coins,previous_day_shrunk_avg_diff
2026-05-21,ルパン三世 大航海者の秘宝,2,0.0,0.0,0.0,0.0,0.0,0.0,ルパン三世 大航海者の秘宝,0,0,0,0,0,2F,N,2F,N,2F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,1,0,0,1,1,-2050.0,2250.0,-2100.0,0.0,6650.0,7479.0,9723.0,7367.0,0.0,-0.5482016312341222,0.46282011724776306,-0.5701099497760282,0.0,1657.142857142857,1235.7142857142858,1263.3333333333333,3238.7534345059075,3171.048635790604,0.8856174568419439,0.8055371662104178,3953.5,3974.214285714286,4022.0333333333333,0.4017109533966568,0.29770304404077247,0.301302833289168,1197.405151836574,1415.0637028134984,-217.6585509769243,0.30246314225903953,0.3329826555525723,-0.030519513293532752,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.2,0.17647058823529413,0.6,0.17647058823529413,0.6,0.17647058823529413,0.6,0.23529411764705882,0.6,306.0,306.0,306.0,306.0,15.0,15.0,0,0,,0.0,0.0,0.0,0.0,0,0,365.0,365.0,0,0,-1,0.0,0.0,0.0,0.5,24.0,-4300.0,50.0,-1.0110217484818853,0.021908318541906002,-2376.898245614035,-1.5050268467931776,0.017543859649122806,2114.6280701754386,1.854232077523011,0.956140350877193,1476.9340852130326,2.5835691406175854,0.9824561403508771,1078.3985818713452,2.3558363279353345,0.9736842105263158,-0.6317482240645386,-1.1985670923644862,0.06140350877192982,0.37073404455208137,1.9438176215540461,0.9649122807017544,326.8982456140351,2716754.0,0.08354659283041635,114,8928.6,0.0,0.4988888888888889,0.4151602806243133,0.4476190476190477,0.4988888888888889,-0.05126984126984119,0.19999999999999998,0.5076035385951401,0.5547904685269055,-0.04718692993176543,0.4988888888888889,0.5,0.5,0,0,0.0,0.0,0.0,1,1,0.8266666666666667,0.5,0.4266666666666667,0.0,0.4266666666666667,0.0,0.8400000000000001,0.5,1.7600000000000002,1,1,1,58.0,57.0,-2050.0,-1578.5233333333333
2026-05-21,バンドリ！,2,0.0,0.0,0.0,0.0,0.0,0.0,バンドリ！,0,0,0,0,0,2F,N,2F,N,2F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,1,0,0,1,1,2800.0,-1500.0,6050.0,-500.0,600.0,2871.0,4613.0,8041.0,5914.0,1.9505398815743644,-0.6503360069369174,1.5047879616963065,-0.16909029421711194,735.7142857142857,785.7142857142857,10.714285714285714,1504.6356939234743,2117.9115776040912,0.8296366291797194,0.8137863615816553,2362.9285714285716,2481.214285714286,2742.089285714286,0.41741001747784795,0.2520499538647729,-0.08028269382966986,953.3049704807946,476.9861369157636,476.318833565031,0.5749741921663026,0.2039862341444833,0.37098795802181933,0.08201892744479496,0.12933753943217666,0.17034700315457413,0.22082018927444794,0.08463949843260188,0.9694189602446484,0.13166144200626959,0.9694189602446484,0.1724137931034483,0.9694189602446484,0.2225705329153605,0.9694189602446484,14.0,14.0,14.0,1.0,317.0,317.0,0,0,,0.0,0.0,0.0,0.0,0,0,365.0,365.0,0,0,-1,0.06666666666666667,0.24444444444444444,0.13333333333333333,0.28888888888888886,127.0,4300.0,-3250.0,2.6008758885112817,0.44575191987805796,2473.101754385965,1.565941891736573,0.9122807017543859,-1635.3719298245614,-1.4339916951494145,0.07456140350877193,555.5055137844611,0.9717338892950252,0.8596491228070176,628.398581871345,1.3727801876617969,0.9298245614035088,1.866993288743948,3.5421021101679284,0.9912280701754386,0.3864331086332725,2.0261303140390186,0.9736842105263158,326.8982456140351,2716754.0,0.08354659283041635,114,8928.6,0.0,0.5328119510409568,0.3612637040235254,0.40277777777777773,0.6061507936507936,-0.20337301587301587,0.5114224190325587,0.3668370097291462,0.524418290890039,-0.15758128116089282,0.5757864028411974,0.54897586431833,0.49714285714285716,1,1,0.02681053852286741,0.051833007175472845,-0.025022468652605434,1,1,0.8164037854889591,0.5,0.42586750788643535,0.0,0.43406940063091487,0.0,0.8441640378548896,0.5,1.7552050473186123,2,1,3,5.0,4.0,2800.0,2274.450277777778
2026-05-21,押忍！番長4,3,0.0,0.0,0.0,0.0,0.0,0.0,押忍！番長4,0,0,0,0,0,2F,N,2F,N,2F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,1,0,0,1,1,4633.3,3466.7,566.7,1900.0,4300.0,11836.0,9079.0,11578.0,8758.0,1.1743832375802636,1.1455006057935897,0.14683019519778892,0.6508335236355333,2366.657142857143,1595.2428571428572,919.0500000000001,2158.4498039543273,2295.43111543655,0.7421389941500789,0.7629388490647153,3024.214285714286,2809.4785714285717,2856.378571428572,0.7054967479844448,0.42391375476081766,0.24697494618807253,2620.7821637033817,1439.1616489789835,1181.6205147243982,0.7223118093250405,0.3832872730660549,0.33902453625898554,0.05434782608695652,0.11956521739130435,0.18478260869565216,0.22826086956521738,0.06382978723404255,0.9019607843137255,0.1276595744680851,0.9019607843137255,0.19148936170212766,0.9019607843137255,0.23404255319148937,0.9019607843137255,227.0,227.0,227.0,227.0,92.0,92.0,0,0,,0.0,0.0,0.0,0.0,0,0,365.0,255.0,0,0,-1,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,99.0,1166.6000000000004,4066.6000000000004,0.02888263178667394,1.0275530423824748,4306.401754385965,2.726768074900819,0.9736842105263158,3331.3280701754384,2.9211072413124883,0.9824561403508771,2186.448370927318,3.8247072738297754,1.0,1437.9271532999167,3.1412513718167347,1.0,1.0908366447498472,2.069560080645181,0.956140350877193,0.6745198391398695,3.5366149094615644,1.0,326.8982456140351,2716754.0,0.08354659283041635,114,8928.6,0.0,0.46493878010550815,0.3501622373446706,0.22991071428571427,0.4375,-0.20758928571428573,0.45216701848057783,0.225124246374476,0.4068605240767056,-0.18173627770222958,0.4630208333333333,0.44670138888888894,0.513312258990225,1,1,0.016319444444444386,-0.0666108701013361,0.08293031454578048,1,1,0.8108695652173914,0.5,0.42391304347826086,0.0,0.43695652173913047,0.0,0.8456521739130435,0.5,1.7504347826086957,3,0,0,1.0,1.0,4633.3,4002.5857142857144
2026-05-21,バーニングエクスプレス,2,0.0,0.0,0.0,0.0,0.0,0.0,バーニングエクスプレス,0,0,0,0,0,2F,N,2F,N,2F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,1,0,0,1,0,6300.0,-350.0,3050.0,-2350.0,-200.0,8596.0,4267.0,6674.0,7121.0,1.4657980456026058,-0.1640496836184673,0.9139946059334731,-0.6600196601600898,1135.7142857142858,1239.2857142857142,901.7857142857143,2983.526197543531,2542.196095703671,1.0964536765861113,0.8690060735807125,3320.9285714285716,3450.6071428571427,3464.8928571428573,0.4617180490454499,0.4008872877911579,0.27342583682601446,1760.504350666948,1125.0750775663844,635.4292731005637,0.5608938779219557,0.37111248924491785,0.1897813886770378,0.05454545454545454,0.12727272727272726,0.18181818181818182,0.2,0.07017543859649122,0.8461538461538461,0.14035087719298245,0.8461538461538461,0.19298245614035087,0.8461538461538461,0.21052631578947367,0.8461538461538461,112.0,109.0,109.0,109.0,55.0,55.0,0,0,55.0,0.0,0.0,0.0,0.0,0,0,365.0,365.0,0,0,6,0.125,0.125,0.125,0.125,57.0,6650.0,3250.0,1.6298477292210731,0.5518034396691327,5973.101754385965,3.782104898922991,1.0,-485.3719298245614,-0.42560307152987065,0.3026315789473684,955.5055137844612,1.6714453162257492,0.956140350877193,1081.9700104427736,2.363638360794648,0.9824561403508771,1.3822514527721894,2.6224388792211335,0.9824561403508771,0.43074114020087445,2.2584443779970114,0.9824561403508771,326.8982456140351,2716754.0,0.08354659283041635,114,8928.6,0.0,0.5463090025081205,0.3889056650053253,0.47761194029850745,0.4584221748400853,0.01918976545842216,0.4815208404002714,0.4278301912370413,0.4731883365397245,-0.04535814530268317,0.4581637268204432,0.6520833333333332,0.5,1,0,-0.19391960651289003,0.0,-0.19391960651289003,1,1,0.8109090909090909,0.5,0.4254545454545455,0.0,0.4363636363636364,0.0,0.8400000000000001,0.5,1.7490909090909093,4,0,0,2.0,2.0,6300.0,5042.05552238806
2026-05-21,L麻雀物語,2,0.0,0.0,0.0,0.0,0.0,0.0,L麻雀物語,0,0,0,0,0,2F,N,2F,N,2F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,1,0,0,1,1,5400.0,-500.0,-1300.0,-100.0,-3700.0,13324.0,8315.0,18084.0,28199.0,0.8105673971780246,-0.12026458208057728,-0.28754700287547,-0.014184900173765027,1785.7142857142858,1205.357142857143,555.3571428571429,4172.001346847246,3400.002525047544,0.6556347795122918,0.6372058082930657,5007.0,4391.035714285715,4448.939285714286,0.2612644727730236,0.1265892257610544,0.024987118963377658,1986.3163045936553,1106.7993335205351,879.5169710731202,0.26570427491692117,0.12090039225666574,0.14480388266025543,0.057692307692307696,0.125,0.1346153846153846,0.22115384615384615,0.0660377358490566,0.9122807017543859,0.1320754716981132,0.9122807017543859,0.14150943396226415,0.9122807017543859,0.22641509433962265,0.9122807017543859,217.0,214.0,214.0,214.0,104.0,104.0,0,0,,0.0,0.0,0.0,-2.0,0,0,365.0,226.0,0,0,-1,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.2,112.0,5900.0,6700.0,0.930831979258602,1.0981144000534946,5073.101754385965,3.2122344113607695,0.9824561403508771,-635.3719298245614,-0.5571320224367677,0.2324561403508772,1605.5055137844613,2.8084763849881753,0.9912280701754386,1048.0414390142023,2.289519048631167,0.9649122807017544,0.7270208043476083,1.3793203975297341,0.9210526315789473,0.23028756392844818,1.2074343626296955,0.9035087719298246,326.8982456140351,2716754.0,0.08354659283041635,114,8928.6,0.0,0.5118155421138609,0.39177066067596,0.40783410138248843,0.5271817396313364,-0.11934763824884798,0.61015597292012,0.37567539899034047,0.47621633921080914,-0.10054094022046867,0.5279737903225806,0.4395833333333333,0.5200700890054704,1,1,0.0883904569892473,-0.08048675567213703,0.16887721266138433,1,1,0.8115384615384615,0.5,0.42500000000000004,0.0,0.42692307692307696,0.0,0.8442307692307692,0.5,1.7453846153846155,5,0,0,1.0,2.0,5400.0,4360.373225806452
2026-05-21,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,2,0.0,0.0,0.0,0.0,0.0,0.0,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,0,0,0,0,0,2F,N,2F,N,2F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,1,0,0,1,1,450.0,-600.0,-1200.0,-2100.0,1300.0,4844.0,1744.0,7261.0,8426.0,0.18579686209744012,-0.6880733944954128,-0.3305329844374053,-0.4984571564206029,1078.5714285714287,1350.0,660.7142857142857,2117.9504917996287,2514.7258605752913,0.7295146019661437,1.537297661703039,2651.4285714285716,2509.6071428571427,2621.875,0.16073450483822516,0.4733864635073111,0.23313495447905677,1173.025010927768,1048.5222367006663,124.50277422710178,0.37828524725178175,0.3617780449537172,0.01650720229806457,0.050473186119873815,0.0946372239747634,0.1167192429022082,0.1608832807570978,0.05329153605015674,0.9694189602446484,0.09717868338557993,0.9694189602446484,0.11912225705329153,0.9694189602446484,0.16300940438871472,0.9694189602446484,4.0,4.0,4.0,4.0,317.0,317.0,0,0,,0.0,0.0,0.0,0.0,0,0,197.0,45.0,0,0,-1,0.0,0.044444444444444446,0.022222222222222223,0.044444444444444446,189.0,1050.0,1650.0,0.8738702565928529,0.5163298465348454,123.10175438596491,0.07794672976854966,0.631578947368421,-735.3719298245614,-0.6448179897080324,0.17543859649122806,898.3626566416041,1.5714865409499317,0.9473684210526315,1192.6842961570594,2.6055013794333752,0.9912280701754386,0.10225026926702377,0.1939915353309209,0.6666666666666666,0.12975759599364972,0.6803397349916538,0.8070175438596491,326.8982456140351,2716754.0,0.08354659283041635,114,8928.6,0.0,0.504978457127693,0.3882301349738378,0.41468253968253965,0.49798189823874756,-0.0832993585562079,0.6242015429800847,0.3719876405519345,0.4558950105891326,-0.08390737003719811,0.5113584474885845,0.4872015655577299,0.6157142857142858,1,1,0.02415688193085458,-0.12851272015655585,0.15266960208741043,1,1,0.8100946372239748,0.5,0.4189274447949527,0.0,0.42334384858044166,0.0,0.8321766561514196,0.5,1.7321135646687695,6,0,0,27.0,27.0,450.0,394.4502777777778
2026-05-21,攻殻機動隊,3,0.0,0.0,0.0,0.0,0.0,0.0,攻殻機動隊,0,0,0,0,0,2F,N,2F,N,2F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,1,0,0,1,0,-1766.7,-1566.7,1800.0,-1233.3,1966.7,13650.0,13178.0,14970.0,15683.0,-0.3882783882783883,-0.35665503111246016,0.36072144288577157,-0.2359242491870178,-323.81428571428575,559.5142857142857,163.09285714285716,2207.7179918251727,1971.9545477119293,0.48179779687497826,0.417731581947995,4444.185714285714,4526.5,4718.567857142857,-0.02567726480385327,0.1402281293244711,0.05286600987426084,27.11779532505733,72.7340565261654,-45.616261201108074,0.03388975017116867,0.037895524787253325,-0.004005774616084652,0.037037037037037035,0.09259259259259259,0.12962962962962962,0.16666666666666666,0.045454545454545456,0.9152542372881356,0.1,0.9152542372881356,0.13636363636363635,0.9152542372881356,0.17272727272727273,0.9152542372881356,46.0,2.0,2.0,2.0,108.0,108.0,0,0,108.0,0.0,0.0,0.0,0.0,0,0,365.0,365.0,0,0,7,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,142.0,-200.0,-3566.7,-0.03162335716592812,-0.7489998311641599,-2093.598245614035,-1.3256442810972024,0.043859649122807015,-1702.0719298245615,-1.4924782353193482,0.05263157894736842,-504.0230576441103,-0.8816767321753671,0.15789473684210525,402.198581871345,0.8786306344842991,0.8859649122807017,-0.47182498110880466,-0.8951570802591389,0.15789473684210525,-0.056654173648428695,-0.2970468525636792,0.34210526315789475,326.8982456140351,2716754.0,0.08354659283041635,114,8928.6,0.0,0.5600229115830333,0.4101649839621215,0.6051587301587302,0.4898619265057621,0.11529680365296813,0.6651279263608031,0.5467564066689695,0.5282173465696437,0.01853906009932582,0.5069761542364282,0.6757729941291585,0.5085714285714286,1,1,-0.1687968398927303,0.16720156555772991,-0.3359984054504602,1,1,0.8074074074074075,0.5,0.4185185185185185,0.0,0.42592592592592593,0.0,0.8333333333333334,0.5,1.7311111111111113,7,0,0,71.0,71.0,-1766.7,-1489.7069444444444
2026-05-21,銀河英雄伝説 Die Neue These,2,0.0,0.0,0.0,0.0,0.0,0.0,銀河英雄伝説 Die Neue These,0,0,0,0,0,2F,N,2F,N,2F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,1,0,0,1,0,1250.0,2350.0,-350.0,300.0,500.0,9218.0,10917.0,3780.0,887.0,0.2712085050987199,0.4305212054593753,-0.18518518518518517,0.6764374295377678,7.142857142857143,75.0,78.57142857142857,1456.7167911175516,1095.5767711751014,0.357721591444577,0.283225652169607,3758.5,3297.785714285714,3098.4821428571427,-0.05635628535429782,-0.013352374581634432,-0.004856799116597628,69.59195969069464,145.6209069268834,-76.02894723618877,-0.016280394708835702,0.017507225208470676,-0.033787619917306375,0.04819277108433735,0.07228915662650602,0.0963855421686747,0.12048192771084337,0.058823529411764705,0.8924731182795699,0.08235294117647059,0.8924731182795699,0.10588235294117647,0.8924731182795699,0.12941176470588237,0.8924731182795699,95.0,87.0,87.0,87.0,83.0,83.0,0,0,83.0,0.0,0.0,0.0,0.0,0,0,365.0,365.0,0,0,6,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,144.0,-1100.0,1600.0,-0.15931270036065537,0.4563936902839051,923.1017543859649,0.5844982742683024,0.8245614035087719,2214.6280701754386,1.9419180447942757,0.9649122807017544,-173.06591478696743,-0.30274049547165005,0.39473684210526316,-82.31570384294068,-0.17982435134164626,0.42105263157894735,0.18766191226830356,0.3560364461143334,0.7543859649122807,-0.08733319419887324,-0.4579018418323954,0.2807017543859649,326.8982456140351,2716754.0,0.08354659283041635,114,8928.6,0.0,0.5720737208379943,0.2976340132291736,0.5510204081632654,0.5448979591836735,0.00612244897959191,0.5672064797764425,0.523629595164694,0.531714986323696,-0.008085391159001976,0.5419047619047619,0.5911955374641943,0.5864830368906455,1,1,-0.0492907755594324,0.004712500573548772,-0.05400327613298117,1,1,0.8096385542168675,0.5,0.41445783132530123,0.0,0.41927710843373495,0.0,0.8240963855421687,0.5,1.722409638554217,8,0,0,11.0,12.0,1250.0,1040.2951428571428
2026-05-21,回胴黙示録カイジ 狂宴,2,0.0,0.0,0.0,0.0,0.0,0.0,回胴黙示録カイジ 狂宴,0,0,0,0,0,2F,N,2F,N,2F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,1,0,0,1,1,-1450.0,4100.0,-700.0,-1000.0,5950.0,7420.0,11277.0,2855.0,4225.0,-0.3908355795148248,0.7271437439035204,-0.4903677758318739,-0.47337278106508873,1207.142857142857,1117.857142857143,808.9285714285714,3063.0089470198764,2680.0980997299007,0.7562858919413886,0.6848223085620597,3987.4285714285716,3814.6071428571427,4072.2321428571427,0.2720750762638205,0.20947684780002246,0.13942900167477298,775.0820576054336,974.9498782600767,-199.86782065464308,0.17024535916995476,0.19074360266043985,-0.020498243490485096,0.031746031746031744,0.06349206349206349,0.09523809523809523,0.14285714285714285,0.046153846153846156,0.863013698630137,0.07692307692307693,0.863013698630137,0.1076923076923077,0.863013698630137,0.15384615384615385,0.863013698630137,258.0,258.0,258.0,258.0,63.0,63.0,0,0,,0.0,0.0,0.0,0.0,0,0,365.0,365.0,0,0,-1,0.0,0.0,0.0,0.1111111111111111,178.0,-5550.0,-750.0,-1.1179793234183453,0.09953219631704913,-1776.8982456140352,-1.125113188418363,0.07894736842105263,3964.6280701754386,3.4764224720414076,0.9912280701754386,1026.9340852130326,1.7963937853205214,0.9736842105263158,960.5414390142022,2.098369243577979,0.9473684210526315,-0.47438217234524116,-0.9000086416060886,0.14912280701754385,0.24109816741924506,1.2641160779289564,0.9122807017543859,326.8982456140351,2716754.0,0.08354659283041635,114,8928.6,0.0,0.41054656639805953,0.42561364877313096,0.4375,0.44486961451247165,-0.007369614512471645,0.5179309404238783,0.520826248210069,0.43983749765801883,0.08098875055205013,0.4384920634920635,0.3853223926105282,0.5,1,0,0.05316967088153529,0.0,0.05316967088153529,1,1,0.8063492063492064,0.5,0.41269841269841273,0.0,0.41904761904761906,0.0,0.8285714285714286,0.5,1.7193650793650792,9,0,0,59.0,57.0,-1450.0,-1139.5159375
2026-05-21,プリズムナナ,3,0.0,0.0,0.0,0.0,0.0,0.0,プリズムナナ,0,0,0,0,0,2F,N,2F,N,2F_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,0.6451612903225806,1,0,1,0,0,1,0,-566.7,-833.3,-2800.0,4600.0,2266.7,4712.0,4410.0,14805.0,15143.0,-0.3607809847198642,-0.5668934240362812,-0.5673758865248227,0.9113121574324771,52.38571428571452,-438.0928571428572,-70.23571428571428,1435.2546004438484,1332.811519056492,0.7038452471481522,0.5739412136152289,2606.7714285714287,2942.55,3301.8214285714284,0.08101083163654242,-0.12294154237228416,-0.05750746367605529,-52.98825212321759,-94.10214989993241,41.11389777671482,-0.02492795707353257,-0.04314122522347345,0.018213268149940884,0.03067484662576687,0.06134969325153374,0.07975460122699386,0.13496932515337423,0.03636363636363636,0.9421965317919075,0.06666666666666667,0.9421965317919075,0.08484848484848485,0.9421965317919075,0.1393939393939394,0.9421965317919075,3.0,3.0,3.0,3.0,163.0,163.0,0,0,163.0,0.0,0.0,0.0,0.0,0,0,365.0,365.0,0,0,7,0.0,0.17391304347826086,0.08695652173913043,0.21739130434782608,138.0,266.5999999999999,2233.3,0.20611243931641698,0.20659490180495854,-893.5982456140351,-0.5658169643475736,0.27631578947368424,-968.6719298245614,-0.8493893513518929,0.13157894736842105,-127.82305764411004,-0.22359813514702098,0.4473684210526316,-595.4085609857979,-1.3007112041078206,0.07894736842105263,-0.4443275775502805,-0.8429883811234746,0.16666666666666666,0.050033922791967,0.2623358232881072,0.6491228070175439,326.8982456140351,2716754.0,0.08354659283041635,114,8928.6,0.0,0.5988036506819912,0.3223805976832089,0.5833333333333333,0.6054509132420092,-0.02211757990867591,0.5605111234819306,0.6031683653735631,0.6046836300705541,-0.0015152646969910366,0.584265601217656,0.6318134377038487,0.550952380952381,1,1,-0.04754783648619265,0.08086105675146771,-0.12840889323766036,1,1,0.8061349693251534,0.5,0.41226993865030676,0.0,0.4159509202453988,0.0,0.8269938650306748,0.5,1.7163190184049082,10,0,0,56.0,55.0,-566.7,-461.13551587301583
