name,score,mean_hit3,mean_f1,rank1_hit1
xgb_default_eval60,0.18479098616089895,0.2222222222222222,0.128644132068914,0.0
noSmoothEwm_eval40,0.1686298952818981,0.19166666666666668,0.1340747382047452,0.0
all_eval40,0.15265631903049093,0.175,0.1191407975762273,0.0
