date,machine_number,machine_name,games,diff,payout,day_baseline,edge,pool_size,universe_size
20251001,3272,マイジャグラーV,8142,3800,1.1555719315483501,211.44578313253012,3588.5542168674697,166,166
20251001,3330,アイムジャグラーEX-TP,8389,100,1.0039734573052013,211.44578313253012,-111.44578313253012,166,166
20251001,3301,ハッピージャグラーVIII,1408,-500,0.8816287878787878,211.44578313253012,-711.4457831325301,166,166
20251002,3272,マイジャグラーV,2960,0,1.0,175.81699346405227,-175.81699346405227,153,153
20251002,3330,アイムジャグラーEX-TP,3277,-300,0.9694842844064693,175.81699346405227,-475.8169934640523,153,153
20251002,3301,ハッピージャグラーVIII,9165,600,1.021822149481724,175.81699346405227,424.1830065359477,153,153
20251003,3272,マイジャグラーV,3773,-400,0.9646611891509851,248.46625766871165,-648.4662576687117,163,163
20251003,3330,アイムジャグラーEX-TP,1011,-500,0.8351467194197164,248.46625766871165,-748.4662576687117,163,163
20251003,3301,ハッピージャグラーVIII,1746,-200,0.9618174875906834,248.46625766871165,-448.46625766871165,163,163
20251004,3330,アイムジャグラーEX-TP,8039,1000,1.0414645270970684,131.97674418604652,868.0232558139535,172,172
20251004,3337,アイムジャグラーEX-TP,8125,700,1.0287179487179487,131.97674418604652,568.0232558139535,172,172
20251004,3301,ハッピージャグラーVIII,2320,-900,0.8706896551724138,131.97674418604652,-1031.9767441860465,172,172
20251005,3135,マイジャグラーV,6551,-1100,0.9440289014399837,124.4186046511628,-1224.4186046511627,172,172
20251005,3330,アイムジャグラーEX-TP,8714,1600,1.0612041924871853,124.4186046511628,1475.5813953488373,172,172
20251005,3301,ハッピージャグラーVIII,5161,-1100,0.9289543370147905,124.4186046511628,-1224.4186046511627,172,172
20251006,3266,マイジャグラーV,4354,200,1.0153115908742918,147.76119402985074,52.23880597014926,134,134
20251006,3285,マイジャグラーV,2271,-400,0.9412887127550271,147.76119402985074,-547.7611940298507,134,134
20251006,3301,ハッピージャグラーVIII,5644,-200,0.9881880463028585,147.76119402985074,-347.76119402985074,134,134
20251007,3330,アイムジャグラーEX-TP,4367,-2500,0.8091748721471643,118.6046511627907,-2618.6046511627906,172,172
20251007,3337,アイムジャグラーEX-TP,6956,-1800,0.9137435307648074,118.6046511627907,-1918.6046511627908,172,172
20251007,3159,ファンキージャグラー2,6461,900,1.046432440798638,118.6046511627907,781.3953488372093,172,172
20251008,3129,マイジャグラーV,3244,-300,0.969173859432799,261.4457831325301,-561.4457831325301,166,166
20251008,3337,アイムジャグラーEX-TP,2101,400,1.0634618435665557,261.4457831325301,138.5542168674699,166,166
20251008,3159,ファンキージャグラー2,1626,-200,0.9589995899959,261.4457831325301,-461.4457831325301,166,166
20251009,3330,アイムジャグラーEX-TP,3174,-100,0.989498004620878,301.3333333333333,-401.3333333333333,150,150
20251009,3337,アイムジャグラーEX-TP,3052,-1200,0.8689384010484927,301.3333333333333,-1501.3333333333333,150,150
20251009,3159,ファンキージャグラー2,6437,4200,1.2174926207860806,301.3333333333333,3898.6666666666665,150,150
20251010,3129,マイジャグラーV,1159,-800,0.7699165947656025,185.88957055214723,-985.8895705521472,163,163
20251010,3135,マイジャグラーV,4722,200,1.0141183114499506,185.88957055214723,14.110429447852766,163,163
20251010,3159,ファンキージャグラー2,3973,-600,0.9496602063931537,185.88957055214723,-785.8895705521472,163,163
20251011,3129,マイジャグラーV,6927,-700,0.966315384245224,-197.67441860465115,-502.3255813953489,172,172
20251011,3328,アイムジャグラーEX-TP,7138,-200,0.99066031568133,-197.67441860465115,-2.3255813953488484,172,172
20251011,3159,ファンキージャグラー2,5488,-300,0.9817784256559767,-197.67441860465115,-102.32558139534885,172,172
20251013,3332,アイムジャグラーEX-TP,3768,-500,0.9557678697806087,347.09302325581393,-847.0930232558139,172,172
20251013,3338,アイムジャグラーEX-TP,5574,-1400,0.9162779571821552,347.09302325581393,-1747.093023255814,172,172
20251013,3159,ファンキージャグラー2,2843,-300,0.9648258881463243,347.09302325581393,-647.0930232558139,172,172
20251014,3337,アイムジャグラーEX-TP,4464,1700,1.1269414575866188,259.5890410958904,1440.4109589041095,146,146
20251014,3338,アイムジャグラーEX-TP,3251,1600,1.1640520865374757,259.5890410958904,1340.4109589041095,146,146
20251014,3159,ファンキージャグラー2,1292,-300,0.9226006191950464,259.5890410958904,-559.5890410958905,146,146
20251015,3337,アイムジャグラーEX-TP,8647,1500,1.0578235226089974,95.45454545454545,1404.5454545454545,154,154
20251015,3338,アイムジャグラーEX-TP,1510,-600,0.8675496688741722,95.45454545454545,-695.4545454545455,154,154
20251015,3159,ファンキージャグラー2,1503,-1100,0.756043468618319,95.45454545454545,-1195.4545454545455,154,154
20251016,3337,アイムジャグラーEX-TP,8131,600,1.0245972205140819,133.33333333333334,466.66666666666663,150,150
20251016,3316,ジャグラーガールズ,1277,-400,0.8955886191594884,133.33333333333334,-533.3333333333334,150,150
20251016,3323,ジャグラーガールズ,2821,-300,0.9645515774548032,133.33333333333334,-433.33333333333337,150,150
20251017,3332,アイムジャグラーEX-TP,5821,100,1.005726392945084,11.764705882352942,88.23529411764706,170,170
20251017,3338,アイムジャグラーEX-TP,2253,-900,0.8668442077230359,11.764705882352942,-911.7647058823529,170,170
20251017,3316,ジャグラーガールズ,3779,600,1.052924053982535,11.764705882352942,588.2352941176471,170,170
20251018,3337,アイムジャグラーEX-TP,1734,-700,0.865436370626682,99.4047619047619,-799.4047619047619,168,168
20251018,3338,アイムジャグラーEX-TP,7109,-300,0.9859333239555493,99.4047619047619,-399.4047619047619,168,168
20251018,3316,ジャグラーガールズ,1670,-700,0.8602794411177644,99.4047619047619,-799.4047619047619,168,168
20251019,3337,アイムジャグラーEX-TP,7590,2100,1.0922266139657444,220.93023255813952,1879.0697674418604,172,172
20251019,3338,アイムジャグラーEX-TP,6990,1600,1.0762994754411064,220.93023255813952,1379.0697674418604,172,172
20251019,3316,ジャグラーガールズ,7885,400,1.0169097442401183,220.93023255813952,179.06976744186048,172,172
20251020,3118,マイジャグラーV,4222,-400,0.9684193904942365,-35.714285714285715,-364.2857142857143,154,154
20251020,3333,アイムジャグラーEX-TP,2670,-900,0.8876404494382022,-35.714285714285715,-864.2857142857143,154,154
20251020,3337,アイムジャグラーEX-TP,1116,0,1.0,-35.714285714285715,35.714285714285715,154,154
20251021,3134,マイジャグラーV,7882,1400,1.059206631142688,121.56862745098039,1278.4313725490197,153,153
20251021,3302,ハッピージャグラーVIII,8413,-600,0.9762272673243789,121.56862745098039,-721.5686274509803,153,153
20251021,3316,ジャグラーガールズ,6324,100,1.005270925574531,121.56862745098039,-21.568627450980387,153,153
20251022,3337,アイムジャグラーEX-TP,2761,-700,0.9154895569238198,276.5432098765432,-976.5432098765432,162,162
20251022,3338,アイムジャグラーEX-TP,7641,700,1.0305370152248834,276.5432098765432,423.4567901234568,162,162
20251022,3302,ハッピージャグラーVIII,1812,-500,0.9080206033848418,276.5432098765432,-776.5432098765432,162,162
20251023,3179,ゴーゴージャグラー3,1531,-300,0.9346832135858916,252.2058823529412,-552.2058823529412,136,136
20251023,3316,ジャグラーガールズ,4972,1100,1.0737463126843658,252.2058823529412,847.7941176470588,136,136
20251023,3322,ジャグラーガールズ,6264,3300,1.1756066411238826,252.2058823529412,3047.794117647059,136,136
20251024,3328,アイムジャグラーEX-TP,5674,0,1.0,124.30555555555556,-124.30555555555556,144,144
20251024,3337,アイムジャグラーEX-TP,2729,-600,0.9267130817149138,124.30555555555556,-724.3055555555555,144,144
20251024,3316,ジャグラーガールズ,4072,-1000,0.9181401440733464,124.30555555555556,-1124.3055555555557,144,144
20251025,3162,ファンキージャグラー2,2222,-800,0.87998799879988,205.84795321637426,-1005.8479532163742,171,171
20251025,3338,アイムジャグラーEX-TP,2338,-800,0.8859424009124608,205.84795321637426,-1005.8479532163742,171,171
20251025,3316,ジャグラーガールズ,2741,-500,0.9391949410190928,205.84795321637426,-705.8479532163742,171,171
20251026,3338,アイムジャグラーEX-TP,2926,500,1.0569605832763727,46.20253164556962,453.7974683544304,158,158
20251026,3302,ハッピージャグラーVIII,3826,-100,0.9912876807806238,46.20253164556962,-146.20253164556962,158,158
20251026,3316,ジャグラーガールズ,3705,300,1.0269905533063428,46.20253164556962,253.79746835443038,158,158
20251027,3349,ネオアイムジャグラーEX,13938,400,1.0095661740087052,49.41860465116279,350.5813953488372,172,172
20251027,3338,アイムジャグラーEX-TP,9619,100,1.0034653636899193,49.41860465116279,50.58139534883721,172,172
20251027,3302,ハッピージャグラーVIII,5154,-300,0.9805975941016686,49.41860465116279,-349.4186046511628,172,172
20251028,3349,ネオアイムジャグラーEX,2362,-900,0.8729889923793396,348.6842105263158,-1248.6842105263158,152,152
20251028,3338,アイムジャグラーEX-TP,5552,1400,1.0840537944284343,348.6842105263158,1051.3157894736842,152,152
20251028,3322,ジャグラーガールズ,4705,-600,0.9574920297555791,348.6842105263158,-948.6842105263158,152,152
20251029,3162,ファンキージャグラー2,1486,-200,0.9551368326603858,217.53246753246754,-417.53246753246754,154,154
20251029,3336,アイムジャグラーEX-TP,2278,300,1.0438981562774363,217.53246753246754,82.46753246753246,154,154
20251029,3338,アイムジャグラーEX-TP,5093,-600,0.9607304142941292,217.53246753246754,-817.5324675324675,154,154
20251030,3336,アイムジャグラーEX-TP,1369,-600,0.8539079620160701,454.97076023391816,-1054.970760233918,171,171
20251030,3338,アイムジャグラーEX-TP,2165,-1200,0.815242494226328,454.97076023391816,-1654.970760233918,171,171
20251030,3322,ジャグラーガールズ,3203,0,1.0,454.97076023391816,-454.97076023391816,171,171
20251031,3336,アイムジャグラーEX-TP,2618,-100,0.9872676343264578,90.14084507042253,-190.14084507042253,142,142
20251031,3338,アイムジャグラーEX-TP,3826,500,1.043561596096881,90.14084507042253,409.85915492957747,142,142
20251031,3344,アイムジャグラーEX-TP,8500,800,1.031372549019608,90.14084507042253,709.8591549295775,142,142
20251101,3162,ファンキージャグラー2,7183,2400,1.1113740776834191,134.88372093023256,2265.1162790697676,172,172
20251101,3336,アイムジャグラーEX-TP,5825,200,1.011444921316166,134.88372093023256,65.11627906976744,172,172
20251101,3338,アイムジャグラーEX-TP,3659,0,1.0,134.88372093023256,-134.88372093023256,172,172
20251102,3162,ファンキージャグラー2,4707,-700,0.9504284399121875,951.7647058823529,-1651.764705882353,170,170
20251102,3338,アイムジャグラーEX-TP,5360,0,1.0,951.7647058823529,-951.7647058823529,170,170
20251102,3322,ジャグラーガールズ,6518,-200,0.9897719136749514,951.7647058823529,-1151.764705882353,170,170
20251103,3328,アイムジャグラーEX-TP,2866,100,1.0116306117701792,95.85798816568047,4.142011834319533,169,169
20251103,3336,アイムジャグラーEX-TP,1496,400,1.089126559714795,95.85798816568047,304.14201183431953,169,169
20251103,3322,ジャグラーガールズ,7931,2700,1.1134787542554532,95.85798816568047,2604.1420118343194,169,169
20251104,3162,ファンキージャグラー2,1677,-100,0.9801232359371894,194.9367088607595,-294.9367088607595,158,158
20251104,3336,アイムジャグラーEX-TP,1512,-300,0.9338624338624338,194.9367088607595,-494.9367088607595,158,158
20251104,3322,ジャグラーガールズ,3877,100,1.00859771300834,194.9367088607595,-94.9367088607595,158,158
20251105,3335,アイムジャグラーEX-TP,1366,300,1.0732064421669107,59.21052631578947,240.78947368421052,152,152
20251105,3336,アイムジャグラーEX-TP,4225,600,1.047337278106509,59.21052631578947,540.7894736842105,152,152
20251105,3303,ハッピージャグラーVIII,6664,600,1.0300120048019208,59.21052631578947,540.7894736842105,152,152
20251106,3141,マイジャグラーV,3955,2800,1.2359882005899705,-10.526315789473685,2810.5263157894738,114,114
20251106,3302,ハッピージャグラーVIII,1464,-700,0.8406193078324226,-10.526315789473685,-689.4736842105264,114,114
20251106,3303,ハッピージャグラーVIII,4474,-800,0.9403963641782148,-10.526315789473685,-789.4736842105264,114,114
20251107,3141,マイジャグラーV,5167,-700,0.954841623121089,58.13953488372093,-758.1395348837209,172,172
20251107,3162,ファンキージャグラー2,3234,100,1.010307153164296,58.13953488372093,41.86046511627907,172,172
20251107,3335,アイムジャグラーEX-TP,4450,-600,0.9550561797752809,58.13953488372093,-658.1395348837209,172,172
20251108,3141,マイジャグラーV,5222,-300,0.9808502489467636,416.4634146341463,-716.4634146341464,164,164
20251108,3335,アイムジャグラーEX-TP,8260,3100,1.1251008878127522,416.4634146341463,2683.5365853658536,164,164
20251108,3322,ジャグラーガールズ,8989,2200,1.081581191827048,416.4634146341463,1783.5365853658536,164,164
20251109,3335,アイムジャグラーEX-TP,4480,-1500,0.8883928571428571,292.5,-1792.5,160,160
20251109,3344,アイムジャグラーEX-TP,6709,-500,0.9751577482983057,292.5,-792.5,160,160
20251109,3322,ジャグラーガールズ,1125,-1200,0.6444444444444445,292.5,-1492.5,160,160
20251110,3335,アイムジャグラーEX-TP,1624,-600,0.8768472906403941,180.85106382978722,-780.8510638297872,141,141
20251110,3316,ジャグラーガールズ,1727,-300,0.9420961204400695,180.85106382978722,-480.8510638297872,141,141
20251110,3322,ジャグラーガールズ,7322,1300,1.0591823727578986,180.85106382978722,1119.148936170213,141,141
20251111,3141,マイジャグラーV,4300,-1500,0.8837209302325582,510.4651162790698,-2010.4651162790697,172,172
20251111,3335,アイムジャグラーEX-TP,3422,1300,1.12663159945451,510.4651162790698,789.5348837209302,172,172
20251111,3322,ジャグラーガールズ,8502,800,1.031365168979848,510.4651162790698,289.5348837209302,172,172
20251112,3162,ファンキージャグラー2,7499,-200,0.9911099257678802,22.75862068965517,-222.75862068965517,145,145
20251112,3335,アイムジャグラーEX-TP,1897,-500,0.9121419785626428,22.75862068965517,-522.7586206896551,145,145
20251112,3322,ジャグラーガールズ,2474,-600,0.9191592562651576,22.75862068965517,-622.7586206896551,145,145
20251113,3141,マイジャグラーV,1043,-500,0.8402045381911154,156.55737704918033,-656.5573770491803,122,122
20251113,3316,ジャグラーガールズ,2676,-500,0.9377179870453413,156.55737704918033,-656.5573770491803,122,122
20251113,3322,ジャグラーガールズ,6143,-700,0.9620163872158012,156.55737704918033,-856.5573770491803,122,122
20251114,3141,マイジャグラーV,8643,2600,1.1002738246750743,194.5578231292517,2405.4421768707484,147,147
20251114,3336,アイムジャグラーEX-TP,1997,200,1.0333834084460023,194.5578231292517,5.4421768707483125,147,147
20251114,3322,ジャグラーガールズ,3644,-1100,0.8993779729235273,194.5578231292517,-1294.5578231292516,147,147
20251115,3141,マイジャグラーV,3692,-700,0.936800288912965,371.1764705882353,-1071.1764705882354,170,170
