date,machine_number,machine_name,games,diff,payout,day_baseline,edge,pool_size,universe_size
20251001,674,マイジャグラーV,7963,2106,1.0881577294989326,-95.40506329113924,2201.4050632911394,79,79
20251001,714,ゴーゴージャグラー3,1469,-265,0.9398683911958248,-95.40506329113924,-169.59493670886076,79,79
20251001,725,ミスタージャグラー,2608,-547,0.9300869120654397,-95.40506329113924,-451.59493670886076,79,79
20251004,712,ゴーゴージャグラー3,7711,-1988,0.9140621622789954,478.8068181818182,-2466.806818181818,88,88
20251004,714,ゴーゴージャグラー3,7661,-229,0.990036113649219,478.8068181818182,-707.8068181818182,88,88
20251004,716,ゴーゴージャグラー3,4548,-1526,0.8881559659923776,478.8068181818182,-2004.8068181818182,88,88
20251007,714,ゴーゴージャグラー3,6254,521,1.0277688945741392,60.30232558139535,460.69767441860466,86,86
20251007,716,ゴーゴージャグラー3,2701,-465,0.9426138467234357,60.30232558139535,-525.3023255813954,86,86
20251007,717,ゴーゴージャグラー3,1715,-874,0.8301263362487852,60.30232558139535,-934.3023255813954,86,86
20251014,674,マイジャグラーV,7719,-324,0.9860085503303537,376.2134831460674,-700.2134831460673,89,89
20251014,712,ゴーゴージャグラー3,6888,-288,0.9860627177700348,376.2134831460674,-664.2134831460673,89,89
20251014,717,ゴーゴージャグラー3,2924,-253,0.9711582307341541,376.2134831460674,-629.2134831460673,89,89
20251017,674,マイジャグラーV,6166,641,1.0346523948534976,24.420454545454547,616.5795454545455,88,88
20251017,714,ゴーゴージャグラー3,7116,-1329,0.9377459246767847,24.420454545454547,-1353.4204545454545,88,88
20251017,715,ゴーゴージャグラー3,2260,-676,0.9002949852507375,24.420454545454547,-700.4204545454545,88,88
20251024,674,マイジャグラーV,9179,2271,1.0824708573918727,175.25842696629215,2095.741573033708,89,89
20251024,715,ゴーゴージャグラー3,7834,62,1.0026380733554592,175.25842696629215,-113.25842696629215,89,89
20251024,743,ジャグラーガールズ,4930,-1421,0.903921568627451,175.25842696629215,-1596.258426966292,89,89
20251027,674,マイジャグラーV,8611,2365,1.0915495683815275,309.2022471910112,2055.7977528089887,89,89
20251027,675,ネオアイムジャグラーEX,8947,538,1.0200439625945381,309.2022471910112,228.79775280898878,89,89
20251027,715,ゴーゴージャグラー3,1346,-688,0.8296186230807331,309.2022471910112,-997.2022471910112,89,89
20251030,674,マイジャグラーV,8501,1668,1.065404070109399,-37.53488372093023,1705.5348837209303,86,86
20251030,675,ネオアイムジャグラーEX,5893,-44,0.9975111714463488,-37.53488372093023,-6.465116279069768,86,86
20251030,715,ゴーゴージャグラー3,1754,-359,0.9317749904979096,-37.53488372093023,-321.4651162790698,86,86
20251101,674,マイジャグラーV,8854,2953,1.1111738573902568,-48.57954545454545,3001.5795454545455,88,88
20251101,675,ネオアイムジャグラーEX,6769,-1509,0.9256906485448367,-48.57954545454545,-1460.4204545454545,88,88
20251101,715,ゴーゴージャグラー3,7565,1612,1.0710288609825953,-48.57954545454545,1660.5795454545455,88,88
20251104,674,マイジャグラーV,9237,556,1.0200642344195445,170.69662921348313,385.3033707865169,89,89
20251104,675,ネオアイムジャグラーEX,6434,6,1.0003108486167236,170.69662921348313,-164.69662921348313,89,89
20251104,715,ゴーゴージャグラー3,4354,-2059,0.8423671719491655,170.69662921348313,-2229.696629213483,89,89
20251107,674,マイジャグラーV,9383,1579,1.0560943550392554,210.39080459770116,1368.6091954022988,87,87
20251107,733,アイムジャグラーEX-TP,4795,29,1.0020159888773028,210.39080459770116,-181.39080459770116,87,87
20251107,715,ゴーゴージャグラー3,4430,218,1.01640331075997,210.39080459770116,7.6091954022988375,87,87
20251114,674,マイジャグラーV,8988,-979,0.9636923305147604,227.74157303370785,-1206.741573033708,89,89
20251114,732,アイムジャグラーEX-TP,8023,1306,1.0542606672483277,227.74157303370785,1078.258426966292,89,89
20251114,744,ジャグラーガールズ,3699,-1965,0.8229251148959178,227.74157303370785,-2192.741573033708,89,89
20251117,674,マイジャグラーV,7449,559,1.0250145433391507,245.3932584269663,313.6067415730337,89,89
20251117,732,アイムジャグラーEX-TP,8758,4394,1.167237573266347,245.3932584269663,4148.606741573034,89,89
20251117,712,ゴーゴージャグラー3,2063,-1121,0.8188721925997738,245.3932584269663,-1366.3932584269662,89,89
20251124,674,マイジャグラーV,8334,-124,0.9950403967682585,415.3222222222222,-539.3222222222222,90,90
20251124,732,アイムジャグラーEX-TP,5387,-1612,0.9002536971722047,415.3222222222222,-2027.322222222222,90,90
20251124,713,ゴーゴージャグラー3,8285,432,1.0173808086904044,415.3222222222222,16.677777777777806,90,90
20251127,732,アイムジャグラーEX-TP,1579,41,1.008655267046654,223.72619047619048,-182.72619047619048,84,84
20251127,713,ゴーゴージャグラー3,5737,-288,0.9832665156004881,223.72619047619048,-511.7261904761905,84,84
20251127,719,ゴーゴージャグラー3,5920,418,1.023536036036036,223.72619047619048,194.27380952380952,84,84
20251130,674,マイジャグラーV,6876,1068,1.0517742873763816,-41.550561797752806,1109.5505617977528,89,89
20251130,713,ゴーゴージャグラー3,6039,785,1.0433294695589777,-41.550561797752806,826.5505617977528,89,89
20251130,719,ゴーゴージャグラー3,1840,-1121,0.7969202898550725,-41.550561797752806,-1079.4494382022472,89,89
20251201,674,マイジャグラーV,7518,-476,0.978895096213532,-37.89156626506024,-438.10843373493975,83,83
20251201,713,ゴーゴージャグラー3,3872,26,1.0022382920110193,-37.89156626506024,63.89156626506024,83,83
20251201,719,ゴーゴージャグラー3,3589,-829,0.9230054797065106,-37.89156626506024,-791.1084337349398,83,83
20251204,674,マイジャグラーV,9094,1421,1.052085624221098,348.7303370786517,1072.2696629213483,89,89
20251204,713,ゴーゴージャグラー3,8221,3603,1.1460892835421481,348.7303370786517,3254.2696629213483,89,89
20251204,719,ゴーゴージャグラー3,3571,-982,0.9083356669467003,348.7303370786517,-1330.7303370786517,89,89
20251207,674,マイジャグラーV,8158,-206,0.9915829043066111,177.77528089887642,-383.7752808988764,89,89
20251207,713,ゴーゴージャグラー3,8129,-415,0.9829827367039816,177.77528089887642,-592.7752808988764,89,89
20251207,716,ゴーゴージャグラー3,6059,-979,0.9461407272927326,177.77528089887642,-1156.7752808988764,89,89
20251214,674,マイジャグラーV,7365,2012,1.091061326091876,-1.3111111111111111,2013.3111111111111,90,90
20251214,712,ゴーゴージャグラー3,7522,-97,0.9957014978285917,-1.3111111111111111,-95.68888888888888,90,90
20251214,719,ゴーゴージャグラー3,5760,-394,0.977199074074074,-1.3111111111111111,-392.68888888888887,90,90
20251217,641,マイジャグラーV,7620,1988,1.0869641294838146,397.73333333333335,1590.2666666666667,90,90
20251217,674,マイジャグラーV,8159,-65,0.9973444458062671,397.73333333333335,-462.73333333333335,90,90
20251217,719,ゴーゴージャグラー3,5223,135,1.0086157380815624,397.73333333333335,-262.73333333333335,90,90
20251224,674,マイジャグラーV,7452,206,1.0092145285382,369.02222222222224,-163.02222222222224,90,90
20251224,716,ゴーゴージャグラー3,1836,-582,0.8943355119825708,369.02222222222224,-951.0222222222222,90,90
20251224,731,アイムジャグラーEX-TP,6587,253,1.0128029957998077,369.02222222222224,-116.02222222222224,90,90
20251227,674,マイジャグラーV,6054,-500,0.9724699922915978,406.8777777777778,-906.8777777777777,90,90
20251227,676,ネオアイムジャグラーEX,7210,1244,1.0575127138233935,406.8777777777778,837.1222222222223,90,90
20251227,731,アイムジャグラーEX-TP,8332,3794,1.1517842854856777,406.8777777777778,3387.1222222222223,90,90
20251230,674,マイジャグラーV,8593,256,1.009930563637069,-26.38888888888889,282.3888888888889,90,90
20251230,676,ネオアイムジャグラーEX,2634,-982,0.8757276638825614,-26.38888888888889,-955.6111111111111,90,90
20251230,731,アイムジャグラーEX-TP,6232,-41,0.9978070175438597,-26.38888888888889,-14.61111111111111,90,90
20260101,674,マイジャグラーV,8266,2435,1.0981934026937656,95.2,2339.8,90,90
20260101,719,ゴーゴージャグラー3,7255,926,1.0425453710085,95.2,830.8,90,90
20260101,731,アイムジャグラーEX-TP,6499,265,1.013591834641227,95.2,169.8,90,90
20260104,674,マイジャグラーV,6172,-6,0.9996759559300065,321.5111111111111,-327.5111111111111,90,90
20260104,719,ゴーゴージャグラー3,8641,1988,1.0766886548624774,321.5111111111111,1666.4888888888888,90,90
20260104,731,アイムジャグラーEX-TP,7446,-335,0.9850031336735607,321.5111111111111,-656.5111111111112,90,90
20260107,673,マイジャグラーV,7813,1315,1.0561030760697983,188.98888888888888,1126.0111111111112,90,90
20260107,674,マイジャグラーV,6778,-644,0.9683289072489426,188.98888888888888,-832.9888888888888,90,90
20260107,731,アイムジャグラーEX-TP,2527,-821,0.8917029415644374,188.98888888888888,-1009.9888888888888,90,90
20260114,641,マイジャグラーV,8984,2388,1.0886019590382903,128.43333333333334,2259.5666666666666,90,90
20260114,716,ゴーゴージャグラー3,3990,-288,0.9759398496240601,128.43333333333334,-416.43333333333334,90,90
20260114,719,ゴーゴージャグラー3,3154,-1191,0.8741280913126189,128.43333333333334,-1319.4333333333334,90,90
20260117,641,マイジャグラーV,8306,-662,0.9734328597800787,11.455555555555556,-673.4555555555555,90,90
20260117,712,ゴーゴージャグラー3,6327,-1668,0.9121226489647543,11.455555555555556,-1679.4555555555555,90,90
20260117,716,ゴーゴージャグラー3,5255,465,1.0294957183634634,11.455555555555556,453.5444444444444,90,90
20260124,641,マイジャグラーV,7575,194,1.0085368536853685,-22.066666666666666,216.06666666666666,90,90
20260124,712,ゴーゴージャグラー3,7347,-806,0.9634317862165963,-22.066666666666666,-783.9333333333333,90,90
20260124,719,ゴーゴージャグラー3,7160,-662,0.9691806331471136,-22.066666666666666,-639.9333333333333,90,90
20260127,641,マイジャグラーV,8255,-397,0.9839693115283666,275.0681818181818,-672.0681818181818,88,88
20260127,712,ゴーゴージャグラー3,9087,221,1.0081068192656175,275.0681818181818,-54.06818181818181,88,88
20260127,713,ゴーゴージャグラー3,5264,-379,0.976000506585613,275.0681818181818,-654.0681818181818,88,88
20260130,641,マイジャグラーV,8798,1738,1.0658482988558005,171.52808988764045,1566.4719101123596,89,89
20260130,713,ゴーゴージャグラー3,2723,-1103,0.86497735340923,171.52808988764045,-1274.5280898876404,89,89
20260130,719,ゴーゴージャグラー3,4472,1015,1.0756559332140727,171.52808988764045,843.4719101123595,89,89
20260201,641,マイジャグラーV,8538,553,1.021589755602405,151.58426966292134,401.4157303370787,89,89
20260201,712,ゴーゴージャグラー3,8003,3044,1.126785788662585,151.58426966292134,2892.4157303370785,89,89
20260201,713,ゴーゴージャグラー3,8713,-2835,0.8915413749569608,151.58426966292134,-2986.5842696629215,89,89
20260204,712,ゴーゴージャグラー3,6861,291,1.0141378807753971,235.31034482758622,55.68965517241378,87,87
20260204,713,ゴーゴージャグラー3,5163,-888,0.9426689908967655,235.31034482758622,-1123.3103448275863,87,87
20260204,719,ゴーゴージャグラー3,7290,88,1.0040237768632831,235.31034482758622,-147.31034482758622,87,87
20260207,712,ゴーゴージャグラー3,6555,-926,0.9529112636664124,260.17241379310343,-1186.1724137931035,87,87
20260207,713,ゴーゴージャグラー3,5728,-256,0.9851024208566108,260.17241379310343,-516.1724137931035,87,87
20260207,721,ゴーゴージャグラー3,7345,309,1.0140231449965964,260.17241379310343,48.82758620689657,87,87
20260214,712,ゴーゴージャグラー3,8037,-371,0.9846128323171996,328.2298850574713,-699.2298850574713,87,87
20260214,713,ゴーゴージャグラー3,8547,-853,0.9667329667329667,328.2298850574713,-1181.2298850574712,87,87
20260214,714,ゴーゴージャグラー3,5926,-1315,0.9260321745978175,328.2298850574713,-1643.2298850574712,87,87
20260217,713,ゴーゴージャグラー3,7465,2271,1.101406563965171,396.49411764705883,1874.5058823529412,85,85
20260217,714,ゴーゴージャグラー3,3849,-559,0.9515891573568892,396.49411764705883,-955.4941176470588,85,85
20260217,721,ゴーゴージャグラー3,5995,182,1.010119544064498,396.49411764705883,-214.49411764705883,85,85
20260224,712,ゴーゴージャグラー3,5070,-1315,0.9135437212360289,-72.13793103448276,-1242.8620689655172,87,87
20260224,713,ゴーゴージャグラー3,4974,-782,0.9475941562793191,-72.13793103448276,-709.8620689655172,87,87
20260224,714,ゴーゴージャグラー3,6794,-453,0.9777745069178687,-72.13793103448276,-380.8620689655172,87,87
20260227,712,ゴーゴージャグラー3,3176,-265,0.9721872376154492,-156.816091954023,-108.183908045977,87,87
