date,month,weekday,expert,precision,recall,f1,hit_at_2,hit_at_3,pred_span,n_items,status,window,lambda
2026-01-01,2026-01,Thursday,2F_N,1.0,1.0,1.0,1.0,1.0,0.13327274770900593,10,ok,full_2025,0.75
2026-01-01,2026-01,Thursday,3F_A,0.0,0.0,0.0,0.0,0.0,0.0039496629363875435,10,ok,full_2025,1.25
2026-01-01,2026-01,Thursday,3F_N,1.0,1.0,1.0,1.0,1.0,0.8995645566617222,10,ok,recent_60d,0.75
2026-01-02,2026-01,Friday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9987456215587411,10,ok,full_2025,0.75
2026-01-02,2026-01,Friday,3F_A,1.0,1.0,1.0,1.0,1.0,0.9748019770594292,10,ok,full_2025,1.25
2026-01-02,2026-01,Friday,3F_N,0.5,0.5,0.5,1.0,1.0,0.9263714075881085,10,ok,recent_60d,0.75
2026-01-03,2026-01,Saturday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9964487034898954,10,ok,full_2025,0.75
2026-01-03,2026-01,Saturday,3F_A,0.0,0.0,0.0,0.0,1.0,0.004393727411984809,10,ok,full_2025,1.25
2026-01-03,2026-01,Saturday,3F_N,1.0,1.0,1.0,1.0,1.0,0.960579492298913,10,ok,recent_60d,0.75
2026-01-04,2026-01,Sunday,2F_N,1.0,1.0,1.0,1.0,1.0,0.996866003505718,10,ok,full_2025,0.75
2026-01-04,2026-01,Sunday,3F_A,0.5,0.5,0.5,1.0,1.0,0.0034930611022593048,10,ok,full_2025,1.25
2026-01-04,2026-01,Sunday,3F_N,1.0,1.0,1.0,1.0,1.0,0.8875118775318043,10,ok,recent_60d,0.75
2026-01-05,2026-01,Monday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9979062362615393,10,ok,full_2025,0.75
2026-01-05,2026-01,Monday,3F_A,1.0,1.0,1.0,1.0,1.0,0.997755331509654,10,ok,full_2025,1.25
2026-01-05,2026-01,Monday,3F_N,0.5,0.5,0.5,1.0,1.0,0.9983856282642823,10,ok,full_2025,1.0
2026-01-06,2026-01,Tuesday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9943782663293207,10,ok,recent_60d,1.25
2026-01-06,2026-01,Tuesday,3F_A,1.0,1.0,1.0,1.0,1.0,0.8299549491858801,10,ok,full_2025,1.25
2026-01-06,2026-01,Tuesday,3F_N,1.0,1.0,1.0,1.0,1.0,0.9938607895907943,10,ok,full_2025,1.0
2026-01-07,2026-01,Wednesday,2F_N,0.5,0.5,0.5,1.0,1.0,0.9911283462353585,10,ok,full_2025,1.0
2026-01-07,2026-01,Wednesday,3F_A,1.0,1.0,1.0,1.0,1.0,0.9801050693392548,10,ok,full_2025,0.75
2026-01-07,2026-01,Wednesday,3F_N,0.5,0.5,0.5,1.0,1.0,0.9898120476962321,10,ok,full_2025,1.25
2026-01-08,2026-01,Thursday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9931791085846927,10,ok,recent_60d,0.75
2026-01-08,2026-01,Thursday,3F_A,1.0,1.0,1.0,1.0,1.0,0.9951083649888687,10,ok,full_2025,1.25
2026-01-08,2026-01,Thursday,3F_N,1.0,1.0,1.0,1.0,1.0,0.8267524045905035,10,ok,full_2025,1.0
2026-01-09,2026-01,Friday,2F_N,0.5,0.5,0.5,1.0,1.0,0.8421058893753349,10,ok,recent_60d,1.0
2026-01-09,2026-01,Friday,3F_A,1.0,1.0,1.0,1.0,1.0,0.9963488358122359,10,ok,full_2025,1.25
2026-01-09,2026-01,Friday,3F_N,0.5,0.5,0.5,1.0,1.0,0.997776261032072,10,ok,full_2025,1.0
2026-01-10,2026-01,Saturday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9812382235830978,10,ok,recent_60d,1.25
2026-01-10,2026-01,Saturday,3F_A,1.0,1.0,1.0,1.0,1.0,0.9540744211791745,10,ok,full_2025,1.25
2026-01-10,2026-01,Saturday,3F_N,1.0,1.0,1.0,1.0,1.0,0.9977159324823924,10,ok,full_2025,1.0
2026-01-11,2026-01,Sunday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9933057611635445,10,ok,recent_60d,1.0
2026-01-11,2026-01,Sunday,3F_A,0.5,0.5,0.5,1.0,1.0,0.9978681603066787,10,ok,full_2025,1.25
2026-01-11,2026-01,Sunday,3F_N,1.0,1.0,1.0,1.0,1.0,0.00998231239451183,10,ok,full_2025,1.0
2026-01-12,2026-01,Monday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9936514085997401,10,ok,recent_60d,1.25
2026-01-12,2026-01,Monday,3F_A,1.0,1.0,1.0,1.0,1.0,0.8763106162466915,10,ok,full_2025,1.25
2026-01-12,2026-01,Monday,3F_N,1.0,1.0,1.0,1.0,1.0,0.6221916051983475,10,ok,full_2025,1.0
2026-01-13,2026-01,Tuesday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9954481525262062,10,ok,full_2025,0.75
