date,month,weekday,expert,model,target_label,window,lambda,top1_tail,top1_pred,top1_actual_raw_diff,top1_prob_positive,top1_final_score,top2_tail,top2_pred,top2_actual_raw_diff,top2_prob_positive,top2_final_score,pred_span_top12,confidence_band,operational_pick_tail,operational_pick_source,operational_pick_pred,operational_pick_actual_raw_diff,operational_pick_in_actual_top2,top1_is_avoid,top2_is_avoid,hit_at_2,hit_at_3
2026-01-10,2026-01,Saturday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,1,0.9548907266824632,9900.0,0.5,0.9548907266824632,2,0.9538919229488654,11600.0,0.5,0.9538919229488654,0.0009988037335978417,undefined,2,top2_on_undefined,0.9538919229488654,11600.0,1,0,0,1.0,1.0
2026-01-10,2026-01,Saturday,3F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.0,2,0.9984743647184628,35200.0,0.5,0.9984743647184628,4,0.8776754942539876,10300.0,0.5,0.8776754942539876,0.12079887046447524,medium,2,top1_default,0.9984743647184628,35200.0,1,0,0,1.0,1.0
2026-01-11,2026-01,Sunday,2F_N,xgb_ranker_ndcg,is_top_3,recent_60d,1.0,6,0.9969115958041957,40200.0,0.5,0.9969115958041957,3,0.9918604488645033,61200.0,0.5,0.9918604488645033,0.005051146939692441,low,6,top1_default,0.9969115958041957,40200.0,1,0,0,1.0,1.0
2026-01-11,2026-01,Sunday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,4,0.998688362789663,27300.0,0.5,0.998688362789663,1,0.7395279272705944,9200.0,0.5,0.7395279272705944,0.25916043551906864,medium,4,top1_default,0.998688362789663,27300.0,1,0,0,1.0,1.0
2026-01-11,2026-01,Sunday,3F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.0,5,0.01065660732250309,-1700.0,0.5,0.01065660732250309,6,0.005368923130399485,-300.0,0.5,0.005368923130399485,0.0052876841921036056,low,5,top1_default,0.01065660732250309,-1700.0,1,0,0,1.0,1.0
2026-01-12,2026-01,Monday,2F_N,xgb_ranker_ndcg,is_top_3,recent_60d,1.25,2,0.9955592286956536,34900.0,0.5,0.9955592286956536,3,0.5677484805772652,12100.0,0.5,0.5677484805772652,0.4278107481183884,high,2,top1_default,0.9955592286956536,34900.0,1,0,0,1.0,1.0
2026-01-12,2026-01,Monday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,1,0.876960136155799,8500.0,0.5,0.876960136155799,6,0.5857076005085811,5600.0,0.5,0.5857076005085811,0.291252535647218,medium,1,top1_default,0.876960136155799,8500.0,1,0,0,1.0,1.0
2026-01-12,2026-01,Monday,3F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.0,5,0.6228779463489525,8100.0,0.5,0.6228779463489525,4,0.17353421364196753,5800.0,0.5,0.17353421364196753,0.449343732706985,high,5,top1_default,0.6228779463489525,8100.0,1,0,0,1.0,1.0
2026-01-13,2026-01,Tuesday,2F_N,xgb_ranker_ndcg,is_top_3,full_2025,0.75,0,0.995961162920492,28000.0,0.5,0.995961162920492,3,0.6695406342667408,17400.0,0.5,0.6695406342667408,0.32642052865375115,high,0,top1_default,0.995961162920492,28000.0,1,0,0,1.0,1.0
2026-01-13,2026-01,Tuesday,3F_A,xgb_ranker_ndcg,is_top_3,recent_60d,0.75,1,0.7628491608592273,6500.0,0.5,0.7628491608592273,5,0.7276500506674477,5700.0,0.5,0.7276500506674477,0.03519911019177957,low,1,top1_default,0.7628491608592273,6500.0,1,0,0,1.0,1.0
2026-01-13,2026-01,Tuesday,3F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.0,9,0.9923389663092504,16600.0,0.5,0.9923389663092504,5,0.6816983110063797,7700.0,0.5,0.6816983110063797,0.31064065530287077,high,9,top1_default,0.9923389663092504,16600.0,1,0,0,1.0,1.0
2026-01-14,2026-01,Wednesday,2F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.0,1,0.9946723727880283,41300.0,0.5,0.9946723727880283,5,0.9931324799623206,38300.0,0.5,0.9931324799623206,0.001539892825707767,low,1,top1_default,0.9946723727880283,41300.0,1,0,0,1.0,1.0
2026-01-14,2026-01,Wednesday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,0.75,5,0.9946622000439301,11900.0,0.5,0.9946622000439301,3,0.9775106309676109,6000.0,0.5,0.9775106309676109,0.017151569076319206,low,5,top1_default,0.9946622000439301,11900.0,1,0,0,1.0,1.0
2026-01-14,2026-01,Wednesday,3F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.25,6,0.9902040639078858,17800.0,0.5,0.9902040639078858,2,0.8911026217808836,11900.0,0.5,0.8911026217808836,0.09910144212700223,low,6,top1_default,0.9902040639078858,17800.0,1,0,0,1.0,1.0
2026-01-15,2026-01,Thursday,2F_N,xgb_ranker_ndcg,is_top_3,full_2025,0.75,9,0.6224974723564117,14200.0,0.5,0.6224974723564117,7,0.5727979796436629,13100.0,0.5,0.5727979796436629,0.04969949271274887,low,9,top1_default,0.6224974723564117,14200.0,1,0,0,1.0,1.0
2026-01-15,2026-01,Thursday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,4,0.971946353557924,9300.0,0.5,0.971946353557924,7,0.9563002918383312,9300.0,0.5,0.9563002918383312,0.01564606171959282,low,4,top1_default,0.971946353557924,9300.0,1,0,0,1.0,1.0
2026-01-15,2026-01,Thursday,3F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.0,2,0.9993392283000715,32000.0,0.5,0.9993392283000715,7,0.9992865450433882,31800.0,0.5,0.9992865450433882,5.268325668328355e-05,undefined,7,top2_on_undefined,0.9992865450433882,31800.0,1,0,0,1.0,1.0
2026-01-16,2026-01,Friday,2F_N,xgb_ranker_ndcg,is_top_3,full_2025,0.75,2,0.9988299548796166,45600.0,0.5,0.9988299548796166,4,0.6336223542523645,19800.0,0.5,0.6336223542523645,0.3652076006272521,high,2,top1_default,0.9988299548796166,45600.0,1,0,0,1.0,1.0
2026-01-16,2026-01,Friday,3F_A,xgb_ranker_ndcg,is_top_3,recent_60d,1.0,3,0.9967249961662907,16200.0,0.5,0.9967249961662907,8,0.9952957395529486,20400.0,0.5,0.9952957395529486,0.0014292566133421447,low,3,top1_default,0.9967249961662907,16200.0,1,0,0,1.0,1.0
2026-01-16,2026-01,Friday,3F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.0,5,0.9992657298391382,39600.0,0.5,0.9992657298391382,3,0.998376937901648,29700.0,0.5,0.998376937901648,0.000888791937490141,undefined,3,top2_on_undefined,0.998376937901648,29700.0,1,0,0,1.0,1.0
2026-01-17,2026-01,Saturday,2F_N,xgb_ranker_ndcg,is_top_3,full_2025,0.75,9,0.9976231972519715,40500.0,0.5,0.9976231972519715,7,0.8912016267746886,27900.0,0.5,0.8912016267746886,0.10642157047728285,medium,9,top1_default,0.9976231972519715,40500.0,1,0,0,1.0,1.0
2026-01-17,2026-01,Saturday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,6,0.9885790341138727,15900.0,0.5,0.9885790341138727,1,0.9766804688292475,15800.0,0.5,0.9766804688292475,0.011898565284625184,low,6,top1_default,0.9885790341138727,15900.0,1,0,0,1.0,1.0
2026-01-17,2026-01,Saturday,3F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.0,4,0.9462502046740973,15300.0,0.5,0.9462502046740973,5,0.7185412838186618,7600.0,0.5,0.7185412838186618,0.22770892085543548,medium,4,top1_default,0.9462502046740973,15300.0,1,0,0,1.0,1.0
2026-01-18,2026-01,Sunday,2F_N,xgb_ranker_ndcg,is_top_3,full_2025,0.75,0,0.9496603069673254,27500.0,0.5,0.9496603069673254,7,0.7141792104406929,17900.0,0.5,0.7141792104406929,0.23548109652663252,medium,0,top1_default,0.9496603069673254,27500.0,1,0,0,1.0,1.0
2026-01-18,2026-01,Sunday,3F_A,xgb_ranker_ndcg,is_top_3,recent_60d,0.75,3,0.9758864878144898,8000.0,0.5,0.9758864878144898,7,0.8872795851710932,6800.0,0.5,0.8872795851710932,0.08860690264339666,low,3,top1_default,0.9758864878144898,8000.0,1,0,0,1.0,1.0
2026-01-18,2026-01,Sunday,3F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.0,0,0.9974966951656172,35700.0,0.5,0.9974966951656172,9,0.8929910238377798,9100.0,0.5,0.8929910238377798,0.10450567132783739,medium,0,top1_default,0.9974966951656172,35700.0,1,0,0,1.0,1.0
2026-01-19,2026-01,Monday,2F_N,xgb_ranker_ndcg,is_top_3,full_2025,0.75,1,0.738768611172256,13400.0,0.5,0.738768611172256,5,0.2034724354308785,10600.0,0.5,0.2034724354308785,0.5352961757413774,high,1,top1_default,0.738768611172256,13400.0,1,0,0,1.0,1.0
2026-01-19,2026-01,Monday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,9,0.9524440059434373,8600.0,0.5,0.9524440059434373,8,0.5181839179131866,4300.0,0.5,0.5181839179131866,0.4342600880302506,high,9,top1_default,0.9524440059434373,8600.0,1,0,0,1.0,1.0
2026-01-19,2026-01,Monday,3F_N,xgb_ranker_ndcg,is_top_3,recent_60d,1.0,5,0.997755456032297,16600.0,0.5,0.997755456032297,2,0.996593749082036,24500.0,0.5,0.996593749082036,0.0011617069502609656,low,5,top1_default,0.997755456032297,16600.0,1,0,0,1.0,1.0
2026-01-20,2026-01,Tuesday,2F_N,xgb_ranker_ndcg,is_top_3,full_2025,0.75,3,0.9847596819849253,28400.0,0.5,0.9847596819849253,1,0.9629558421622456,24400.0,0.5,0.9629558421622456,0.021803839822679638,low,3,top1_default,0.9847596819849253,28400.0,1,0,0,1.0,1.0
2026-01-20,2026-01,Tuesday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,5,0.9369206134490176,8500.0,0.5,0.9369206134490176,2,0.7685692593821294,7400.0,0.5,0.7685692593821294,0.16835135406688817,medium,5,top1_default,0.9369206134490176,8500.0,1,0,0,1.0,1.0
2026-01-20,2026-01,Tuesday,3F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.0,9,0.9993670254182545,22500.0,0.5,0.9993670254182545,6,0.998696805964742,28400.0,0.5,0.998696805964742,0.0006702194535125328,undefined,6,top2_on_undefined,0.998696805964742,28400.0,1,0,0,1.0,1.0
2026-01-21,2026-01,Wednesday,2F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.0,2,0.9935851831448614,30500.0,0.5,0.9935851831448614,7,0.9797986283804581,27300.0,0.5,0.9797986283804581,0.01378655476440338,low,2,top1_default,0.9935851831448614,30500.0,0,0,0,0.0,1.0
2026-01-21,2026-01,Wednesday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,0.75,9,0.9899293888235026,13200.0,0.5,0.9899293888235026,8,0.9691117879193638,6500.0,0.5,0.9691117879193638,0.020817600904138756,low,9,top1_default,0.9899293888235026,13200.0,1,0,0,1.0,1.0
2026-01-21,2026-01,Wednesday,3F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.25,0,0.9950561326469441,25700.0,0.5,0.9950561326469441,5,0.85120479505604,9300.0,0.5,0.85120479505604,0.14385133759090418,medium,0,top1_default,0.9950561326469441,25700.0,1,0,0,1.0,1.0
2026-01-22,2026-01,Thursday,2F_N,xgb_ranker_ndcg,is_top_3,full_2025,0.75,6,0.9613281867287273,22100.0,0.5,0.9613281867287273,5,0.9530401928629417,21700.0,0.5,0.9530401928629417,0.008287993865785603,low,6,top1_default,0.9613281867287273,22100.0,1,0,0,1.0,1.0
2026-01-22,2026-01,Thursday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,6,0.9495592269707507,7800.0,0.5,0.9495592269707507,4,0.9311984301342687,7800.0,0.5,0.9311984301342687,0.018360796836481952,low,6,top1_default,0.9495592269707507,7800.0,1,0,0,1.0,1.0
2026-01-22,2026-01,Thursday,3F_N,xgb_ranker_ndcg,is_top_3,recent_60d,0.75,1,0.9971623046130333,25200.0,0.5,0.9971623046130333,3,0.9970781287629348,39000.0,0.5,0.9970781287629348,8.417585009856676e-05,undefined,3,top2_on_undefined,0.9970781287629348,39000.0,1,0,0,1.0,1.0
2026-01-23,2026-01,Friday,2F_N,xgb_ranker_ndcg,is_top_3,full_2025,0.75,4,0.9401435642188366,22300.0,0.5,0.9401435642188366,2,0.8656172643359099,19200.0,0.5,0.8656172643359099,0.0745262998829267,low,4,top1_default,0.9401435642188366,22300.0,1,0,0,1.0,1.0
2026-01-23,2026-01,Friday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,5,0.9768944142723686,7500.0,0.5,0.9768944142723686,0,0.7372504960587601,6300.0,0.5,0.7372504960587601,0.23964391821360842,medium,5,top1_default,0.9768944142723686,7500.0,1,0,0,1.0,1.0
2026-01-23,2026-01,Friday,3F_N,xgb_ranker_ndcg,is_top_3,recent_60d,0.75,0,0.9502339706480516,9400.0,0.5,0.9502339706480516,5,0.910027523898522,10400.0,0.5,0.910027523898522,0.040206446749529556,low,0,top1_default,0.9502339706480516,9400.0,1,0,0,1.0,1.0
2026-01-24,2026-01,Saturday,2F_N,xgb_ranker_ndcg,is_top_3,recent_60d,0.75,6,0.972643825043442,32000.0,0.5,0.972643825043442,7,0.9600156078033282,31800.0,0.5,0.9600156078033282,0.01262821724011387,low,6,top1_default,0.972643825043442,32000.0,1,0,0,1.0,1.0
2026-01-24,2026-01,Saturday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,1,0.9967658065124452,16300.0,0.5,0.9967658065124452,0,0.994353290352411,17500.0,0.5,0.994353290352411,0.0024125161600341283,low,1,top1_default,0.9967658065124452,16300.0,1,0,0,1.0,1.0
2026-01-24,2026-01,Saturday,3F_N,xgb_ranker_ndcg,is_top_3,recent_60d,1.0,6,0.9978157595026306,24800.0,0.5,0.9978157595026306,4,0.9917081389764898,22700.0,0.5,0.9917081389764898,0.006107620526140778,low,6,top1_default,0.9978157595026306,24800.0,1,0,0,1.0,1.0
2026-01-25,2026-01,Sunday,2F_N,xgb_ranker_ndcg,is_top_3,recent_60d,0.75,5,0.5444368778356282,23200.0,0.5,0.5444368778356282,6,0.5441954645386864,15300.0,0.5,0.5441954645386864,0.00024141329694182811,undefined,6,top2_on_undefined,0.5441954645386864,15300.0,1,0,0,1.0,1.0
2026-01-25,2026-01,Sunday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,3,0.8259959720339582,9600.0,0.5,0.8259959720339582,5,0.8079514290839795,8400.0,0.5,0.8079514290839795,0.018044542949978704,low,3,top1_default,0.8259959720339582,9600.0,1,0,0,1.0,1.0
2026-01-25,2026-01,Sunday,3F_N,xgb_ranker_ndcg,is_top_3,recent_60d,1.0,5,0.9943370745909511,19900.0,0.5,0.9943370745909511,8,0.9936527081040107,21500.0,0.5,0.9936527081040107,0.0006843664869403687,undefined,8,top2_on_undefined,0.9936527081040107,21500.0,1,0,0,1.0,1.0
2026-01-26,2026-01,Monday,2F_N,xgb_ranker_ndcg,is_top_3,recent_60d,0.75,5,0.9980347615914159,28200.0,0.5,0.9980347615914159,7,0.8792222348459088,19700.0,0.5,0.8792222348459088,0.11881252674550713,medium,5,top1_default,0.9980347615914159,28200.0,1,0,0,1.0,1.0
2026-01-26,2026-01,Monday,3F_A,xgb_ranker_ndcg,is_top_3,recent_60d,0.75,5,0.9955137411901859,8900.0,0.5,0.9955137411901859,3,0.9528450537043678,7900.0,0.5,0.9528450537043678,0.04266868748581809,low,5,top1_default,0.9955137411901859,8900.0,1,0,0,1.0,1.0
2026-01-26,2026-01,Monday,3F_N,xgb_ranker_ndcg,is_top_3,recent_60d,0.75,8,0.9974332297485126,41200.0,0.5,0.9974332297485126,0,0.9942460775256713,18000.0,0.5,0.9942460775256713,0.003187152222841272,low,8,top1_default,0.9974332297485126,41200.0,1,0,0,1.0,1.0
2026-01-27,2026-01,Tuesday,2F_N,xgb_ranker_ndcg,is_top_3,recent_60d,0.75,8,0.9797148412111504,29600.0,0.5,0.9797148412111504,6,0.6054847992694942,12200.0,0.5,0.6054847992694942,0.3742300419416562,high,8,top1_default,0.9797148412111504,29600.0,1,0,0,1.0,1.0
2026-01-27,2026-01,Tuesday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,7,0.9982367577755179,27800.0,0.5,0.9982367577755179,1,0.9916156386001161,17100.0,0.5,0.9916156386001161,0.006621119175401757,low,7,top1_default,0.9982367577755179,27800.0,1,0,0,1.0,1.0
2026-01-27,2026-01,Tuesday,3F_N,xgb_ranker_ndcg,is_top_3,recent_60d,1.0,6,0.9980917113269538,31400.0,0.5,0.9980917113269538,3,0.994607486950632,37900.0,0.5,0.994607486950632,0.0034842243763218983,low,6,top1_default,0.9980917113269538,31400.0,1,0,0,1.0,1.0
2026-01-28,2026-01,Wednesday,2F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.0,1,0.9681767613248821,45600.0,0.5,0.9681767613248821,9,0.7649350836448537,15300.0,0.5,0.7649350836448537,0.20324167768002832,medium,1,top1_default,0.9681767613248821,45600.0,1,0,0,1.0,1.0
2026-01-28,2026-01,Wednesday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,0.75,6,0.9622473434101921,19400.0,0.5,0.9622473434101921,7,0.35622577690835755,4700.0,0.5,0.35622577690835755,0.6060215665018346,high,6,top1_default,0.9622473434101921,19400.0,1,0,0,1.0,1.0
2026-01-28,2026-01,Wednesday,3F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.25,5,0.9734613340722518,13400.0,0.5,0.9734613340722518,7,0.16100684830395906,1200.0,0.5,0.16100684830395906,0.8124544857682927,high,5,top1_default,0.9734613340722518,13400.0,1,0,0,1.0,1.0
2026-01-29,2026-01,Thursday,2F_N,xgb_ranker_ndcg,is_top_3,recent_60d,0.75,6,0.9385313832223287,23900.0,0.5,0.9385313832223287,9,0.2830497782265648,8900.0,0.5,0.2830497782265648,0.6554816049957639,high,6,top1_default,0.9385313832223287,23900.0,1,0,0,1.0,1.0
2026-01-29,2026-01,Thursday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,0,0.9958527520672309,10200.0,0.5,0.9958527520672309,1,0.9774330919419756,8500.0,0.5,0.9774330919419756,0.01841966012525531,low,0,top1_default,0.9958527520672309,10200.0,1,0,0,1.0,1.0
2026-01-29,2026-01,Thursday,3F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.0,0,0.994042673989879,19300.0,0.5,0.994042673989879,2,0.7217195761157381,8800.0,0.5,0.7217195761157381,0.2723230978741409,medium,0,top1_default,0.994042673989879,19300.0,1,0,0,1.0,1.0
