date,month,weekday,expert,model,target_label,window,lambda,top1_tail,top1_pred,top1_actual_raw_diff,top1_prob_positive,top1_final_score,top2_tail,top2_pred,top2_actual_raw_diff,top2_prob_positive,top2_final_score,pred_span_top12,confidence_band,operational_pick_tail,operational_pick_source,operational_pick_pred,operational_pick_actual_raw_diff,operational_pick_in_actual_top2,top1_is_avoid,top2_is_avoid,hit_at_2,hit_at_3
2026-01-01,2026-01,Thursday,2F_N,xgb_ranker_ndcg,is_top_3,full_2025,0.75,8,0.13380729075276512,12600.0,0.5,0.13380729075276512,0,0.04053544344800798,8400.0,0.5,0.04053544344800798,0.09327184730475714,low,8,top1_default,0.13380729075276512,12600.0,1,0,0,1.0,1.0
2026-01-01,2026-01,Thursday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,1,0.9990060653389711,39400.0,0.5,0.9990060653389711,9,0.9987515576633781,42300.0,0.5,0.9987515576633781,0.00025450767559298537,undefined,9,top2_on_undefined,0.9987515576633781,42300.0,0,0,0,0.0,0.0
2026-01-01,2026-01,Thursday,3F_N,xgb_ranker_ndcg,is_top_3,recent_60d,0.75,6,0.901352875480148,10200.0,0.5,0.901352875480148,7,0.49071837960282366,5700.0,0.5,0.49071837960282366,0.4106344958773243,high,6,top1_default,0.901352875480148,10200.0,1,0,0,1.0,1.0
2026-01-02,2026-01,Friday,2F_N,xgb_ranker_ndcg,is_top_3,full_2025,0.75,9,0.9992866888316131,35300.0,0.5,0.9992866888316131,6,0.998593993897745,33900.0,0.5,0.998593993897745,0.0006926949338681432,undefined,6,top2_on_undefined,0.998593993897745,33900.0,1,0,0,1.0,1.0
2026-01-02,2026-01,Friday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,4,0.9757719096724689,16400.0,0.5,0.9757719096724689,0,0.3445452096109586,4900.0,0.5,0.3445452096109586,0.6312267000615103,high,4,top1_default,0.9757719096724689,16400.0,1,0,0,1.0,1.0
2026-01-02,2026-01,Friday,3F_N,xgb_ranker_ndcg,is_top_3,recent_60d,0.75,5,0.9282769708613187,15200.0,0.5,0.9282769708613187,3,0.08520322042940755,300.0,0.5,0.08520322042940755,0.8430737504319111,high,5,top1_default,0.9282769708613187,15200.0,1,0,0,1.0,1.0
2026-01-03,2026-01,Saturday,2F_N,xgb_ranker_ndcg,is_top_3,full_2025,0.75,0,0.9969798905365758,38800.0,0.5,0.9969798905365758,7,0.9433827954378392,28200.0,0.5,0.9433827954378392,0.05359709509873656,low,0,top1_default,0.9969798905365758,38800.0,1,0,0,1.0,1.0
2026-01-03,2026-01,Saturday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,1,0.005006356467086676,-3500.0,0.5,0.005006356467086676,9,0.004410000278017508,-4500.0,0.5,0.004410000278017508,0.0005963561890691676,undefined,9,top2_on_undefined,0.004410000278017508,-4500.0,0,0,0,0.0,1.0
2026-01-03,2026-01,Saturday,3F_N,xgb_ranker_ndcg,is_top_3,recent_60d,0.75,2,0.962637645248027,13000.0,0.5,0.962637645248027,9,0.7760329308498521,7000.0,0.5,0.7760329308498521,0.18660471439817483,medium,2,top1_default,0.962637645248027,13000.0,1,0,0,1.0,1.0
2026-01-04,2026-01,Sunday,2F_N,xgb_ranker_ndcg,is_top_3,full_2025,0.75,8,0.9973820625036941,33700.0,0.5,0.9973820625036941,7,0.6953472892817767,13400.0,0.5,0.6953472892817767,0.3020347732219174,high,8,top1_default,0.9973820625036941,33700.0,1,0,0,1.0,1.0
2026-01-04,2026-01,Sunday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,0,0.00409534662727422,-3200.0,0.5,0.00409534662727422,4,0.0020184730440108963,1600.0,0.5,0.0020184730440108963,0.002076873583263324,low,0,top1_default,0.00409534662727422,-3200.0,0,0,0,1.0,1.0
2026-01-04,2026-01,Sunday,3F_N,xgb_ranker_ndcg,is_top_3,recent_60d,0.75,9,0.889462876944552,16300.0,0.5,0.889462876944552,0,0.04474088039057817,1600.0,0.5,0.04474088039057817,0.8447219965539737,high,9,top1_default,0.889462876944552,16300.0,1,0,0,1.0,1.0
2026-01-05,2026-01,Monday,2F_N,xgb_ranker_ndcg,is_top_3,full_2025,0.75,9,0.9984646536600275,39700.0,0.5,0.9984646536600275,1,0.9953222864076527,48500.0,0.5,0.9953222864076527,0.0031423672523747115,low,9,top1_default,0.9984646536600275,39700.0,1,0,0,1.0,1.0
2026-01-05,2026-01,Monday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,6,0.9983924805374409,13000.0,0.5,0.9983924805374409,4,0.6363968080971076,8700.0,0.5,0.6363968080971076,0.36199567244033326,high,6,top1_default,0.9983924805374409,13000.0,1,0,0,1.0,1.0
2026-01-05,2026-01,Monday,3F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.0,6,0.9991826904484375,25400.0,0.5,0.9991826904484375,3,0.998607610728891,22200.0,0.5,0.998607610728891,0.0005750797195465118,undefined,3,top2_on_undefined,0.998607610728891,22200.0,0,0,0,1.0,1.0
2026-01-06,2026-01,Tuesday,2F_N,xgb_ranker_ndcg,is_top_3,recent_60d,1.25,2,0.9979443282953628,44400.0,0.5,0.9979443282953628,6,0.9972448286967152,38300.0,0.5,0.9972448286967152,0.0006994995986476793,undefined,6,top2_on_undefined,0.9972448286967152,38300.0,1,0,0,1.0,1.0
2026-01-06,2026-01,Tuesday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,9,0.8306014318336309,9200.0,0.5,0.8306014318336309,5,0.8066026076896082,6300.0,0.5,0.8066026076896082,0.023998824144022657,low,9,top1_default,0.8306014318336309,9200.0,1,0,0,1.0,1.0
2026-01-06,2026-01,Tuesday,3F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.0,1,0.9945297500874839,17300.0,0.5,0.9945297500874839,3,0.9936829809492708,20300.0,0.5,0.9936829809492708,0.0008467691382131326,undefined,3,top2_on_undefined,0.9936829809492708,20300.0,1,0,0,1.0,1.0
2026-01-07,2026-01,Wednesday,2F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.0,0,0.9952226855713324,39400.0,0.5,0.9952226855713324,4,0.9788547771204693,32300.0,0.5,0.9788547771204693,0.01636790845086311,low,0,top1_default,0.9952226855713324,39400.0,1,0,0,1.0,1.0
2026-01-07,2026-01,Wednesday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,0.75,3,0.9848594839911384,9000.0,0.5,0.9848594839911384,7,0.9774637102853616,11200.0,0.5,0.9774637102853616,0.00739577370577682,low,3,top1_default,0.9848594839911384,9000.0,1,0,0,1.0,1.0
2026-01-07,2026-01,Wednesday,3F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.25,3,0.9950050579687572,21600.0,0.5,0.9950050579687572,0,0.9938651212999954,20600.0,0.5,0.9938651212999954,0.0011399366687617762,low,3,top1_default,0.9950050579687572,21600.0,1,0,0,1.0,1.0
2026-01-08,2026-01,Thursday,2F_N,xgb_ranker_ndcg,is_top_3,recent_60d,0.75,1,0.9969943183897023,54400.0,0.5,0.9969943183897023,5,0.9967887811890505,30700.0,0.5,0.9967887811890505,0.00020553720065186187,undefined,5,top2_on_undefined,0.9967887811890505,30700.0,1,0,0,1.0,1.0
2026-01-08,2026-01,Thursday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,6,0.9957365233734279,9800.0,0.5,0.9957365233734279,9,0.9795652429660938,9500.0,0.5,0.9795652429660938,0.016171280407334065,low,6,top1_default,0.9957365233734279,9800.0,1,0,0,1.0,1.0
2026-01-08,2026-01,Thursday,3F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.0,0,0.8274103575961027,9900.0,0.5,0.8274103575961027,8,0.25691154532085786,5400.0,0.5,0.25691154532085786,0.5704988122752448,high,0,top1_default,0.8274103575961027,9900.0,1,0,0,1.0,1.0
2026-01-09,2026-01,Friday,2F_N,xgb_ranker_ndcg,is_top_3,recent_60d,1.0,6,0.8438478271581293,12000.0,0.5,0.8438478271581293,4,0.7181195003260091,10900.0,0.5,0.7181195003260091,0.1257283268321202,medium,6,top1_default,0.8438478271581293,12000.0,1,0,0,1.0,1.0
2026-01-09,2026-01,Friday,3F_A,xgb_ranker_ndcg,is_top_3,full_2025,1.25,3,0.996985507723666,10700.0,0.5,0.996985507723666,0,0.5854619920879464,5100.0,0.5,0.5854619920879464,0.41152351563571965,high,3,top1_default,0.996985507723666,10700.0,1,0,0,1.0,1.0
2026-01-09,2026-01,Friday,3F_N,xgb_ranker_ndcg,is_top_3,full_2025,1.0,2,0.9992410139364121,35600.0,0.5,0.9992410139364121,6,0.871702504336692,9500.0,0.5,0.871702504336692,0.12753850959972002,medium,2,top1_default,0.9992410139364121,35600.0,1,0,0,1.0,1.0
2026-01-10,2026-01,Saturday,2F_N,xgb_ranker_ndcg,is_top_3,recent_60d,1.25,6,0.9977520362206131,54500.0,0.5,0.9977520362206131,3,0.969973953310923,28400.0,0.5,0.969973953310923,0.027778082909690194,low,6,top1_default,0.9977520362206131,54500.0,1,0,0,1.0,1.0
