hall_name,floor,machine_number,X,Y,display_x,display_y,section,section_min,section_max,rank_from_min,rank_from_max
楽園蒲田店,本館3F,3161,12,8,12,8,3144-3165,3144,3165,18,5
楽園蒲田店,本館3F,3162,12,7,12,7,3144-3165,3144,3165,19,4
楽園蒲田店,本館3F,3163,12,6,12,6,3144-3165,3144,3165,20,3
楽園蒲田店,本館3F,3164,12,5,12,5,3144-3165,3144,3165,21,2
楽園蒲田店,本館3F,3165,12,4,12,4,3144-3165,3144,3165,22,1
楽園蒲田店,本館3F,3166,7,1,7,1,3166-3175,3166,3175,1,10
楽園蒲田店,本館3F,3167,8,1,8,1,3166-3175,3166,3175,2,9
楽園蒲田店,本館3F,3168,9,1,9,1,3166-3175,3166,3175,3,8
楽園蒲田店,本館3F,3169,10,1,10,1,3166-3175,3166,3175,4,7
楽園蒲田店,本館3F,3170,11,1,11,1,3166-3175,3166,3175,5,6
楽園蒲田店,本館3F,3171,12,1,12,1,3166-3175,3166,3175,6,5
楽園蒲田店,本館3F,3172,13,1,13,1,3166-3175,3166,3175,7,4
楽園蒲田店,本館3F,3173,14,1,14,1,3166-3175,3166,3175,8,3
楽園蒲田店,本館3F,3174,15,1,15,1,3166-3175,3166,3175,9,2
楽園蒲田店,本館3F,3175,16,1,16,1,3166-3175,3166,3175,10,1
楽園蒲田店,本館3F,3176,17,2,17,2,3176-3181,3176,3181,1,6
楽園蒲田店,本館3F,3177,17,3,17,3,3176-3181,3176,3181,2,5
楽園蒲田店,本館3F,3178,17,4,17,4,3176-3181,3176,3181,3,4
楽園蒲田店,本館3F,3179,17,5,17,5,3176-3181,3176,3181,4,3
楽園蒲田店,本館3F,3180,17,6,17,6,3176-3181,3176,3181,5,2
楽園蒲田店,本館3F,3181,17,7,17,7,3176-3181,3176,3181,6,1
楽園蒲田店,本館3F,3182,17,9,17,9,3182-3187,3182,3187,1,6
楽園蒲田店,本館3F,3183,17,10,17,10,3182-3187,3182,3187,2,5
楽園蒲田店,本館3F,3184,17,11,17,11,3182-3187,3182,3187,3,4
楽園蒲田店,本館3F,3185,17,12,17,12,3182-3187,3182,3187,4,3
楽園蒲田店,本館3F,3186,17,13,17,13,3182-3187,3182,3187,5,2
楽園蒲田店,本館3F,3187,17,14,17,14,3182-3187,3182,3187,6,1
楽園蒲田店,本館3F,3188,12,16,12,16,3188-3201,3188,3201,1,14
楽園蒲田店,本館3F,3189,12,17,12,17,3188-3201,3188,3201,2,13
楽園蒲田店,本館3F,3190,12,18,12,18,3188-3201,3188,3201,3,12
楽園蒲田店,本館3F,3191,12,19,12,19,3188-3201,3188,3201,4,11
楽園蒲田店,本館3F,3192,12,20,12,20,3188-3201,3188,3201,5,10
楽園蒲田店,本館3F,3193,12,21,12,21,3188-3201,3188,3201,6,9
楽園蒲田店,本館3F,3194,12,22,12,22,3188-3201,3188,3201,7,8
楽園蒲田店,本館3F,3195,12,23,12,23,3188-3201,3188,3201,8,7
楽園蒲田店,本館3F,3196,12,24,12,24,3188-3201,3188,3201,9,6
楽園蒲田店,本館3F,3197,12,25,12,25,3188-3201,3188,3201,10,5
楽園蒲田店,本館3F,3198,12,26,12,26,3188-3201,3188,3201,11,4
楽園蒲田店,本館3F,3199,12,27,12,27,3188-3201,3188,3201,12,3
楽園蒲田店,本館3F,3200,12,28,12,28,3188-3201,3188,3201,13,2
楽園蒲田店,本館3F,3201,12,29,12,29,3188-3201,3188,3201,14,1
楽園蒲田店,本館3F,3202,9,28,9,28,3202-3227,3202,3227,1,26
楽園蒲田店,本館3F,3203,9,27,9,27,3202-3227,3202,3227,2,25
楽園蒲田店,本館3F,3204,9,26,9,26,3202-3227,3202,3227,3,24
楽園蒲田店,本館3F,3205,9,25,9,25,3202-3227,3202,3227,4,23
楽園蒲田店,本館3F,3206,9,24,9,24,3202-3227,3202,3227,5,22
楽園蒲田店,本館3F,3207,9,23,9,23,3202-3227,3202,3227,6,21
楽園蒲田店,本館3F,3208,9,22,9,22,3202-3227,3202,3227,7,20
楽園蒲田店,本館3F,3209,9,21,9,21,3202-3227,3202,3227,8,19
楽園蒲田店,本館3F,3210,9,20,9,20,3202-3227,3202,3227,9,18
楽園蒲田店,本館3F,3211,9,19,9,19,3202-3227,3202,3227,10,17
楽園蒲田店,本館3F,3212,9,18,9,18,3202-3227,3202,3227,11,16
楽園蒲田店,本館3F,3213,9,17,9,17,3202-3227,3202,3227,12,15
楽園蒲田店,本館3F,3214,9,16,9,16,3202-3227,3202,3227,13,14
楽園蒲田店,本館3F,3215,8,16,8,16,3202-3227,3202,3227,14,13
楽園蒲田店,本館3F,3216,8,17,8,17,3202-3227,3202,3227,15,12
楽園蒲田店,本館3F,3217,8,18,8,18,3202-3227,3202,3227,16,11
楽園蒲田店,本館3F,3218,8,19,8,19,3202-3227,3202,3227,17,10
楽園蒲田店,本館3F,3219,8,20,8,20,3202-3227,3202,3227,18,9
楽園蒲田店,本館3F,3220,8,21,8,21,3202-3227,3202,3227,19,8
楽園蒲田店,本館3F,3221,8,22,8,22,3202-3227,3202,3227,20,7
楽園蒲田店,本館3F,3222,8,23,8,23,3202-3227,3202,3227,21,6
楽園蒲田店,本館3F,3223,8,24,8,24,3202-3227,3202,3227,22,5
楽園蒲田店,本館3F,3224,8,25,8,25,3202-3227,3202,3227,23,4
楽園蒲田店,本館3F,3225,8,26,8,26,3202-3227,3202,3227,24,3
楽園蒲田店,本館3F,3226,8,27,8,27,3202-3227,3202,3227,25,2
楽園蒲田店,本館3F,3227,8,28,8,28,3202-3227,3202,3227,26,1
楽園蒲田店,本館3F,3228,5,27,5,27,3228-3251,3228,3251,1,24
楽園蒲田店,本館3F,3229,5,26,5,26,3228-3251,3228,3251,2,23
楽園蒲田店,本館3F,3230,5,25,5,25,3228-3251,3228,3251,3,22
楽園蒲田店,本館3F,3231,5,24,5,24,3228-3251,3228,3251,4,21
楽園蒲田店,本館3F,3232,5,23,5,23,3228-3251,3228,3251,5,20
楽園蒲田店,本館3F,3233,5,22,5,22,3228-3251,3228,3251,6,19
楽園蒲田店,本館3F,3234,5,21,5,21,3228-3251,3228,3251,7,18
楽園蒲田店,本館3F,3235,5,20,5,20,3228-3251,3228,3251,8,17
楽園蒲田店,本館3F,3236,5,19,5,19,3228-3251,3228,3251,9,16
楽園蒲田店,本館3F,3237,5,18,5,18,3228-3251,3228,3251,10,15
楽園蒲田店,本館3F,3238,5,17,5,17,3228-3251,3228,3251,11,14
楽園蒲田店,本館3F,3239,5,16,5,16,3228-3251,3228,3251,12,13
楽園蒲田店,本館3F,3240,4,16,4,16,3228-3251,3228,3251,13,12
楽園蒲田店,本館3F,3241,4,17,4,17,3228-3251,3228,3251,14,11
楽園蒲田店,本館3F,3242,4,18,4,18,3228-3251,3228,3251,15,10
楽園蒲田店,本館3F,3243,4,19,4,19,3228-3251,3228,3251,16,9
楽園蒲田店,本館3F,3244,4,20,4,20,3228-3251,3228,3251,17,8
楽園蒲田店,本館3F,3245,4,21,4,21,3228-3251,3228,3251,18,7
楽園蒲田店,本館3F,3246,4,22,4,22,3228-3251,3228,3251,19,6
楽園蒲田店,本館3F,3247,4,23,4,23,3228-3251,3228,3251,20,5
楽園蒲田店,本館3F,3248,4,24,4,24,3228-3251,3228,3251,21,4
楽園蒲田店,本館3F,3249,4,25,4,25,3228-3251,3228,3251,22,3
楽園蒲田店,本館3F,3250,4,26,4,26,3228-3251,3228,3251,23,2
楽園蒲田店,本館3F,3251,4,27,4,27,3228-3251,3228,3251,24,1
楽園蒲田店,本館3F,3252,6,31,6,31,3252-3259,3252,3259,1,8
楽園蒲田店,本館3F,3253,7,31,7,31,3252-3259,3252,3259,2,7
楽園蒲田店,本館3F,3254,8,31,8,31,3252-3259,3252,3259,3,6
楽園蒲田店,本館3F,3255,9,31,9,31,3252-3259,3252,3259,4,5
楽園蒲田店,本館3F,3256,9,32,9,32,3252-3259,3252,3259,5,4
楽園蒲田店,本館3F,3257,8,32,8,32,3252-3259,3252,3259,6,3
楽園蒲田店,本館3F,3258,7,32,7,32,3252-3259,3252,3259,7,2
楽園蒲田店,本館3F,3259,6,32,6,32,3252-3259,3252,3259,8,1
楽園蒲田店,本館3F,3260,13,34,13,34,3260-3268,3260,3268,1,9
楽園蒲田店,本館3F,3261,12,34,12,34,3260-3268,3260,3268,2,8
楽園蒲田店,本館3F,3262,11,34,11,34,3260-3268,3260,3268,3,7
楽園蒲田店,本館3F,3263,10,34,10,34,3260-3268,3260,3268,4,6
楽園蒲田店,本館3F,3264,9,34,9,34,3260-3268,3260,3268,5,5
楽園蒲田店,本館3F,3265,8,34,8,34,3260-3268,3260,3268,6,4
楽園蒲田店,本館3F,3266,7,34,7,34,3260-3268,3260,3268,7,3
楽園蒲田店,本館3F,3267,6,34,6,34,3260-3268,3260,3268,8,2
楽園蒲田店,本館3F,3268,5,34,5,34,3260-3268,3260,3268,9,1
