hall_name,floor,machine_number,X,Y,display_x,display_y,section,section_min,section_max,rank_from_min,rank_from_max
楽園蒲田店,本館1F,1100,4,26,4,26,1100-1121,1100,1121,1,22
楽園蒲田店,本館1F,1101,4,27,4,27,1100-1121,1100,1121,2,21
楽園蒲田店,本館1F,1102,4,28,4,28,1100-1121,1100,1121,3,20
楽園蒲田店,本館1F,1103,4,29,4,29,1100-1121,1100,1121,4,19
楽園蒲田店,本館1F,1104,4,30,4,30,1100-1121,1100,1121,5,18
楽園蒲田店,本館1F,1105,4,31,4,31,1100-1121,1100,1121,6,17
楽園蒲田店,本館1F,1106,4,20,4,20,1106-1115,1106,1115,1,10
楽園蒲田店,本館1F,1107,4,21,4,21,1106-1115,1106,1115,2,9
楽園蒲田店,本館1F,1108,4,22,4,22,1106-1115,1106,1115,3,8
楽園蒲田店,本館1F,1109,4,23,4,23,1106-1115,1106,1115,4,7
楽園蒲田店,本館1F,1110,4,24,4,24,1106-1115,1106,1115,5,6
楽園蒲田店,本館1F,1111,5,20,5,20,1106-1115,1106,1115,6,5
楽園蒲田店,本館1F,1112,5,21,5,21,1106-1115,1106,1115,7,4
楽園蒲田店,本館1F,1113,5,22,5,22,1106-1115,1106,1115,8,3
楽園蒲田店,本館1F,1114,5,23,5,23,1106-1115,1106,1115,9,2
楽園蒲田店,本館1F,1115,5,24,5,24,1106-1115,1106,1115,10,1
楽園蒲田店,本館1F,1116,5,26,5,26,1100-1121,1100,1121,17,6
楽園蒲田店,本館1F,1117,5,27,5,27,1100-1121,1100,1121,18,5
楽園蒲田店,本館1F,1118,5,28,5,28,1100-1121,1100,1121,19,4
楽園蒲田店,本館1F,1119,5,29,5,29,1100-1121,1100,1121,20,3
楽園蒲田店,本館1F,1120,5,30,5,30,1100-1121,1100,1121,21,2
楽園蒲田店,本館1F,1121,5,31,5,31,1100-1121,1100,1121,22,1
楽園蒲田店,本館1F,1122,7,33,7,33,1122-1129,1122,1129,1,8
楽園蒲田店,本館1F,1123,7,32,7,32,1122-1129,1122,1129,2,7
楽園蒲田店,本館1F,1124,7,31,7,31,1122-1129,1122,1129,3,6
楽園蒲田店,本館1F,1125,7,30,7,30,1122-1129,1122,1129,4,5
楽園蒲田店,本館1F,1126,7,29,7,29,1122-1129,1122,1129,5,4
楽園蒲田店,本館1F,1127,7,28,7,28,1122-1129,1122,1129,6,3
楽園蒲田店,本館1F,1128,7,27,7,27,1122-1129,1122,1129,7,2
楽園蒲田店,本館1F,1129,7,26,7,26,1122-1129,1122,1129,8,1
楽園蒲田店,本館1F,1130,7,24,7,24,1130-1134,1130,1134,1,5
楽園蒲田店,本館1F,1131,7,23,7,23,1130-1134,1130,1134,2,4
楽園蒲田店,本館1F,1132,7,22,7,22,1130-1134,1130,1134,3,3
楽園蒲田店,本館1F,1133,7,21,7,21,1130-1134,1130,1134,4,2
楽園蒲田店,本館1F,1134,7,20,7,20,1130-1134,1130,1134,5,1
楽園蒲田店,本館1F,1135,1,21,1,21,1135-1151,1135,1151,1,17
楽園蒲田店,本館1F,1136,1,20,1,20,1135-1151,1135,1151,2,16
楽園蒲田店,本館1F,1137,1,19,1,19,1135-1151,1135,1151,3,15
楽園蒲田店,本館1F,1138,1,18,1,18,1135-1151,1135,1151,4,14
楽園蒲田店,本館1F,1139,1,16,1,16,1135-1151,1135,1151,5,13
