metric,test_type,n_current,n_baseline,n_paired,mean_current,mean_baseline,delta_mean,ci_low,ci_high,p_value,cohens_d,cohens_d_label,condition,difficulty,p_value_adj_bonferroni,p_value_adj_bh,sig_raw_0_05,sig_bh_0_05,sig_bonf_0_05
critical_miss_rate,wilcoxon,76,76,76,0.02631578947368421,0.013157894736842105,0.013157894736842105,-0.02631578947368421,0.05263157894736842,0.5637028616507731,0.09407763730518098,negligible,anomaly_direction,anomaly,1.0,0.9538683500762398,False,False,False
hit_at_2,wilcoxon,76,76,76,0.9736842105263158,0.9868421052631579,-0.013157894736842035,-0.05263157894736842,0.02631578947368421,0.5637028616507731,-0.09407763730518048,negligible,anomaly_direction,anomaly,1.0,0.9538683500762398,False,False,False
loss_value,wilcoxon,76,76,76,1292.1052631578948,839.4736842105264,452.63157894736844,-963.1578947368421,1746.085526315789,0.2011408722334681,0.1097337454945021,negligible,anomaly_direction,anomaly,1.0,0.8201884761625055,False,False,False
critical_miss_rate,wilcoxon,508,508,508,0.005905511811023622,0.005905511811023622,0.0,-0.00984251968503937,0.00984251968503937,1.0,0.0,negligible,anomaly_direction,normal,1.0,1.0,False,False,False
hit_at_2,wilcoxon,508,508,508,0.9940944881889764,0.9940944881889764,0.0,-0.00984251968503937,0.00984251968503937,1.0,0.0,negligible,anomaly_direction,normal,1.0,1.0,False,False,False
loss_value,wilcoxon,508,508,508,802.1653543307086,576.5748031496063,225.59055118110234,-23.228346456692915,491.34350393700777,0.10814487885042454,0.07950487056634656,negligible,anomaly_direction,normal,1.0,0.8201884761625055,False,False,False
critical_miss_rate,mannwhitneyu,564,568,548,0.0,0.0,0.0,0.0,0.0,1.0,,na,difficulty_failure,hit_day,1.0,1.0,False,False,False
hit_at_2,mannwhitneyu,564,568,548,1.0,1.0,0.0,0.0,0.0,1.0,,na,difficulty_failure,hit_day,1.0,1.0,False,False,False
loss_value,wilcoxon,564,568,548,807.0921985815603,510.5633802816901,296.5288182998702,0.7253649635036538,525.1870437956204,0.03790604957271464,0.10288997606274514,negligible,difficulty_failure,hit_day,1.0,0.6823088923088635,True,False,False
critical_miss_rate,mannwhitneyu,20,16,0,0.25,0.25,0.0,-0.2875,0.275,1.0,0.0,negligible,difficulty_failure,miss_day,1.0,1.0,False,False,False
hit_at_2,mannwhitneyu,20,16,0,0.75,0.75,0.0,-0.275,0.2875,1.0,0.0,negligible,difficulty_failure,miss_day,1.0,1.0,False,False,False
