date,month,weekday,expert,model,target_label,window,lambda,top1_tail,top1_pred,top1_actual_raw_diff,top1_machine_count,top1_avg_diff_per_machine,top1_prob_positive,top1_final_score,top2_tail,top2_pred,top2_actual_raw_diff,top2_prob_positive,top2_final_score,pred_span_top12,confidence_band,operational_pick_tail,operational_pick_source,operational_pick_pred,operational_pick_actual_raw_diff,operational_pick_in_actual_top2,top1_is_avoid,top2_is_avoid,hit_at_2,hit_at_3
2026-01-01,2026-01,Thursday,2F_A,xgb_ranker_ndcg,is_rank_1,recent_60d,0.75,3,0.34354658601204896,3200.0,3.0,1066.6666666666667,0.5,0.34354658601204896,8,0.1375128971211936,2800.0,0.5,0.1375128971211936,0.20603368889085535,medium,3,top1_default,0.34354658601204896,3200.0,1,0,0,1.0,1.0
2026-01-01,2026-01,Thursday,2F_N,xgb_ranker_ndcg,is_rank_1,full_2025,1.25,8,0.005688242005620569,12600.0,32.0,393.75,0.5,0.005688242005620569,0,0.002131217944696129,8400.0,0.5,0.002131217944696129,0.0035570240609244397,low,8,top1_default,0.005688242005620569,12600.0,1,0,0,1.0,1.0
2026-01-01,2026-01,Thursday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,1,0.9915097084938252,39400.0,22.0,1790.909090909091,0.5,0.9915097084938252,5,0.9896259509267512,42900.0,0.5,0.9896259509267512,0.0018837575670740403,low,1,top1_default,0.9915097084938252,39400.0,0,0,0,0.0,0.0
2026-01-01,2026-01,Thursday,3F_N,xgb_ranker_ndcg,is_rank_1,recent_60d,1.0,6,0.16022565549492215,10200.0,16.0,637.5,0.5,0.16022565549492215,9,0.0023514055252452093,-3500.0,0.5,0.0023514055252452093,0.15787424996967694,medium,6,top1_default,0.16022565549492215,10200.0,1,0,0,1.0,1.0
2026-01-02,2026-01,Friday,2F_A,xgb_ranker_ndcg,is_rank_1,recent_60d,1.0,1,0.9794040060086702,7900.0,4.0,1975.0,0.5,0.9794040060086702,0,0.20500792668836787,2100.0,0.5,0.20500792668836787,0.7743960793203023,high,1,top1_default,0.9794040060086702,7900.0,1,0,0,1.0,1.0
2026-01-02,2026-01,Friday,2F_N,xgb_ranker_ndcg,is_rank_1,full_2025,1.25,9,0.9284571179523496,35300.0,32.0,1103.125,0.5,0.9284571179523496,6,0.8431597452683399,33900.0,0.5,0.8431597452683399,0.08529737268400972,low,9,top1_default,0.9284571179523496,35300.0,1,0,0,1.0,1.0
2026-01-02,2026-01,Friday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,4,0.6917200833949266,16400.0,20.0,820.0,0.5,0.6917200833949266,3,0.0010094758357428245,3900.0,0.5,0.0010094758357428245,0.6907106075591838,high,4,top1_default,0.6917200833949266,16400.0,1,0,0,1.0,1.0
2026-01-02,2026-01,Friday,3F_N,xgb_ranker_ndcg,is_rank_1,recent_60d,0.75,5,0.039337655658693814,15200.0,16.0,950.0,0.5,0.039337655658693814,9,0.0022659946405435387,-12300.0,0.5,0.0022659946405435387,0.03707166101815028,low,5,top1_default,0.039337655658693814,15200.0,1,0,0,1.0,1.0
2026-01-03,2026-01,Saturday,2F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,9,0.6852597576506687,3300.0,3.0,1100.0,0.5,0.6852597576506687,5,0.36397050434585454,2300.0,0.5,0.36397050434585454,0.32128925330481417,high,9,top1_default,0.6852597576506687,3300.0,1,0,0,1.0,1.0
2026-01-03,2026-01,Saturday,2F_N,xgb_ranker_ndcg,is_rank_1,full_2025,1.25,7,0.5963065430068702,28200.0,32.0,881.25,0.5,0.5963065430068702,0,0.5260014999175805,38800.0,0.5,0.5260014999175805,0.07030504308928975,low,7,top1_default,0.5963065430068702,28200.0,1,0,0,1.0,1.0
2026-01-03,2026-01,Saturday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,1,0.0015288302858431765,-3500.0,22.0,-159.0909090909091,0.5,0.0015288302858431765,0,0.001025632953774285,-1700.0,0.5,0.001025632953774285,0.0005031973320688914,undefined,0,top2_on_undefined,0.001025632953774285,-1700.0,0,0,0,0.0,0.0
2026-01-03,2026-01,Saturday,3F_N,xgb_ranker_ndcg,is_rank_1,recent_60d,0.75,2,0.09520967015987568,13000.0,16.0,812.5,0.5,0.09520967015987568,9,0.005975954953968427,7000.0,0.5,0.005975954953968427,0.08923371520590725,low,2,top1_default,0.09520967015987568,13000.0,1,0,0,1.0,1.0
2026-01-04,2026-01,Sunday,2F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,5,0.9246421706957728,5700.0,4.0,1425.0,0.5,0.9246421706957728,1,0.006157580551221492,2200.0,0.5,0.006157580551221492,0.9184845901445513,high,5,top1_default,0.9246421706957728,5700.0,1,0,0,1.0,1.0
2026-01-04,2026-01,Sunday,2F_N,xgb_ranker_ndcg,is_rank_1,full_2025,1.25,8,0.917505519089955,33700.0,32.0,1053.125,0.5,0.917505519089955,7,0.0030683721787367582,13400.0,0.5,0.0030683721787367582,0.9144371469112182,high,8,top1_default,0.917505519089955,33700.0,1,0,0,1.0,1.0
2026-01-04,2026-01,Sunday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,0,0.0009796176046283638,-3200.0,20.0,-160.0,0.5,0.0009796176046283638,2,0.0009459664464833668,-8900.0,0.5,0.0009459664464833668,3.365115814499698e-05,undefined,2,top2_on_undefined,0.0009459664464833668,-8900.0,0,0,0,0.0,0.0
2026-01-04,2026-01,Sunday,3F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,9,0.18581802869509562,16300.0,16.0,1018.75,0.5,0.18581802869509562,1,0.0006855347960655139,-200.0,0.5,0.0006855347960655139,0.1851324938990301,medium,9,top1_default,0.18581802869509562,16300.0,1,0,0,1.0,1.0
2026-01-05,2026-01,Monday,2F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,5,0.0819294348544243,2600.0,4.0,650.0,0.5,0.0819294348544243,2,0.028212050339596496,2100.0,0.5,0.028212050339596496,0.05371738451482781,low,5,top1_default,0.0819294348544243,2600.0,1,0,0,1.0,1.0
2026-01-05,2026-01,Monday,2F_N,xgb_ranker_ndcg,is_rank_1,full_2025,1.25,1,0.9249992469524763,48500.0,32.0,1515.625,0.5,0.9249992469524763,9,0.8109980258477321,39700.0,0.5,0.8109980258477321,0.1140012211047442,medium,1,top1_default,0.9249992469524763,48500.0,1,0,0,1.0,1.0
2026-01-05,2026-01,Monday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,6,0.9051963184429473,13000.0,20.0,650.0,0.5,0.9051963184429473,4,0.06868241375877096,8700.0,0.5,0.06868241375877096,0.8365139046841764,high,6,top1_default,0.9051963184429473,13000.0,1,0,0,1.0,1.0
2026-01-05,2026-01,Monday,3F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,1,0.9855584062684307,26800.0,15.0,1786.6666666666667,0.5,0.9855584062684307,6,0.9520551641721261,25400.0,0.5,0.9520551641721261,0.03350324209630462,low,1,top1_default,0.9855584062684307,26800.0,1,0,0,1.0,1.0
2026-01-06,2026-01,Tuesday,2F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,6,0.11990409135593019,2300.0,4.0,575.0,0.5,0.11990409135593019,9,0.01493178106221637,900.0,0.5,0.01493178106221637,0.10497231029371382,medium,6,top1_default,0.11990409135593019,2300.0,1,0,0,1.0,1.0
2026-01-06,2026-01,Tuesday,2F_N,xgb_ranker_ndcg,is_rank_1,full_2025,1.25,2,0.9875092240396449,44400.0,32.0,1387.5,0.5,0.9875092240396449,6,0.9810618008225986,38300.0,0.5,0.9810618008225986,0.0064474232170462775,low,2,top1_default,0.9875092240396449,44400.0,1,0,0,1.0,1.0
2026-01-06,2026-01,Tuesday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,9,0.5455611683474509,9200.0,21.0,438.0952380952381,0.5,0.5455611683474509,5,0.08948247347298105,6300.0,0.5,0.08948247347298105,0.4560786948744699,high,9,top1_default,0.5455611683474509,9200.0,1,0,0,1.0,1.0
2026-01-06,2026-01,Tuesday,3F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,3,0.976081592454314,20300.0,15.0,1353.3333333333333,0.5,0.976081592454314,1,0.8642773585154118,17300.0,0.5,0.8642773585154118,0.11180423393890226,medium,3,top1_default,0.976081592454314,20300.0,1,0,0,1.0,1.0
2026-01-07,2026-01,Wednesday,2F_A,xgb_ranker_ndcg,is_rank_1,full_2025,1.25,6,0.9296211104638769,6400.0,4.0,1600.0,0.5,0.9296211104638769,1,0.6327872553109548,4700.0,0.5,0.6327872553109548,0.29683385515292204,medium,6,top1_default,0.9296211104638769,6400.0,1,0,0,1.0,1.0
2026-01-07,2026-01,Wednesday,2F_N,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,0,0.8883285924825206,39400.0,32.0,1231.25,0.5,0.8883285924825206,4,0.7123123050822688,32300.0,0.5,0.7123123050822688,0.17601628740025177,medium,0,top1_default,0.8883285924825206,39400.0,1,0,0,1.0,1.0
2026-01-07,2026-01,Wednesday,3F_A,xgb_ranker_ndcg,is_rank_1,full_2025,0.75,7,0.1741155441632786,11200.0,21.0,533.3333333333334,0.5,0.1741155441632786,3,0.13771010783318655,9000.0,0.5,0.13771010783318655,0.03640543633009205,low,7,top1_default,0.1741155441632786,11200.0,1,0,0,1.0,1.0
